This input file creates carbon storage resources for each region,,,,,,,,,,,,,
,,,,,,,,,,,,,
Delete global carbon storage resource and carbon-storage regional technology in each region,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
1,,,,,,,,,,,,,
,,,delete,delete,,,,,,,,,
Canada,offshore carbon-storage resource,EJ,1975$/GJ,global,1,,,,,,,,
China,offshore carbon-storage resource,EJ,1975$/GJ,global,1,,,,,,,,
Eastern Europe,offshore carbon-storage resource,EJ,1975$/GJ,global,1,,,,,,,,
Former Soviet Union,offshore carbon-storage resource,EJ,1975$/GJ,global,1,,,,,,,,
India,offshore carbon-storage resource,EJ,1975$/GJ,global,1,,,,,,,,
Japan,offshore carbon-storage resource,EJ,1975$/GJ,global,1,,,,,,,,
Korea,offshore carbon-storage resource,EJ,1975$/GJ,global,1,,,,,,,,
Latin America,offshore carbon-storage resource,EJ,1975$/GJ,global,1,,,,,,,,
Middle East,offshore carbon-storage resource,EJ,1975$/GJ,global,1,,,,,,,,
Southeast Asia,offshore carbon-storage resource,EJ,1975$/GJ,global,1,,,,,,,,
USA,offshore carbon-storage resource,EJ,1975$/GJ,global,1,,,,,,,,
Western Europe,offshore carbon-storage resource,EJ,1975$/GJ,global,1,,,,,,,,
,,,,,,,,,,,,,
NOT_READ_IN,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
5,,,,,,,,,,,,,
,,,grade1,,grade2,,grade3,,grade4,,grade5,,grade7
Region,depresource,subresource,available,extractioncost,available,extractioncost,available,extractioncost,available,extractioncost,available,extractioncost,extractioncost
Africa,offshore carbon-storage resource,offshore carbon-storage resource,0,0,1000000,0.1,1,10000.0,1,10000.0,1,10000.0,1
Australia_NZ,offshore carbon-storage resource,offshore carbon-storage resource,0,0,1000000,0.1,1,10000.0,1,10000.0,1,10000.0,1
Canada,offshore carbon-storage resource,offshore carbon-storage resource,0,0,1000000,0.1,1,10000.0,1,10000.0,1,10000.0,1
China,offshore carbon-storage resource,offshore carbon-storage resource,0,0,1000000,0.1,1,10000.0,1,10000.0,1,10000.0,1
Eastern Europe,offshore carbon-storage resource,offshore carbon-storage resource,0,0,1000000,0.1,1,10000.0,1,10000.0,1,10000.0,1
Former Soviet Union,offshore carbon-storage resource,offshore carbon-storage resource,0,0,1000000,0.1,1,10000.0,1,10000.0,1,10000.0,1
India,offshore carbon-storage resource,offshore carbon-storage resource,0,0,1000000,0.1,1,10000.0,1,10000.0,1,10000.0,1
Japan,offshore carbon-storage resource,offshore carbon-storage resource,0,0,1000000,0.1,1,10000.0,1,10000.0,1,10000.0,1
Korea,offshore carbon-storage resource,offshore carbon-storage resource,0,0,1000000,0.1,1,10000.0,1,10000.0,1,10000.0,1
Latin America,offshore carbon-storage resource,offshore carbon-storage resource,0,0,1000000,0.1,1,10000.0,1,10000.0,1,10000.0,1
Middle East,offshore carbon-storage resource,offshore carbon-storage resource,0,0,1000000,0.1,1,10000.0,1,10000.0,1,10000.0,1
Southeast Asia,offshore carbon-storage resource,offshore carbon-storage resource,0,0,1000000,0.1,1,10000.0,1,10000.0,1,10000.0,1
USA,offshore carbon-storage resource,offshore carbon-storage resource,0,0,1000000,0.1,1,10000.0,1,10000.0,1,10000.0,1
Western Europe,offshore carbon-storage resource,offshore carbon-storage resource,0,0,1000000,0.1,1,10000.0,1,10000.0,1,10000.0,1
,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
6,,,,,,,,,,,,,
,,1975 fillout,,,,,,,,,,,
region,supplysector,logit-exponent,,,,,,,,,,,
ALL,carbon-storage,-6,,,,,,,,,,,
,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
7,,,,,,,,,,,,,
,,,,,input-cost,,,,,,,,
region,supplysector,subsector,technology,minicam-non-energy-input,1975,1990,2005,2020,2035,2050,2065,2080,2095
ALL,carbon-storage,offshore carbon-storage,offshore carbon-storage,non-energy,263,263,263,263,263,263,263,263,263
,,,,,,,,,,,,,
,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
8,,,,,,,,,,,,,
,,,share-weight,,,,,,,,,,
region,supplysector,subsector,1975,1990,2005,2020,2035,2050,2065,2080,2095,,
ALL,carbon-storage,carbon-storage regional,1,1,1,1,1,1,1,1,1,,
ALL,carbon-storage,offshore carbon-storage,1,1,1,1,1,1,1,1,1,,
