Ag Productivity change and cost - agricultural items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,agProdChange,,,,,,,nonLandVariableCost,,,,,,,,,,,,,,,yield,,,,,,
Latin America,Wheat,WheatAEZ8,WheatAEZ8,0.011631747,0.011631747,0.011631747,0.005228272,0.011684685,0.011684685,0.011684685,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,,,10,10Wheat,AEZ8,,0.341093208,0.405704495,0.482554718,0.52181551,0.621147324,0.739387754,0.880136209
Latin America,Wheat,WheatAEZ9,WheatAEZ9,0.011631747,0.011631747,0.011631747,0.005228272,0.006813489,0.006813489,0.006813489,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,,,10,10Wheat,AEZ9,,0.4722557,0.561712327,0.6681142,0.722472165,0.799938319,0.885710683,0.980679878
Latin America,Wheat,WheatAEZ10,WheatAEZ10,0.011631747,0.011631747,0.011631747,0.005228272,0.007149502,0.007149502,0.007149502,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,,,10,10Wheat,AEZ10,,0.473083171,0.562696542,0.669284848,0.723738058,0.805360914,0.896189159,0.997260974
Latin America,Wheat,WheatAEZ11,WheatAEZ11,0.011631747,0.011631747,0.011631747,0.005228272,0.007081569,0.007081569,0.007081569,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,,,10,10Wheat,AEZ11,,0.550590191,0.654885262,0.778936337,0.842310824,0.936358382,1.040906746,1.157128377
Latin America,Wheat,WheatAEZ12,WheatAEZ12,0.011631747,0.011631747,0.011631747,0.005228272,0.009012981,0.009012981,0.009012981,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,,,10,10Wheat,AEZ12,,0.450253818,0.535542759,0.636987483,0.68881297,0.788047903,0.901579274,1.031466722
Latin America,Wheat,WheatAEZ13,WheatAEZ13,0.011631747,0.011631747,0.011631747,0.005228272,0.010151594,0.010151594,0.010151594,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,0.0280,,,10,10Wheat,AEZ13,,0.254741782,0.302996024,0.360390784,0.389712283,0.453463561,0.527643623,0.613958467
Latin America,Wheat,WheatAEZ14,WheatAEZ14,0.011631747,0.011631747,0.011631747,0.005228272,0.00455865,0.00455865,0.00455865,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,,,10,10Wheat,AEZ14,,0.477237347,0.567637619,0.675161884,0.730093251,0.781641839,0.83683004,0.895914831
Latin America,Wheat,WheatAEZ15,WheatAEZ15,0.011631747,0.011631747,0.011631747,0.005228272,0.014318298,0.014318298,0.014318298,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,0.0195,,,10,10Wheat,AEZ15,,0.193018452,0.229580805,0.273068951,0.29528592,0.365474132,0.452345784,0.559866459
Latin America,Wheat,WheatAEZ16,WheatAEZ16,0.011631747,0.011631747,0.011631747,0.005228272,0.018296847,0.018296847,0.018296847,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,0.0199,,,10,10Wheat,AEZ16,,0.172109404,0.204711079,0.243488298,0.263298577,0.345592652,0.453607773,0.595383063
Latin America,Wheat,WheatAEZ17,WheatAEZ17,0.011631747,0.011631747,0.011631747,0.005228272,0.00455865,0.00455865,0.00455865,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,,,10,10Wheat,AEZ17,,0.431227189,0.512912026,0.610069944,0.659705412,0.706284232,0.756151773,0.809540235
Latin America,Wheat,WheatAEZ18,WheatAEZ18,0,0,0,0,0,0,0,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,,,10,10Wheat,AEZ18,,0,0,0,0,0,0,0
Southeast Asia,Corn,CornAEZ1,CornAEZ1,0.008356476,0.008356476,0.008356476,0.006882231,0.027219882,0.027219882,0.027219882,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,,,11,11Corn,AEZ1,,0.069176916,0.078374101,0.088794067,0.098415635,0.147236452,0.220275701,0.329547361
Southeast Asia,Corn,CornAEZ2,CornAEZ2,0,0,0,0,0,0,0,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,,,11,11Corn,AEZ2,,0,0,0,0,0,0,0
Southeast Asia,Corn,CornAEZ3,CornAEZ3,0.008356476,0.008356476,0.008356476,0.006882231,0.014885454,0.014885454,0.014885454,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,,,11,11Corn,AEZ3,,0.394637037,0.447104681,0.506547985,0.561436626,0.700738795,0.874604247,1.091608736
Southeast Asia,Corn,CornAEZ4,CornAEZ4,0.008356476,0.008356476,0.008356476,0.006882231,0.008919919,0.008919919,0.008919919,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,,,11,11Corn,AEZ4,,0.644295546,0.7299557,0.827004512,0.916617255,1.047221309,1.19643446,1.366908222
Southeast Asia,Corn,CornAEZ5,CornAEZ5,0.008356476,0.008356476,0.008356476,0.006882231,0.004816761,0.004816761,0.004816761,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,,,11,11Corn,AEZ5,,0.629894523,0.713640037,0.808519655,0.896129411,0.963105338,1.035086986,1.11244848
Southeast Asia,Corn,CornAEZ6,CornAEZ6,0.008356476,0.008356476,0.008356476,0.006882231,0.010658375,0.010658375,0.010658375,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,,,11,11Corn,AEZ6,,0.340617197,0.385902815,0.437209229,0.484584446,0.568113567,0.666040827,0.780848072
Southeast Asia,Corn,CornAEZ7,CornAEZ7,0.008356476,0.008356476,0.008356476,0.006882231,0.019139681,0.019139681,0.019139681,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,,,11,11Corn,AEZ7,,0.261246041,0.295979132,0.335330045,0.371665814,0.49392191,0.656393039,0.872307572
Southeast Asia,Corn,CornAEZ8,CornAEZ8,0.008356476,0.008356476,0.008356476,0.006882231,0.021692521,0.021692521,0.021692521,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,,,11,11Corn,AEZ8,,0.194320576,0.220155816,0.249425895,0.276453242,0.381438833,0.52629364,0.726158356
Southeast Asia,Corn,CornAEZ9,CornAEZ9,0.008356476,0.008356476,0.008356476,0.006882231,0.018940544,0.018940544,0.018940544,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,,,11,11Corn,AEZ9,,0.223048586,0.252703263,0.286300578,0.317323601,0.420470009,0.557144277,0.738244676
Southeast Asia,Corn,CornAEZ10,CornAEZ10,0.008356476,0.008356476,0.008356476,0.006882231,0.015952619,0.015952619,0.015952619,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,,,11,11Corn,AEZ10,,0.312700814,0.354274902,0.401376334,0.444868762,0.564070941,0.715213234,0.906853968
Southeast Asia,Corn,CornAEZ11,CornAEZ11,0.008356476,0.008356476,0.008356476,0.006882231,0.015481521,0.015481521,0.015481521,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,,,11,11Corn,AEZ11,,0.371114458,0.420454736,0.476354885,0.527971856,0.66480021,0.837088784,1.054027394
Southeast Asia,Corn,CornAEZ12,CornAEZ12,0.008356476,0.008356476,0.008356476,0.006882231,0.01835299,0.01835299,0.01835299,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,,,11,11Corn,AEZ12,,0.283310992,0.320977655,0.363652163,0.403056867,0.529470137,0.695531199,0.91367504
Southeast Asia,Corn,CornAEZ13,CornAEZ13,0.008356476,0.008356476,0.008356476,0.006882231,0.012559639,0.012559639,0.012559639,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,0.0150,,,11,11Corn,AEZ13,,0.425093187,0.481610026,0.545640873,0.60476555,0.72928323,0.879438369,1.060509571
Southeast Asia,Corn,CornAEZ14,CornAEZ14,0.008356476,0.008356476,0.008356476,0.006882231,0.019081919,0.019081919,0.019081919,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,,,11,11Corn,AEZ14,,0.236331062,0.267751666,0.303349691,0.336220126,0.446436967,0.592784161,0.787105657
Southeast Asia,Corn,CornAEZ15,CornAEZ15,0.008356476,0.008356476,0.008356476,0.006882231,0.019176596,0.019176596,0.019176596,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,,,11,11Corn,AEZ15,,0.217638872,0.246574319,0.27935678,0.309627386,0.411700122,0.547422477,0.72788749
Southeast Asia,Corn,CornAEZ16,CornAEZ16,0.008356476,0.008356476,0.008356476,0.006882231,0.02142286,0.02142286,0.02142286,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,,,11,11Corn,AEZ16,,0.19828372,0.224645867,0.254512905,0.282091472,0.387680142,0.532791336,0.732218592
Southeast Asia,Corn,CornAEZ17,CornAEZ17,0,0,0,0,0,0,0,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,,,11,11Corn,AEZ17,,0,0,0,0,0,0,0
Southeast Asia,Corn,CornAEZ18,CornAEZ18,0,0,0,0,0,0,0,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,,,11,11Corn,AEZ18,,0,0,0,0,0,0,0
Southeast Asia,FiberCrop,FiberCropAEZ1,FiberCropAEZ1,0.004302395,0.004302395,0.004302395,0.021713769,0.007871679,0.007871679,0.007871679,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,,,11,11FiberCrop,AEZ1,,0.251218874,0.267929011,0.285750643,0.394390014,0.443613277,0.498980027,0.561257023
Southeast Asia,FiberCrop,FiberCropAEZ2,FiberCropAEZ2,0,0,0,0,0,0,0,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,,,11,11FiberCrop,AEZ2,,0,0,0,0,0,0,0
Southeast Asia,FiberCrop,FiberCropAEZ3,FiberCropAEZ3,0.004302395,0.004302395,0.004302395,0.021713769,0.004160857,0.004160857,0.004160857,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,,,11,11FiberCrop,AEZ3,,0.436826904,0.46588299,0.496871777,0.685777171,0.729847874,0.776750732,0.826667749
Southeast Asia,FiberCrop,FiberCropAEZ4,FiberCropAEZ4,0.004302395,0.004302395,0.004302395,0.021713769,0.006725194,0.006725194,0.006725194,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,,,11,11FiberCrop,AEZ4,,0.334027533,0.35624579,0.379941923,0.524391823,0.57985575,0.641185991,0.709003015
Southeast Asia,FiberCrop,FiberCropAEZ5,FiberCropAEZ5,0.004302395,0.004302395,0.004302395,0.021713769,0.007759787,0.007759787,0.007759787,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,,,11,11FiberCrop,AEZ5,,0.308447808,0.328964599,0.350846089,0.48423406,0.54376431,0.610613026,0.685679918
Southeast Asia,FiberCrop,FiberCropAEZ6,FiberCropAEZ6,0.004302395,0.004302395,0.004302395,0.021713769,0.022847285,0.022847285,0.022847285,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,,,11,11FiberCrop,AEZ6,,0.064794121,0.069103983,0.07370052,0.101720679,0.142748383,0.200324075,0.28112217
Southeast Asia,FiberCrop,FiberCropAEZ7,FiberCropAEZ7,0.004302395,0.004302395,0.004302395,0.021713769,0.008952218,0.008952218,0.008952218,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,,,11,11FiberCrop,AEZ7,,0.240431083,0.256423656,0.273479995,0.377454196,0.431442821,0.493153634,0.563691164
Southeast Asia,FiberCrop,FiberCropAEZ8,FiberCropAEZ8,0.004302395,0.004302395,0.004302395,0.021713769,0.01182276,0.01182276,0.01182276,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,,,11,11FiberCrop,AEZ8,,0.203739464,0.217291448,0.23174486,0.319851804,0.381518381,0.455074111,0.542811189
Southeast Asia,FiberCrop,FiberCropAEZ9,FiberCropAEZ9,0.004302395,0.004302395,0.004302395,0.021713769,0.011872958,0.011872958,0.011872958,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,,,11,11FiberCrop,AEZ9,,0.202680918,0.216162491,0.230540809,0.318189986,0.37981871,0.453384013,0.541197835
Southeast Asia,FiberCrop,FiberCropAEZ10,FiberCropAEZ10,0.004302395,0.004302395,0.004302395,0.021713769,0.008972411,0.008972411,0.008972411,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,,,11,11FiberCrop,AEZ10,,0.27397833,0.29220234,0.311638543,0.43012022,0.491789473,0.562300665,0.642921524
Southeast Asia,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,0.004302395,0.004302395,0.004302395,0.021713769,0.008809946,0.008809946,0.008809946,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,,,11,11FiberCrop,AEZ11,,0.278650271,0.297185041,0.316952674,0.437454728,0.498968865,0.569133015,0.649163528
Southeast Asia,FiberCrop,FiberCropAEZ12,FiberCropAEZ12,0.004302395,0.004302395,0.004302395,0.021713769,0.01214126,0.01214126,0.01214126,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,,,11,11FiberCrop,AEZ12,,0.197116611,0.210228068,0.22421165,0.309454548,0.370863257,0.44445802,0.532657058
Southeast Asia,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,0.004302395,0.004302395,0.004302395,0.021713769,0.010275181,0.010275181,0.010275181,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,,,11,11FiberCrop,AEZ13,,0.239262685,0.25517754,0.272150992,0.375619921,0.437868675,0.510433463,0.595023884
Southeast Asia,FiberCrop,FiberCropAEZ14,FiberCropAEZ14,0.004302395,0.004302395,0.004302395,0.021713769,0.01065814,0.01065814,0.01065814,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,0.1094,,,11,11FiberCrop,AEZ14,,0.195624817,0.208637045,0.222514798,0.30711257,0.360049129,0.422110286,0.494868838
Southeast Asia,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,0.004302395,0.004302395,0.004302395,0.021713769,0.011297448,0.011297448,0.011297448,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,0.1167,,,11,11FiberCrop,AEZ15,,0.108987918,0.116237386,0.12396906,0.171100785,0.202504963,0.239673126,0.283663207
Southeast Asia,FiberCrop,FiberCropAEZ16,FiberCropAEZ16,0.004302395,0.004302395,0.004302395,0.021713769,0.010597621,0.010597621,0.010597621,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,,,11,11FiberCrop,AEZ16,,0.110132921,0.11745855,0.125271452,0.172898332,0.202518581,0.237213251,0.277851674
Southeast Asia,FiberCrop,FiberCropAEZ17,FiberCropAEZ17,0,0,0,0,0,0,0,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,0.1312,,,11,11FiberCrop,AEZ17,,0,0,0,0,0,0,0
Southeast Asia,FiberCrop,FiberCropAEZ18,FiberCropAEZ18,0,0,0,0,0,0,0,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,0.1239,,,11,11FiberCrop,AEZ18,,0,0,0,0,0,0,0
Southeast Asia,FodderGrass,FodderGrassAEZ1,FodderGrassAEZ1,0,0,0,0,0,0,0,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,,,11,11FodderGrass,AEZ1,,1.12032761,1.12032761,1.12032761,1.12032761,1.12032761,1.12032761,1.12032761
Southeast Asia,FodderGrass,FodderGrassAEZ2,FodderGrassAEZ2,0,0,0,0,0,0,0,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,,,11,11FodderGrass,AEZ2,,0,0,0,0,0,0,0
Southeast Asia,FodderGrass,FodderGrassAEZ3,FodderGrassAEZ3,0,0,0,0,0,0,0,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,,,11,11FodderGrass,AEZ3,,2.034616274,2.034616274,2.034616274,2.034616274,2.034616274,2.034616274,2.034616274
Southeast Asia,FodderGrass,FodderGrassAEZ4,FodderGrassAEZ4,0,0,0,0,0,0,0,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,,,11,11FodderGrass,AEZ4,,1.977902536,1.977902536,1.977902536,1.977902536,1.977902536,1.977902536,1.977902536
Southeast Asia,FodderGrass,FodderGrassAEZ5,FodderGrassAEZ5,0,0,0,0,0,0,0,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,,,11,11FodderGrass,AEZ5,,2.473394541,2.473394541,2.473394541,2.473394541,2.473394541,2.473394541,2.473394541
Southeast Asia,FodderGrass,FodderGrassAEZ6,FodderGrassAEZ6,0,0,0,0,0,0,0,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,,,11,11FodderGrass,AEZ6,,2.090071302,2.090071302,2.090071302,2.090071302,2.090071302,2.090071302,2.090071302
Southeast Asia,FodderGrass,FodderGrassAEZ7,FodderGrassAEZ7,0,0,0,0,0,0,0,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,,,11,11FodderGrass,AEZ7,,1.478975417,1.478975417,1.478975417,1.478975417,1.478975417,1.478975417,1.478975417
Southeast Asia,FodderGrass,FodderGrassAEZ8,FodderGrassAEZ8,0,0,0,0,0,0,0,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,,,11,11FodderGrass,AEZ8,,1.130889481,1.130889481,1.130889481,1.130889481,1.130889481,1.130889481,1.130889481
Southeast Asia,FodderGrass,FodderGrassAEZ9,FodderGrassAEZ9,0,0,0,0,0,0,0,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,,,11,11FodderGrass,AEZ9,,1.121658063,1.121658063,1.121658063,1.121658063,1.121658063,1.121658063,1.121658063
Southeast Asia,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,0,0,0,0,0,0,0,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,,,11,11FodderGrass,AEZ10,,1.538893979,1.538893979,1.538893979,1.538893979,1.538893979,1.538893979,1.538893979
Southeast Asia,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,0,0,0,0,0,0,0,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,,,11,11FodderGrass,AEZ11,,2.693197788,2.693197788,2.693197788,2.693197788,2.693197788,2.693197788,2.693197788
Southeast Asia,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,0,0,0,0,0,0,0,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,,,11,11FodderGrass,AEZ12,,3.348562928,3.348562928,3.348562928,3.348562928,3.348562928,3.348562928,3.348562928
Southeast Asia,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,0,0,0,0,0,0,0,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,,,11,11FodderGrass,AEZ13,,2.034616274,2.034616274,2.034616274,2.034616274,2.034616274,2.034616274,2.034616274
Southeast Asia,FodderGrass,FodderGrassAEZ14,FodderGrassAEZ14,0,0,0,0,0,0,0,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,,,11,11FodderGrass,AEZ14,,1.097391889,1.097391889,1.097391889,1.097391889,1.097391889,1.097391889,1.097391889
Southeast Asia,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,0,0,0,0,0,0,0,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,,,11,11FodderGrass,AEZ15,,0,0,0,0,0,0,0
Southeast Asia,FodderGrass,FodderGrassAEZ16,FodderGrassAEZ16,0,0,0,0,0,0,0,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,,,11,11FodderGrass,AEZ16,,1.413306444,1.413306444,1.413306444,1.413306444,1.413306444,1.413306444,1.413306444
Southeast Asia,FodderGrass,FodderGrassAEZ17,FodderGrassAEZ17,0,0,0,0,0,0,0,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,,,11,11FodderGrass,AEZ17,,0,0,0,0,0,0,0
Southeast Asia,FodderGrass,FodderGrassAEZ18,FodderGrassAEZ18,0,0,0,0,0,0,0,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,,,11,11FodderGrass,AEZ18,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ1,FodderHerbAEZ1,0,0,0,0,0,0,0,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,,,11,11FodderHerb,AEZ1,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ2,FodderHerbAEZ2,0,0,0,0,0,0,0,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,,,11,11FodderHerb,AEZ2,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ3,FodderHerbAEZ3,0,0,0,0,0,0,0,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,,,11,11FodderHerb,AEZ3,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ4,FodderHerbAEZ4,0,0,0,0,0,0,0,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,,,11,11FodderHerb,AEZ4,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ5,FodderHerbAEZ5,0,0,0,0,0,0,0,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,,,11,11FodderHerb,AEZ5,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ6,FodderHerbAEZ6,0,0,0,0,0,0,0,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,,,11,11FodderHerb,AEZ6,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ7,FodderHerbAEZ7,0,0,0,0,0,0,0,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,,,11,11FodderHerb,AEZ7,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ8,FodderHerbAEZ8,0,0,0,0,0,0,0,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,,,11,11FodderHerb,AEZ8,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ9,FodderHerbAEZ9,0,0,0,0,0,0,0,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,,,11,11FodderHerb,AEZ9,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,0,0,0,0,0,0,0,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,,,11,11FodderHerb,AEZ10,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,0,0,0,0,0,0,0,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,,,11,11FodderHerb,AEZ11,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,0,0,0,0,0,0,0,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,,,11,11FodderHerb,AEZ12,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,0,0,0,0,0,0,0,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,,,11,11FodderHerb,AEZ13,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ14,FodderHerbAEZ14,0,0,0,0,0,0,0,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,,,11,11FodderHerb,AEZ14,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,0,0,0,0,0,0,0,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,,,11,11FodderHerb,AEZ15,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ16,FodderHerbAEZ16,0,0,0,0,0,0,0,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,,,11,11FodderHerb,AEZ16,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ17,FodderHerbAEZ17,0,0,0,0,0,0,0,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,,,11,11FodderHerb,AEZ17,,0,0,0,0,0,0,0
Southeast Asia,FodderHerb,FodderHerbAEZ18,FodderHerbAEZ18,0,0,0,0,0,0,0,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,,,11,11FodderHerb,AEZ18,,0,0,0,0,0,0,0
Southeast Asia,MiscCrop,MiscCropAEZ1,MiscCropAEZ1,0.012256989,0.012256989,0.012256989,0.010470431,0.019240759,0.019240759,0.019240759,0.0862,0.0862,0.0862,0.0862,0.0862,0.0862,0.0862,0.0862,0.0862,,,11,11MiscCrop,AEZ1,,0.37815596,0.453975805,0.544997443,0.637160151,0.848008772,1.12863128,1.502117205
Southeast Asia,MiscCrop,MiscCropAEZ2,MiscCropAEZ2,0,0,0,0,0,0,0,0.0791,0.0791,0.0791,0.0791,0.0791,0.0791,0.0791,0.0791,0.0791,,,11,11MiscCrop,AEZ2,,0,0,0,0,0,0,0
Southeast Asia,MiscCrop,MiscCropAEZ3,MiscCropAEZ3,0.012256989,0.012256989,0.012256989,0.010470431,0.007846006,0.007846006,0.007846006,0.0807,0.0807,0.0807,0.0807,0.0807,0.0807,0.0807,0.0807,0.0807,,,11,11MiscCrop,AEZ3,,0.779881284,0.936246604,1.123962996,1.314032647,1.477470586,1.661236756,1.867859561
Southeast Asia,MiscCrop,MiscCropAEZ4,MiscCropAEZ4,0.012256989,0.012256989,0.012256989,0.010470431,0.007399591,0.007399591,0.007399591,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,,,11,11MiscCrop,AEZ4,,0.888977261,1.067216202,1.281191851,1.497849952,1.672995851,1.868621829,2.087122653
