INPUT_TABLE
Variable ID
IncomeElasticity

region,energy.final.demand,year,income.elasticity
USA,FoodDemand_Crops,2020,0.03
USA,FoodDemand_Meat,2020,0.27
USA,NonFoodDemand_Crops,2020,0
USA,NonFoodDemand_Meat,2020,0
USA,NonFoodDemand_Forest,2020,0
USA,Exports_Meat,2020,0
Western Europe,FoodDemand_Crops,2020,0.03
Western Europe,FoodDemand_Meat,2020,0.27
Western Europe,NonFoodDemand_Crops,2020,0
Western Europe,NonFoodDemand_Meat,2020,0
Western Europe,NonFoodDemand_Forest,2020,0
Western Europe,Exports_Meat,2020,0
Africa,FoodDemand_Crops,2035,0.32
Africa,FoodDemand_Meat,2035,0.59
Africa,NonFoodDemand_Crops,2035,0
Africa,NonFoodDemand_Meat,2035,0
Africa,NonFoodDemand_Forest,2035,0
Africa,Exports_Meat,2035,0
Australia_NZ,FoodDemand_Crops,2035,0.01
Australia_NZ,FoodDemand_Meat,2035,0.16
Australia_NZ,NonFoodDemand_Crops,2035,0
Australia_NZ,NonFoodDemand_Meat,2035,0
Australia_NZ,NonFoodDemand_Forest,2035,0
Australia_NZ,Exports_Meat,2035,0
Canada,FoodDemand_Crops,2035,0.01
Canada,FoodDemand_Meat,2035,0.16
Canada,NonFoodDemand_Crops,2035,0
Canada,NonFoodDemand_Meat,2035,0
Canada,NonFoodDemand_Forest,2035,0
Canada,Exports_Meat,2035,0
China,FoodDemand_Crops,2035,0.03
China,FoodDemand_Meat,2035,0.25
China,NonFoodDemand_Crops,2035,0
China,NonFoodDemand_Meat,2035,0
China,NonFoodDemand_Forest,2035,0
China,Exports_Meat,2035,0
Eastern Europe,FoodDemand_Crops,2035,0.07
Eastern Europe,FoodDemand_Meat,2035,0.21
Eastern Europe,NonFoodDemand_Crops,2035,0
Eastern Europe,NonFoodDemand_Meat,2035,0
Eastern Europe,NonFoodDemand_Forest,2035,0
Eastern Europe,Exports_Meat,2035,0
Former Soviet Union,FoodDemand_Crops,2035,0.07
Former Soviet Union,FoodDemand_Meat,2035,0.21
Former Soviet Union,NonFoodDemand_Crops,2035,0
Former Soviet Union,NonFoodDemand_Meat,2035,0
Former Soviet Union,NonFoodDemand_Forest,2035,0
Former Soviet Union,Exports_Meat,2035,0
India,FoodDemand_Crops,2035,0.08
India,FoodDemand_Meat,2035,0.34
India,NonFoodDemand_Crops,2035,0
India,NonFoodDemand_Meat,2035,0
India,NonFoodDemand_Forest,2035,0
India,Exports_Meat,2035,0
Japan,FoodDemand_Crops,2035,0.01
Japan,FoodDemand_Meat,2035,0.16
Japan,NonFoodDemand_Crops,2035,0
Japan,NonFoodDemand_Meat,2035,0
Japan,NonFoodDemand_Forest,2035,0
Japan,Exports_Meat,2035,0
Korea,FoodDemand_Crops,2035,0.01
Korea,FoodDemand_Meat,2035,0.16
Korea,NonFoodDemand_Crops,2035,0
Korea,NonFoodDemand_Meat,2035,0
Korea,NonFoodDemand_Forest,2035,0
Korea,Exports_Meat,2035,0
Latin America,FoodDemand_Crops,2035,0.09
Latin America,FoodDemand_Meat,2035,0.45
Latin America,NonFoodDemand_Crops,2035,0
Latin America,NonFoodDemand_Meat,2035,0
Latin America,NonFoodDemand_Forest,2035,0
Latin America,Exports_Meat,2035,0
Middle East,FoodDemand_Crops,2035,0.04
Middle East,FoodDemand_Meat,2035,0.53
Middle East,NonFoodDemand_Crops,2035,0
Middle East,NonFoodDemand_Meat,2035,0
Middle East,NonFoodDemand_Forest,2035,0
Middle East,Exports_Meat,2035,0
Southeast Asia,FoodDemand_Crops,2035,0.08
Southeast Asia,FoodDemand_Meat,2035,0.34
Southeast Asia,NonFoodDemand_Crops,2035,0
Southeast Asia,NonFoodDemand_Meat,2035,0
Southeast Asia,NonFoodDemand_Forest,2035,0
Southeast Asia,Exports_Meat,2035,0
USA,FoodDemand_Crops,2035,0.01
USA,FoodDemand_Meat,2035,0.16
USA,NonFoodDemand_Crops,2035,0
USA,NonFoodDemand_Meat,2035,0
USA,NonFoodDemand_Forest,2035,0
USA,Exports_Meat,2035,0
Western Europe,FoodDemand_Crops,2035,0.01
Western Europe,FoodDemand_Meat,2035,0.16
Western Europe,NonFoodDemand_Crops,2035,0
Western Europe,NonFoodDemand_Meat,2035,0
Western Europe,NonFoodDemand_Forest,2035,0
Western Europe,Exports_Meat,2035,0
Africa,FoodDemand_Crops,2050,0.2
Africa,FoodDemand_Meat,2050,0.46
Africa,NonFoodDemand_Crops,2050,0
Africa,NonFoodDemand_Meat,2050,0
Africa,NonFoodDemand_Forest,2050,0
Africa,Exports_Meat,2050,0
Australia_NZ,FoodDemand_Crops,2050,0
Australia_NZ,FoodDemand_Meat,2050,0.11
Australia_NZ,NonFoodDemand_Crops,2050,0
Australia_NZ,NonFoodDemand_Meat,2050,0
Australia_NZ,NonFoodDemand_Forest,2050,0
Australia_NZ,Exports_Meat,2050,0
Canada,FoodDemand_Crops,2050,0
Canada,FoodDemand_Meat,2050,0.11
Canada,NonFoodDemand_Crops,2050,0
Canada,NonFoodDemand_Meat,2050,0
Canada,NonFoodDemand_Forest,2050,0
Canada,Exports_Meat,2050,0
China,FoodDemand_Crops,2050,0
China,FoodDemand_Meat,2050,0.22
China,NonFoodDemand_Crops,2050,0
China,NonFoodDemand_Meat,2050,0
China,NonFoodDemand_Forest,2050,0
China,Exports_Meat,2050,0
Eastern Europe,FoodDemand_Crops,2050,0.04
Eastern Europe,FoodDemand_Meat,2050,0.18
Eastern Europe,NonFoodDemand_Crops,2050,0
Eastern Europe,NonFoodDemand_Meat,2050,0
Eastern Europe,NonFoodDemand_Forest,2050,0
Eastern Europe,Exports_Meat,2050,0
Former Soviet Union,FoodDemand_Crops,2050,0.04
Former Soviet Union,FoodDemand_Meat,2050,0.18
Former Soviet Union,NonFoodDemand_Crops,2050,0
Former Soviet Union,NonFoodDemand_Meat,2050,0
Former Soviet Union,NonFoodDemand_Forest,2050,0
Former Soviet Union,Exports_Meat,2050,0
India,FoodDemand_Crops,2050,0.06
India,FoodDemand_Meat,2050,0.32
India,NonFoodDemand_Crops,2050,0
India,NonFoodDemand_Meat,2050,0
India,NonFoodDemand_Forest,2050,0
India,Exports_Meat,2050,0
Japan,FoodDemand_Crops,2050,0
Japan,FoodDemand_Meat,2050,0.11
Japan,NonFoodDemand_Crops,2050,0
Japan,NonFoodDemand_Meat,2050,0
Japan,NonFoodDemand_Forest,2050,0
Japan,Exports_Meat,2050,0
Korea,FoodDemand_Crops,2050,0
Korea,FoodDemand_Meat,2050,0.11
Korea,NonFoodDemand_Crops,2050,0
Korea,NonFoodDemand_Meat,2050,0
Korea,NonFoodDemand_Forest,2050,0
Korea,Exports_Meat,2050,0
Latin America,FoodDemand_Crops,2050,0.01
Latin America,FoodDemand_Meat,2050,0.31
Latin America,NonFoodDemand_Crops,2050,0
Latin America,NonFoodDemand_Meat,2050,0
Latin America,NonFoodDemand_Forest,2050,0
Latin America,Exports_Meat,2050,0
Middle East,FoodDemand_Crops,2050,0.01
Middle East,FoodDemand_Meat,2050,0.46
Middle East,NonFoodDemand_Crops,2050,0
Middle East,NonFoodDemand_Meat,2050,0
Middle East,NonFoodDemand_Forest,2050,0
Middle East,Exports_Meat,2050,0
Southeast Asia,FoodDemand_Crops,2050,0.06
Southeast Asia,FoodDemand_Meat,2050,0.32
Southeast Asia,NonFoodDemand_Crops,2050,0
Southeast Asia,NonFoodDemand_Meat,2050,0
Southeast Asia,NonFoodDemand_Forest,2050,0
Southeast Asia,Exports_Meat,2050,0
USA,FoodDemand_Crops,2050,0
USA,FoodDemand_Meat,2050,0.11
USA,NonFoodDemand_Crops,2050,0
USA,NonFoodDemand_Meat,2050,0
USA,NonFoodDemand_Forest,2050,0
USA,Exports_Meat,2050,0
Western Europe,FoodDemand_Crops,2050,0
Western Europe,FoodDemand_Meat,2050,0.11
Western Europe,NonFoodDemand_Crops,2050,0
Western Europe,NonFoodDemand_Meat,2050,0
Western Europe,NonFoodDemand_Forest,2050,0
Western Europe,Exports_Meat,2050,0
Africa,FoodDemand_Crops,2065,0
Africa,FoodDemand_Meat,2065,0
Africa,NonFoodDemand_Crops,2065,0
Africa,NonFoodDemand_Meat,2065,0
Africa,NonFoodDemand_Forest,2065,0
Africa,Exports_Meat,2065,0
Australia_NZ,FoodDemand_Crops,2065,0
Australia_NZ,FoodDemand_Meat,2065,0
Australia_NZ,NonFoodDemand_Crops,2065,0
Australia_NZ,NonFoodDemand_Meat,2065,0
Australia_NZ,NonFoodDemand_Forest,2065,0
Australia_NZ,Exports_Meat,2065,0
Canada,FoodDemand_Crops,2065,0
Canada,FoodDemand_Meat,2065,0
Canada,NonFoodDemand_Crops,2065,0
Canada,NonFoodDemand_Meat,2065,0
Canada,NonFoodDemand_Forest,2065,0
Canada,Exports_Meat,2065,0
China,FoodDemand_Crops,2065,0
China,FoodDemand_Meat,2065,0
China,NonFoodDemand_Crops,2065,0
China,NonFoodDemand_Meat,2065,0
China,NonFoodDemand_Forest,2065,0
China,Exports_Meat,2065,0
Eastern Europe,FoodDemand_Crops,2065,0
Eastern Europe,FoodDemand_Meat,2065,0
Eastern Europe,NonFoodDemand_Crops,2065,0
Eastern Europe,NonFoodDemand_Meat,2065,0
Eastern Europe,NonFoodDemand_Forest,2065,0
Eastern Europe,Exports_Meat,2065,0
Former Soviet Union,FoodDemand_Crops,2065,0
Former Soviet Union,FoodDemand_Meat,2065,0
Former Soviet Union,NonFoodDemand_Crops,2065,0
Former Soviet Union,NonFoodDemand_Meat,2065,0
Former Soviet Union,NonFoodDemand_Forest,2065,0
Former Soviet Union,Exports_Meat,2065,0
India,FoodDemand_Crops,2065,0
India,FoodDemand_Meat,2065,0
India,NonFoodDemand_Crops,2065,0
India,NonFoodDemand_Meat,2065,0
India,NonFoodDemand_Forest,2065,0
India,Exports_Meat,2065,0
Japan,FoodDemand_Crops,2065,0
Japan,FoodDemand_Meat,2065,0
Japan,NonFoodDemand_Crops,2065,0
Japan,NonFoodDemand_Meat,2065,0
Japan,NonFoodDemand_Forest,2065,0
Japan,Exports_Meat,2065,0
Korea,FoodDemand_Crops,2065,0
Korea,FoodDemand_Meat,2065,0
Korea,NonFoodDemand_Crops,2065,0
Korea,NonFoodDemand_Meat,2065,0
Korea,NonFoodDemand_Forest,2065,0
Korea,Exports_Meat,2065,0
Latin America,FoodDemand_Crops,2065,0
Latin America,FoodDemand_Meat,2065,0
Latin America,NonFoodDemand_Crops,2065,0
Latin America,NonFoodDemand_Meat,2065,0
Latin America,NonFoodDemand_Forest,2065,0
Latin America,Exports_Meat,2065,0
Middle East,FoodDemand_Crops,2065,0
Middle East,FoodDemand_Meat,2065,0
Middle East,NonFoodDemand_Crops,2065,0
Middle East,NonFoodDemand_Meat,2065,0
Middle East,NonFoodDemand_Forest,2065,0
Middle East,Exports_Meat,2065,0
Southeast Asia,FoodDemand_Crops,2065,0
Southeast Asia,FoodDemand_Meat,2065,0
Southeast Asia,NonFoodDemand_Crops,2065,0
Southeast Asia,NonFoodDemand_Meat,2065,0
Southeast Asia,NonFoodDemand_Forest,2065,0
Southeast Asia,Exports_Meat,2065,0
USA,FoodDemand_Crops,2065,0
USA,FoodDemand_Meat,2065,0
USA,NonFoodDemand_Crops,2065,0
USA,NonFoodDemand_Meat,2065,0
USA,NonFoodDemand_Forest,2065,0
USA,Exports_Meat,2065,0
Western Europe,FoodDemand_Crops,2065,0
Western Europe,FoodDemand_Meat,2065,0
Western Europe,NonFoodDemand_Crops,2065,0
Western Europe,NonFoodDemand_Meat,2065,0
Western Europe,NonFoodDemand_Forest,2065,0
Western Europe,Exports_Meat,2065,0
Africa,FoodDemand_Crops,2080,0
Africa,FoodDemand_Meat,2080,0
Africa,NonFoodDemand_Crops,2080,0
Africa,NonFoodDemand_Meat,2080,0
Africa,NonFoodDemand_Forest,2080,0
Africa,Exports_Meat,2080,0
Australia_NZ,FoodDemand_Crops,2080,0
Australia_NZ,FoodDemand_Meat,2080,0
Australia_NZ,NonFoodDemand_Crops,2080,0
Australia_NZ,NonFoodDemand_Meat,2080,0
Australia_NZ,NonFoodDemand_Forest,2080,0
Australia_NZ,Exports_Meat,2080,0
Canada,FoodDemand_Crops,2080,0
Canada,FoodDemand_Meat,2080,0
Canada,NonFoodDemand_Crops,2080,0
Canada,NonFoodDemand_Meat,2080,0
Canada,NonFoodDemand_Forest,2080,0
Canada,Exports_Meat,2080,0
China,FoodDemand_Crops,2080,0
China,FoodDemand_Meat,2080,0
China,NonFoodDemand_Crops,2080,0
China,NonFoodDemand_Meat,2080,0
China,NonFoodDemand_Forest,2080,0
China,Exports_Meat,2080,0
Eastern Europe,FoodDemand_Crops,2080,0
Eastern Europe,FoodDemand_Meat,2080,0
Eastern Europe,NonFoodDemand_Crops,2080,0
Eastern Europe,NonFoodDemand_Meat,2080,0
Eastern Europe,NonFoodDemand_Forest,2080,0
Eastern Europe,Exports_Meat,2080,0
Former Soviet Union,FoodDemand_Crops,2080,0
Former Soviet Union,FoodDemand_Meat,2080,0
Former Soviet Union,NonFoodDemand_Crops,2080,0
Former Soviet Union,NonFoodDemand_Meat,2080,0
Former Soviet Union,NonFoodDemand_Forest,2080,0
Former Soviet Union,Exports_Meat,2080,0
India,FoodDemand_Crops,2080,0
India,FoodDemand_Meat,2080,0
India,NonFoodDemand_Crops,2080,0
India,NonFoodDemand_Meat,2080,0
India,NonFoodDemand_Forest,2080,0
India,Exports_Meat,2080,0
Japan,FoodDemand_Crops,2080,0
Japan,FoodDemand_Meat,2080,0
Japan,NonFoodDemand_Crops,2080,0
Japan,NonFoodDemand_Meat,2080,0
Japan,NonFoodDemand_Forest,2080,0
Japan,Exports_Meat,2080,0
Korea,FoodDemand_Crops,2080,0
Korea,FoodDemand_Meat,2080,0
Korea,NonFoodDemand_Crops,2080,0
Korea,NonFoodDemand_Meat,2080,0
Korea,NonFoodDemand_Forest,2080,0
Korea,Exports_Meat,2080,0
Latin America,FoodDemand_Crops,2080,0
Latin America,FoodDemand_Meat,2080,0
Latin America,NonFoodDemand_Crops,2080,0
Latin America,NonFoodDemand_Meat,2080,0
Latin America,NonFoodDemand_Forest,2080,0
Latin America,Exports_Meat,2080,0
Middle East,FoodDemand_Crops,2080,0
Middle East,FoodDemand_Meat,2080,0
Middle East,NonFoodDemand_Crops,2080,0
Middle East,NonFoodDemand_Meat,2080,0
Middle East,NonFoodDemand_Forest,2080,0
Middle East,Exports_Meat,2080,0
Southeast Asia,FoodDemand_Crops,2080,0
Southeast Asia,FoodDemand_Meat,2080,0
Southeast Asia,NonFoodDemand_Crops,2080,0
Southeast Asia,NonFoodDemand_Meat,2080,0
Southeast Asia,NonFoodDemand_Forest,2080,0
Southeast Asia,Exports_Meat,2080,0
USA,FoodDemand_Crops,2080,0
USA,FoodDemand_Meat,2080,0
USA,NonFoodDemand_Crops,2080,0
USA,NonFoodDemand_Meat,2080,0
USA,NonFoodDemand_Forest,2080,0
USA,Exports_Meat,2080,0
Western Europe,FoodDemand_Crops,2080,0
Western Europe,FoodDemand_Meat,2080,0
Western Europe,NonFoodDemand_Crops,2080,0
Western Europe,NonFoodDemand_Meat,2080,0
Western Europe,NonFoodDemand_Forest,2080,0
Western Europe,Exports_Meat,2080,0
Africa,FoodDemand_Crops,2095,0
Africa,FoodDemand_Meat,2095,0
Africa,NonFoodDemand_Crops,2095,0
Africa,NonFoodDemand_Meat,2095,0
Africa,NonFoodDemand_Forest,2095,0
Africa,Exports_Meat,2095,0
Australia_NZ,FoodDemand_Crops,2095,0
Australia_NZ,FoodDemand_Meat,2095,0
Australia_NZ,NonFoodDemand_Crops,2095,0
Australia_NZ,NonFoodDemand_Meat,2095,0
Australia_NZ,NonFoodDemand_Forest,2095,0
Australia_NZ,Exports_Meat,2095,0
Canada,FoodDemand_Crops,2095,0
Canada,FoodDemand_Meat,2095,0
Canada,NonFoodDemand_Crops,2095,0
Canada,NonFoodDemand_Meat,2095,0
Canada,NonFoodDemand_Forest,2095,0
Canada,Exports_Meat,2095,0
China,FoodDemand_Crops,2095,0
China,FoodDemand_Meat,2095,0
China,NonFoodDemand_Crops,2095,0
China,NonFoodDemand_Meat,2095,0
China,NonFoodDemand_Forest,2095,0
China,Exports_Meat,2095,0
Eastern Europe,FoodDemand_Crops,2095,0
Eastern Europe,FoodDemand_Meat,2095,0
Eastern Europe,NonFoodDemand_Crops,2095,0
Eastern Europe,NonFoodDemand_Meat,2095,0
Eastern Europe,NonFoodDemand_Forest,2095,0
Eastern Europe,Exports_Meat,2095,0
Former Soviet Union,FoodDemand_Crops,2095,0
Former Soviet Union,FoodDemand_Meat,2095,0
Former Soviet Union,NonFoodDemand_Crops,2095,0
Former Soviet Union,NonFoodDemand_Meat,2095,0
Former Soviet Union,NonFoodDemand_Forest,2095,0
Former Soviet Union,Exports_Meat,2095,0
India,FoodDemand_Crops,2095,0
India,FoodDemand_Meat,2095,0
India,NonFoodDemand_Crops,2095,0
India,NonFoodDemand_Meat,2095,0
India,NonFoodDemand_Forest,2095,0
India,Exports_Meat,2095,0
Japan,FoodDemand_Crops,2095,0
Japan,FoodDemand_Meat,2095,0
Japan,NonFoodDemand_Crops,2095,0
Japan,NonFoodDemand_Meat,2095,0
Japan,NonFoodDemand_Forest,2095,0
Japan,Exports_Meat,2095,0
Korea,FoodDemand_Crops,2095,0
Korea,FoodDemand_Meat,2095,0
Korea,NonFoodDemand_Crops,2095,0
Korea,NonFoodDemand_Meat,2095,0
Korea,NonFoodDemand_Forest,2095,0
Korea,Exports_Meat,2095,0
Latin America,FoodDemand_Crops,2095,0
Latin America,FoodDemand_Meat,2095,0
Latin America,NonFoodDemand_Crops,2095,0
Latin America,NonFoodDemand_Meat,2095,0
Latin America,NonFoodDemand_Forest,2095,0
Latin America,Exports_Meat,2095,0
Middle East,FoodDemand_Crops,2095,0
Middle East,FoodDemand_Meat,2095,0
Middle East,NonFoodDemand_Crops,2095,0
Middle East,NonFoodDemand_Meat,2095,0
Middle East,NonFoodDemand_Forest,2095,0
Middle East,Exports_Meat,2095,0
Southeast Asia,FoodDemand_Crops,2095,0
Southeast Asia,FoodDemand_Meat,2095,0
Southeast Asia,NonFoodDemand_Crops,2095,0
Southeast Asia,NonFoodDemand_Meat,2095,0
Southeast Asia,NonFoodDemand_Forest,2095,0
Southeast Asia,Exports_Meat,2095,0
USA,FoodDemand_Crops,2095,0
USA,FoodDemand_Meat,2095,0
USA,NonFoodDemand_Crops,2095,0
USA,NonFoodDemand_Meat,2095,0
USA,NonFoodDemand_Forest,2095,0
USA,Exports_Meat,2095,0
Western Europe,FoodDemand_Crops,2095,0
Western Europe,FoodDemand_Meat,2095,0
Western Europe,NonFoodDemand_Crops,2095,0
Western Europe,NonFoodDemand_Meat,2095,0
Western Europe,NonFoodDemand_Forest,2095,0
Western Europe,Exports_Meat,2095,0
