Linked GHG configuration,,,,,,,,,,,,,
"Note, the model assumes carbon prices are in 1990$/tC so approriate adjustments must be made",,,,,,,,,,,,,
,,,,,,,,,,,,,
Linked Policies,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
region,gas,price-adjust,demand-adjust,market,linked-policy,price-unit,output-unit,,,Gas Lookup,GWP,Include price feedback,Include in constraint
Canada,CH4_AGR,global,GHG,,,,,,,,,,
Canada,N2O_AWB,global,GHG,,,,,,,,,,
Canada,N2O_AGR,global,GHG,,,,,,,,,,
Western Europe,CO2,global,GHG,,,,,,,,,,
Western Europe,CH4,global,GHG,,,,,,,,,,
Western Europe,N2O,global,GHG,,,,,,,,,,
Western Europe,C2F6,global,GHG,,,,,,,,,,
Western Europe,CF4,global,GHG,,,,,,,,,,
Western Europe,HFC125,global,GHG,,,,,,,,,,
Western Europe,HFC134a,global,GHG,,,,,,,,,,
Western Europe,HFC245fa,global,GHG,,,,,,,,,,
Western Europe,SF6,global,GHG,,,,,,,,,,
Western Europe,CH4_AWB,global,GHG,,,,,,,,,,
Western Europe,CH4_AGR,global,GHG,,,,,,,,,,
Western Europe,N2O_AWB,global,GHG,,,,,,,,,,
Western Europe,N2O_AGR,global,GHG,,,,,,,,,,
Japan,CO2,global,GHG,,,,,,,,,,
Japan,CH4,global,GHG,,,,,,,,,,
Japan,N2O,global,GHG,,,,,,,,,,
Japan,C2F6,global,GHG,,,,,,,,,,
Japan,CF4,global,GHG,,,,,,,,,,
Japan,HFC125,global,GHG,,,,,,,,,,
Japan,HFC134a,global,GHG,,,,,,,,,,
Japan,HFC245fa,global,GHG,,,,,,,,,,
Japan,SF6,global,GHG,,,,,,,,,,
Japan,CH4_AWB,global,GHG,,,,,,,,,,
Japan,CH4_AGR,global,GHG,,,,,,,,,,
Japan,N2O_AWB,global,GHG,,,,,,,,,,
Japan,N2O_AGR,global,GHG,,,,,,,,,,
Australia_NZ,CO2,global,GHG,,,,,,,,,,
Australia_NZ,CH4,global,GHG,,,,,,,,,,
Australia_NZ,N2O,global,GHG,,,,,,,,,,
Australia_NZ,C2F6,global,GHG,,,,,,,,,,
Australia_NZ,CF4,global,GHG,,,,,,,,,,
Australia_NZ,HFC125,global,GHG,,,,,,,,,,
Australia_NZ,HFC134a,global,GHG,,,,,,,,,,
Australia_NZ,HFC245fa,global,GHG,,,,,,,,,,
Australia_NZ,SF6,global,GHG,,,,,,,,,,
Australia_NZ,CH4_AWB,global,GHG,,,,,,,,,,
Australia_NZ,CH4_AGR,global,GHG,,,,,,,,,,
Australia_NZ,N2O_AWB,global,GHG,,,,,,,,,,
Australia_NZ,N2O_AGR,global,GHG,,,,,,,,,,
Former Soviet Union,CO2,global,GHG,,,,,,,,,,
Former Soviet Union,CH4,global,GHG,,,,,,,,,,
Former Soviet Union,N2O,global,GHG,,,,,,,,,,
Former Soviet Union,C2F6,global,GHG,,,,,,,,,,
Former Soviet Union,CF4,global,GHG,,,,,,,,,,
Former Soviet Union,HFC125,global,GHG,,,,,,,,,,
Former Soviet Union,HFC134a,global,GHG,,,,,,,,,,
Former Soviet Union,HFC245fa,global,GHG,,,,,,,,,,
Former Soviet Union,SF6,global,GHG,,,,,,,,,,
Former Soviet Union,CH4_AWB,global,GHG,,,,,,,,,,
Former Soviet Union,CH4_AGR,global,GHG,,,,,,,,,,
Former Soviet Union,N2O_AWB,global,GHG,,,,,,,,,,
Former Soviet Union,N2O_AGR,global,GHG,,,,,,,,,,
China,CO2,global,GHG,,,,,,,,,,
China,CH4,global,GHG,,,,,,,,,,
China,N2O,global,GHG,,,,,,,,,,
China,C2F6,global,GHG,,,,,,,,,,
China,CF4,global,GHG,,,,,,,,,,
China,HFC125,global,GHG,,,,,,,,,,
China,HFC134a,global,GHG,,,,,,,,,,
China,HFC245fa,global,GHG,,,,,,,,,,
China,SF6,global,GHG,,,,,,,,,,
China,CH4_AWB,global,GHG,,,,,,,,,,
China,CH4_AGR,global,GHG,,,,,,,,,,
China,N2O_AWB,global,GHG,,,,,,,,,,
China,N2O_AGR,global,GHG,,,,,,,,,,
Middle East,CO2,global,GHG,,,,,,,,,,
Middle East,CH4,global,GHG,,,,,,,,,,
Middle East,N2O,global,GHG,,,,,,,,,,
Middle East,C2F6,global,GHG,,,,,,,,,,
Middle East,CF4,global,GHG,,,,,,,,,,
Middle East,HFC125,global,GHG,,,,,,,,,,
Middle East,HFC134a,global,GHG,,,,,,,,,,
Middle East,HFC245fa,global,GHG,,,,,,,,,,
Middle East,SF6,global,GHG,,,,,,,,,,
Middle East,CH4_AWB,global,GHG,,,,,,,,,,
Middle East,CH4_AGR,global,GHG,,,,,,,,,,
Middle East,N2O_AWB,global,GHG,,,,,,,,,,
Middle East,N2O_AGR,global,GHG,,,,,,,,,,
Africa,CO2,global,GHG,,,,,,,,,,
Africa,CH4,global,GHG,,,,,,,,,,
Africa,N2O,global,GHG,,,,,,,,,,
Africa,C2F6,global,GHG,,,,,,,,,,
Africa,CF4,global,GHG,,,,,,,,,,
Africa,HFC125,global,GHG,,,,,,,,,,
Africa,HFC134a,global,GHG,,,,,,,,,,
Africa,HFC245fa,global,GHG,,,,,,,,,,
Africa,SF6,global,GHG,,,,,,,,,,
Africa,CH4_AWB,global,GHG,,,,,,,,,,
Africa,CH4_AGR,global,GHG,,,,,,,,,,
Africa,N2O_AWB,global,GHG,,,,,,,,,,
Africa,N2O_AGR,global,GHG,,,,,,,,,,
Latin America,CO2,global,GHG,,,,,,,,,,
Latin America,CH4,global,GHG,,,,,,,,,,
Latin America,N2O,global,GHG,,,,,,,,,,
Latin America,C2F6,global,GHG,,,,,,,,,,
Latin America,CF4,global,GHG,,,,,,,,,,
Latin America,HFC125,global,GHG,,,,,,,,,,
Latin America,HFC134a,global,GHG,,,,,,,,,,
Latin America,HFC245fa,global,GHG,,,,,,,,,,
Latin America,SF6,global,GHG,,,,,,,,,,
Latin America,CH4_AWB,global,GHG,,,,,,,,,,
Latin America,CH4_AGR,global,GHG,,,,,,,,,,
Latin America,N2O_AWB,global,GHG,,,,,,,,,,
Latin America,N2O_AGR,global,GHG,,,,,,,,,,
Southeast Asia,CO2,global,GHG,,,,,,,,,,
Southeast Asia,CH4,global,GHG,,,,,,,,,,
Southeast Asia,N2O,global,GHG,,,,,,,,,,
Southeast Asia,C2F6,global,GHG,,,,,,,,,,
Southeast Asia,CF4,global,GHG,,,,,,,,,,
Southeast Asia,HFC125,global,GHG,,,,,,,,,,
Southeast Asia,HFC134a,global,GHG,,,,,,,,,,
Southeast Asia,HFC245fa,global,GHG,,,,,,,,,,
Southeast Asia,SF6,global,GHG,,,,,,,,,,
Southeast Asia,CH4_AWB,global,GHG,,,,,,,,,,
Southeast Asia,CH4_AGR,global,GHG,,,,,,,,,,
Southeast Asia,N2O_AWB,global,GHG,,,,,,,,,,
Southeast Asia,N2O_AGR,global,GHG,,,,,,,,,,
Eastern Europe,CO2,global,GHG,,,,,,,,,,
Eastern Europe,CH4,global,GHG,,,,,,,,,,
Eastern Europe,N2O,global,GHG,,,,,,,,,,
Eastern Europe,C2F6,global,GHG,,,,,,,,,,
Eastern Europe,CF4,global,GHG,,,,,,,,,,
Eastern Europe,HFC125,global,GHG,,,,,,,,,,
Eastern Europe,HFC134a,global,GHG,,,,,,,,,,
Eastern Europe,HFC245fa,global,GHG,,,,,,,,,,
Eastern Europe,SF6,global,GHG,,,,,,,,,,
Eastern Europe,CH4_AWB,global,GHG,,,,,,,,,,
Eastern Europe,CH4_AGR,global,GHG,,,,,,,,,,
Eastern Europe,N2O_AWB,global,GHG,,,,,,,,,,
Eastern Europe,N2O_AGR,global,GHG,,,,,,,,,,
Korea,CO2,global,GHG,,,,,,,,,,
Korea,CH4,global,GHG,,,,,,,,,,
Korea,N2O,global,GHG,,,,,,,,,,
Korea,C2F6,global,GHG,,,,,,,,,,
Korea,CF4,global,GHG,,,,,,,,,,
Korea,HFC125,global,GHG,,,,,,,,,,
Korea,HFC134a,global,GHG,,,,,,,,,,
Korea,HFC245fa,global,GHG,,,,,,,,,,
Korea,SF6,global,GHG,,,,,,,,,,
Korea,CH4_AWB,global,GHG,,,,,,,,,,
Korea,CH4_AGR,global,GHG,,,,,,,,,,
Korea,N2O_AWB,global,GHG,,,,,,,,,,
Korea,N2O_AGR,global,GHG,,,,,,,,,,
India,CO2,global,GHG,,,,,,,,,,
India,CH4,global,GHG,,,,,,,,,,
India,N2O,global,GHG,,,,,,,,,,
India,C2F6,global,GHG,,,,,,,,,,
India,CF4,global,GHG,,,,,,,,,,
India,HFC125,global,GHG,,,,,,,,,,
India,HFC134a,global,GHG,,,,,,,,,,
India,HFC245fa,global,GHG,,,,,,,,,,
India,SF6,global,GHG,,,,,,,,,,
India,CH4_AWB,global,GHG,,,,,,,,,,
India,CH4_AGR,global,GHG,,,,,,,,,,
India,N2O_AWB,global,GHG,,,,,,,,,,
India,N2O_AGR,global,GHG,,,,,,,,,,
