ALL,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,1975,1,,,,,,,,,,,
ALL,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,1990,1,,,,,,,,,,,
ALL,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,2005,1,,,,,,,,,,,
ALL,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,2020,1,,,,,,,,
ALL,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,2035,1,,,,,,,,
ALL,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,2050,1,,,,,,,,
ALL,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,2065,1,,,,,,,,
ALL,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,2080,1,,,,,,,,
ALL,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,2095,1,,,,,,,,
,,,,,,,,,,,,,
Delete current electricity T&D technologies (to change the energy-input),,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
666,,,,,,,,,,,,,
,,,delete,,,,,,,,,,
region,supplysector,subsector,technology,,,,,,,,,,
ALL,elect_td_bld,electricity_td_bld,electricity_td_bld,,,,,,,,,,
ALL,elect_td_ind,electricity_td_ind,electricity_td_ind,,,,,,,,,,
ALL,elect_td_trn,electricity_td_trn,electricity_td_trn,,,,,,,,,,
,,,,,,,,,,,,,,,,
"New energy input, and transmission and distribution losses",,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,
,,,,,Coefficient,,,,,,,,,,,
region,supplysector,subsector,technology,minicam-energy-input,1975,1990,2005,2020,2035,2050,2065,2080,2095,,Region ID,rate of improvement
USA,elect_td_bld,electricity_td_bld,electricity_td_bld,electricity_net_ownuse,1,1.109482098,1.069786977,1.068183419,1.066582265,1.064983511,1.063387154,1.061793189,1.060201613,,1,0.010%
Canada,elect_td_bld,electricity_td_bld,electricity_td_bld,electricity_net_ownuse,1,1.07873215,1.081558905,1.079937702,1.078318929,1.076702582,1.075088658,1.073477154,1.071868065,,2,0.010%
Western Europe,elect_td_bld,electricity_td_bld,electricity_td_bld,electricity_net_ownuse,1,1.074460411,1.078150978,1.076534883,1.07492121,1.073309957,1.071701118,1.070094691,1.068490672,,3,0.010%
Japan,elect_td_bld,electricity_td_bld,electricity_td_bld,electricity_net_ownuse,1,1.053589667,1.050434881,1.048860331,1.047288141,1.045718308,1.044150828,1.042585698,1.041022914,,4,0.010%
Australia_NZ,elect_td_bld,electricity_td_bld,electricity_td_bld,electricity_net_ownuse,1,1.089079041,1.078530685,1.076914021,1.07529978,1.073687959,1.072078554,1.070471561,1.068866977,,5,0.010%
Former Soviet Union,elect_td_bld,electricity_td_bld,electricity_td_bld,electricity_net_ownuse,1,1.095026886,1.150586231,1.14370201,1.136858979,1.130056891,1.123295502,1.116574567,1.109893846,,6,0.040%
China,elect_td_bld,electricity_td_bld,electricity_td_bld,electricity_net_ownuse,1,1.084836234,1.081346662,1.079725777,1.078107322,1.076491292,1.074877685,1.073266497,1.071657723,,7,0.010%
Middle East,elect_td_bld,electricity_td_bld,electricity_td_bld,electricity_net_ownuse,1,1.09416859,1.155381529,1.148468616,1.141597065,1.134766629,1.12797706,1.121228115,1.11451955,,8,0.040%
Africa,elect_td_bld,electricity_td_bld,electricity_td_bld,electricity_net_ownuse,1,1.119844527,1.132783778,1.128543264,1.124318625,1.120109801,1.115916732,1.111739359,1.107577625,,9,0.025%
Latin America,elect_td_bld,electricity_td_bld,electricity_td_bld,electricity_net_ownuse,1,1.172564751,1.201163472,1.187721096,1.174429156,1.161285968,1.148289867,1.135439207,1.12273236,,10,0.075%
Southeast Asia,elect_td_bld,electricity_td_bld,electricity_td_bld,electricity_net_ownuse,1,1.131443136,1.110036188,1.105880829,1.101741025,1.097616719,1.093507851,1.089414365,1.085336203,,11,0.025%
Eastern Europe,elect_td_bld,electricity_td_bld,electricity_td_bld,electricity_net_ownuse,1,1.114100777,1.123797237,1.120430561,1.117073971,1.113727437,1.110390928,1.107064415,1.103747867,,12,0.020%
Korea,elect_td_bld,electricity_td_bld,electricity_td_bld,electricity_net_ownuse,1,1.038494357,1.038456645,1.03690005,1.035345789,1.033793857,1.032244251,1.030696968,1.029152004,,13,0.010%
India,elect_td_bld,electricity_td_bld,electricity_td_bld,electricity_net_ownuse,1,1.268757569,1.367151149,1.326705871,1.287457111,1.249369471,1.212408602,1.176541169,1.141734824,,14,0.200%
USA,elect_td_ind,electricity_td_ind,electricity_td_ind,electricity_net_ownuse,1,1.109482098,1.069786977,1.068183419,1.066582265,1.064983511,1.063387154,1.061793189,1.060201613,,1,0.010%
Canada,elect_td_ind,electricity_td_ind,electricity_td_ind,electricity_net_ownuse,1,1.07873215,1.081558905,1.079937702,1.078318929,1.076702582,1.075088658,1.073477154,1.071868065,,2,0.010%
Western Europe,elect_td_ind,electricity_td_ind,electricity_td_ind,electricity_net_ownuse,1,1.074460411,1.078150978,1.076534883,1.07492121,1.073309957,1.071701118,1.070094691,1.068490672,,3,0.010%
Japan,elect_td_ind,electricity_td_ind,electricity_td_ind,electricity_net_ownuse,1,1.053589667,1.050434881,1.048860331,1.047288141,1.045718308,1.044150828,1.042585698,1.041022914,,4,0.010%
Australia_NZ,elect_td_ind,electricity_td_ind,electricity_td_ind,electricity_net_ownuse,1,1.089079041,1.078530685,1.076914021,1.07529978,1.073687959,1.072078554,1.070471561,1.068866977,,5,0.010%
Former Soviet Union,elect_td_ind,electricity_td_ind,electricity_td_ind,electricity_net_ownuse,1,1.095026886,1.150586231,1.14370201,1.136858979,1.130056891,1.123295502,1.116574567,1.109893846,,6,0.040%
China,elect_td_ind,electricity_td_ind,electricity_td_ind,electricity_net_ownuse,1,1.084836234,1.081346662,1.079725777,1.078107322,1.076491292,1.074877685,1.073266497,1.071657723,,7,0.010%
Middle East,elect_td_ind,electricity_td_ind,electricity_td_ind,electricity_net_ownuse,1,1.09416859,1.155381529,1.148468616,1.141597065,1.134766629,1.12797706,1.121228115,1.11451955,,8,0.040%
Africa,elect_td_ind,electricity_td_ind,electricity_td_ind,electricity_net_ownuse,1,1.119844527,1.132783778,1.128543264,1.124318625,1.120109801,1.115916732,1.111739359,1.107577625,,9,0.025%
Latin America,elect_td_ind,electricity_td_ind,electricity_td_ind,electricity_net_ownuse,1,1.172564751,1.201163472,1.187721096,1.174429156,1.161285968,1.148289867,1.135439207,1.12273236,,10,0.075%
Southeast Asia,elect_td_ind,electricity_td_ind,electricity_td_ind,electricity_net_ownuse,1,1.131443136,1.110036188,1.105880829,1.101741025,1.097616719,1.093507851,1.089414365,1.085336203,,11,0.025%
Eastern Europe,elect_td_ind,electricity_td_ind,electricity_td_ind,electricity_net_ownuse,1,1.114100777,1.123797237,1.120430561,1.117073971,1.113727437,1.110390928,1.107064415,1.103747867,,12,0.020%
Korea,elect_td_ind,electricity_td_ind,electricity_td_ind,electricity_net_ownuse,1,1.038494357,1.038456645,1.03690005,1.035345789,1.033793857,1.032244251,1.030696968,1.029152004,,13,0.010%
India,elect_td_ind,electricity_td_ind,electricity_td_ind,electricity_net_ownuse,1,1.268757569,1.367151149,1.326705871,1.287457111,1.249369471,1.212408602,1.176541169,1.141734824,,14,0.200%
USA,elect_td_trn,electricity_td_trn,electricity_td_trn,electricity_net_ownuse,1,1.109482098,1.069786977,1.068183419,1.066582265,1.064983511,1.063387154,1.061793189,1.060201613,,1,0.010%
Canada,elect_td_trn,electricity_td_trn,electricity_td_trn,electricity_net_ownuse,1,1.07873215,1.081558905,1.079937702,1.078318929,1.076702582,1.075088658,1.073477154,1.071868065,,2,0.010%
Western Europe,elect_td_trn,electricity_td_trn,electricity_td_trn,electricity_net_ownuse,1,1.074460411,1.078150978,1.076534883,1.07492121,1.073309957,1.071701118,1.070094691,1.068490672,,3,0.010%
Japan,elect_td_trn,electricity_td_trn,electricity_td_trn,electricity_net_ownuse,1,1.053589667,1.050434881,1.048860331,1.047288141,1.045718308,1.044150828,1.042585698,1.041022914,,4,0.010%
Australia_NZ,elect_td_trn,electricity_td_trn,electricity_td_trn,electricity_net_ownuse,1,1.089079041,1.078530685,1.076914021,1.07529978,1.073687959,1.072078554,1.070471561,1.068866977,,5,0.010%
Former Soviet Union,elect_td_trn,electricity_td_trn,electricity_td_trn,electricity_net_ownuse,1,1.095026886,1.150586231,1.14370201,1.136858979,1.130056891,1.123295502,1.116574567,1.109893846,,6,0.040%
China,elect_td_trn,electricity_td_trn,electricity_td_trn,electricity_net_ownuse,1,1.084836234,1.081346662,1.079725777,1.078107322,1.076491292,1.074877685,1.073266497,1.071657723,,7,0.010%
Middle East,elect_td_trn,electricity_td_trn,electricity_td_trn,electricity_net_ownuse,1,1.09416859,1.155381529,1.148468616,1.141597065,1.134766629,1.12797706,1.121228115,1.11451955,,8,0.040%
Africa,elect_td_trn,electricity_td_trn,electricity_td_trn,electricity_net_ownuse,1,1.119844527,1.132783778,1.128543264,1.124318625,1.120109801,1.115916732,1.111739359,1.107577625,,9,0.025%
Latin America,elect_td_trn,electricity_td_trn,electricity_td_trn,electricity_net_ownuse,1,1.172564751,1.201163472,1.187721096,1.174429156,1.161285968,1.148289867,1.135439207,1.12273236,,10,0.075%
Southeast Asia,elect_td_trn,electricity_td_trn,electricity_td_trn,electricity_net_ownuse,1,1.131443136,1.110036188,1.105880829,1.101741025,1.097616719,1.093507851,1.089414365,1.085336203,,11,0.025%
Eastern Europe,elect_td_trn,electricity_td_trn,electricity_td_trn,electricity_net_ownuse,1,1.114100777,1.123797237,1.120430561,1.117073971,1.113727437,1.110390928,1.107064415,1.103747867,,12,0.020%
Korea,elect_td_trn,electricity_td_trn,electricity_td_trn,electricity_net_ownuse,1,1.038494357,1.038456645,1.03690005,1.035345789,1.033793857,1.032244251,1.030696968,1.029152004,,13,0.010%
India,elect_td_trn,electricity_td_trn,electricity_td_trn,electricity_net_ownuse,1,1.268757569,1.367151149,1.326705871,1.287457111,1.249369471,1.212408602,1.176541169,1.141734824,,14,0.200%

Non-energy costs of T&D sectors,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
670,,,,,,,,,,,,,,,,
,,,,non-energy costs,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,Region ID,
USA,elect_td_bld,electricity_td_bld,electricity_td_bld,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,1,
Canada,elect_td_bld,electricity_td_bld,electricity_td_bld,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,2,
Western Europe,elect_td_bld,electricity_td_bld,electricity_td_bld,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,3,
Japan,elect_td_bld,electricity_td_bld,electricity_td_bld,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,4,
Australia_NZ,elect_td_bld,electricity_td_bld,electricity_td_bld,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,5,
Former Soviet Union,elect_td_bld,electricity_td_bld,electricity_td_bld,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,6,
China,elect_td_bld,electricity_td_bld,electricity_td_bld,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,7,
Middle East,elect_td_bld,electricity_td_bld,electricity_td_bld,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,8,
Africa,elect_td_bld,electricity_td_bld,electricity_td_bld,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,9
Latin America,elect_td_bld,electricity_td_bld,electricity_td_bld,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,10
Southeast Asia,elect_td_bld,electricity_td_bld,electricity_td_bld,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,11
Eastern Europe,elect_td_bld,electricity_td_bld,electricity_td_bld,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,12
Korea,elect_td_bld,electricity_td_bld,electricity_td_bld,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,13
India,elect_td_bld,electricity_td_bld,electricity_td_bld,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,14
USA,elect_td_ind,electricity_td_ind,electricity_td_ind,0.75,0.75,0.7,0.65,0.6,0.56,0.52,0.48,0.44,,,1
Canada,elect_td_ind,electricity_td_ind,electricity_td_ind,0.75,0.75,0.7,0.65,0.6,0.56,0.52,0.48,0.44,,,2
Western Europe,elect_td_ind,electricity_td_ind,electricity_td_ind,0.75,0.75,0.7,0.65,0.6,0.56,0.52,0.48,0.44,,,3
Japan,elect_td_ind,electricity_td_ind,electricity_td_ind,0.75,0.75,0.7,0.65,0.6,0.56,0.52,0.48,0.44,,,4
Australia_NZ,elect_td_ind,electricity_td_ind,electricity_td_ind,0.75,0.75,0.7,0.65,0.6,0.56,0.52,0.48,0.44,,,5
Former Soviet Union,elect_td_ind,electricity_td_ind,electricity_td_ind,0.75,0.75,0.7,0.65,0.6,0.56,0.52,0.48,0.44,,,6
China,elect_td_ind,electricity_td_ind,electricity_td_ind,0.75,0.75,0.7,0.65,0.6,0.56,0.52,0.48,0.44,,,7
Middle East,elect_td_ind,electricity_td_ind,electricity_td_ind,0.75,0.75,0.7,0.65,0.6,0.56,0.52,0.48,0.44,,,8
Africa,elect_td_ind,electricity_td_ind,electricity_td_ind,0.75,0.75,0.7,0.65,0.6,0.56,0.52,0.48,0.44,,,9
Latin America,elect_td_ind,electricity_td_ind,electricity_td_ind,0.75,0.75,0.7,0.65,0.6,0.56,0.52,0.48,0.44,,,10
Southeast Asia,elect_td_ind,electricity_td_ind,electricity_td_ind,0.75,0.75,0.7,0.65,0.6,0.56,0.52,0.48,0.44,,,11
Eastern Europe,elect_td_ind,electricity_td_ind,electricity_td_ind,0.75,0.75,0.7,0.65,0.6,0.56,0.52,0.48,0.44,,,12
Korea,elect_td_ind,electricity_td_ind,electricity_td_ind,0.75,0.75,0.7,0.65,0.6,0.56,0.52,0.48,0.44,,,13
India,elect_td_ind,electricity_td_ind,electricity_td_ind,0.75,0.75,0.7,0.65,0.6,0.56,0.52,0.48,0.44,,,14
USA,elect_td_trn,electricity_td_trn,electricity_td_trn,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,1
Canada,elect_td_trn,electricity_td_trn,electricity_td_trn,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,2
Western Europe,elect_td_trn,electricity_td_trn,electricity_td_trn,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,3
Japan,elect_td_trn,electricity_td_trn,electricity_td_trn,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,4
Australia_NZ,elect_td_trn,electricity_td_trn,electricity_td_trn,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,5
Former Soviet Union,elect_td_trn,electricity_td_trn,electricity_td_trn,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,6
China,elect_td_trn,electricity_td_trn,electricity_td_trn,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,7
Middle East,elect_td_trn,electricity_td_trn,electricity_td_trn,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,8
Africa,elect_td_trn,electricity_td_trn,electricity_td_trn,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,9
Latin America,elect_td_trn,electricity_td_trn,electricity_td_trn,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,10
Southeast Asia,elect_td_trn,electricity_td_trn,electricity_td_trn,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,11
Eastern Europe,elect_td_trn,electricity_td_trn,electricity_td_trn,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,12
Korea,elect_td_trn,electricity_td_trn,electricity_td_trn,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,13
India,elect_td_trn,electricity_td_trn,electricity_td_trn,3.03,3.03,2.81,2.61,2.42,2.25,2.08,1.93,1.79,,,14
,,,,,,,,,,,,,,,
Shareweights of new elect_td technologies,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,

region,supplysector,subsector,technology,period,share-weight,,,,,,,,,,
ALL,elect_td_bld,electricity_td_bld,electricity_td_bld,1975,1,,,,,,,,,,
ALL,elect_td_bld,electricity_td_bld,electricity_td_bld,1990,1,,,,,,,,,,
ALL,elect_td_bld,electricity_td_bld,electricity_td_bld,2005,1,,,,,,,,,,
ALL,elect_td_bld,electricity_td_bld,electricity_td_bld,2020,1,,,,,,,,,,
ALL,elect_td_bld,electricity_td_bld,electricity_td_bld,2035,1,,,,,,,,,,
ALL,elect_td_bld,electricity_td_bld,electricity_td_bld,2050,1,,,,,,,,,,
ALL,elect_td_bld,electricity_td_bld,electricity_td_bld,2065,1,,,,,,,,,,
ALL,elect_td_bld,electricity_td_bld,electricity_td_bld,2080,1
ALL,elect_td_bld,electricity_td_bld,electricity_td_bld,2095,1
ALL,elect_td_ind,electricity_td_ind,electricity_td_ind,1975,1
ALL,elect_td_ind,electricity_td_ind,electricity_td_ind,1990,1
ALL,elect_td_ind,electricity_td_ind,electricity_td_ind,2005,1
ALL,elect_td_ind,electricity_td_ind,electricity_td_ind,2020,1
ALL,elect_td_ind,electricity_td_ind,electricity_td_ind,2035,1
ALL,elect_td_ind,electricity_td_ind,electricity_td_ind,2050,1
ALL,elect_td_ind,electricity_td_ind,electricity_td_ind,2065,1
ALL,elect_td_ind,electricity_td_ind,electricity_td_ind,2080,1
ALL,elect_td_ind,electricity_td_ind,electricity_td_ind,2095,1
ALL,elect_td_trn,electricity_td_trn,electricity_td_trn,1975,1
ALL,elect_td_trn,electricity_td_trn,electricity_td_trn,1990,1
ALL,elect_td_trn,electricity_td_trn,electricity_td_trn,2005,1
ALL,elect_td_trn,electricity_td_trn,electricity_td_trn,2020,1
ALL,elect_td_trn,electricity_td_trn,electricity_td_trn,2035,1
ALL,elect_td_trn,electricity_td_trn,electricity_td_trn,2050,1
ALL,elect_td_trn,electricity_td_trn,electricity_td_trn,2065,1
ALL,elect_td_trn,electricity_td_trn,electricity_td_trn,2080,1
ALL,elect_td_trn,electricity_td_trn,electricity_td_trn,2095,1
