# File: FAO_industrial_water_AQUASTAT.csv
# Title: Industrial water withdrawals from FAO AQUASTAT database
# Units: km^3
# Comments: Industrial includes both manufacturing and electric power sector
# Column types: ciciincc 
# ----------
Area,Area Id,Variable Name,Variable Id,Year,Value,Symbol,Md
France,68,Industrial water withdrawal,4252,1997,21.1,E,
France,68,Industrial water withdrawal,4252,2002,22.11,E,
France,68,Industrial water withdrawal,4252,2007,21.79,E,
France,68,Industrial water withdrawal,4252,2012,19.77,,
France,68,Industrial water withdrawal,4252,2016,18.15,,[11]
Gabon,74,Industrial water withdrawal,4252,1987,0.0132,,
Gabon,74,Industrial water withdrawal,4252,2000,0.0114,L,
Gabon,74,Industrial water withdrawal,4252,2005,0.0141,L,
Gambia,75,Industrial water withdrawal,4252,1982,4.00E-04,,
Gambia,75,Industrial water withdrawal,4252,2000,0.0174,L,
Gambia,75,Industrial water withdrawal,4252,2005,0.0212,L,
Georgia,73,Industrial water withdrawal,4252,2000,0.1952,L,
Georgia,73,Industrial water withdrawal,4252,2005,0.4,I,
Germany,79,Industrial water withdrawal,4252,1995,37.8,,
Germany,79,Industrial water withdrawal,4252,2001,32.6,E,
Germany,79,Industrial water withdrawal,4252,2016,4.388,E,
Ghana,81,Industrial water withdrawal,4252,1970,0.039,I,
Ghana,81,Industrial water withdrawal,4252,2000,0.095,I,
Greece,84,Industrial water withdrawal,4252,1975,0.1148,E,
Greece,84,Industrial water withdrawal,4252,1985,0.24,E,
Greece,84,Industrial water withdrawal,4252,1997,0.2339,E,
Greece,84,Industrial water withdrawal,4252,2007,0.3255,,
Greece,84,Industrial water withdrawal,4252,2012,0.126,E,
Greece,84,Industrial water withdrawal,4252,2016,0.2083,E,
Grenada,86,Industrial water withdrawal,4252,2014,0,I,
Guatemala,89,Industrial water withdrawal,4252,1992,0.197,,
Guatemala,89,Industrial water withdrawal,4252,2006,0.6031,,
Guinea,90,Industrial water withdrawal,4252,1987,0.022,,
Guinea,90,Industrial water withdrawal,4252,2000,0.0521,L,
Guinea,90,Industrial water withdrawal,4252,2005,0.0562,L,
Guinea-Bissau,175,Industrial water withdrawal,4252,1991,6.00E-04,,
Guinea-Bissau,175,Industrial water withdrawal,4252,1996,0.008,,
Guinea-Bissau,175,Industrial water withdrawal,4252,2000,0.008,,
Guinea-Bissau,175,Industrial water withdrawal,4252,2005,0.0119,L,
Guyana,91,Industrial water withdrawal,4252,1992,0.007,,
Guyana,91,Industrial water withdrawal,4252,2000,0.01,L,
Guyana,91,Industrial water withdrawal,4252,2005,0.0204,L,
Guyana,91,Industrial water withdrawal,4252,2010,0.0204,I,
Haiti,93,Industrial water withdrawal,4252,1991,0.0054,,
Haiti,93,Industrial water withdrawal,4252,1995,0.0046,,
Haiti,93,Industrial water withdrawal,4252,2009,0.051,L,
Honduras,95,Industrial water withdrawal,4252,1992,0.076,,
Honduras,95,Industrial water withdrawal,4252,2003,0.114,,
Hungary,97,Industrial water withdrawal,4252,1970,1.667,E,
Hungary,97,Industrial water withdrawal,4252,1975,2.312,E,
Hungary,97,Industrial water withdrawal,4252,1985,3.493,,
Hungary,97,Industrial water withdrawal,4252,1992,5.204,E,
Hungary,97,Industrial water withdrawal,4252,1996,4.726,E,
Hungary,97,Industrial water withdrawal,4252,2002,4.209,,
Hungary,97,Industrial water withdrawal,4252,2007,4.486,E,
Hungary,97,Industrial water withdrawal,4252,2012,4.013,E,
Hungary,97,Industrial water withdrawal,4252,2017,3.358,,
Iceland,99,Industrial water withdrawal,4252,1980,0.01,E,
Iceland,99,Industrial water withdrawal,4252,1985,0.01,E,
Iceland,99,Industrial water withdrawal,4252,1992,0.01,E,
Iceland,99,Industrial water withdrawal,4252,2002,0.014,E,
Iceland,99,Industrial water withdrawal,4252,2004,0.014,E,
Iceland,99,Industrial water withdrawal,4252,2012,0.2,,
Iceland,99,Industrial water withdrawal,4252,2015,0.198,,
India,100,Industrial water withdrawal,4252,1975,15.2,,
India,100,Industrial water withdrawal,4252,1980,12.6,I,
India,100,Industrial water withdrawal,4252,1986,11,I,
India,100,Industrial water withdrawal,4252,1990,15,,
India,100,Industrial water withdrawal,4252,2000,10,,[12]
India,100,Industrial water withdrawal,4252,2010,17,,
Indonesia,101,Industrial water withdrawal,4252,1990,0.376,,
Indonesia,101,Industrial water withdrawal,4252,2000,7.398,,
Indonesia,101,Industrial water withdrawal,4252,2005,24.65,I,
Indonesia,101,Industrial water withdrawal,4252,2016,9.135,,
Iran (Islamic Republic of),102,Industrial water withdrawal,4252,1995,1,,
Iran (Islamic Republic of),102,Industrial water withdrawal,4252,2001,1.025,I,
Iran (Islamic Republic of),102,Industrial water withdrawal,4252,2004,1.1,,
Iraq,103,Industrial water withdrawal,4252,1975,0.45,,
Iraq,103,Industrial water withdrawal,4252,1980,0.31,I,
Iraq,103,Industrial water withdrawal,4252,1985,0.17,,
Iraq,103,Industrial water withdrawal,4252,1990,2.14,,
Iraq,103,Industrial water withdrawal,4252,1995,5.92,I,
Iraq,103,Industrial water withdrawal,4252,2000,9.7,,
Iraq,103,Industrial water withdrawal,4252,2016,2.05,,
Ireland,104,Industrial water withdrawal,4252,1980,0.527,E,
Ireland,104,Industrial water withdrawal,4252,1994,0.527,E,
Ireland,104,Industrial water withdrawal,4252,2007,0.051,E,
Israel,105,Industrial water withdrawal,4252,1970,0.075,,
Israel,105,Industrial water withdrawal,4252,1975,0.0825,I,
Israel,105,Industrial water withdrawal,4252,1980,0.09,,
Israel,105,Industrial water withdrawal,4252,1990,0.106,,
Israel,105,Industrial water withdrawal,4252,2002,0.122,,
Israel,105,Industrial water withdrawal,4252,2004,0.113,,
Israel,105,Industrial water withdrawal,4252,2010,0.13,,
Israel,105,Industrial water withdrawal,4252,2017,0.072,,
Italy,106,Industrial water withdrawal,4252,1970,9,,
Italy,106,Industrial water withdrawal,4252,1975,12.09,I,
Italy,106,Industrial water withdrawal,4252,1980,15.17,,
Italy,106,Industrial water withdrawal,4252,1985,13.84,I,
Italy,106,Industrial water withdrawal,4252,1990,12.5,,
Italy,106,Industrial water withdrawal,4252,2000,16.29,L,
Italy,106,Industrial water withdrawal,4252,2013,7.7,,
Jamaica,109,Industrial water withdrawal,4252,1993,0.065,,
Jamaica,109,Industrial water withdrawal,4252,2005,0.076,I,
Jamaica,109,Industrial water withdrawal,4252,2016,1.1,,
Japan,110,Industrial water withdrawal,4252,1980,16.5,,
Japan,110,Industrial water withdrawal,4252,1992,15.8,,
Japan,110,Industrial water withdrawal,4252,1995,14.01,E,
Japan,110,Industrial water withdrawal,4252,2002,12.32,E,[13]
Japan,110,Industrial water withdrawal,4252,2007,12.78,E,[14]
Japan,110,Industrial water withdrawal,4252,2009,11.61,E,[15]
Jordan,112,Industrial water withdrawal,4252,1975,0.027,,
Jordan,112,Industrial water withdrawal,4252,1980,0.025,I,
Jordan,112,Industrial water withdrawal,4252,1985,0.023,,
Jordan,112,Industrial water withdrawal,4252,1992,0.033,,
Jordan,112,Industrial water withdrawal,4252,2002,0.037,,[16]
Jordan,112,Industrial water withdrawal,4252,2007,0.049,,[17]
Jordan,112,Industrial water withdrawal,4252,2012,0.033,,[18]
Jordan,112,Industrial water withdrawal,4252,2016,0.0325,,[19]
Kazakhstan,108,Industrial water withdrawal,4252,1995,5.678,,
Kazakhstan,108,Industrial water withdrawal,4252,2002,4.811,,
Kazakhstan,108,Industrial water withdrawal,4252,2007,5.807,,
Kazakhstan,108,Industrial water withdrawal,4252,2012,6.417,,
Kazakhstan,108,Industrial water withdrawal,4252,2017,6.984,,
Kenya,114,Industrial water withdrawal,4252,1990,0.08,,
Kenya,114,Industrial water withdrawal,4252,2003,0.1,,
Kenya,114,Industrial water withdrawal,4252,2010,0.125,,
Kenya,114,Industrial water withdrawal,4252,2016,0.303,,
Kuwait,118,Industrial water withdrawal,4252,1993,0.013,,
Kuwait,118,Industrial water withdrawal,4252,2002,0.0208,,
Kuwait,118,Industrial water withdrawal,4252,2005,0.0233,L,
Kyrgyzstan,113,Industrial water withdrawal,4252,1994,0.289,,
Kyrgyzstan,113,Industrial water withdrawal,4252,2000,0.31,L,
Kyrgyzstan,113,Industrial water withdrawal,4252,2006,0.336,,
Lao Peoples Democratic Republic,120,Industrial water withdrawal,4252,1987,0.099,,
Lao Peoples Democratic Republic,120,Industrial water withdrawal,4252,2003,0.17,L,
Latvia,119,Industrial water withdrawal,4252,2007,0.0426,E,
Latvia,119,Industrial water withdrawal,4252,2012,0.0563,E,
Latvia,119,Industrial water withdrawal,4252,2017,0.0252,I,
Lebanon,121,Industrial water withdrawal,4252,1975,0.03,,
Lebanon,121,Industrial water withdrawal,4252,1994,0.05,,
Lebanon,121,Industrial water withdrawal,4252,2000,0.0789,L,
Lebanon,121,Industrial water withdrawal,4252,2005,0.15,,
Lebanon,121,Industrial water withdrawal,4252,2015,0.9,,
Lesotho,122,Industrial water withdrawal,4252,1987,0.011,,
Lesotho,122,Industrial water withdrawal,4252,2000,0.02,L,
Liberia,123,Industrial water withdrawal,4252,1987,0.0169,,
Liberia,123,Industrial water withdrawal,4252,2000,0.0474,L,
Liberia,123,Industrial water withdrawal,4252,2005,0.0534,L,
Libya,124,Industrial water withdrawal,4252,1990,0.07,,
Libya,124,Industrial water withdrawal,4252,1994,0.1,,
Libya,124,Industrial water withdrawal,4252,2000,0.132,,
Libya,124,Industrial water withdrawal,4252,2012,0.28,,
Lithuania,126,Industrial water withdrawal,4252,1995,4.139,,
Lithuania,126,Industrial water withdrawal,4252,2001,2.543,E,
Lithuania,126,Industrial water withdrawal,4252,2011,,,[20]
Lithuania,126,Industrial water withdrawal,4252,2017,0.0697,,
Luxembourg,256,Industrial water withdrawal,4252,1995,0.0144,E,
Luxembourg,256,Industrial water withdrawal,4252,1999,0.0142,E,
Luxembourg,256,Industrial water withdrawal,4252,2012,0.0037,E,
Luxembourg,256,Industrial water withdrawal,4252,2017,0.0016,,
Madagascar,129,Industrial water withdrawal,4252,1984,0,,
Madagascar,129,Industrial water withdrawal,4252,2000,0.1308,L,
Madagascar,129,Industrial water withdrawal,4252,2005,0.1619,L,
Malawi,130,Industrial water withdrawal,4252,1985,0.027,,
Malawi,130,Industrial water withdrawal,4252,1990,0.0298,I,
Malawi,130,Industrial water withdrawal,4252,1994,0.032,,
Malawi,130,Industrial water withdrawal,4252,2000,0.0399,L,
Malawi,130,Industrial water withdrawal,4252,2005,0.0477,L,
Malaysia,131,Industrial water withdrawal,4252,1990,0.999,,
Malaysia,131,Industrial water withdrawal,4252,1995,1.641,,
Maldives,132,Industrial water withdrawal,4252,1987,1.00E-04,,
Maldives,132,Industrial water withdrawal,4252,2000,2.00E-04,L,
Maldives,132,Industrial water withdrawal,4252,2008,3.00E-04,I,
Mali,133,Industrial water withdrawal,4252,1987,0.014,,
Mali,133,Industrial water withdrawal,4252,2006,0.004,,
Malta,134,Industrial water withdrawal,4252,1985,0,E,
Malta,134,Industrial water withdrawal,4252,1995,0,,
Malta,134,Industrial water withdrawal,4252,2000,5.00E-04,L,
Malta,134,Industrial water withdrawal,4252,2007,0.001,E,
Malta,134,Industrial water withdrawal,4252,2012,0.001,E,
Malta,134,Industrial water withdrawal,4252,2017,0.001,,
Mauritania,136,Industrial water withdrawal,4252,1980,0.029,,
Mauritania,136,Industrial water withdrawal,4252,2000,0.0253,L,
Mauritania,136,Industrial water withdrawal,4252,2005,0.0318,L,
Mauritius,137,Industrial water withdrawal,4252,1974,0.0248,,
Mauritius,137,Industrial water withdrawal,4252,1995,0.047,,
Mauritius,137,Industrial water withdrawal,4252,2007,0.006,,
Mauritius,137,Industrial water withdrawal,4252,2012,0.011,,
Mauritius,137,Industrial water withdrawal,4252,2017,0.012,,[21]
Mexico,138,Industrial water withdrawal,4252,2002,6.9,,
Mexico,138,Industrial water withdrawal,4252,2007,7.22,,
Mexico,138,Industrial water withdrawal,4252,2012,7.403,,
Mexico,138,Industrial water withdrawal,4252,2017,6.814,,
Monaco,140,Industrial water withdrawal,4252,1990,0,E,
Monaco,140,Industrial water withdrawal,4252,1997,0,E,
Monaco,140,Industrial water withdrawal,4252,2002,0,E,
Monaco,140,Industrial water withdrawal,4252,2007,0,E,
Monaco,140,Industrial water withdrawal,4252,2009,0,E,
Mongolia,141,Industrial water withdrawal,4252,1993,0.116,,
Mongolia,141,Industrial water withdrawal,4252,2006,0.218,,
Mongolia,141,Industrial water withdrawal,4252,2009,0.238,,
Mongolia,141,Industrial water withdrawal,4252,2016,0.1662,,
Montenegro,273,Industrial water withdrawal,4252,2007,0.0673,E,
Montenegro,273,Industrial water withdrawal,4252,2008,0.0628,E,
Morocco,143,Industrial water withdrawal,4252,1992,0.322,,
Morocco,143,Industrial water withdrawal,4252,2002,0.766,,
Morocco,143,Industrial water withdrawal,4252,2010,0.212,,
Mozambique,144,Industrial water withdrawal,4252,1990,0.012,,
Mozambique,144,Industrial water withdrawal,4252,2000,0.0243,L,
Mozambique,144,Industrial water withdrawal,4252,2005,0.0362,L,
Mozambique,144,Industrial water withdrawal,4252,2015,0.025,,
Myanmar,28,Industrial water withdrawal,4252,1987,0.1188,,
Myanmar,28,Industrial water withdrawal,4252,2000,0.3323,,
Myanmar,28,Industrial water withdrawal,4252,2005,0.4984,L,
Namibia,147,Industrial water withdrawal,4252,1991,0.008,,
Namibia,147,Industrial water withdrawal,4252,1995,0.0105,I,
Namibia,147,Industrial water withdrawal,4252,2000,0.014,,[22]
Nepal,149,Industrial water withdrawal,4252,1993,0.005,,
Nepal,149,Industrial water withdrawal,4252,2000,0.0404,L,
Nepal,149,Industrial water withdrawal,4252,2005,0.0295,L,
Netherlands,150,Industrial water withdrawal,4252,1991,6.519,E,
Netherlands,150,Industrial water withdrawal,4252,1996,5.01,E,
Netherlands,150,Industrial water withdrawal,4252,2001,7.558,E,
Netherlands,150,Industrial water withdrawal,4252,2007,9.629,E,
Netherlands,150,Industrial water withdrawal,4252,2012,9.446,E,
Netherlands,150,Industrial water withdrawal,4252,2016,14.74,,
New Zealand,156,Industrial water withdrawal,4252,1985,0.19,,
New Zealand,156,Industrial water withdrawal,4252,2000,0.2,L,
New Zealand,156,Industrial water withdrawal,4252,2006,0.939,E,
New Zealand,156,Industrial water withdrawal,4252,2010,1.184,E,
