# File: FAO_municipal_water_AQUASTAT.csv
# Title: Municipal water withdrawals from FAO AQUASTAT database
# Units: km^3
#Comments: missing data for Taiwan filled in from municipal.water.demand.32.csv
Area,AreaId,VariableName,VariableId,Year,Value,Symbol,Md
Belarus,57,Municipal water withdrawal,4251,2010,0.5895,I,
Belgium,255,Municipal water withdrawal,4251,1980,0.9933,,
Belgium,255,Municipal water withdrawal,4251,1997,0.874,E,
Belgium,255,Municipal water withdrawal,4251,2002,0.7358,E,
Belgium,255,Municipal water withdrawal,4251,2007,0.7304,E,
Belgium,255,Municipal water withdrawal,4251,2009,0.7093,E,
Belize,23,Municipal water withdrawal,4251,1987,0.002,,
Belize,23,Municipal water withdrawal,4251,1995,0.011,,
Belize,23,Municipal water withdrawal,4251,2000,0.0114,,
Benin,53,Municipal water withdrawal,4251,1985,0.031,,
Benin,53,Municipal water withdrawal,4251,1990,0.0321,I,
Benin,53,Municipal water withdrawal,4251,1994,0.033,,
Benin,53,Municipal water withdrawal,4251,2001,0.041,,
Bhutan,18,Municipal water withdrawal,4251,1987,0.0072,,
Bhutan,18,Municipal water withdrawal,4251,2008,0.017,,
Bolivia (Plurinational State of),19,Municipal water withdrawal,4251,1987,0.124,,
Bolivia (Plurinational State of),19,Municipal water withdrawal,4251,2009,0.136,,
Bosnia and Herzegovina,80,Municipal water withdrawal,4251,2002,0.3218,E,
Botswana,20,Municipal water withdrawal,4251,1992,0.036,,
Botswana,20,Municipal water withdrawal,4251,1995,0.0521,I,
Botswana,20,Municipal water withdrawal,4251,2000,0.079,,
Botswana,20,Municipal water withdrawal,4251,2005,0.0878,L,
Brazil,21,Municipal water withdrawal,4251,1996,11.5,,
Brazil,21,Municipal water withdrawal,4251,2006,16.23,,
Brazil,21,Municipal water withdrawal,4251,2010,17.21,,
Brunei Darussalam,26,Municipal water withdrawal,4251,2007,0.1389,E,
Brunei Darussalam,26,Municipal water withdrawal,4251,2009,0.1515,E,
Bulgaria,27,Municipal water withdrawal,4251,1988,0.417,,
Bulgaria,27,Municipal water withdrawal,4251,2002,1.07,E,
Burkina Faso,233,Municipal water withdrawal,4251,1985,0.06,,
Burkina Faso,233,Municipal water withdrawal,4251,1992,0.073,,
Burkina Faso,233,Municipal water withdrawal,4251,1995,0.0885,I,
Burkina Faso,233,Municipal water withdrawal,4251,2000,0.2789,L,
Burkina Faso,233,Municipal water withdrawal,4251,2005,0.3756,L,
Burundi,29,Municipal water withdrawal,4251,1987,0.036,,
Burundi,29,Municipal water withdrawal,4251,2000,0.049,I,
Burundi,29,Municipal water withdrawal,4251,2005,0.0431,L,
Cabo Verde,35,Municipal water withdrawal,4251,2001,0.0016,,
Cambodia,115,Municipal water withdrawal,4251,1987,0.026,,
Cambodia,115,Municipal water withdrawal,4251,2006,0.098,,
Cameroon,32,Municipal water withdrawal,4251,1987,0.18,,
Cameroon,32,Municipal water withdrawal,4251,1992,0.184,,
Cameroon,32,Municipal water withdrawal,4251,2000,0.1611,L,
Cameroon,32,Municipal water withdrawal,4251,2005,0.2468,L,
Canada,33,Municipal water withdrawal,4251,1991,5.102,E,
Canada,33,Municipal water withdrawal,4251,1996,5.201,E,
Canada,33,Municipal water withdrawal,4251,1998,5.413,E,
Canada,33,Municipal water withdrawal,4251,2007,5.878,E,
Central African Republic,37,Municipal water withdrawal,4251,1987,0.015,,
Central African Republic,37,Municipal water withdrawal,4251,2000,0.0548,L,
Central African Republic,37,Municipal water withdrawal,4251,2005,0.0601,L,
Chad,39,Municipal water withdrawal,4251,1987,0.029,,
Chad,39,Municipal water withdrawal,4251,2000,0.0885,L,
Chad,39,Municipal water withdrawal,4251,2005,0.1037,L,
Chile,40,Municipal water withdrawal,4251,1975,1.008,,
Chile,40,Municipal water withdrawal,4251,1992,1.095,,
Chile,40,Municipal water withdrawal,4251,2000,1.043,L,
Chile,40,Municipal water withdrawal,4251,2006,1.267,,
China,351,Municipal water withdrawal,4251,1980,6.769,,
China,351,Municipal water withdrawal,4251,1985,29.69,I,
China,351,Municipal water withdrawal,4251,1990,35,,
China,351,Municipal water withdrawal,4251,1993,25.16,,
China,351,Municipal water withdrawal,4251,2000,34.72,L,
China,351,Municipal water withdrawal,4251,2005,67.53,,
China,351,Municipal water withdrawal,4251,2010,76.6,,
Colombia,44,Municipal water withdrawal,4251,2000,2.467,,
Colombia,44,Municipal water withdrawal,4251,2008,3.134,,
Comoros,45,Municipal water withdrawal,4251,1999,0.0048,,
Congo,46,Municipal water withdrawal,4251,1987,0.0248,,
Congo,46,Municipal water withdrawal,4251,2002,0.032,,
Congo,46,Municipal water withdrawal,4251,2005,0.0637,L,
Costa Rica,48,Municipal water withdrawal,4251,1997,0.757,,
Côte d'Ivoire,107,Municipal water withdrawal,4251,1987,0.156,,
Côte d'Ivoire,107,Municipal water withdrawal,4251,1994,0.162,,
Côte d'Ivoire,107,Municipal water withdrawal,4251,2000,0.5392,L,
Côte d'Ivoire,107,Municipal water withdrawal,4251,2005,0.6359,L,
Croatia,98,Municipal water withdrawal,4251,2012,0.513,E,
Cuba,49,Municipal water withdrawal,4251,1975,0.729,,
Cuba,49,Municipal water withdrawal,4251,1995,1.78,,
Cuba,49,Municipal water withdrawal,4251,2007,1.7,I,
Cyprus,50,Municipal water withdrawal,4251,1975,0.025,,
Cyprus,50,Municipal water withdrawal,4251,1980,0.037,,
Cyprus,50,Municipal water withdrawal,4251,1985,0.045,,
Cyprus,50,Municipal water withdrawal,4251,1990,0.055,,
Cyprus,50,Municipal water withdrawal,4251,1993,0.05,,
Cyprus,50,Municipal water withdrawal,4251,2002,0.0461,E,
Cyprus,50,Municipal water withdrawal,4251,2007,0.0656,E,
Cyprus,50,Municipal water withdrawal,4251,2012,0.0788,E,
Czech Republic,167,Municipal water withdrawal,4251,1997,0.9585,E,
Democratic People's Republic of Korea,116,Municipal water withdrawal,4251,1987,1.56,,
Democratic People's Republic of Korea,116,Municipal water withdrawal,4251,2000,0.8576,L,
Democratic People's Republic of Korea,116,Municipal water withdrawal,4251,2005,0.9028,L,
Democratic Republic of the Congo,250,Municipal water withdrawal,4251,1990,0.216,,
Democratic Republic of the Congo,250,Municipal water withdrawal,4251,2000,0.3893,L,
Democratic Republic of the Congo,250,Municipal water withdrawal,4251,2005,0.4649,L,
Denmark,54,Municipal water withdrawal,4251,1970,0.46,E,
Denmark,54,Municipal water withdrawal,4251,1975,0.7,E,
Denmark,54,Municipal water withdrawal,4251,1980,0.7,E,
Denmark,54,Municipal water withdrawal,4251,1985,0.6746,E,
Denmark,54,Municipal water withdrawal,4251,1990,0.571,E,
Denmark,54,Municipal water withdrawal,4251,2002,0.4408,E,
Denmark,54,Municipal water withdrawal,4251,2007,0.411,E,
Denmark,54,Municipal water withdrawal,4251,2012,0.36,E,
Djibouti,72,Municipal water withdrawal,4251,1985,0.001,,
Djibouti,72,Municipal water withdrawal,4251,2000,0.016,,
Dominica,55,Municipal water withdrawal,4251,2010,0.019,I,
Dominican Republic,56,Municipal water withdrawal,4251,2000,0.6,I,
Dominican Republic,56,Municipal water withdrawal,4251,2005,0.724,,
Dominican Republic,56,Municipal water withdrawal,4251,2010,0.855,,
Ecuador,58,Municipal water withdrawal,4251,2000,0.9073,L,
Ecuador,58,Municipal water withdrawal,4251,2005,1.293,L,
Egypt,59,Municipal water withdrawal,4251,1995,3.729,I,
Egypt,59,Municipal water withdrawal,4251,2000,5.3,,
Egypt,59,Municipal water withdrawal,4251,2010,9,,
El Salvador,60,Municipal water withdrawal,4251,1992,0.246,,
El Salvador,60,Municipal water withdrawal,4251,2000,0.379,L,
El Salvador,60,Municipal water withdrawal,4251,2005,0.474,,
Equatorial Guinea,61,Municipal water withdrawal,4251,1987,0.0081,,
Equatorial Guinea,61,Municipal water withdrawal,4251,2000,0.0138,L,
Equatorial Guinea,61,Municipal water withdrawal,4251,2005,0.0158,L,
Eritrea,178,Municipal water withdrawal,4251,2000,0.0617,L,
Eritrea,178,Municipal water withdrawal,4251,2004,0.031,,
Estonia,63,Municipal water withdrawal,4251,1995,0.088,,
Estonia,63,Municipal water withdrawal,4251,2000,0.0852,E,
Ethiopia,238,Municipal water withdrawal,4251,2002,0.333,I,
Ethiopia,238,Municipal water withdrawal,4251,2005,0.81,L,
Fiji,66,Municipal water withdrawal,4251,1987,0.006,,
Fiji,66,Municipal water withdrawal,4251,2000,0.0229,I,
Fiji,66,Municipal water withdrawal,4251,2005,0.0253,I,
Finland,67,Municipal water withdrawal,4251,1990,0.424,E,
Finland,67,Municipal water withdrawal,4251,1995,0.412,E,
Finland,67,Municipal water withdrawal,4251,2002,0.404,E,
Finland,67,Municipal water withdrawal,4251,2006,0.4094,E,
Finland,67,Municipal water withdrawal,4251,2011,0.4,E,
France,68,Municipal water withdrawal,4251,1985,5.904,E,
France,68,Municipal water withdrawal,4251,1992,5.982,E,
France,68,Municipal water withdrawal,4251,1997,5.89,E,
France,68,Municipal water withdrawal,4251,2002,5.966,E,
France,68,Municipal water withdrawal,4251,2007,5.683,E,
France,68,Municipal water withdrawal,4251,2012,5.481,E,
Gabon,74,Municipal water withdrawal,4251,1987,0.0432,,
Gabon,74,Municipal water withdrawal,4251,2000,0.0686,L,
Gabon,74,Municipal water withdrawal,4251,2005,0.0847,L,
Gambia,75,Municipal water withdrawal,4251,1982,0.0014,,
Gambia,75,Municipal water withdrawal,4251,2000,0.0339,L,
Gambia,75,Municipal water withdrawal,4251,2005,0.0412,L,
Georgia,73,Municipal water withdrawal,4251,2000,0.336,L,
Georgia,73,Municipal water withdrawal,4251,2005,0.358,,
Germany,79,Municipal water withdrawal,4251,1995,5.8,,
Germany,79,Municipal water withdrawal,4251,2001,5.409,E,
Ghana,81,Municipal water withdrawal,4251,1970,0.105,,
Ghana,81,Municipal water withdrawal,4251,2000,0.235,I,
Greece,84,Municipal water withdrawal,4251,1975,0.585,E,
Greece,84,Municipal water withdrawal,4251,1985,0.656,E,
Greece,84,Municipal water withdrawal,4251,1997,0.8614,E,
Greece,84,Municipal water withdrawal,4251,2007,0.8462,E,
Greece,84,Municipal water withdrawal,4251,2011,1.293,E,
Guatemala,89,Municipal water withdrawal,4251,1992,0.104,,
Guatemala,89,Municipal water withdrawal,4251,2000,0.4298,L,
Guatemala,89,Municipal water withdrawal,4251,2006,0.835,,
Guinea,90,Municipal water withdrawal,4251,1987,0.074,,
Guinea,90,Municipal water withdrawal,4251,2000,0.2083,L,
Guinea,90,Municipal water withdrawal,4251,2005,0.2248,L,
Guinea-Bissau,175,Municipal water withdrawal,4251,1991,0.01,,
Guinea-Bissau,175,Municipal water withdrawal,4251,1996,0.023,,
Guinea-Bissau,175,Municipal water withdrawal,4251,2000,0.023,,
Guinea-Bissau,175,Municipal water withdrawal,4251,2005,0.0341,L,
Guyana,91,Municipal water withdrawal,4251,1992,0.015,,
Guyana,91,Municipal water withdrawal,4251,2000,0.03,L,
Guyana,91,Municipal water withdrawal,4251,2005,0.0613,L,
Guyana,91,Municipal water withdrawal,4251,2010,0.0613,I,
Haiti,93,Municipal water withdrawal,4251,1991,0.0499,,
Haiti,93,Municipal water withdrawal,4251,1995,0.111,,
Haiti,93,Municipal water withdrawal,4251,2009,0.19,L,
Honduras,95,Municipal water withdrawal,4251,1992,0.061,,
Honduras,95,Municipal water withdrawal,4251,2003,0.315,,
Hungary,97,Municipal water withdrawal,4251,1970,0.648,E,
Hungary,97,Municipal water withdrawal,4251,1975,0.7631,E,
Hungary,97,Municipal water withdrawal,4251,1985,0.5715,,
Hungary,97,Municipal water withdrawal,4251,1992,0.9841,E,
Hungary,97,Municipal water withdrawal,4251,1996,0.8288,E,
Hungary,97,Municipal water withdrawal,4251,2002,0.8311,E,
Hungary,97,Municipal water withdrawal,4251,2007,0.793,E,
Hungary,97,Municipal water withdrawal,4251,2012,0.716,E,
Iceland,99,Municipal water withdrawal,4251,1980,0.094,E,
Iceland,99,Municipal water withdrawal,4251,1985,0.098,E,
Iceland,99,Municipal water withdrawal,4251,1992,0.087,E,
Iceland,99,Municipal water withdrawal,4251,2002,0.081,E,
Iceland,99,Municipal water withdrawal,4251,2004,0.081,E,
India,100,Municipal water withdrawal,4251,1975,11.4,,
India,100,Municipal water withdrawal,4251,1980,14.05,I,
India,100,Municipal water withdrawal,4251,1986,18.36,I,
India,100,Municipal water withdrawal,4251,1990,25,,
India,100,Municipal water withdrawal,4251,2000,42,,
India,100,Municipal water withdrawal,4251,2010,56,,
Indonesia,101,Municipal water withdrawal,4251,1990,4.729,,
Indonesia,101,Municipal water withdrawal,4251,2000,13.13,,
Indonesia,101,Municipal water withdrawal,4251,2005,13.99,I,
Iran (Islamic Republic of),102,Municipal water withdrawal,4251,1995,6,,
Iran (Islamic Republic of),102,Municipal water withdrawal,4251,2001,4.925,I,
Iran (Islamic Republic of),102,Municipal water withdrawal,4251,2004,6.2,,
Iraq,103,Municipal water withdrawal,4251,1975,0.58,,
Iraq,103,Municipal water withdrawal,4251,1980,0.715,I,
Iraq,103,Municipal water withdrawal,4251,1985,0.85,,
Iraq,103,Municipal water withdrawal,4251,1990,1.28,,
Iraq,103,Municipal water withdrawal,4251,1995,2.79,I,
Iraq,103,Municipal water withdrawal,4251,2000,4.3,,
Ireland,104,Municipal water withdrawal,4251,1980,0.413,E,
Ireland,104,Municipal water withdrawal,4251,1994,0.47,E,
Ireland,104,Municipal water withdrawal,4251,2002,0.58,E,
Ireland,104,Municipal water withdrawal,4251,2007,0.679,E,
Ireland,104,Municipal water withdrawal,4251,2012,0.628,E,
Israel,105,Municipal water withdrawal,4251,1970,0.24,,
Israel,105,Municipal water withdrawal,4251,1975,0.3075,I,
Israel,105,Municipal water withdrawal,4251,1980,0.375,,
Israel,105,Municipal water withdrawal,4251,1990,0.482,,
Israel,105,Municipal water withdrawal,4251,2002,0.688,,
Israel,105,Municipal water withdrawal,4251,2004,0.712,,
Italy,106,Municipal water withdrawal,4251,1970,7,,
Italy,106,Municipal water withdrawal,4251,1975,7.434,I,
Italy,106,Municipal water withdrawal,4251,1980,7.868,,
Italy,106,Municipal water withdrawal,4251,1985,7.184,I,
Italy,106,Municipal water withdrawal,4251,1990,6.5,,
Italy,106,Municipal water withdrawal,4251,1999,9.111,E,
Italy,106,Municipal water withdrawal,4251,2005,8.942,E,
Italy,106,Municipal water withdrawal,4251,2012,9.451,E,
Jamaica,109,Municipal water withdrawal,4251,1993,0.167,,
Jamaica,109,Municipal water withdrawal,4251,2005,0.288,I,
Japan,110,Municipal water withdrawal,4251,1980,13.7,,
Japan,110,Municipal water withdrawal,4251,1992,17,,
Japan,110,Municipal water withdrawal,4251,1995,16.34,E,
Japan,110,Municipal water withdrawal,4251,2002,16.28,E,
Japan,110,Municipal water withdrawal,4251,2007,15.7,E,
Japan,110,Municipal water withdrawal,4251,2009,15.41,E,
Jordan,112,Municipal water withdrawal,4251,1975,0.131,,
Jordan,112,Municipal water withdrawal,4251,1980,0.133,I,
Jordan,112,Municipal water withdrawal,4251,1985,0.135,,
Jordan,112,Municipal water withdrawal,4251,1992,0.214,,
Jordan,112,Municipal water withdrawal,4251,2005,0.2913,,
Kazakhstan,108,Municipal water withdrawal,4251,1995,0.583,,
Kazakhstan,108,Municipal water withdrawal,4251,2002,0.831,,
Kazakhstan,108,Municipal water withdrawal,4251,2007,0.853,,
Kazakhstan,108,Municipal water withdrawal,4251,2010,0.878,,
Kenya,114,Municipal water withdrawal,4251,1990,0.403,,
Kenya,114,Municipal water withdrawal,4251,2003,0.47,,
Kenya,114,Municipal water withdrawal,4251,2010,1.186,,
Kuwait,118,Municipal water withdrawal,4251,1993,0.201,,
Kuwait,118,Municipal water withdrawal,4251,2002,0.4005,,
Kuwait,118,Municipal water withdrawal,4251,2005,0.4483,L,
Kyrgyzstan,113,Municipal water withdrawal,4251,1994,0.301,,
Kyrgyzstan,113,Municipal water withdrawal,4251,2000,0.32,L,
Kyrgyzstan,113,Municipal water withdrawal,4251,2006,0.224,,
Lao People's Democratic Republic,120,Municipal water withdrawal,4251,1987,0.0792,,
Lao People's Democratic Republic,120,Municipal water withdrawal,4251,2003,0.13,L,
Latvia,119,Municipal water withdrawal,4251,2007,0.125,E,
Latvia,119,Municipal water withdrawal,4251,2012,0.1631,E,
Lebanon,121,Municipal water withdrawal,4251,1975,0.083,,
Lebanon,121,Municipal water withdrawal,4251,1994,0.368,,
Lebanon,121,Municipal water withdrawal,4251,2000,0.4341,L,
Lebanon,121,Municipal water withdrawal,4251,2005,0.38,,
Lesotho,122,Municipal water withdrawal,4251,1987,0.011,,
Lesotho,122,Municipal water withdrawal,4251,2000,0.02,L,
Liberia,123,Municipal water withdrawal,4251,1987,0.0351,,
Liberia,123,Municipal water withdrawal,4251,2000,0.0711,L,
Liberia,123,Municipal water withdrawal,4251,2005,0.0802,L,
Libya,124,Municipal water withdrawal,4251,1985,0.393,,
Libya,124,Municipal water withdrawal,4251,1990,0.41,,
Libya,124,Municipal water withdrawal,4251,1994,0.5,,
Libya,124,Municipal water withdrawal,4251,2000,0.61,,
Libya,124,Municipal water withdrawal,4251,2012,0.7,,
Lithuania,126,Municipal water withdrawal,4251,1995,0.205,,
Lithuania,126,Municipal water withdrawal,4251,2001,0.172,E,
Lithuania,126,Municipal water withdrawal,4251,2011,0.1499,,
Luxembourg,256,Municipal water withdrawal,4251,1989,0.0561,E,
Luxembourg,256,Municipal water withdrawal,4251,1995,0.042,E,
Luxembourg,256,Municipal water withdrawal,4251,1999,0.0461,E,
Luxembourg,256,Municipal water withdrawal,4251,2012,0.0406,E,
Madagascar,129,Municipal water withdrawal,4251,1984,0.163,,
Madagascar,129,Municipal water withdrawal,4251,2000,0.2388,L,
Madagascar,129,Municipal water withdrawal,4251,2005,0.2956,L,
Malawi,130,Municipal water withdrawal,4251,1985,0.054,,
Malawi,130,Municipal water withdrawal,4251,1990,0.0768,I,
Malawi,130,Municipal water withdrawal,4251,1994,0.095,,
Malawi,130,Municipal water withdrawal,4251,2000,0.1196,L,
Malawi,130,Municipal water withdrawal,4251,2005,0.1431,L,
Malaysia,131,Municipal water withdrawal,4251,1990,0.818,,
Malaysia,131,Municipal water withdrawal,4251,1995,1.342,,
Malaysia,131,Municipal water withdrawal,4251,2000,3.053,L,
Malaysia,131,Municipal water withdrawal,4251,2005,3.902,L,
Maldives,132,Municipal water withdrawal,4251,1987,0.0033,,
Maldives,132,Municipal water withdrawal,4251,2000,0.0062,L,
Maldives,132,Municipal water withdrawal,4251,2008,0.0056,I,
Mali,133,Municipal water withdrawal,4251,1987,0.027,,
Mali,133,Municipal water withdrawal,4251,2006,0.107,,
Malta,134,Municipal water withdrawal,4251,1970,0.016,E,
Malta,134,Municipal water withdrawal,4251,1975,0.0179,E,
Malta,134,Municipal water withdrawal,4251,1985,0.0269,E,
Malta,134,Municipal water withdrawal,4251,1995,0.049,,
Malta,134,Municipal water withdrawal,4251,2002,0.0344,I,
Malta,134,Municipal water withdrawal,4251,2003,0.0344,,
Malta,134,Municipal water withdrawal,4251,2012,0.0148,E,
Mauritania,136,Municipal water withdrawal,4251,1980,0.088,,
Mauritania,136,Municipal water withdrawal,4251,1985,0.1,,
Mauritania,136,Municipal water withdrawal,4251,2000,0.0759,L,
Mauritania,136,Municipal water withdrawal,4251,2005,0.0954,L,
Mauritius,137,Municipal water withdrawal,4251,1974,0.0584,,
Mauritius,137,Municipal water withdrawal,4251,1995,0.108,,
Mauritius,137,Municipal water withdrawal,4251,2003,0.214,,
Mexico,138,Municipal water withdrawal,4251,2002,9.6,,
Mexico,138,Municipal water withdrawal,4251,2007,11.16,,
Mexico,138,Municipal water withdrawal,4251,2011,11.44,,
Monaco,140,Municipal water withdrawal,4251,1990,0.0067,E,
Monaco,140,Municipal water withdrawal,4251,1997,0.006,E,
Monaco,140,Municipal water withdrawal,4251,2002,0.0058,E,
Monaco,140,Municipal water withdrawal,4251,2007,0.0055,E,
Monaco,140,Municipal water withdrawal,4251,2009,0.005,E,
Mongolia,141,Municipal water withdrawal,4251,1993,0.085,,
Mongolia,141,Municipal water withdrawal,4251,2006,0.098,,
Mongolia,141,Municipal water withdrawal,4251,2009,0.071,,
Montenegro,273,Municipal water withdrawal,4251,2008,0.0964,E,
Morocco,143,Municipal water withdrawal,4251,1992,0.543,,
Morocco,143,Municipal water withdrawal,4251,2002,3,,
Morocco,143,Municipal water withdrawal,4251,2010,1.063,,
Mozambique,144,Municipal water withdrawal,4251,1990,0.053,,
Mozambique,144,Municipal water withdrawal,4251,2000,0.1699,L,
Mozambique,144,Municipal water withdrawal,4251,2005,0.2537,L,
Myanmar,28,Municipal water withdrawal,4251,1987,0.2772,,
Myanmar,28,Municipal water withdrawal,4251,2000,3.323,,
Namibia,147,Municipal water withdrawal,4251,1991,0.071,,
Namibia,147,Municipal water withdrawal,4251,1995,0.071,I,
Namibia,147,Municipal water withdrawal,4251,2000,0.073,,
Nepal,149,Municipal water withdrawal,4251,1994,0.246,,
Nepal,149,Municipal water withdrawal,4251,2000,0.2021,L,
Nepal,149,Municipal water withdrawal,4251,2005,0.1476,L,
Netherlands,150,Municipal water withdrawal,4251,1991,1.28,E,
Netherlands,150,Municipal water withdrawal,4251,1996,1.267,E,
Netherlands,150,Municipal water withdrawal,4251,2001,1.303,E,
Netherlands,150,Municipal water withdrawal,4251,2007,1.248,E,
Netherlands,150,Municipal water withdrawal,4251,2012,1.217,E,
New Zealand,156,Municipal water withdrawal,4251,1985,0.874,,
New Zealand,156,Municipal water withdrawal,4251,2000,1.02,L,
New Zealand,156,Municipal water withdrawal,4251,2006,1.149,E,
New Zealand,156,Municipal water withdrawal,4251,2010,0.81,E,
Nicaragua,157,Municipal water withdrawal,4251,1998,0.181,,
Nicaragua,157,Municipal water withdrawal,4251,2008,0.286,,
Niger,158,Municipal water withdrawal,4251,1988,0.08,,
Niger,158,Municipal water withdrawal,4251,2000,0.2554,L,
Niger,158,Municipal water withdrawal,4251,2005,0.2944,L,
Niger,158,Municipal water withdrawal,4251,2012,0.0617,,
Nigeria,159,Municipal water withdrawal,4251,1987,1.125,,
Nigeria,159,Municipal water withdrawal,4251,2000,3.242,L,
Nigeria,159,Municipal water withdrawal,4251,2005,4.099,L,
Norway,162,Municipal water withdrawal,4251,1990,0.75,E,
Norway,162,Municipal water withdrawal,4251,1996,0.781,E,
Norway,162,Municipal water withdrawal,4251,2002,0.808,E,
Norway,162,Municipal water withdrawal,4251,2007,0.9482,E,
Norway,162,Municipal water withdrawal,4251,2012,0.816,E,
Occupied Palestinian Territory,299,Municipal water withdrawal,4251,2000,0.1014,,
Occupied Palestinian Territory,299,Municipal water withdrawal,4251,2005,0.2,,
Oman,221,Municipal water withdrawal,4251,1991,0.056,,
Oman,221,Municipal water withdrawal,4251,2000,0.1,L,
Oman,221,Municipal water withdrawal,4251,2003,0.134,,
Pakistan,165,Municipal water withdrawal,4251,1975,1.534,,
Pakistan,165,Municipal water withdrawal,4251,1991,2.5,,
Pakistan,165,Municipal water withdrawal,4251,2000,6.39,L,
Pakistan,165,Municipal water withdrawal,4251,2005,8,L,
Pakistan,165,Municipal water withdrawal,4251,2008,9.65,E,
Panama,166,Municipal water withdrawal,4251,2000,0.2067,L,
Panama,166,Municipal water withdrawal,4251,2005,0.2629,L,
Panama,166,Municipal water withdrawal,4251,2010,0.581,,
Papua New Guinea,168,Municipal water withdrawal,4251,1987,0.029,,
Papua New Guinea,168,Municipal water withdrawal,4251,2000,0.1545,L,
Papua New Guinea,168,Municipal water withdrawal,4251,2005,0.2235,L,
Paraguay,169,Municipal water withdrawal,4251,1987,0.0645,,
Paraguay,169,Municipal water withdrawal,4251,2000,0.1,L,
Paraguay,169,Municipal water withdrawal,4251,2011,0.362,I,
Peru,170,Municipal water withdrawal,4251,1992,1.26,,
Peru,170,Municipal water withdrawal,4251,2008,1.254,,
Philippines,171,Municipal water withdrawal,4251,1995,4.269,,
Philippines,171,Municipal water withdrawal,4251,2000,5.406,L,
Philippines,171,Municipal water withdrawal,4251,2006,5.848,,
Philippines,171,Municipal water withdrawal,4251,2009,6.235,,
Poland,173,Municipal water withdrawal,4251,1992,2.84,E,
Poland,173,Municipal water withdrawal,4251,1997,2.292,E,
Portugal,174,Municipal water withdrawal,4251,1991,0.4,E,
Portugal,174,Municipal water withdrawal,4251,1998,0.872,E,
Portugal,174,Municipal water withdrawal,4251,2007,0.9763,E,
Portugal,174,Municipal water withdrawal,4251,2012,0.9105,E,
Puerto Rico,177,Municipal water withdrawal,4251,1990,0.5689,,
Puerto Rico,177,Municipal water withdrawal,4251,2000,0.7099,,
Puerto Rico,177,Municipal water withdrawal,4251,2005,0.9037,,
Puerto Rico,177,Municipal water withdrawal,4251,2010,0.9386,,
Qatar,179,Municipal water withdrawal,4251,1975,0.035,,
