# File: basin_water_demand_1990_2010.csv
# Title: water demand (all sectors) by basin for water supply calibration period
# Source: queried from prior GCAM calibration period run
# Comments: This data is used solely for calibrating accessible water fractions using historical runoff and groundwater extraction rates. It is not used to set up water demand in GCAM. Actual GCAM Water demands are determined dynamically within the model for each sector (see sean.turner@pnnl.gov for details)
# Units: km^3/yr
# Column types: iin
# ----------
basin.id,year,demand
63,2005,4.0693
63,2010,3.7675
80,1990,10.745
80,2005,17.8793
80,2010,21.7856
125,1990,21.3282
125,2005,36.6786
125,2010,42.4426
114,1990,2.7901
114,2005,3.8607
114,2010,4.0625
96,1990,10.6881
96,2005,11.5432
96,2010,12.7037
233,1990,27.8593
233,2005,33.634
233,2010,32.5254
223,1990,38.0221
223,2005,50.2761
223,2010,52.0817
208,1990,11.1933
208,2005,13.333
208,2010,12.2224
196,1990,0.0151
196,2005,0.0273
196,2010,0.0273
235,1990,12.493
235,2005,18.0482
235,2010,21.4774
22,1990,0.7078
22,2005,0.5668
22,2010,0.5807
213,1990,0.9455
213,2005,1.1778
213,2010,1.2324
35,1990,3.1627
35,2005,2.2618
35,2010,2.1134
17,1990,5.7295
17,2005,4.6882
17,2010,5.0856
232,1990,4.843
232,2005,5.6213
232,2010,5.3748
201,1990,1.8235
201,2005,2.9263
201,2010,2.6489
149,1990,4.666
149,2005,8.5778
149,2010,8.1986
87,1990,86.7092
87,2005,128.2328
87,2010,134.7237
65,1990,18.5968
65,2005,31.6707
65,2010,34.9838
210,1990,1.3623
210,2005,1.8318
210,2010,2.0776
159,1990,0.4161
159,2005,0.8038
159,2010,0.9314
172,1990,0.4968
172,2005,0.7507
172,2010,0.868
207,1990,1.6646
207,2005,2.5059
207,2010,2.9248
105,1990,5.3914
105,2005,6.7417
105,2010,7.0763
161,1990,0.9078
161,2005,1.6203
161,2010,1.7056
14,1990,1.5508
14,2005,1.2744
14,2010,1.3844
2,1990,0.3981
2,2005,0.5336
2,2010,0.5184
56,1990,34.7723
56,2005,21.4143
56,2010,23.5675
29,1990,8.0089
29,2005,6.6893
29,2010,6.213
228,1990,36.3657
228,2005,44.5653
228,2010,43.1812
194,1990,4.1812
194,2005,5.3066
194,2010,5.5748
156,1990,5.9518
156,2005,9.3325
156,2010,8.7562
7,1990,2.3029
7,2005,2.6796
7,2010,2.5461
115,1990,2.2755
115,2005,3.1005
115,2010,3.2086
229,1990,17.7869
229,2005,18.6589
229,2010,18.2608
158,1990,0.2033
158,2005,0.481
158,2010,0.5099
209,1990,0.518
209,2005,0.6614
209,2010,0.7449
130,1990,1.7505
130,2005,2.3731
130,2010,2.477
173,1990,0.063
173,2005,0.1423
173,2010,0.1669
187,1990,0.616
187,2005,0.9249
187,2010,1.1001
139,1990,9.1348
139,2005,15.7914
139,2010,18.1955
147,1990,4.6379
147,2005,6.7591
147,2010,7.7039
88,1990,9.1688
88,2005,14.8509
88,2010,14.3462
180,1990,5.8024
180,2005,8.1324
180,2010,8.6841
119,1990,8.6856
119,2005,15.497
119,2010,17.8865
92,1990,0.3521
92,2005,0.8723
92,2010,1.0325
57,1990,11.8228
57,2005,13.1949
57,2010,12.5512
33,1990,2.1685
33,2005,1.7716
33,2010,1.7044
93,1990,9.6197
93,2005,13.1804
93,2010,13.4387
32,1990,22.5017
32,2005,25.0872
32,2010,23.6476
62,1990,4.1368
62,2005,4.5934
62,2010,4.4531
179,1990,1.8703
179,2005,2.7657
179,2010,2.9607
134,1990,6.0495
134,2005,7.7755
134,2010,8.2455
231,1990,10.1461
231,2005,10.5926
231,2010,11.3231
131,1990,7.8329
131,2005,10.2159
131,2010,11.0045
132,1990,7.5028
132,2005,9.6433
132,2010,10.1622
9,1990,1.8412
9,2005,1.5188
9,2010,1.6499
37,1990,1.7863
37,2005,2.5219
37,2010,2.8953
107,1990,108.5738
107,2005,159.6208
107,2010,185.6085
205,1990,0.5726
205,2005,0.7481
205,2010,0.8212
127,1990,2.2589
127,2005,4.2705
127,2010,4.9823
192,1990,2.1828
192,2005,3.382
192,2010,4.0149
23,1990,8.5101
23,2005,11.2752
23,2010,11.1155
8,1990,2.9384
8,2005,2.7913
8,2010,3.2886
36,1990,3.9483
36,2005,4.4046
36,2010,4.0095
16,1990,2.9212
16,2005,3.2737
16,2010,2.9709
46,1990,6.7137
46,2005,7.413
46,2010,6.8274
152,1990,0.839
152,2005,1.3278
152,2010,1.471
178,1990,0.0167
178,2005,0.0379
178,2010,0.0445
170,1990,2.2156
170,2005,3.3628
170,2010,3.7621
3,1990,0.2631
3,2005,0.2176
3,2010,0.2364
4,1990,3.3396
4,2005,2.7632
4,2010,3.0009
98,1990,0.1578
98,2005,0.3549
98,2010,0.5106
138,1990,1.1346
138,2005,2.0055
138,2010,2.3075
176,1990,0.0015
176,2005,0.0033
176,2010,0.0039
198,1990,3.9598
198,2005,5.1859
198,2010,5.4078
204,1990,1.1159
204,2005,1.4083
204,2010,1.4652
212,1990,3.0986
212,2005,3.8828
212,2010,3.9878
215,1990,0.489
215,2005,0.563
215,2010,0.6247
226,1990,50.0132
226,2005,61.4681
226,2010,59.4545
169,1990,4.5427
169,2005,6.822
169,2010,8.22
112,1990,2.894
112,2005,4.5092
112,2010,5.208
185,1990,0.0173
185,2005,0.0391
185,2010,0.0459
135,1990,3.8721
135,2005,5.463
135,2010,5.5637
60,1990,4.2052
60,2005,4.5511
60,2010,4.3597
67,1990,9.3497
67,2005,10.5215
67,2010,10.1615
154,1990,4.402
154,2005,6.3019
154,2010,7.7926
40,1990,1.2512
40,2005,1.6821
40,2010,1.6372
164,1990,2.0574
164,2005,3.64
164,2010,4.0421
163,1990,7.727
163,2005,12.0976
163,2010,13.4671
12,1990,2.6303
12,2005,2.9349
12,2010,2.6772
76,1990,56.0699
76,2005,38.4409
76,2010,39.5039
71,1990,5.6772
71,2005,6.1895
71,2010,6.0377
103,1990,5.0963
103,2005,10.199
103,2010,11.0155
117,1990,6.5953
117,2005,9.6329
117,2010,11.3859
85,1990,18.7056
85,2005,26.0196
85,2010,30.2776
211,1990,0.29
211,2005,0.4549
211,2010,0.4233
230,1990,13.7862
230,2005,17.4157
230,2010,16.9904
225,1990,23.5027
225,2005,27.9673
225,2010,24.7984
69,1990,2.1243
69,2005,2.3645
69,2010,2.194
84,1990,46.9243
84,2005,72.8953
84,2010,68.2981
174,1990,1.6937
174,2005,2.6229
174,2010,3.0254
220,1990,1.8062
220,2005,2.2083
220,2010,2.1669
218,1990,34.7746
218,2005,43.0352
218,2010,41.9957
38,1990,6.0262
38,2005,3.1512
38,2010,3.4972
195,1990,11.9513
195,2005,16.8355
195,2010,18.9472
126,1990,6.3582
126,2005,11.2595
126,2010,13.188
18,1990,46.0695
18,2005,33.2767
18,2010,36.5624
160,1990,0.3286
160,2005,0.9179
160,2010,0.57
30,1990,11.1904
30,2005,8.8503
30,2010,8.2391
108,1990,13.2892
108,2005,23.3966
108,2010,27.2097
106,1990,92.044
106,2005,128.5778
106,2010,147.3089
118,1990,4.1636
118,2005,6.517
118,2010,7.3842
48,1990,8.6268
48,2005,6.4148
48,2010,6.9253
111,1990,1.5848
111,2005,2.2303
111,2010,2.3261
188,1990,1.9223
188,2005,3.09
188,2010,3.3274
77,1990,60.7817
77,2005,81.1505
77,2010,93.99
