# File: FAO_an_Imp_t_SUA.csv
# Title: FAO animal imports by country, item, year
# Units: tons
# Column types: ciciciiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii 
# ----------
countries,country codes,item,item codes,element,element codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Albania,3,"Fats, Animals, Raw",2737,Import Quantity (tonnes),61,6250,6250,5000,5000,6250,7500,6250,7500,7500,8750,5000,2500,3750,4250,4375,4625,3750,3125,3125,2500,4625,2500,3750,2813,3750,5875,7125,7500,7500,5125,3000,1150,25,0,2000,4475,2789,1645,2605,2421,3777,3083,2668,3218,4192,4128,4326,5277,7333
Albania,3,Fish Meal,2855,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,35,42,20,25,23,19,6,18,0,2,2,2
Albania,3,"Fish, Body Oil",2781,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Albania,3,"Fish, Liver Oil",2782,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
Albania,3,Freshwater Fish,2761,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,115,90,88,124,102,153,263,391,255,363,366,310,310,310
Albania,3,Hides & Skins,2748,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,259,0,301,451,1596,2537,1837,1424,563,131,209,815,1613
Albania,3,Honey,2745,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,13,0,59,19,16,21,13,19,42,14,18,27,35
Albania,3,"Marine Fish, Other",2764,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,87,148,287,742,153,952,3313,904,1185,1315,652,1171,1307,1006,857,857,857
Albania,3,Meat Meal,2749,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,600,0,0,0,1900,1200,1300,0,100,140,3,100,0,942,36,19,53,81,94,6,82,0,3,0
Albania,3,"Meat, Other",2735,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,1101,1021,267,200,39,177,112,50,122,133,46,98,9
Albania,3,Milk - Excluding Butter,2848,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3261,3261,15366,18700,11083,10750,7157,5186,4152,4786,24402,79775,49259,26940,45252,35182,28903,7955,10931,25204,14934,17527,24815,23550,23221,26785,30323,27145,27862,28004
Albania,3,"Milk, Skimmed",2739,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,8000,8000,1000,5000,0,600,400,2000,20000,59000,31000,9050,8200,10000,5834,3562,3631,14818,7010,7472,8454,9075,7023,7321,9991,8147,10101,7789
Albania,3,"Milk, Whole",2738,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,164,532,349,420,445,120,120,65,50,250,1431,712,3714,4469,3242,3752,7149,5728,6892,9130,9074,9434,8258,10634
Albania,3,"Molluscs, Other",2767,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,1733,2893,78,620,3,1793,1958,29,83,0,199,24,23,9,9,9
Albania,3,Mutton & Goat Meat,2732,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,117,51,294,342,151,333,340,309,753,844,620,599,615
Albania,3,"Offals, Edible",2736,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,3947,3851,684,1591,1221,1587,2111,1278,1567,1686,1616,2736,1657
Albania,3,Pelagic Fish,2763,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2125,1200,800,700,785,350,0,0,784,2194,3780,5182,5026,7639,8738,11852,13811,11616,10438,12888,12128,12128,12128
Albania,3,Pigmeat,2733,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,1349,4284,4284,3490,5315,1522,10153,13901,9414,10343,14673,17523,18114,18030,27063,24667,18261,19760
Albania,3,Poultry Meat,2734,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,1900,1400,3100,2800,2900,3914,260,9793,11429,13014,18859,7110,3177,24142,13659,20768,31700,23671,20751,21414,13716,17933,24249,26283
Albania,3,Silk,2747,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,11,0,0,0,0
Albania,3,Whey,2742,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,54,243,135,784,4162,2581,2027,2486,4054,4865,3919,3770
Albania,3,Wool (Clean Eq.),2746,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,160,0,131,0,50,0,50,17,0,0,2,0,0
Algeria,4,Aquatic Plants,2775,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,2,7,30,4,9,9,27,9,7,19,19,19
Algeria,4,Bovine Meat,2731,Import Quantity (tonnes),61,23900,18136,9364,6109,5079,4840,1669,935,238,13,244,62,0,498,1082,5355,16849,12869,11685,16703,22608,22089,24776,20973,33982,30403,4110,16154,611,10530,17274,20163,25274,24501,32665,27598,11090,22738,22085,11920,5050,19222,47632,91844,99456,73000,71215,70101,77890
Algeria,4,"Butter, Ghee",2740,Import Quantity (tonnes),61,9442,8067,6965,5849,5706,4495,5102,5083,6264,7944,4991,11812,8672,13594,15461,18742,19252,30644,26045,40515,42074,47752,66392,42815,64494,62197,50080,45345,42395,51407,41670,32882,38446,22188,21584,14395,8584,7807,10212,6102,10480,12571,15327,14217,11506,12200,12468,14445,9013
Algeria,4,Cephalopods,2766,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,138,207,195,423,415,423,671,645,463,504,523,791,791,791
Algeria,4,Cheese,2741,Import Quantity (tonnes),61,19498,12486,6493,6000,5078,5989,5090,5442,6963,4520,1805,1840,2301,5012,3838,5380,6793,12367,5324,11151,15397,15014,17605,12098,14593,7319,4351,8543,4987,1002,1,6712,3405,7652,12372,10429,13606,14669,18331,18935,15820,21579,24355,24658,22935,23936,20399,14336,19063
Algeria,4,Crustaceans,2765,Import Quantity (tonnes),61,3100,1200,500,300,100,100,100,0,0,0,0,0,0,0,7,0,20,0,12,4,8,0,11,8,0,0,0,0,0,0,0,36,0,0,35,18,12,34,21,42,34,214,293,695,751,506,1021,1021,1021
Algeria,4,Demersal Fish,2762,Import Quantity (tonnes),61,3636,1818,606,303,303,303,303,303,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,136,185,632,1654,2738,2819,2066,3408,5305,6923,4033,2808,2300,2300,2300
Algeria,4,Eggs,2744,Import Quantity (tonnes),61,7511,5254,1478,1088,513,206,148,695,1162,679,489,648,780,1521,4982,9758,17803,43588,32594,47385,48102,66081,72567,44671,44344,17465,9252,4335,7186,4948,5765,1276,215,337,225,973,909,2506,3848,3252,2561,2710,3894,2247,707,963,451,330,1007
Algeria,4,"Fats, Animals, Raw",2737,Import Quantity (tonnes),61,2888,2500,7086,10850,16246,15000,16250,16947,18484,17021,18667,22529,14503,30087,38892,35690,35952,38425,54252,47278,62607,55227,49462,43816,52133,44601,48128,73184,92359,70110,77354,49793,52504,59369,75550,48209,49792,62370,43556,22237,14686,18273,12125,5721,6824,5269,15322,15224,5216
Algeria,4,Fish Meal,2855,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,1,0,3,1,3,7,11,4,1,1,1,0,0,0
Algeria,4,"Fish, Body Oil",2781,Import Quantity (tonnes),61,0,0,0,0,0,0,0,200,300,100,0,0,0,0,77,5,0,8,5,0,0,0,0,0,0,0,0,0,18,0,0,8004,6009,8000,14194,1299,4013,4,0,1,4,2,3,4,0,6,4,4,4
Algeria,4,"Fish, Liver Oil",2782,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,44,43,5,89,222,24,48,0,0,24,55,10,10,0,16,39,16,0,30,11,2,10,31,44,2,5,8,34,27,27,27
Algeria,4,Freshwater Fish,2761,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,45,88,0,0,0,0,54,2,8,5,493,33,51,235,635,460,527,404,24,57,56,43,53,53,53
Algeria,4,Hides & Skins,2748,Import Quantity (tonnes),61,0,0,0,0,0,0,0,373,523,2810,2881,1764,8060,5057,2191,4797,11828,6121,2909,6032,10985,11172,6565,10787,9222,10868,10050,11282,9635,11932,7465,976,1661,4393,4393,1406,95,1507,13,0,875,1275,733,682,90,64,58,58,128
Algeria,4,Honey,2745,Import Quantity (tonnes),61,0,0,0,0,359,385,0,704,600,700,590,777,803,1613,1231,0,543,600,140,1755,3848,3047,1345,0,0,0,0,0,0,0,0,169,7,303,154,3,140,48,18,1,100,172,222,225,280,498,985,708,779
Algeria,4,Meat Meal,2749,Import Quantity (tonnes),61,0,0,0,0,0,0,0,385,666,245,80,486,592,597,1950,1679,2021,2572,4839,2724,4526,7410,1370,1000,4100,0,0,0,0,0,0,0,0,10,0,0,0,0,40,0,0,0,19,0,0,0,0,0,7
Algeria,4,"Meat, Other",2735,Import Quantity (tonnes),61,0,0,0,0,0,0,0,19,24,31,234,212,38,96,14,266,334,526,961,664,79,681,2,0,9,0,0,0,7,0,0,11,0,0,3,21,2,5,1,2,3,36,9,1,4,0,16,0,2
Algeria,4,Milk - Excluding Butter,2848,Import Quantity (tonnes),61,194536,221901,181145,150671,142977,164417,182565,197314,227350,209965,206969,300614,266211,392417,375891,503369,623087,573475,664568,761115,1071329,962710,1335200,1212188,1545396,1317466,1496020,1551239,1875059,1463915,1723315,1795213,2419966,2086017,1801768,1235683,1612891,1814618,1690996,1830418,2066452,2272248,2019380,2360146,2310604,2284458,2047001,2316723,2681972
Algeria,4,"Milk, Skimmed",2739,Import Quantity (tonnes),61,21000,87500,84500,47800,28700,31100,52470,12836,24693,21909,5691,64880,64950,150490,114760,263930,262090,205250,399440,264150,416655,449728,606249,553892,655984,571817,807347,770067,968782,717407,894287,809780,1392650,1107793,1082597,586780,788930,870400,712720,913990,974220,1140820,819400,913710,833830,688163,725277,1080400,961547
Algeria,4,"Milk, Whole",2738,Import Quantity (tonnes),61,42444,46556,48911,60356,78913,91753,93400,147522,154938,156770,188946,220053,182503,200593,229505,189682,301916,274976,208611,408723,530098,389219,579677,548491,757599,666760,617175,683689,822041,702070,781954,898066,931318,868906,579369,548156,691339,800534,818571,742065,935458,927426,994442,1233790,1279897,1400454,1147512,1083636,1542507
Algeria,4,"Molluscs, Other",2767,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,0,0,0,0,1,7,0,20,109,12,12,65,11,34,28,77,131,27,70,49,22,22,22
Algeria,4,Mutton & Goat Meat,2732,Import Quantity (tonnes),61,2035,635,447,467,798,324,0,0,0,0,0,0,0,0,0,357,1668,966,1819,4038,3949,10056,14556,13988,13001,13524,911,0,52,6123,1445,937,4,10,2065,1490,175,2984,3435,6090,663,2547,3040,10922,15336,8053,8183,4068,27
Algeria,4,"Offals, Edible",2736,Import Quantity (tonnes),61,1182,1318,626,275,209,74,50,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,27,2,30,54,111,0,1,323,0,0,1,96,7,28,0,0,0,38
Algeria,4,Pelagic Fish,2763,Import Quantity (tonnes),61,11911,4011,2344,3211,611,800,0,0,0,4700,4500,8000,7600,30783,13625,27289,54380,49491,51424,64583,77150,89010,122752,212118,129513,89908,154427,210079,61262,26669,16525,5388,1757,6111,8184,3811,3627,5522,6524,6609,6694,8994,19556,19852,19832,26140,24104,24104,24104
Algeria,4,Pigmeat,2733,Import Quantity (tonnes),61,16269,7076,2206,1758,1712,1625,330,363,294,233,137,23,13,11,6,0,19,2,5,9,33,23,1,305,0,2,0,0,0,0,21,3,10,10,46,112,19,46,16,29,66,92,136,172,118,84,158,485,78
Algeria,4,Poultry Meat,2734,Import Quantity (tonnes),61,6623,3992,1721,741,1137,375,46,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,2,1,0,0,0,0,0,0,0,0,4,9,93,123,17,3,104,131,48,1249,1239,1431,2230,885,502,1010,1299
Algeria,4,Whey,2742,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,811,284,865,486,4149,8459,4149,5392,22270,23135,20527,36946,32878,31757
Algeria,4,Wool (Clean Eq.),2746,Import Quantity (tonnes),61,340,227,171,304,487,643,388,1071,1386,1579,1169,1858,1555,1057,1085,2351,2371,3658,2342,1023,1226,83,1964,1794,2211,2397,379,1456,1769,2264,701,641,1290,366,500,244,5,74,149,91,63,70,116,136,112,60,150,62,111
Angola,7,"Aquatic Animals, Others",2769,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,2,0,2,4,6,22,24,29,21
Angola,7,Aquatic Plants,2775,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,8,4,1,1
Angola,7,Bovine Meat,2731,Import Quantity (tonnes),61,109,150,318,330,295,293,310,356,481,557,588,259,427,245,463,3715,19912,18119,15836,21681,21289,29688,15118,19761,19191,16625,30053,27841,33252,22067,16941,16502,12594,8565,9430,9419,10462,8623,11397,20144,17947,21315,22275,32652,30830,19812,26097,30789,22941
Angola,7,"Butter, Ghee",2740,Import Quantity (tonnes),61,345,286,301,229,211,144,120,78,107,55,30,213,129,25,0,0,700,887,644,806,799,1200,400,400,500,300,700,500,500,300,300,240,120,500,600,270,300,250,200,290,500,393,722,688,770,777,674,855,995
Angola,7,Cephalopods,2766,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,125,35,21,25,2,3,11,32,41,61,93,137,270
Angola,7,Cheese,2741,Import Quantity (tonnes),61,426,424,539,549,676,581,485,338,362,430,359,41,58,39,40,40,1200,310,470,466,174,300,200,1100,700,600,690,1100,1000,650,650,720,400,300,450,550,730,510,400,570,950,961,1060,1246,1477,1795,2433,2442,3127
Angola,7,Crustaceans,2765,Import Quantity (tonnes),61,0,0,0,100,0,0,256,334,302,279,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,13,22,16,15,8,12,45,18,28,74,124,247,164,507
Angola,7,Demersal Fish,2762,Import Quantity (tonnes),61,6001,6901,8098,6598,5702,7503,7362,7884,8679,9792,10500,6302,7806,7795,4498,0,0,0,0,0,0,0,0,0,791,1633,2673,1985,4318,3482,4991,1642,2115,188,1402,2655,2549,1844,1171,2801,2392,3364,4153,5574,4388,8787,11308,16406,16367
Angola,7,Eggs,2744,Import Quantity (tonnes),61,13,11,1,16,16,12,1,95,0,0,0,0,0,0,0,0,1300,800,100,260,170,200,130,250,700,409,426,659,454,359,530,430,400,550,854,3000,11900,9300,5100,6600,10800,13759,8141,12241,14717,20111,14043,18011,15006
Angola,7,"Fats, Animals, Raw",2737,Import Quantity (tonnes),61,6,7,19,13,33,64,81,109,301,271,251,353,379,46,50,725,9075,2498,6290,2075,3825,3938,6338,6450,8200,6450,15150,8250,11625,13625,10250,6025,3025,3075,6750,1513,1263,1013,2129,2129,2129,123,61,10164,8723,4010,4841,4003,6529
Angola,7,Fish Meal,2855,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,1,0,0,4,0,15,1,1
Angola,7,"Fish, Body Oil",2781,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0
Angola,7,Freshwater Fish,2761,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,12,76,18,30,64,27,93,231,313,564,758,1237,1917
Angola,7,Honey,2745,Import Quantity (tonnes),61,13,13,16,20,19,18,23,28,26,45,37,12,62,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,24,17,46,57,49,66
Angola,7,"Marine Fish, Other",2764,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,3,3,1,3,17,334,24,26,66,65,3178,1060,2147
Angola,7,Milk - Excluding Butter,2848,Import Quantity (tonnes),61,24679,19055,25607,25214,26891,27044,34460,25080,29874,33464,31874,26494,36140,30222,25642,55176,100699,152312,185142,162201,288067,151016,196050,231803,469272,152633,181702,212466,249174,218137,142854,84895,72391,87703,91080,86021,84746,78290,20786,22794,23410,22601,24950,19109,22255,26289,33612,36854,44867
Angola,7,"Milk, Skimmed",2739,Import Quantity (tonnes),61,20210,14880,20230,19760,20020,20770,28380,20420,24880,27520,26250,23900,31770,26430,23000,50000,80000,125460,163870,130000,240000,120000,155000,180000,400000,115630,139270,160000,180000,170000,118950,68000,53000,76000,70000,68000,60000,56000,4660,7100,9000,8590,8920,2390,940,1480,880,2800,2070
Angola,7,"Milk, Whole",2738,Import Quantity (tonnes),61,0,0,0,18,408,532,709,882,788,1057,1368,1008,2235,2091,1111,2222,6889,17778,8889,21622,34030,22312,31291,33533,42622,26106,29589,35244,51711,33983,12450,7556,13400,5301,13791,10045,15750,15264,12681,10760,6337,5871,7084,6626,9446,10366,13218,14367,17678
Angola,7,"Molluscs, Other",2767,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,17,0,13,7,0,20,53,13,33,123,147,413,510
Angola,7,Mutton & Goat Meat,2732,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,125,85,70,420,100,20,60,90,80,40,30,40,16,59,59,141,115,86,303,276,585,6947,3558
Angola,7,"Offals, Edible",2736,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1300,500,1700,200,281,400,631,1070,1000,300,800,900,500,300,1300,2800,2800,2800,2800,1,1,1,1,3,3,3,3
Angola,7,Pelagic Fish,2763,Import Quantity (tonnes),61,940,1463,1978,2382,2800,2077,2974,3858,3229,3000,3673,800,1791,1722,2000,0,0,0,0,0,0,97292,96926,132353,147596,161311,132654,122696,93609,66226,7289,8956,6705,5462,5225,4638,5774,3770,9358,12115,12334,11982,14877,23887,20855,33410,32099,44013,33955
Angola,7,Pigmeat,2733,Import Quantity (tonnes),61,154,159,223,226,239,186,136,183,185,120,185,23,68,120,250,375,2000,1875,2038,5263,3763,3363,3950,9438,9950,6656,6875,7525,9284,7101,7228,7363,5869,6188,7288,10088,9475,12849,9444,11763,11763,19581,21529,22530,29725,38761,51702,62440,66562
Angola,7,Poultry Meat,2734,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,3100,5000,11000,6000,8000,10000,16000,12132,13792,15650,15000,23700,13000,7000,10500,8300,26700,34000,29000,47300,33966,77849,98826,85909,102812,128969,137543,170612,160770
Antigua and Barbuda,8,Aquatic Plants,2775,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,3,3
Antigua and Barbuda,8,Bovine Meat,2731,Import Quantity (tonnes),61,336,485,401,339,379,440,393,315,416,520,432,363,399,339,327,347,526,543,401,522,409,539,537,685,535,545,677,719,540,512,558,488,561,477,465,307,270,538,376,260,173,212,259,394,1370,635,739,723,726
Antigua and Barbuda,8,"Butter, Ghee",2740,Import Quantity (tonnes),61,116,134,127,144,164,162,128,154,138,210,210,200,164,127,122,125,137,138,160,119,82,100,110,121,100,140,155,180,170,160,140,100,125,100,70,90,100,130,130,110,110,73,123,91,166,106,104,94,107
Antigua and Barbuda,8,Cephalopods,2766,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28,0,2,6,0,1,3,23,11,13,30,30,30
Antigua and Barbuda,8,Cheese,2741,Import Quantity (tonnes),61,59,75,69,67,59,69,87,91,104,137,130,130,83,76,116,150,147,193,190,200,239,220,200,397,90,90,80,100,120,170,130,100,100,100,130,100,130,115,150,180,190,220,173,303,913,200,273,401,552
Antigua and Barbuda,8,Cream,2743,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,34,33,117,49
Antigua and Barbuda,8,Crustaceans,2765,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,8,8,19,26,16,0,0,43,33,28,157,118,602,72,42,70,183,8,21,21,20,34,307,408,18,128,1391,393,294,377,361,361,361
Antigua and Barbuda,8,Demersal Fish,2762,Import Quantity (tonnes),61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,842,642,1000,1388,1094,0,0,618,0,0,0,0,0,0,0,621,652,712,842,927,791,771,1047,902,597,661,709,908,148,342,510,510,510
Antigua and Barbuda,8,Eggs,2744,Import Quantity (tonnes),61,8,9,18,30,28,60,77,98,128,157,160,160,109,200,205,200,32,70,130,170,254,220,230,260,240,250,250,120,130,70,70,50,60,100,0,3,10,22,7,0,85,19,22,45,142,146,268,331,331
