# File: GCAMDATA_FAOSTAT_ForExportPrice_214Regs_Roundwood_1973to2020.csv
# Title: FAO forests export qunatity and export value by country_year
# Units: Export Quantity in m3; Export Value in 1000 US$
# Description:  Data is generated by gcamdata-FAOSTAT for deriving export prices
# Data source: FAOSTAT (domain:FO FAO.udpate:2021-12-16T00:00:00)
# Date of CSV last update: 2022-09-14
# Column types: iciccicnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element,element_code,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
3,Albania,1634,Veneer sheets,Export Quantity,5916,m3,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,0,0,0,0,153,115,200,200,200,149,40,10,10,10,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Albania,1634,Veneer sheets,Export Value,5922,USD,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,0,0,0,0,167,68,120,120,120,66,120,0,0,6,45,0,0,0,0,0,0,0,0,45,50,50,50,50,50,0,0,0
3,Albania,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,29,16,16,16,16,16,16,16,16,16,16,16,15,25,25,25,25,25,0,0,0
3,Albania,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,2,2,2,2,2,2,2,2,2,2,2,9,19,19,19,19,19,0,0,0
3,Albania,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,60,60,60,2957,401,308,1409,11880,150,0,0,0,0,0,0,0,0,0,1200,1200,1200,1200,1200,0,0,126
3,Albania,1873,Wood-based panels,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,45,45,45,760,399,174,610,778,127,0,0,0,0,0,0,0,0,147,245,245,245,245,245,0,0,325
4,Algeria,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,448,561,561,140,140,163,67,56,210,292,225,561,133,33,0,0,463
4,Algeria,1872,Sawnwood,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,52,132,132,40,40,39,7,8,192,232,29,259,33,3,0,0,242
4,Algeria,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,154,154,154,154,154,154,154,154,154,154,154,0,0,0,0,14
4,Algeria,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,0,0,0,0,0,0,0,0,0,0,0,121,121,121,121,121,121,121,121,121,121,121,0,0,0,0,3
4,Algeria,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24
4,Algeria,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16
4,Algeria,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,400,0,0,0,0,0,0,0,0,0,173,173,173,173,173,241,947,1365,1365,360,360,360,78,76,2,2,265
4,Algeria,1873,Wood-based panels,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,223,0,0,0,0,0,0,0,0,0,26,26,26,26,26,74,1192,4374,4374,156,156,156,35,34,2,2,197
6,Andorra,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2096,144,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,0,7,19,30,37
6,Andorra,1872,Sawnwood,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,14,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,0,4,5,22,10
6,Andorra,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Andorra,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Andorra,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,25,39,25,25
6,Andorra,1873,Wood-based panels,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,19,7,7
7,Angola,1872,Sawnwood,Export Quantity,5916,m3,36600,36600,0,0,0,0,0,0,0,0,0,0,0,212,114,0,0,0,0,0,0,114,114,100,175,277,1092,62,62,62,62,70,70,485,68,313,125,126,167,891,1501,2435,3527,21685,20129,12308,62538
7,Angola,1872,Sawnwood,Export Value,5922,USD,1953,1953,0,0,0,0,0,0,0,0,0,0,0,64,28,0,0,0,0,0,0,50,50,33,48,129,26,20,20,20,20,20,20,163,114,394,100,70,136,954,1077,1809,2069,9599,11004,7900,19785
7,Angola,1634,Veneer sheets,Export Quantity,5916,m3,2900,2900,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,110,181,181,0,462,259,155,122,122,67,97,280,280,46,77,77,77,77,77,77,77,77,65,759,2435,27,0
7,Angola,1634,Veneer sheets,Export Value,5922,USD,359,359,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,94,143,143,0,454,270,130,118,118,120,171,221,221,187,188,188,188,188,188,188,188,188,129,120,315,12,0
7,Angola,1875,Wood pulp,Export Quantity,5910,m3,33300,18600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,433,433,433,433,433,433,433,433,433,961,961,961,961,961,961,706,706,706,706,706,706
7,Angola,1875,Wood pulp,Export Value,5922,USD,4768,3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,211,211,211,211,211,211,211,211,211,755,755,755,755,755,755,627,627,627,627,627,627
7,Angola,1873,Wood-based panels,Export Quantity,5916,m3,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,92,92,92,92,92,92,97,99,57,75,75,77,77,77,52,53,52,66,629,55
7,Angola,1873,Wood-based panels,Export Value,5922,USD,154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,18,18,18,18,18,21,26,48,68,68,70,70,70,46,47,46,40,519,25
9,Argentina,1872,Sawnwood,Export Quantity,5916,m3,600,400,100,100,200,1100,800,1100,3200,2700,2700,7200,4000,0,1420,6499,11882,40799,40799,1587,2900,7100,32800,50200,48800,37000,38800,44000,85000,285000,363980,233788,404000,384312,236900,302000,210000,219000,152000,108000,145416,154526,108620,116304,144649,169680,377406
9,Argentina,1872,Sawnwood,Export Value,5922,USD,39,47,10,16,23,185,112,198,471,383,383,907,429,0,243,967,1262,7490,7490,532,1037,1728,7884,13992,15418,9868,12954,11861,17260,44000,55693,77862,74062,81362,76864,64952,41084,49906,37544,27163,36053,40773,27633,28236,33110,42567,67777
9,Argentina,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,300,500,1000,1200,2500,2100,2200,3000,3000,4000,5606,3585,3800,2717,4000,3000,2000,2000,3000,1000,1162,486,779,251,368,445,888
9,Argentina,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1622,489,1031,1223,2343,2355,3261,2326,2770,1838,2254,2064,2339,1517,1750,2161,1245,1088,1167,1103,1019,565,872,304,401,426,710
9,Argentina,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,38300,45100,81900,66000,66000,73400,52000,114000,114000,100970,151000,152500,158400,189800,198700,198000,197800,240000,245000,258000,254205,290482,212000,212000,201000,178000,249000,229002,204000,164178,196531,184877,168000,175000,214000,196000,193670
9,Argentina,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,11599,11599,31940,26000,26000,44700,35000,80000,80000,44326,45117,57109,119626,82864,92009,90189,94621,155100,102932,102433,115026,156424,102286,118262,129929,129669,129043,180231,167493,116357,135282,137761,128169,112239,128001,150743,122188
9,Argentina,1873,Wood-based panels,Export Quantity,5916,m3,14700,19200,8200,15500,18300,24400,11400,22000,22400,33800,24600,22000,20200,29800,20800,31200,35500,28400,28400,21598,22602,20764,102400,208900,199200,154800,152400,229000,150000,360000,772510,687108,640000,618978,449024,443228,420901,435502,392767,241677,249408,224963,109646,85515,98011,80046,141421
9,Argentina,1873,Wood-based panels,Export Value,5922,USD,1000,2433,932,1538,2169,2737,1563,4144,3993,4898,3335,2966,2764,4288,3000,5000,6000,7167,7167,5508,6182,5484,25416,48961,53725,41772,34366,42876,28251,49005,86925,155806,124295,137996,130450,127486,100439,121916,119622,78350,82269,72140,44844,35823,41816,28755,41908
1,Armenia,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,168,111,111,2880,2000,16000,19000,8000,4400,1698,88,0,262,6025,1000,454,149,413,3161,5053,5764,2193,852
1,Armenia,1872,Sawnwood,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,83,83,354,442,671,818,968,588,218,115,0,58,380,279,249,257,384,714,890,1178,637,285
1,Armenia,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,66,0,112,0,100,100,33,55,66,0,1,0,0,0,0,0,0,0,0,0
1,Armenia,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,39,91,173,158,76,40,25,33,19,0,11,0,0,0,0,0,0,0,0,0
1,Armenia,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,0,0,0,25,0,0,0
1,Armenia,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,17,0,0,0
1,Armenia,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22,22,0,0,0,0,40,4,0,0,48,103,8,14,4,13,20,66,375,13,23
1,Armenia,1873,Wood-based panels,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,2,0,0,0,1,0,0,0,22,39,4,10,1,3,3,39,379,77,15
22,Aruba,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,0,0,0,5,0,1,0
22,Aruba,1872,Sawnwood,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,1,5,0,0,0
22,Aruba,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Aruba,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Aruba,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,152,152,1,30,2,2,9
22,Aruba,1873,Wood-based panels,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,73,73,1,20,4,2,3
10,Australia,1872,Sawnwood,Export Quantity,5916,m3,83900,63100,68800,61884,56500,51800,69800,82600,60100,50600,44500,39500,35100,33600,12900,22600,22500,18200,20100,47432,32361,43900,53500,55400,60200,46000,87000,110000,136000,75000,68000,154000,243000,344000,377000,345000,325000,396000,265782,231090,272768,339270,363844,316177,325162,261072,256409
10,Australia,1872,Sawnwood,Export Value,5922,USD,8856,10108,10261,10509,10427,11149,16298,21438,17332,14529,12105,11228,8919,9181,4647,10607,9885,8275,8718,14134,11575,20212,27238,31715,32699,20711,33796,36672,32477,36806,32473,64281,76250,91120,99232,99955,80189,121136,93732,84592,89100,103520,91028,81912,89503,69785,64621
10,Australia,1634,Veneer sheets,Export Quantity,5916,m3,1300,1000,400,300,700,500,700,300,500,300,300,200,100,100,500,500,300,600,400,700,2200,2100,800,1300,1400,2000,3000,6000,21000,24248,7000,6000,7000,3000,3000,64000,91000,106000,118981,105621,7926,10689,11156,15947,15888,11756,10923
10,Australia,1634,Veneer sheets,Export Value,5922,USD,708,642,286,238,450,423,755,283,483,286,354,259,175,225,992,821,473,769,676,711,2542,2723,2707,5226,5034,3417,4361,3989,4086,5747,4241,5100,6453,4300,4300,23968,31816,50392,53750,52432,20468,25906,26520,30398,35207,27915,25834
10,Australia,1875,Wood pulp,Export Quantity,5910,m3,0,0,8000,4500,4500,4500,100,100,3800,3800,0,0,0,0,0,0,0,2200,2200,6084,212,0,0,0,0,0,0,1600,2000,3500,3000,4000,6000,10000,10000,17000,19000,16317,11443,528,3014,3000,1328,436,151,596,132
10,Australia,1875,Wood pulp,Export Value,5922,USD,0,0,765,425,425,425,39,39,583,583,0,0,0,0,0,0,0,184,184,2306,76,0,0,0,0,0,0,582,918,886,1096,1353,2883,5375,5375,12054,11428,12972,11453,434,1905,1898,1046,271,241,626,123
10,Australia,1873,Wood-based panels,Export Quantity,5916,m3,73989,43943,50807,16400,14100,15200,11000,22400,16100,11100,19300,13600,13400,15600,15800,13500,9100,58400,82300,114612,75800,208600,196000,204800,228100,211000,295000,348000,459000,456030,484220,473640,509296,419000,424000,251000,238883,171803,134570,98964,87641,119781,110768,129814,84198,65604,78179
10,Australia,1873,Wood-based panels,Export Value,5922,USD,5418,5128,5194,3273,2910,2917,2827,5634,5940,4013,3927,3512,2304,2653,3760,3978,2715,13355,20060,31841,28636,92466,70662,55023,52950,46683,59010,66781,83977,110184,100949,128519,144778,117375,118755,79560,62337,52937,47673,33546,26509,39320,29697,31867,26005,22027,28090
11,Austria,1872,Sawnwood,Export Quantity,5916,m3,3436500,3108200,2969000,3909600,3839400,3853300,4368200,4384200,3881900,3618700,4267600,4060100,3682400,3633400,3807100,3991000,4359500,4179000,4063000,3961000,3942000,4557000,4694000,4160000,4953000,4862000,5895000,6356000,6084000,6422000,6772000,7396000,7281000,6889000,7842000,7196400,5798760,6123364,5728026,5174130,5055618,5022940,5202153,5460941,5614047,6101156,6224547
11,Austria,1872,Sawnwood,Export Value,5922,USD,314348,360385,253755,405842,465081,519026,721008,854997,612664,477021,486274,456148,384055,493152,600404,627502,791038,937461,885000,904984,690595,873892,1121975,1058965,1013747,944035,1127773,1045281,953419,1047653,1286536,1523239,1485858,1620648,2117945,1913192,1379326,1553522,1632032,1378123,1444091,1426128,1239407,1282682,1369598,1618287,1477960
11,Austria,1634,Veneer sheets,Export Quantity,5916,m3,3900,3800,2900,3800,3600,3900,4700,4600,4500,4600,4300,4600,4800,4600,5000,6800,6400,5200,5200,6857,10620,11000,13000,10000,9000,13300,14300,19000,24000,29000,30000,35000,33000,36000,37000,28300,22870,23794,26659,26149,20941,17260,16839,15894,18087,21357,18969
11,Austria,1634,Veneer sheets,Export Value,5922,USD,4981,6088,4392,5885,6294,8137,10213,11205,9657,9224,8454,9040,8654,11348,12597,15892,16045,15858,15858,23939,26049,32555,39171,24557,34646,39081,37910,51702,44141,59020,71346,93362,83437,89352,104273,85078,57589,57044,61024,55886,58009,55196,49159,48977,59072,62335,59755
11,Austria,1875,Wood pulp,Export Quantity,5910,m3,92300,112900,116300,147900,129500,180000,230900,248000,257500,229600,240700,256900,286500,334800,297400,260000,246100,206200,167000,189607,205776,235000,232800,273500,289700,290000,385000,332000,345000,323000,295000,258000,234002,221698,284011,269621,300179,353240,392808,376510,435880,347710,308805,418365,423813,460971,450128
11,Austria,1875,Wood pulp,Export Value,5922,USD,18959,45830,42628,54072,45442,56568,100090,132365,123182,98335,87919,100423,100603,147790,163064,143000,178617,119579,96900,100728,80515,124340,123985,135186,137418,134482,174586,200743,169925,148343,153914,151379,130549,145322,220801,215507,183179,289643,331688,274000,336053,277170,216696,280764,298494,375962,325654
11,Austria,1873,Wood-based panels,Export Quantity,5916,m3,492848,397544,374687,592330,592800,644000,755000,757000,649700,581200,618200,659800,752900,815500,863000,963000,1157800,1220400,1111000,1043321,1057941,1121000,1214000,1414100,1513000,1667600,1676900,2012000,2280000,2574000,2667000,2654000,2714000,2824000,3308000,3050200,2545710,2732675,2726651,2764591,2794975,2716400,2660747,2791951,2813650,2730353,2725749
11,Austria,1873,Wood-based panels,Export Value,5922,USD,60247,59414,49568,66292,78268,93725,136427,176185,133521,115052,115104,110784,121355,181839,225443,259900,299549,361976,339862,401316,344740,386341,469312,519536,516246,561715,560165,581753,622428,742997,908951,984770,1072193,1228163,1609629,1628052,1285664,1338132,1524088,1403002,1458339,1454111,1210415,1268343,1314845,1368014,1301547
52,Azerbaijan,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,400,3400,5150,2654,5656,2400,557,3082,2386,1542,1005,976,775,580,749,1000,1000,1000,1600,1077,1200,357,357,357
52,Azerbaijan,1872,Sawnwood,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,81,672,851,269,588,289,165,374,406,257,284,333,580,328,649,411,1539,1318,1318,750,405,632,632,632
52,Azerbaijan,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,644,0,0,0,0,1900,1710,885,860,371,239,100,96,31,0,0,0,0,0,0,0
52,Azerbaijan,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,61,0,0,0,0,439,360,350,422,238,210,102,115,81,0,0,0,0,0,0,0
52,Azerbaijan,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
52,Azerbaijan,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
52,Azerbaijan,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,200,200,0,0,0,108,0,1010,2654,2,19,0,6,70,0,0,7,2000,0,0,34,110,386,253,981
52,Azerbaijan,1873,Wood-based panels,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,40,40,0,40,0,8,0,207,581,16,4,0,1,20,0,0,2,235,19,19,28,61,187,73,489
12,Bahamas,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,61,242,200,700,0,200,1500,1900,300,60,261,1684,1684,1684,1623,1685,1588,1588,1588,1588,1588,1588,83,9,1,106,4
12,Bahamas,1872,Sawnwood,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,11,35,32,125,0,46,245,321,43,23,173,294,294,294,288,393,266,266,266,266,266,266,57,2,1,49,9
12,Bahamas,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Bahamas,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Bahamas,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,199,199,199,199,199,199,199,199,199,199,199,199
12,Bahamas,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,149,149,149,149,149,149,149,149,149,149,149,149
12,Bahamas,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,39,8,8,8,93,55,25,22,44,40,53,72,952,1025,285,69,12
12,Bahamas,1873,Wood-based panels,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,18,2,2,2,80,47,25,22,60,63,60,87,407,413,182,89,34
13,Bahrain,1872,Sawnwood,Export Quantity,5916,m3,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,7,7,0,0,0,0,0,0,0,236,1230,1230,240,19,19,29,484,83,705,9,585,288,75,623,621,30
13,Bahrain,1872,Sawnwood,Export Value,5922,USD,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,3,3,0,0,0,0,0,0,0,111,223,223,193,34,34,42,320,31,2,5,142,190,27,113,201,6
13,Bahrain,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,6,49,49,14,7,7,7,123,1854,0,0,104,140,8,21,62,1
13,Bahrain,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,39,39,10,61,61,61,39,1575,0,0,153,112,21,14,31,8
