INPUT_TABLE
Variable ID
GDPCtrlMax

region,supplysector,subsector,stub.technology,year,Non.CO2,ctrl.name,max.reduction
Central Asia,urban processes,landfills,landfills,1975,SO2_2,GDP_control,50
China,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
China,urban processes,landfills,landfills,1975,SO2_2,GDP_control,50
EU-12,industrial processes,other industrial processes,other industrial processes,1975,SO2_1,GDP_control,95
EU-12,urban processes,landfills,landfills,1975,SO2_1,GDP_control,50
EU-15,industrial processes,other industrial processes,other industrial processes,1975,SO2_1,GDP_control,95
EU-15,urban processes,landfills,landfills,1975,SO2_1,GDP_control,50
Europe_Eastern,industrial processes,other industrial processes,other industrial processes,1975,SO2_1,GDP_control,95
Europe_Eastern,urban processes,landfills,landfills,1975,SO2_1,GDP_control,50
Europe_Non_EU,industrial processes,other industrial processes,other industrial processes,1975,SO2_1,GDP_control,95
Europe_Non_EU,urban processes,landfills,landfills,1975,SO2_1,GDP_control,50
European Free Trade Association,industrial processes,other industrial processes,other industrial processes,1975,SO2_1,GDP_control,95
European Free Trade Association,urban processes,landfills,landfills,1975,SO2_1,GDP_control,50
India,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
Indonesia,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
Indonesia,urban processes,landfills,landfills,1975,SO2_2,GDP_control,50
Japan,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
Japan,urban processes,landfills,landfills,1975,SO2_2,GDP_control,50
Mexico,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
Middle East,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
Pakistan,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
Russia,industrial processes,other industrial processes,other industrial processes,1975,SO2_4,GDP_control,95
South Africa,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
South America_Northern,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
South America_Northern,urban processes,landfills,landfills,1975,SO2_3,GDP_control,50
South America_Southern,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
South Asia,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
South Korea,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
Southeast Asia,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
Southeast Asia,urban processes,landfills,landfills,1975,SO2_2,GDP_control,50
Taiwan,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
Taiwan,urban processes,landfills,landfills,1975,SO2_2,GDP_control,50
Argentina,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
Colombia,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
USA,industrial processes,other industrial processes,other industrial processes,1975,SO2_1,GDP_control,95
Africa_Eastern,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
Africa_Northern,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
Africa_Southern,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
Africa_Western,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
Australia_NZ,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
Australia_NZ,urban processes,landfills,landfills,1975,SO2_3,GDP_control,50
Brazil,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
Brazil,urban processes,landfills,landfills,1975,SO2_3,GDP_control,50
Canada,industrial processes,other industrial processes,other industrial processes,1975,SO2_1,GDP_control,95
Canada,urban processes,landfills,landfills,1975,SO2_1,GDP_control,50
Central America and Caribbean,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
Central America and Caribbean,urban processes,landfills,landfills,1975,SO2_3,GDP_control,50
Central Asia,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
Central Asia,urban processes,landfills,landfills,1975,SO2_2,GDP_control,50
China,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
China,urban processes,landfills,landfills,1975,SO2_2,GDP_control,50
EU-12,industrial processes,other industrial processes,other industrial processes,1975,SO2_1,GDP_control,95
EU-12,urban processes,landfills,landfills,1975,SO2_1,GDP_control,50
EU-15,industrial processes,other industrial processes,other industrial processes,1975,SO2_1,GDP_control,95
EU-15,urban processes,landfills,landfills,1975,SO2_1,GDP_control,50
Europe_Eastern,industrial processes,other industrial processes,other industrial processes,1975,SO2_1,GDP_control,95
Europe_Eastern,urban processes,landfills,landfills,1975,SO2_1,GDP_control,50
Europe_Non_EU,industrial processes,other industrial processes,other industrial processes,1975,SO2_1,GDP_control,95
Europe_Non_EU,urban processes,landfills,landfills,1975,SO2_1,GDP_control,50
European Free Trade Association,industrial processes,other industrial processes,other industrial processes,1975,SO2_1,GDP_control,95
European Free Trade Association,urban processes,landfills,landfills,1975,SO2_1,GDP_control,50
India,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
Indonesia,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
Indonesia,urban processes,landfills,landfills,1975,SO2_2,GDP_control,50
Japan,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
Japan,urban processes,landfills,landfills,1975,SO2_2,GDP_control,50
Mexico,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
Middle East,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
Pakistan,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
Russia,industrial processes,other industrial processes,other industrial processes,1975,SO2_4,GDP_control,95
South Africa,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
South America_Northern,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
South America_Northern,urban processes,landfills,landfills,1975,SO2_3,GDP_control,50
South America_Southern,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
South Asia,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
South Korea,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
Southeast Asia,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
Southeast Asia,urban processes,landfills,landfills,1975,SO2_2,GDP_control,50
Taiwan,industrial processes,other industrial processes,other industrial processes,1975,SO2_2,GDP_control,95
Taiwan,urban processes,landfills,landfills,1975,SO2_2,GDP_control,50
Argentina,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
Colombia,industrial processes,other industrial processes,other industrial processes,1975,SO2_3,GDP_control,95
USA,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
Africa_Eastern,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Africa_Northern,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Africa_Southern,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Africa_Western,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Australia_NZ,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Australia_NZ,urban processes,landfills,landfills,1990,SO2_3,GDP_control,50
Brazil,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Brazil,urban processes,landfills,landfills,1990,SO2_3,GDP_control,50
Canada,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
Canada,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
Central America and Caribbean,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Central America and Caribbean,urban processes,landfills,landfills,1990,SO2_3,GDP_control,50
Central Asia,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Central Asia,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
China,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
China,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
EU-12,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
EU-12,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
EU-15,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
EU-15,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
Europe_Eastern,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
Europe_Eastern,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
Europe_Non_EU,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
Europe_Non_EU,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
European Free Trade Association,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
European Free Trade Association,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
India,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Indonesia,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Indonesia,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
Japan,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Japan,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
Mexico,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Middle East,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Pakistan,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Russia,industrial processes,other industrial processes,other industrial processes,1990,SO2_4,GDP_control,95
South Africa,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
South America_Northern,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
South America_Northern,urban processes,landfills,landfills,1990,SO2_3,GDP_control,50
South America_Southern,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
South Asia,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
South Korea,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Southeast Asia,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Southeast Asia,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
Taiwan,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Taiwan,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
Argentina,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Colombia,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
USA,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
Africa_Eastern,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Africa_Northern,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Africa_Southern,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Africa_Western,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Australia_NZ,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Australia_NZ,urban processes,landfills,landfills,1990,SO2_3,GDP_control,50
Brazil,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Brazil,urban processes,landfills,landfills,1990,SO2_3,GDP_control,50
Canada,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
Canada,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
Central America and Caribbean,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Central America and Caribbean,urban processes,landfills,landfills,1990,SO2_3,GDP_control,50
Central Asia,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Central Asia,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
China,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
China,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
EU-12,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
EU-12,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
EU-15,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
EU-15,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
Europe_Eastern,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
Europe_Eastern,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
Europe_Non_EU,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
Europe_Non_EU,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
European Free Trade Association,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
European Free Trade Association,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
India,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Indonesia,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Indonesia,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
Japan,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Japan,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
Mexico,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Middle East,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Pakistan,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Russia,industrial processes,other industrial processes,other industrial processes,1990,SO2_4,GDP_control,95
South Africa,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
South America_Northern,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
South America_Northern,urban processes,landfills,landfills,1990,SO2_3,GDP_control,50
South America_Southern,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
South Asia,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
South Korea,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Southeast Asia,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Southeast Asia,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
Taiwan,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Taiwan,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
Argentina,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Colombia,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
USA,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
Africa_Eastern,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Africa_Northern,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Africa_Southern,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Africa_Western,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Australia_NZ,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Australia_NZ,urban processes,landfills,landfills,1990,SO2_3,GDP_control,50
Brazil,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Brazil,urban processes,landfills,landfills,1990,SO2_3,GDP_control,50
Canada,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
Canada,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
Central America and Caribbean,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Central America and Caribbean,urban processes,landfills,landfills,1990,SO2_3,GDP_control,50
Central Asia,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Central Asia,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
China,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
China,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
EU-12,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
EU-12,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
EU-15,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
EU-15,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
Europe_Eastern,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
Europe_Eastern,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
Europe_Non_EU,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
Europe_Non_EU,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
European Free Trade Association,industrial processes,other industrial processes,other industrial processes,1990,SO2_1,GDP_control,95
European Free Trade Association,urban processes,landfills,landfills,1990,SO2_1,GDP_control,50
India,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Indonesia,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Indonesia,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
Japan,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Japan,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
Mexico,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Middle East,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Pakistan,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Russia,industrial processes,other industrial processes,other industrial processes,1990,SO2_4,GDP_control,95
South Africa,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
South America_Northern,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
South America_Northern,urban processes,landfills,landfills,1990,SO2_3,GDP_control,50
South America_Southern,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
South Asia,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
South Korea,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Southeast Asia,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Southeast Asia,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
Taiwan,industrial processes,other industrial processes,other industrial processes,1990,SO2_2,GDP_control,95
Taiwan,urban processes,landfills,landfills,1990,SO2_2,GDP_control,50
Argentina,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
Colombia,industrial processes,other industrial processes,other industrial processes,1990,SO2_3,GDP_control,95
USA,industrial processes,other industrial processes,other industrial processes,2005,SO2_1,GDP_control,95
Africa_Eastern,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
Africa_Northern,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
Africa_Southern,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
Africa_Western,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
Australia_NZ,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
Australia_NZ,urban processes,landfills,landfills,2005,SO2_3,GDP_control,50
Brazil,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
Brazil,urban processes,landfills,landfills,2005,SO2_3,GDP_control,50
Canada,industrial processes,other industrial processes,other industrial processes,2005,SO2_1,GDP_control,95
Canada,urban processes,landfills,landfills,2005,SO2_1,GDP_control,50
Central America and Caribbean,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
Central America and Caribbean,urban processes,landfills,landfills,2005,SO2_3,GDP_control,50
Central Asia,industrial processes,other industrial processes,other industrial processes,2005,SO2_2,GDP_control,95
Central Asia,urban processes,landfills,landfills,2005,SO2_2,GDP_control,50
China,industrial processes,other industrial processes,other industrial processes,2005,SO2_2,GDP_control,95
China,urban processes,landfills,landfills,2005,SO2_2,GDP_control,50
EU-12,industrial processes,other industrial processes,other industrial processes,2005,SO2_1,GDP_control,95
EU-12,urban processes,landfills,landfills,2005,SO2_1,GDP_control,50
EU-15,industrial processes,other industrial processes,other industrial processes,2005,SO2_1,GDP_control,95
EU-15,urban processes,landfills,landfills,2005,SO2_1,GDP_control,50
Europe_Eastern,industrial processes,other industrial processes,other industrial processes,2005,SO2_1,GDP_control,95
Europe_Eastern,urban processes,landfills,landfills,2005,SO2_1,GDP_control,50
Europe_Non_EU,industrial processes,other industrial processes,other industrial processes,2005,SO2_1,GDP_control,95
Europe_Non_EU,urban processes,landfills,landfills,2005,SO2_1,GDP_control,50
European Free Trade Association,industrial processes,other industrial processes,other industrial processes,2005,SO2_1,GDP_control,95
European Free Trade Association,urban processes,landfills,landfills,2005,SO2_1,GDP_control,50
India,industrial processes,other industrial processes,other industrial processes,2005,SO2_2,GDP_control,95
Indonesia,industrial processes,other industrial processes,other industrial processes,2005,SO2_2,GDP_control,95
Indonesia,urban processes,landfills,landfills,2005,SO2_2,GDP_control,50
Japan,industrial processes,other industrial processes,other industrial processes,2005,SO2_2,GDP_control,95
Japan,urban processes,landfills,landfills,2005,SO2_2,GDP_control,50
Mexico,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
Middle East,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
Pakistan,industrial processes,other industrial processes,other industrial processes,2005,SO2_2,GDP_control,95
Russia,industrial processes,other industrial processes,other industrial processes,2005,SO2_4,GDP_control,95
South Africa,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
South America_Northern,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
South America_Northern,urban processes,landfills,landfills,2005,SO2_3,GDP_control,50
South America_Southern,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
South Asia,industrial processes,other industrial processes,other industrial processes,2005,SO2_2,GDP_control,95
South Korea,industrial processes,other industrial processes,other industrial processes,2005,SO2_2,GDP_control,95
Southeast Asia,industrial processes,other industrial processes,other industrial processes,2005,SO2_2,GDP_control,95
Southeast Asia,urban processes,landfills,landfills,2005,SO2_2,GDP_control,50
Taiwan,industrial processes,other industrial processes,other industrial processes,2005,SO2_2,GDP_control,95
Taiwan,urban processes,landfills,landfills,2005,SO2_2,GDP_control,50
Argentina,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
Colombia,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
USA,industrial processes,other industrial processes,other industrial processes,2005,SO2_1,GDP_control,95
Africa_Eastern,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
Africa_Northern,industrial processes,other industrial processes,other industrial processes,2005,SO2_3,GDP_control,95
