INPUT_TABLE
Variable ID
InputEmissCoeff

region,supplysector,subsector,stub.technology,year,Non.CO2,emiss.coef
Africa_Eastern,industrial energy use,biomass,biomass,1975,BC,0.0047432
Africa_Eastern,industrial energy use,coal,coal,1975,BC,0.0372469
Africa_Eastern,industrial energy use,refined liquids,refined liquids,1975,BC,0.0475476
Africa_Eastern,N fertilizer,refined liquids,refined liquids,1975,BC,0.0475476
Africa_Eastern,resid others,biomass,biomass,1975,BC,0
Africa_Eastern,resid others,coal,coal,1975,BC,0
Africa_Eastern,resid others,refined liquids,refined liquids,1975,BC,0.4396603
Africa_Eastern,transportation,refined liquids,refined liquids,1975,BC,0.029849
Africa_Eastern,comm heating,coal,coal,1975,OC,13.7317255
Africa_Eastern,comm heating,refined liquids,refined liquids,1975,OC,0.2105018
Africa_Eastern,comm others,biomass,biomass,1975,OC,10.7762513
Africa_Eastern,comm others,coal,coal,1975,OC,13.7317255
Africa_Eastern,comm others,refined liquids,refined liquids,1975,OC,0.2105018
Africa_Eastern,electricity,biomass,biomass (conv),1975,OC,0.0069017
Africa_Eastern,electricity,coal,coal (conv pul),1975,OC,1.28e-05
Africa_Eastern,electricity,refined liquids,refined liquids (steam/CT),1975,OC,0.0001118
Africa_Eastern,industrial energy use,biomass,biomass,1975,OC,0.0135912
Africa_Eastern,industrial energy use,coal,coal,1975,OC,0.0295589
Africa_Eastern,industrial energy use,refined liquids,refined liquids,1975,OC,0.0151523
Africa_Eastern,N fertilizer,refined liquids,refined liquids,1975,OC,0.0151523
Africa_Eastern,resid others,biomass,biomass,1975,OC,0
Africa_Eastern,resid others,coal,coal,1975,OC,0
Africa_Eastern,resid others,refined liquids,refined liquids,1975,OC,0.2381493
Africa_Eastern,transportation,refined liquids,refined liquids,1975,OC,0.017484
Africa_Northern,comm heating,coal,coal,1975,BC,3.7608429
Africa_Northern,comm heating,refined liquids,refined liquids,1975,BC,0.0917208
Africa_Northern,comm others,biomass,biomass,1975,BC,0.4342579
Africa_Northern,comm others,coal,coal,1975,BC,3.7608429
Africa_Northern,comm others,gas,gas,1975,BC,0
Africa_Northern,comm others,refined liquids,refined liquids,1975,BC,0.0917208
Africa_Northern,electricity,coal,coal (conv pul),1975,BC,7.02e-05
Africa_Northern,electricity,gas,gas (steam/CT),1975,BC,6e-06
Africa_Northern,electricity,refined liquids,refined liquids (steam/CT),1975,BC,0.0007936
Africa_Northern,industrial energy use,biomass,biomass,1975,BC,0.0025724
Africa_Northern,industrial energy use,coal,coal,1975,BC,0.0202
Africa_Northern,industrial energy use,gas,gas,1975,BC,5e-07
Africa_Northern,industrial energy use,refined liquids,refined liquids,1975,BC,0.0257864
Africa_Northern,N fertilizer,gas,gas,1975,BC,5e-07
Africa_Northern,resid others,biomass,biomass,1975,BC,0
Africa_Northern,resid others,coal,coal,1975,BC,0
Africa_Northern,resid others,gas,gas,1975,BC,0.0001501
Africa_Northern,resid others,refined liquids,refined liquids,1975,BC,0.098048
Africa_Northern,transportation,refined liquids,refined liquids,1975,BC,0.0330549
Africa_Northern,comm heating,coal,coal,1975,OC,3.0622928
Africa_Northern,comm heating,refined liquids,refined liquids,1975,OC,0.0469437
Africa_Northern,comm others,biomass,biomass,1975,OC,2.4031967
Africa_Northern,comm others,coal,coal,1975,OC,3.0622928
Africa_Northern,comm others,gas,gas,1975,OC,0.001005
Africa_Northern,comm others,refined liquids,refined liquids,1975,OC,0.0469437
Africa_Northern,electricity,coal,coal (conv pul),1975,OC,3.43e-05
Africa_Northern,electricity,gas,gas (steam/CT),1975,OC,3.02e-05
Africa_Northern,electricity,refined liquids,refined liquids (steam/CT),1975,OC,0.0003005
Africa_Northern,industrial energy use,biomass,biomass,1975,OC,0.0073709
Africa_Northern,industrial energy use,coal,coal,1975,OC,0.0160306
Africa_Northern,industrial energy use,gas,gas,1975,OC,3.3e-06
Africa_Northern,industrial energy use,refined liquids,refined liquids,1975,OC,0.0082175
Africa_Northern,N fertilizer,gas,gas,1975,OC,3.3e-06
Africa_Northern,resid others,biomass,biomass,1975,OC,0
Africa_Northern,resid others,coal,coal,1975,OC,0
Africa_Northern,resid others,gas,gas,1975,OC,0.0009003
Africa_Northern,resid others,refined liquids,refined liquids,1975,OC,0.0531093
Africa_Northern,transportation,refined liquids,refined liquids,1975,OC,0.0196346
Africa_Southern,comm heating,coal,coal,1975,BC,5.7845647
Africa_Southern,comm heating,refined liquids,refined liquids,1975,BC,0.141076
Africa_Southern,comm others,biomass,biomass,1975,BC,0.6679334
Africa_Southern,comm others,coal,coal,1975,BC,5.7845647
Africa_Southern,comm others,refined liquids,refined liquids,1975,BC,0.141076
Africa_Southern,electricity,coal,coal (conv pul),1975,BC,0.0001272
Africa_Southern,electricity,gas,gas (steam/CT),1975,BC,1.1e-05
Africa_Southern,electricity,refined liquids,refined liquids (steam/CT),1975,BC,0.0014381
Africa_Southern,industrial energy use,biomass,biomass,1975,BC,0.0065829
Africa_Southern,industrial energy use,coal,coal,1975,BC,0.0516931
Africa_Southern,industrial energy use,gas,gas,1975,BC,1.2e-06
Africa_Southern,industrial energy use,refined liquids,refined liquids,1975,BC,0.0659891
Africa_Southern,N fertilizer,gas,gas,1975,BC,1.2e-06
Africa_Southern,resid others,biomass,biomass,1975,BC,0
Africa_Southern,resid others,coal,coal,1975,BC,0
Africa_Southern,resid others,refined liquids,refined liquids,1975,BC,0.150808
Africa_Southern,transportation,coal,coal,1975,BC,0
Africa_Southern,transportation,refined liquids,refined liquids,1975,BC,0.0326921
Africa_Southern,comm heating,coal,coal,1975,OC,4.7101225
Africa_Southern,comm heating,refined liquids,refined liquids,1975,OC,0.0722043
Africa_Southern,comm others,biomass,biomass,1975,OC,3.6963645
Africa_Southern,comm others,coal,coal,1975,OC,4.7101225
Africa_Southern,comm others,refined liquids,refined liquids,1975,OC,0.0722043
Africa_Southern,electricity,coal,coal (conv pul),1975,OC,6.22e-05
Africa_Southern,electricity,gas,gas (steam/CT),1975,OC,5.48e-05
Africa_Southern,electricity,refined liquids,refined liquids (steam/CT),1975,OC,0.0005445
Africa_Southern,industrial energy use,biomass,biomass,1975,OC,0.0188626
Africa_Southern,industrial energy use,coal,coal,1975,OC,0.0410234
Africa_Southern,industrial energy use,gas,gas,1975,OC,8.5e-06
Africa_Southern,industrial energy use,refined liquids,refined liquids,1975,OC,0.0210291
Africa_Southern,N fertilizer,gas,gas,1975,OC,8.5e-06
Africa_Southern,resid others,biomass,biomass,1975,OC,0
Africa_Southern,resid others,coal,coal,1975,OC,0
Africa_Southern,resid others,refined liquids,refined liquids,1975,OC,0.0816877
Africa_Southern,transportation,coal,coal,1975,OC,0
Africa_Southern,transportation,refined liquids,refined liquids,1975,OC,0.0252301
Africa_Western,comm heating,coal,coal,1975,BC,10.2016883
Africa_Western,comm heating,refined liquids,refined liquids,1975,BC,0.2488024
Africa_Western,comm others,biomass,biomass,1975,BC,1.1779709
Africa_Western,comm others,coal,coal,1975,BC,10.2016883
Africa_Western,comm others,gas,gas,1975,BC,0
Africa_Western,comm others,refined liquids,refined liquids,1975,BC,0.2488024
Africa_Western,electricity,biomass,biomass (conv),1975,BC,0.021821
Africa_Western,electricity,coal,coal (conv pul),1975,BC,0.0001809
Africa_Western,electricity,gas,gas (steam/CT),1975,BC,1.56e-05
Africa_Western,electricity,refined liquids,refined liquids (steam/CT),1975,BC,0.0020443
Africa_Western,industrial energy use,biomass,biomass,1975,BC,0.0134477
Africa_Western,industrial energy use,gas,gas,1975,BC,2.5e-06
Africa_Western,industrial energy use,refined liquids,refined liquids,1975,BC,0.1348035
Africa_Western,N fertilizer,gas,gas,1975,BC,2.5e-06
Africa_Western,resid others,biomass,biomass,1975,BC,0
Africa_Western,resid others,coal,coal,1975,BC,0
Africa_Western,resid others,refined liquids,refined liquids,1975,BC,0.2659657
Africa_Western,transportation,refined liquids,refined liquids,1975,BC,0.0246946
Africa_Western,comm heating,coal,coal,1975,OC,8.3067964
Africa_Western,comm heating,refined liquids,refined liquids,1975,OC,0.1273398
Africa_Western,comm others,biomass,biomass,1975,OC,6.5189277
Africa_Western,comm others,coal,coal,1975,OC,8.3067964
Africa_Western,comm others,gas,gas,1975,OC,0.002726
Africa_Western,comm others,refined liquids,refined liquids,1975,OC,0.1273398
Africa_Western,electricity,biomass,biomass (conv),1975,OC,0.0477875
Africa_Western,electricity,coal,coal (conv pul),1975,OC,8.84e-05
Africa_Western,electricity,gas,gas (steam/CT),1975,OC,7.79e-05
Africa_Western,electricity,refined liquids,refined liquids (steam/CT),1975,OC,0.0007741
Africa_Western,industrial energy use,biomass,biomass,1975,OC,0.0385327
Africa_Western,industrial energy use,gas,gas,1975,OC,1.73e-05
Africa_Western,industrial energy use,refined liquids,refined liquids,1975,OC,0.0429585
Africa_Western,N fertilizer,gas,gas,1975,OC,1.73e-05
Africa_Western,resid others,biomass,biomass,1975,OC,0
Africa_Western,resid others,coal,coal,1975,OC,0
Africa_Western,resid others,refined liquids,refined liquids,1975,OC,0.1440648
Africa_Western,transportation,refined liquids,refined liquids,1975,OC,0.0167699
Australia_NZ,comm heating,biomass,biomass,1975,BC,0.2144699
Australia_NZ,comm heating,gas,gas,1975,BC,0
Australia_NZ,comm heating,refined liquids,refined liquids,1975,BC,0.0452988
Australia_NZ,comm others,coal,coal,1975,BC,1.8573936
Australia_NZ,comm others,gas,gas,1975,BC,0
Australia_NZ,comm others,refined liquids,refined liquids,1975,BC,0.0452988
Australia_NZ,electricity,coal,coal (conv pul),1975,BC,9.34e-05
Australia_NZ,electricity,gas,gas (steam/CT),1975,BC,8e-06
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),1975,BC,0.0010553
Australia_NZ,industrial energy use,biomass,biomass,1975,BC,0.002566
Australia_NZ,industrial energy use,coal,coal,1975,BC,0.0201501
Australia_NZ,industrial energy use,gas,gas,1975,BC,5e-07
Australia_NZ,industrial energy use,refined liquids,refined liquids,1975,BC,0.0257227
Australia_NZ,N fertilizer,gas,gas,1975,BC,5e-07
Australia_NZ,resid heating,biomass,biomass,1975,BC,0
Australia_NZ,resid heating,gas,gas,1975,BC,7.41e-05
Australia_NZ,resid heating,refined liquids,refined liquids,1975,BC,0.0484237
Australia_NZ,resid others,coal,coal,1975,BC,0
Australia_NZ,resid others,gas,gas,1975,BC,7.41e-05
Australia_NZ,resid others,refined liquids,refined liquids,1975,BC,0.0484237
Australia_NZ,transportation,coal,coal,1975,BC,0
Australia_NZ,transportation,gas,gas,1975,BC,0
Australia_NZ,transportation,refined liquids,refined liquids,1975,BC,0.0108629
Australia_NZ,comm heating,biomass,biomass,1975,OC,1.1868834
Australia_NZ,comm heating,gas,gas,1975,OC,0.0004963
Australia_NZ,comm heating,refined liquids,refined liquids,1975,OC,0.0231844
Australia_NZ,comm others,coal,coal,1975,OC,1.5123958
Australia_NZ,comm others,gas,gas,1975,OC,0.0004963
Australia_NZ,comm others,refined liquids,refined liquids,1975,OC,0.0231844
Australia_NZ,electricity,coal,coal (conv pul),1975,OC,4.56e-05
Australia_NZ,electricity,gas,gas (steam/CT),1975,OC,4.02e-05
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),1975,OC,0.0003996
Australia_NZ,industrial energy use,biomass,biomass,1975,OC,0.0073527
Australia_NZ,industrial energy use,coal,coal,1975,OC,0.015991
Australia_NZ,industrial energy use,gas,gas,1975,OC,3.3e-06
Australia_NZ,industrial energy use,refined liquids,refined liquids,1975,OC,0.0081972
Australia_NZ,N fertilizer,gas,gas,1975,OC,3.3e-06
Australia_NZ,resid heating,biomass,biomass,1975,OC,0
Australia_NZ,resid heating,gas,gas,1975,OC,0.0004446
Australia_NZ,resid heating,refined liquids,refined liquids,1975,OC,0.0262295
Australia_NZ,resid others,coal,coal,1975,OC,0
Australia_NZ,resid others,gas,gas,1975,OC,0.0004446
Australia_NZ,resid others,refined liquids,refined liquids,1975,OC,0.0262295
Australia_NZ,transportation,coal,coal,1975,OC,0
Australia_NZ,transportation,gas,gas,1975,OC,0
Australia_NZ,transportation,refined liquids,refined liquids,1975,OC,0.0083462
Brazil,comm cooling,gas,gas,1975,BC,0
Brazil,comm heating,biomass,biomass,1975,BC,0.389991
Brazil,comm heating,gas,gas,1975,BC,0
Brazil,comm heating,refined liquids,refined liquids,1975,BC,0.0823711
Brazil,comm others,gas,gas,1975,BC,0
Brazil,comm others,refined liquids,refined liquids,1975,BC,0.0823711
Brazil,electricity,biomass,biomass (conv),1975,BC,0.0113159
Brazil,electricity,coal,coal (conv pul),1975,BC,9.38e-05
Brazil,electricity,gas,gas (steam/CT),1975,BC,8.1e-06
Brazil,electricity,refined liquids,refined liquids (steam/CT),1975,BC,0.0010601
Brazil,industrial energy use,biomass,biomass,1975,BC,0.0042536
Brazil,industrial energy use,coal,coal,1975,BC,0.0334018
Brazil,industrial energy use,gas,gas,1975,BC,8e-07
Brazil,industrial energy use,refined liquids,refined liquids,1975,BC,0.0426392
Brazil,N fertilizer,gas,gas,1975,BC,8e-07
Brazil,resid heating,biomass,biomass,1975,BC,0
Brazil,resid heating,gas,gas,1975,BC,0.0001348
Brazil,resid heating,refined liquids,refined liquids,1975,BC,0.0880533
Brazil,resid others,biomass,biomass,1975,BC,0
Brazil,resid others,gas,gas,1975,BC,0.0001348
Brazil,resid others,refined liquids,refined liquids,1975,BC,0.0880533
Brazil,transportation,gas,gas,1975,BC,0
Brazil,transportation,refined liquids,refined liquids,1975,BC,0.0431635
Brazil,comm cooling,gas,gas,1975,OC,0.0009025
Brazil,comm heating,biomass,biomass,1975,OC,2.1582226
Brazil,comm heating,gas,gas,1975,OC,0.0009025
Brazil,comm heating,refined liquids,refined liquids,1975,OC,0.0421584
Brazil,comm others,gas,gas,1975,OC,0.0009025
Brazil,comm others,refined liquids,refined liquids,1975,OC,0.0421584
Brazil,electricity,biomass,biomass (conv),1975,OC,0.0247815
Brazil,electricity,coal,coal (conv pul),1975,OC,4.58e-05
Brazil,electricity,gas,gas (steam/CT),1975,OC,4.04e-05
Brazil,electricity,refined liquids,refined liquids (steam/CT),1975,OC,0.0004014
Brazil,industrial energy use,biomass,biomass,1975,OC,0.0121882
Brazil,industrial energy use,coal,coal,1975,OC,0.0265075
Brazil,industrial energy use,gas,gas,1975,OC,5.5e-06
Brazil,industrial energy use,refined liquids,refined liquids,1975,OC,0.0135881
Brazil,N fertilizer,gas,gas,1975,OC,5.5e-06
Brazil,resid heating,biomass,biomass,1975,OC,0
Brazil,resid heating,gas,gas,1975,OC,0.0008085
Brazil,resid heating,refined liquids,refined liquids,1975,OC,0.0476956
Brazil,resid others,biomass,biomass,1975,OC,0
Brazil,resid others,gas,gas,1975,OC,0.0008085
Brazil,resid others,refined liquids,refined liquids,1975,OC,0.0476956
Brazil,transportation,gas,gas,1975,OC,0
Brazil,transportation,refined liquids,refined liquids,1975,OC,0.0301008
Canada,comm cooling,gas,gas,1975,BC,0
Canada,comm heating,gas,gas,1975,BC,0
Canada,comm heating,refined liquids,refined liquids,1975,BC,0.0101239
Canada,comm others,gas,gas,1975,BC,0
Canada,comm others,refined liquids,refined liquids,1975,BC,0.0101239
Canada,district heat,biomass,biomass,1975,BC,0
Canada,electricity,biomass,biomass (conv),1975,BC,0.0027001
Canada,electricity,coal,coal (conv pul),1975,BC,2.24e-05
Canada,electricity,gas,gas (steam/CT),1975,BC,1.9e-06
Canada,electricity,refined liquids,refined liquids (steam/CT),1975,BC,0.000253
Canada,industrial energy use,biomass,biomass,1975,BC,0.0028375
Canada,industrial energy use,coal,coal,1975,BC,0.0222815
Canada,industrial energy use,gas,gas,1975,BC,5e-07
Canada,industrial energy use,refined liquids,refined liquids,1975,BC,0.0284436
Canada,N fertilizer,gas,gas,1975,BC,5e-07
Canada,resid heating,biomass,biomass,1975,BC,0
Canada,resid heating,gas,gas,1975,BC,1.66e-05
Canada,resid heating,refined liquids,refined liquids,1975,BC,0.0108223
Canada,resid others,coal,coal,1975,BC,0
Canada,resid others,gas,gas,1975,BC,1.66e-05
Canada,resid others,refined liquids,refined liquids,1975,BC,0.0108223
Canada,transportation,gas,gas,1975,BC,0
Canada,transportation,refined liquids,refined liquids,1975,BC,0.0093562
Canada,comm cooling,gas,gas,1975,OC,0.0001109
Canada,comm heating,gas,gas,1975,OC,0.0001109
Canada,comm heating,refined liquids,refined liquids,1975,OC,0.0051815
Canada,comm others,gas,gas,1975,OC,0.0001109
Canada,comm others,refined liquids,refined liquids,1975,OC,0.0051815
Canada,district heat,biomass,biomass,1975,OC,0
Canada,electricity,biomass,biomass (conv),1975,OC,0.0059131
Canada,electricity,coal,coal (conv pul),1975,OC,1.09e-05
Canada,electricity,gas,gas (steam/CT),1975,OC,9.6e-06
Canada,electricity,refined liquids,refined liquids (steam/CT),1975,OC,9.58e-05
Canada,industrial energy use,biomass,biomass,1975,OC,0.0081304
Canada,industrial energy use,coal,coal,1975,OC,0.0176825
Canada,industrial energy use,gas,gas,1975,OC,3.7e-06
Canada,industrial energy use,refined liquids,refined liquids,1975,OC,0.0090643
Canada,N fertilizer,gas,gas,1975,OC,3.7e-06
Canada,resid heating,biomass,biomass,1975,OC,0
Canada,resid heating,gas,gas,1975,OC,9.94e-05
Canada,resid heating,refined liquids,refined liquids,1975,OC,0.0058621
Canada,resid others,coal,coal,1975,OC,0
Canada,resid others,gas,gas,1975,OC,9.94e-05
Canada,resid others,refined liquids,refined liquids,1975,OC,0.0058621
Canada,transportation,gas,gas,1975,OC,0
Canada,transportation,refined liquids,refined liquids,1975,OC,0.00787
Central America and Caribbean,comm cooling,gas,gas,1975,BC,0
Central America and Caribbean,comm heating,biomass,biomass,1975,BC,0.2222349
Central America and Caribbean,comm heating,coal,coal,1975,BC,1.9246408
Central America and Caribbean,comm heating,gas,gas,1975,BC,0
Central America and Caribbean,comm heating,refined liquids,refined liquids,1975,BC,0.0469388
Central America and Caribbean,comm others,coal,coal,1975,BC,1.9246408
Central America and Caribbean,comm others,gas,gas,1975,BC,0
Central America and Caribbean,comm others,refined liquids,refined liquids,1975,BC,0.0469388
Central America and Caribbean,electricity,biomass,biomass (conv),1975,BC,0.00558
Central America and Caribbean,electricity,coal,coal (conv pul),1975,BC,4.62e-05
Central America and Caribbean,electricity,gas,gas (steam/CT),1975,BC,4e-06
Central America and Caribbean,electricity,refined liquids,refined liquids (steam/CT),1975,BC,0.0005228
Central America and Caribbean,industrial energy use,biomass,biomass,1975,BC,0.0050193
Central America and Caribbean,industrial energy use,gas,gas,1975,BC,9e-07
Central America and Caribbean,industrial energy use,refined liquids,refined liquids,1975,BC,0.0503153
Central America and Caribbean,N fertilizer,gas,gas,1975,BC,9e-07
Central America and Caribbean,resid heating,biomass,biomass,1975,BC,0
Central America and Caribbean,resid heating,gas,gas,1975,BC,7.68e-05
Central America and Caribbean,resid heating,refined liquids,refined liquids,1975,BC,0.0501768
Central America and Caribbean,resid others,biomass,biomass,1975,BC,0
Central America and Caribbean,resid others,gas,gas,1975,BC,7.68e-05
Central America and Caribbean,resid others,refined liquids,refined liquids,1975,BC,0.0501768
Central America and Caribbean,transportation,refined liquids,refined liquids,1975,BC,0.0242379
Central America and Caribbean,comm cooling,gas,gas,1975,OC,0.0005143
Central America and Caribbean,comm heating,biomass,biomass,1975,OC,1.2298547
Central America and Caribbean,comm heating,coal,coal,1975,OC,1.5671523
Central America and Caribbean,comm heating,gas,gas,1975,OC,0.0005143
Central America and Caribbean,comm heating,refined liquids,refined liquids,1975,OC,0.0240238
Central America and Caribbean,comm others,coal,coal,1975,OC,1.5671523
Central America and Caribbean,comm others,gas,gas,1975,OC,0.0005143
Central America and Caribbean,comm others,refined liquids,refined liquids,1975,OC,0.0240238
Central America and Caribbean,electricity,biomass,biomass (conv),1975,OC,0.01222
Central America and Caribbean,electricity,coal,coal (conv pul),1975,OC,2.26e-05
Central America and Caribbean,electricity,gas,gas (steam/CT),1975,OC,1.99e-05
Central America and Caribbean,electricity,refined liquids,refined liquids (steam/CT),1975,OC,0.0001979
Central America and Caribbean,industrial energy use,biomass,biomass,1975,OC,0.0143823
Central America and Caribbean,industrial energy use,gas,gas,1975,OC,6.5e-06
Central America and Caribbean,industrial energy use,refined liquids,refined liquids,1975,OC,0.0160342
Central America and Caribbean,N fertilizer,gas,gas,1975,OC,6.5e-06
Central America and Caribbean,resid heating,biomass,biomass,1975,OC,0
Central America and Caribbean,resid heating,gas,gas,1975,OC,0.0004607
Central America and Caribbean,resid heating,refined liquids,refined liquids,1975,OC,0.0271791
Central America and Caribbean,resid others,biomass,biomass,1975,OC,0
Central America and Caribbean,resid others,gas,gas,1975,OC,0.0004607
Central America and Caribbean,resid others,refined liquids,refined liquids,1975,OC,0.0271791
Central America and Caribbean,transportation,refined liquids,refined liquids,1975,OC,0.0126081
Central Asia,comm heating,biomass,biomass,1975,BC,0.2146494
Central Asia,comm heating,coal,coal,1975,BC,1.8589476
Central Asia,comm heating,gas,gas,1975,BC,0
Central Asia,comm others,biomass,biomass,1975,BC,0.2146494
Central Asia,comm others,coal,coal,1975,BC,1.8589476
Central Asia,comm others,gas,gas,1975,BC,0
Central Asia,comm others,refined liquids,refined liquids,1975,BC,0.0453367
Central Asia,district heat,coal,coal,1975,BC,0
Central Asia,district heat,gas,gas,1975,BC,0
Central Asia,district heat,refined liquids,refined liquids,1975,BC,0
Central Asia,electricity,coal,coal (conv pul),1975,BC,0.0001317
Central Asia,electricity,gas,gas (steam/CT),1975,BC,1.13e-05
Central Asia,electricity,refined liquids,refined liquids (steam/CT),1975,BC,0.0014889
Central Asia,industrial energy use,biomass,biomass,1975,BC,0.0026311
Central Asia,industrial energy use,coal,coal,1975,BC,0.0206612
Central Asia,industrial energy use,gas,gas,1975,BC,5e-07
Central Asia,industrial energy use,refined liquids,refined liquids,1975,BC,0.0263752
Central Asia,N fertilizer,gas,gas,1975,BC,5e-07
Central Asia,resid heating,biomass,biomass,1975,BC,0
Central Asia,resid heating,coal,coal,1975,BC,0
Central Asia,resid heating,gas,gas,1975,BC,7.42e-05
Central Asia,resid others,coal,coal,1975,BC,0
Central Asia,resid others,gas,gas,1975,BC,7.42e-05
Central Asia,resid others,refined liquids,refined liquids,1975,BC,0.0484642
Central Asia,transportation,coal,coal,1975,BC,0
Central Asia,transportation,gas,gas,1975,BC,0
Central Asia,transportation,refined liquids,refined liquids,1975,BC,0.0104401
Central Asia,comm heating,biomass,biomass,1975,OC,1.1878764
Central Asia,comm heating,coal,coal,1975,OC,1.5136611
Central Asia,comm heating,gas,gas,1975,OC,0.0004967
Central Asia,comm others,biomass,biomass,1975,OC,1.1878764
Central Asia,comm others,coal,coal,1975,OC,1.5136611
Central Asia,comm others,gas,gas,1975,OC,0.0004967
Central Asia,comm others,refined liquids,refined liquids,1975,OC,0.0232038
Central Asia,district heat,coal,coal,1975,OC,0
Central Asia,district heat,gas,gas,1975,OC,0
Central Asia,district heat,refined liquids,refined liquids,1975,OC,0
Central Asia,electricity,coal,coal (conv pul),1975,OC,6.43e-05
Central Asia,electricity,gas,gas (steam/CT),1975,OC,5.67e-05
Central Asia,electricity,refined liquids,refined liquids (steam/CT),1975,OC,0.0005637
Central Asia,industrial energy use,biomass,biomass,1975,OC,0.0075392
Central Asia,industrial energy use,coal,coal,1975,OC,0.0163967
Central Asia,industrial energy use,gas,gas,1975,OC,3.4e-06
Central Asia,industrial energy use,refined liquids,refined liquids,1975,OC,0.0084051
Central Asia,N fertilizer,gas,gas,1975,OC,3.4e-06
Central Asia,resid heating,biomass,biomass,1975,OC,0
Central Asia,resid heating,coal,coal,1975,OC,0
Central Asia,resid heating,gas,gas,1975,OC,0.000445
Central Asia,resid others,coal,coal,1975,OC,0
Central Asia,resid others,gas,gas,1975,OC,0.000445
Central Asia,resid others,refined liquids,refined liquids,1975,OC,0.0262514
Central Asia,transportation,coal,coal,1975,OC,0
Central Asia,transportation,gas,gas,1975,OC,0
Central Asia,transportation,refined liquids,refined liquids,1975,OC,0.0089919
China,comm heating,coal,coal,1975,BC,0.9227324
China,comm heating,gas,gas,1975,BC,0
China,comm heating,refined liquids,refined liquids,1975,BC,0.0225039
China,comm others,biomass,biomass,1975,BC,0.1065463
China,comm others,coal,coal,1975,BC,0.9227324
China,comm others,gas,gas,1975,BC,0
China,comm others,refined liquids,refined liquids,1975,BC,0.0225039
China,district heat,biomass,biomass,1975,BC,0
China,district heat,coal,coal,1975,BC,0
China,district heat,gas,gas,1975,BC,0
China,district heat,refined liquids,refined liquids,1975,BC,0
