INPUT_TABLE
Variable ID
GDPCtrlMax

region,supplysector,subsector,stub.technology,year,Non.CO2,ctrl.name,max.reduction
Africa_Northern,electricity,coal,coal (IGCC),2015,SO2_3,GDP_control,0
Africa_Northern,electricity,coal,coal (IGCC CCS),2015,SO2_3,GDP_control,0
Africa_Northern,electricity,gas,gas (CC),2015,SO2_3,GDP_control,10
Africa_Northern,electricity,gas,gas (CC CCS),2015,SO2_3,GDP_control,10
Africa_Northern,electricity,refined liquids,refined liquids (IGCC),2015,SO2_3,GDP_control,100
Africa_Northern,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_3,GDP_control,50
Africa_Northern,electricity,biomass,biomass (IGCC),2015,SO2_3,GDP_control,0
Africa_Northern,electricity,biomass,biomass (IGCC CCS),2015,SO2_3,GDP_control,0
Africa_Northern,H2 central production,coal,coal chemical,2015,SO2_3,GDP_control,10
Africa_Northern,H2 central production,coal,coal chemical CCS,2015,SO2_3,GDP_control,10
Africa_Northern,H2 central production,biomass,biomass to H2,2015,SO2_3,GDP_control,10
Africa_Northern,H2 central production,biomass,biomass to H2 CCS,2015,SO2_3,GDP_control,10
Africa_Southern,refining,coal to liquids,coal to liquids,2015,SO2_3,GDP_control,25
Africa_Southern,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_3,GDP_control,25
Africa_Southern,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_3,GDP_control,25
Africa_Southern,refining,gas to liquids,gas to liquids,2015,SO2_3,GDP_control,25
Africa_Southern,refining,biomass liquids,cellulosic ethanol,2015,SO2_3,GDP_control,25
Africa_Southern,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_3,GDP_control,25
Africa_Southern,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_3,GDP_control,25
Africa_Southern,refining,biomass liquids,FT biofuels,2015,SO2_3,GDP_control,25
Africa_Southern,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_3,GDP_control,25
Africa_Southern,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_3,GDP_control,25
Africa_Southern,refining,biomass liquids,corn ethanol,2015,SO2_3,GDP_control,25
Africa_Southern,refining,biomass liquids,sugar cane ethanol,2015,SO2_3,GDP_control,25
Africa_Southern,refining,biomass liquids,biodiesel,2015,SO2_3,GDP_control,25
Africa_Southern,electricity,coal,coal (IGCC),2015,SO2_3,GDP_control,0
Africa_Southern,electricity,coal,coal (IGCC CCS),2015,SO2_3,GDP_control,0
Africa_Southern,electricity,gas,gas (CC),2015,SO2_3,GDP_control,10
Africa_Southern,electricity,gas,gas (CC CCS),2015,SO2_3,GDP_control,10
Africa_Southern,electricity,refined liquids,refined liquids (IGCC),2015,SO2_3,GDP_control,100
Africa_Southern,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_3,GDP_control,50
Africa_Southern,electricity,biomass,biomass (IGCC),2015,SO2_3,GDP_control,0
Africa_Southern,electricity,biomass,biomass (IGCC CCS),2015,SO2_3,GDP_control,0
Africa_Southern,H2 central production,coal,coal chemical,2015,SO2_3,GDP_control,10
Africa_Southern,H2 central production,coal,coal chemical CCS,2015,SO2_3,GDP_control,10
Africa_Southern,H2 central production,biomass,biomass to H2,2015,SO2_3,GDP_control,10
Africa_Southern,H2 central production,biomass,biomass to H2 CCS,2015,SO2_3,GDP_control,10
Africa_Western,refining,coal to liquids,coal to liquids,2015,SO2_3,GDP_control,25
Africa_Western,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_3,GDP_control,25
Africa_Western,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_3,GDP_control,25
Africa_Western,refining,gas to liquids,gas to liquids,2015,SO2_3,GDP_control,25
Africa_Western,refining,biomass liquids,cellulosic ethanol,2015,SO2_3,GDP_control,25
Africa_Western,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_3,GDP_control,25
Africa_Western,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_3,GDP_control,25
Africa_Western,refining,biomass liquids,FT biofuels,2015,SO2_3,GDP_control,25
Africa_Western,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_3,GDP_control,25
Africa_Western,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_3,GDP_control,25
Africa_Western,refining,biomass liquids,corn ethanol,2015,SO2_3,GDP_control,25
Africa_Western,refining,biomass liquids,sugar cane ethanol,2015,SO2_3,GDP_control,25
Africa_Western,refining,biomass liquids,biodiesel,2015,SO2_3,GDP_control,25
Africa_Western,electricity,coal,coal (IGCC),2015,SO2_3,GDP_control,0
Africa_Western,electricity,coal,coal (IGCC CCS),2015,SO2_3,GDP_control,0
Africa_Western,electricity,gas,gas (CC),2015,SO2_3,GDP_control,10
Africa_Western,electricity,gas,gas (CC CCS),2015,SO2_3,GDP_control,10
Africa_Western,electricity,refined liquids,refined liquids (IGCC),2015,SO2_3,GDP_control,100
Africa_Western,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_3,GDP_control,50
Africa_Western,electricity,biomass,biomass (IGCC),2015,SO2_3,GDP_control,0
Africa_Western,electricity,biomass,biomass (IGCC CCS),2015,SO2_3,GDP_control,0
Africa_Western,H2 central production,coal,coal chemical,2015,SO2_3,GDP_control,10
Africa_Western,H2 central production,coal,coal chemical CCS,2015,SO2_3,GDP_control,10
Africa_Western,H2 central production,biomass,biomass to H2,2015,SO2_3,GDP_control,10
Africa_Western,H2 central production,biomass,biomass to H2 CCS,2015,SO2_3,GDP_control,10
Argentina,refining,coal to liquids,coal to liquids,2015,SO2_3,GDP_control,25
Argentina,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_3,GDP_control,25
Argentina,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_3,GDP_control,25
Argentina,refining,gas to liquids,gas to liquids,2015,SO2_3,GDP_control,25
Argentina,refining,biomass liquids,cellulosic ethanol,2015,SO2_3,GDP_control,25
Argentina,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_3,GDP_control,25
Argentina,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_3,GDP_control,25
Argentina,refining,biomass liquids,FT biofuels,2015,SO2_3,GDP_control,25
Argentina,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_3,GDP_control,25
Argentina,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_3,GDP_control,25
Argentina,refining,biomass liquids,corn ethanol,2015,SO2_3,GDP_control,25
Argentina,refining,biomass liquids,sugar cane ethanol,2015,SO2_3,GDP_control,25
Argentina,refining,biomass liquids,biodiesel,2015,SO2_3,GDP_control,25
Argentina,electricity,coal,coal (IGCC),2015,SO2_3,GDP_control,0
Argentina,electricity,coal,coal (IGCC CCS),2015,SO2_3,GDP_control,0
Argentina,electricity,gas,gas (CC),2015,SO2_3,GDP_control,10
Argentina,electricity,gas,gas (CC CCS),2015,SO2_3,GDP_control,10
Argentina,electricity,refined liquids,refined liquids (IGCC),2015,SO2_3,GDP_control,100
Argentina,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_3,GDP_control,50
Argentina,electricity,biomass,biomass (IGCC),2015,SO2_3,GDP_control,0
Argentina,electricity,biomass,biomass (IGCC CCS),2015,SO2_3,GDP_control,0
Argentina,H2 central production,coal,coal chemical,2015,SO2_3,GDP_control,10
Argentina,H2 central production,coal,coal chemical CCS,2015,SO2_3,GDP_control,10
Argentina,H2 central production,biomass,biomass to H2,2015,SO2_3,GDP_control,10
Argentina,H2 central production,biomass,biomass to H2 CCS,2015,SO2_3,GDP_control,10
Australia_NZ,refining,coal to liquids,coal to liquids,2015,SO2_3,GDP_control,25
Australia_NZ,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_3,GDP_control,25
Australia_NZ,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_3,GDP_control,25
Australia_NZ,refining,gas to liquids,gas to liquids,2015,SO2_3,GDP_control,25
Australia_NZ,refining,biomass liquids,cellulosic ethanol,2015,SO2_3,GDP_control,25
Australia_NZ,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_3,GDP_control,25
Australia_NZ,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_3,GDP_control,25
Australia_NZ,refining,biomass liquids,FT biofuels,2015,SO2_3,GDP_control,25
Australia_NZ,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_3,GDP_control,25
Australia_NZ,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_3,GDP_control,25
Australia_NZ,refining,biomass liquids,corn ethanol,2015,SO2_3,GDP_control,25
Australia_NZ,refining,biomass liquids,sugar cane ethanol,2015,SO2_3,GDP_control,25
Australia_NZ,refining,biomass liquids,biodiesel,2015,SO2_3,GDP_control,25
Australia_NZ,electricity,coal,coal (IGCC),2015,SO2_3,GDP_control,0
Australia_NZ,electricity,coal,coal (IGCC CCS),2015,SO2_3,GDP_control,0
Australia_NZ,electricity,gas,gas (CC),2015,SO2_3,GDP_control,10
Australia_NZ,electricity,gas,gas (CC CCS),2015,SO2_3,GDP_control,10
Australia_NZ,electricity,refined liquids,refined liquids (IGCC),2015,SO2_3,GDP_control,100
Australia_NZ,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_3,GDP_control,50
Australia_NZ,electricity,biomass,biomass (IGCC),2015,SO2_3,GDP_control,0
Australia_NZ,electricity,biomass,biomass (IGCC CCS),2015,SO2_3,GDP_control,0
Australia_NZ,H2 central production,coal,coal chemical,2015,SO2_3,GDP_control,10
Australia_NZ,H2 central production,coal,coal chemical CCS,2015,SO2_3,GDP_control,10
Australia_NZ,H2 central production,biomass,biomass to H2,2015,SO2_3,GDP_control,10
Australia_NZ,H2 central production,biomass,biomass to H2 CCS,2015,SO2_3,GDP_control,10
Brazil,refining,coal to liquids,coal to liquids,2015,SO2_3,GDP_control,25
Brazil,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_3,GDP_control,25
Brazil,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_3,GDP_control,25
Brazil,refining,gas to liquids,gas to liquids,2015,SO2_3,GDP_control,25
Brazil,refining,biomass liquids,cellulosic ethanol,2015,SO2_3,GDP_control,25
Brazil,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_3,GDP_control,25
Brazil,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_3,GDP_control,25
Brazil,refining,biomass liquids,FT biofuels,2015,SO2_3,GDP_control,25
Brazil,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_3,GDP_control,25
Brazil,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_3,GDP_control,25
Brazil,refining,biomass liquids,corn ethanol,2015,SO2_3,GDP_control,25
Brazil,refining,biomass liquids,sugar cane ethanol,2015,SO2_3,GDP_control,25
Brazil,refining,biomass liquids,biodiesel,2015,SO2_3,GDP_control,25
Brazil,electricity,coal,coal (IGCC),2015,SO2_3,GDP_control,0
Brazil,electricity,coal,coal (IGCC CCS),2015,SO2_3,GDP_control,0
Brazil,electricity,gas,gas (CC),2015,SO2_3,GDP_control,10
Brazil,electricity,gas,gas (CC CCS),2015,SO2_3,GDP_control,10
Brazil,electricity,refined liquids,refined liquids (IGCC),2015,SO2_3,GDP_control,100
Brazil,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_3,GDP_control,50
Brazil,electricity,biomass,biomass (IGCC),2015,SO2_3,GDP_control,0
Brazil,electricity,biomass,biomass (IGCC CCS),2015,SO2_3,GDP_control,0
Brazil,H2 central production,coal,coal chemical,2015,SO2_3,GDP_control,10
Brazil,H2 central production,coal,coal chemical CCS,2015,SO2_3,GDP_control,10
Brazil,H2 central production,biomass,biomass to H2,2015,SO2_3,GDP_control,10
Brazil,H2 central production,biomass,biomass to H2 CCS,2015,SO2_3,GDP_control,10
Canada,refining,coal to liquids,coal to liquids,2015,SO2_1,GDP_control,25
Canada,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_1,GDP_control,25
Canada,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_1,GDP_control,25
Canada,refining,gas to liquids,gas to liquids,2015,SO2_1,GDP_control,25
Canada,refining,biomass liquids,cellulosic ethanol,2015,SO2_1,GDP_control,25
Canada,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_1,GDP_control,25
Canada,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_1,GDP_control,25
Canada,refining,biomass liquids,FT biofuels,2015,SO2_1,GDP_control,25
Canada,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_1,GDP_control,25
Canada,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_1,GDP_control,25
Canada,refining,biomass liquids,corn ethanol,2015,SO2_1,GDP_control,25
Canada,refining,biomass liquids,sugar cane ethanol,2015,SO2_1,GDP_control,25
Canada,refining,biomass liquids,biodiesel,2015,SO2_1,GDP_control,25
Canada,electricity,coal,coal (IGCC),2015,SO2_1,GDP_control,0
Canada,electricity,coal,coal (IGCC CCS),2015,SO2_1,GDP_control,0
Canada,electricity,gas,gas (CC),2015,SO2_1,GDP_control,10
Canada,electricity,gas,gas (CC CCS),2015,SO2_1,GDP_control,10
Canada,electricity,refined liquids,refined liquids (IGCC),2015,SO2_1,GDP_control,100
Canada,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_1,GDP_control,50
Canada,electricity,biomass,biomass (IGCC),2015,SO2_1,GDP_control,0
Canada,electricity,biomass,biomass (IGCC CCS),2015,SO2_1,GDP_control,0
Canada,H2 central production,coal,coal chemical,2015,SO2_1,GDP_control,10
Canada,H2 central production,coal,coal chemical CCS,2015,SO2_1,GDP_control,10
Canada,H2 central production,biomass,biomass to H2,2015,SO2_1,GDP_control,10
Canada,H2 central production,biomass,biomass to H2 CCS,2015,SO2_1,GDP_control,10
Central America and Caribbean,refining,coal to liquids,coal to liquids,2015,SO2_3,GDP_control,25
Central America and Caribbean,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_3,GDP_control,25
Central America and Caribbean,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_3,GDP_control,25
Central America and Caribbean,refining,gas to liquids,gas to liquids,2015,SO2_3,GDP_control,25
Central America and Caribbean,refining,biomass liquids,cellulosic ethanol,2015,SO2_3,GDP_control,25
Central America and Caribbean,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_3,GDP_control,25
Central America and Caribbean,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_3,GDP_control,25
Central America and Caribbean,refining,biomass liquids,FT biofuels,2015,SO2_3,GDP_control,25
Central America and Caribbean,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_3,GDP_control,25
Central America and Caribbean,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_3,GDP_control,25
Central America and Caribbean,refining,biomass liquids,corn ethanol,2015,SO2_3,GDP_control,25
Central America and Caribbean,refining,biomass liquids,sugar cane ethanol,2015,SO2_3,GDP_control,25
Central America and Caribbean,refining,biomass liquids,biodiesel,2015,SO2_3,GDP_control,25
Central America and Caribbean,electricity,coal,coal (IGCC),2015,SO2_3,GDP_control,0
Central America and Caribbean,electricity,coal,coal (IGCC CCS),2015,SO2_3,GDP_control,0
Central America and Caribbean,electricity,gas,gas (CC),2015,SO2_3,GDP_control,10
Central America and Caribbean,electricity,gas,gas (CC CCS),2015,SO2_3,GDP_control,10
Central America and Caribbean,electricity,refined liquids,refined liquids (IGCC),2015,SO2_3,GDP_control,100
Central America and Caribbean,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_3,GDP_control,50
Central America and Caribbean,electricity,biomass,biomass (IGCC),2015,SO2_3,GDP_control,0
Central America and Caribbean,electricity,biomass,biomass (IGCC CCS),2015,SO2_3,GDP_control,0
Central America and Caribbean,H2 central production,coal,coal chemical,2015,SO2_3,GDP_control,10
Central America and Caribbean,H2 central production,coal,coal chemical CCS,2015,SO2_3,GDP_control,10
Central America and Caribbean,H2 central production,biomass,biomass to H2,2015,SO2_3,GDP_control,10
Central America and Caribbean,H2 central production,biomass,biomass to H2 CCS,2015,SO2_3,GDP_control,10
Central Asia,refining,coal to liquids,coal to liquids,2015,SO2_2,GDP_control,25
Central Asia,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_2,GDP_control,25
Central Asia,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_2,GDP_control,25
Central Asia,refining,gas to liquids,gas to liquids,2015,SO2_2,GDP_control,25
Central Asia,refining,biomass liquids,cellulosic ethanol,2015,SO2_2,GDP_control,25
Central Asia,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_2,GDP_control,25
Central Asia,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_2,GDP_control,25
Central Asia,refining,biomass liquids,FT biofuels,2015,SO2_2,GDP_control,25
Central Asia,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_2,GDP_control,25
Central Asia,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_2,GDP_control,25
Central Asia,refining,biomass liquids,corn ethanol,2015,SO2_2,GDP_control,25
Central Asia,refining,biomass liquids,sugar cane ethanol,2015,SO2_2,GDP_control,25
Central Asia,refining,biomass liquids,biodiesel,2015,SO2_2,GDP_control,25
Central Asia,electricity,coal,coal (IGCC),2015,SO2_2,GDP_control,0
Central Asia,electricity,coal,coal (IGCC CCS),2015,SO2_2,GDP_control,0
Central Asia,electricity,gas,gas (CC),2015,SO2_2,GDP_control,10
Central Asia,electricity,gas,gas (CC CCS),2015,SO2_2,GDP_control,10
Central Asia,electricity,refined liquids,refined liquids (IGCC),2015,SO2_2,GDP_control,100
Central Asia,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_2,GDP_control,50
Central Asia,electricity,biomass,biomass (IGCC),2015,SO2_2,GDP_control,0
Central Asia,electricity,biomass,biomass (IGCC CCS),2015,SO2_2,GDP_control,0
Central Asia,H2 central production,coal,coal chemical,2015,SO2_2,GDP_control,10
Central Asia,H2 central production,coal,coal chemical CCS,2015,SO2_2,GDP_control,10
Central Asia,H2 central production,biomass,biomass to H2,2015,SO2_2,GDP_control,10
Central Asia,H2 central production,biomass,biomass to H2 CCS,2015,SO2_2,GDP_control,10
China,refining,coal to liquids,coal to liquids,2015,SO2_2,GDP_control,25
China,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_2,GDP_control,25
China,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_2,GDP_control,25
China,refining,gas to liquids,gas to liquids,2015,SO2_2,GDP_control,25
China,refining,biomass liquids,cellulosic ethanol,2015,SO2_2,GDP_control,25
China,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_2,GDP_control,25
China,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_2,GDP_control,25
China,refining,biomass liquids,FT biofuels,2015,SO2_2,GDP_control,25
China,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_2,GDP_control,25
China,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_2,GDP_control,25
China,refining,biomass liquids,corn ethanol,2015,SO2_2,GDP_control,25
China,refining,biomass liquids,sugar cane ethanol,2015,SO2_2,GDP_control,25
China,refining,biomass liquids,biodiesel,2015,SO2_2,GDP_control,25
China,electricity,coal,coal (IGCC),2015,SO2_2,GDP_control,0
China,electricity,coal,coal (IGCC CCS),2015,SO2_2,GDP_control,0
China,electricity,gas,gas (CC),2015,SO2_2,GDP_control,10
China,electricity,gas,gas (CC CCS),2015,SO2_2,GDP_control,10
China,electricity,refined liquids,refined liquids (IGCC),2015,SO2_2,GDP_control,100
China,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_2,GDP_control,50
China,electricity,biomass,biomass (IGCC),2015,SO2_2,GDP_control,0
China,electricity,biomass,biomass (IGCC CCS),2015,SO2_2,GDP_control,0
China,H2 central production,coal,coal chemical,2015,SO2_2,GDP_control,10
China,H2 central production,coal,coal chemical CCS,2015,SO2_2,GDP_control,10
China,H2 central production,biomass,biomass to H2,2015,SO2_2,GDP_control,10
China,H2 central production,biomass,biomass to H2 CCS,2015,SO2_2,GDP_control,10
Colombia,refining,coal to liquids,coal to liquids,2015,SO2_3,GDP_control,25
Colombia,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_3,GDP_control,25
Colombia,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_3,GDP_control,25
Colombia,refining,gas to liquids,gas to liquids,2015,SO2_3,GDP_control,25
Colombia,refining,biomass liquids,cellulosic ethanol,2015,SO2_3,GDP_control,25
Colombia,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_3,GDP_control,25
Colombia,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_3,GDP_control,25
Colombia,refining,biomass liquids,FT biofuels,2015,SO2_3,GDP_control,25
Colombia,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_3,GDP_control,25
Colombia,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_3,GDP_control,25
Colombia,refining,biomass liquids,corn ethanol,2015,SO2_3,GDP_control,25
Colombia,refining,biomass liquids,sugar cane ethanol,2015,SO2_3,GDP_control,25
Colombia,refining,biomass liquids,biodiesel,2015,SO2_3,GDP_control,25
Colombia,electricity,coal,coal (IGCC),2015,SO2_3,GDP_control,0
Colombia,electricity,coal,coal (IGCC CCS),2015,SO2_3,GDP_control,0
Colombia,electricity,gas,gas (CC),2015,SO2_3,GDP_control,10
Colombia,electricity,gas,gas (CC CCS),2015,SO2_3,GDP_control,10
Colombia,electricity,refined liquids,refined liquids (IGCC),2015,SO2_3,GDP_control,100
Colombia,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_3,GDP_control,50
Colombia,electricity,biomass,biomass (IGCC),2015,SO2_3,GDP_control,0
Colombia,electricity,biomass,biomass (IGCC CCS),2015,SO2_3,GDP_control,0
Colombia,H2 central production,coal,coal chemical,2015,SO2_3,GDP_control,10
Colombia,H2 central production,coal,coal chemical CCS,2015,SO2_3,GDP_control,10
Colombia,H2 central production,biomass,biomass to H2,2015,SO2_3,GDP_control,10
Colombia,H2 central production,biomass,biomass to H2 CCS,2015,SO2_3,GDP_control,10
EU-12,refining,coal to liquids,coal to liquids,2015,SO2_1,GDP_control,25
EU-12,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_1,GDP_control,25
EU-12,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_1,GDP_control,25
EU-12,refining,gas to liquids,gas to liquids,2015,SO2_1,GDP_control,25
EU-12,refining,biomass liquids,cellulosic ethanol,2015,SO2_1,GDP_control,25
EU-12,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_1,GDP_control,25
EU-12,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_1,GDP_control,25
EU-12,refining,biomass liquids,FT biofuels,2015,SO2_1,GDP_control,25
EU-12,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_1,GDP_control,25
EU-12,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_1,GDP_control,25
EU-12,refining,biomass liquids,corn ethanol,2015,SO2_1,GDP_control,25
EU-12,refining,biomass liquids,sugar cane ethanol,2015,SO2_1,GDP_control,25
EU-12,refining,biomass liquids,biodiesel,2015,SO2_1,GDP_control,25
EU-12,electricity,coal,coal (IGCC),2015,SO2_1,GDP_control,0
EU-12,electricity,coal,coal (IGCC CCS),2015,SO2_1,GDP_control,0
EU-12,electricity,gas,gas (CC),2015,SO2_1,GDP_control,10
EU-12,electricity,gas,gas (CC CCS),2015,SO2_1,GDP_control,10
EU-12,electricity,refined liquids,refined liquids (IGCC),2015,SO2_1,GDP_control,100
EU-12,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_1,GDP_control,50
EU-12,electricity,biomass,biomass (IGCC),2015,SO2_1,GDP_control,0
EU-12,electricity,biomass,biomass (IGCC CCS),2015,SO2_1,GDP_control,0
EU-12,H2 central production,coal,coal chemical,2015,SO2_1,GDP_control,10
EU-12,H2 central production,coal,coal chemical CCS,2015,SO2_1,GDP_control,10
EU-12,H2 central production,biomass,biomass to H2,2015,SO2_1,GDP_control,10
EU-12,H2 central production,biomass,biomass to H2 CCS,2015,SO2_1,GDP_control,10
