# File: UCD_trn_data_CORE.csv
# Title: UCD transportation database with selected technology updates
# Units: Various
# Column types: ccccccccnnnnnnnnnnnnnnnnnnnn 
# ----------
UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Japan,Passenger,LDV_4W,Mini Car,BEV,Electricity,Capital costs (other),2005$/veh,2061.96,1804.943333,1547.926667,1290.91,1273.226667,1255.543333,1237.86,1220.176667,1202.493333,1184.81,1167.13,1149.45,1131.77,1114.086667,1096.403333,1078.72,1061.036667,1043.353333,1025.67,1025.67
Japan,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,5045.5,3761.89,2478.28,1194.67,1186.243333,1177.816667,1169.39,1158.59,1147.79,1136.99,1128.916667,1120.843333,1112.77,1104.8,1096.83,1088.86,1080.986667,1073.113333,1065.24,1065.24
Japan,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Capital costs (other),2005$/veh,1425.14,1425.14,1425.14,1425.14,1425.14,1425.14,1425.14,1425.14,1425.14,1425.14,1425.14,1425.14,1425.14,1425.14,1425.14,1425.14,1425.14,1425.14,1425.14,1425.14
Japan,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,1689.48,1654.233333,1618.986667,1583.74,1561.713333,1539.686667,1517.66,1515.456667,1513.253333,1511.05,1509.616667,1508.183333,1506.75,1505.39,1504.03,1502.67,1501.38,1500.09,1498.8,1498.8
Japan,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Capital costs (other),2005$/veh,1623.8,1623.8,1623.8,1623.8,1623.8,1623.8,1623.8,1623.8,1623.8,1623.8,1623.8,1623.8,1623.8,1623.8,1623.8,1623.8,1623.8,1623.8,1623.8,1623.8
Japan,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Capital costs (other),2005$/veh,4289.14,3647.49,3005.84,2364.19,2320.043333,2275.896667,2231.75,2187.603333,2143.456667,2099.31,2055.163333,2011.016667,1966.87,1922.726667,1878.583333,1834.44,1790.293333,1746.146667,1702,1702
Japan,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,8256.05,6115.143333,3974.236667,1833.33,1818.823333,1804.316667,1789.81,1771.353333,1752.896667,1734.44,1720.523333,1706.606667,1692.69,1678.943333,1665.196667,1651.45,1637.86,1624.27,1610.68,1610.68
Japan,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Capital costs (other),2005$/veh,1812.49,1812.49,1812.49,1812.49,1812.49,1812.49,1812.49,1812.49,1812.49,1812.49,1812.49,1812.49,1812.49,1812.49,1812.49,1812.49,1812.49,1812.49,1812.49,1812.49
Japan,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,2123.7,2072.83,2021.96,1971.09,1949.063333,1927.036667,1905.01,1902.806667,1900.603333,1898.4,1896.97,1895.54,1894.11,1892.75,1891.39,1890.03,1888.736667,1887.443333,1886.15,1886.15
Japan,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Capital costs (other),2005$/veh,2065.14,2065.14,2065.14,2065.14,2065.14,2065.14,2065.14,2065.14,2065.14,2065.14,2065.14,2065.14,2065.14,2065.14,2065.14,2065.14,2065.14,2065.14,2065.14,2065.14
Japan,Passenger,LDV_4W,Compact Car,BEV,Electricity,Capital costs (other),2005$/veh,4821.03,4137.04,3453.05,2769.06,2722,2674.94,2627.88,2580.823333,2533.766667,2486.71,2439.65,2392.59,2345.53,2298.47,2251.41,2204.35,2157.293333,2110.236667,2063.18,2063.18
Japan,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,10982.93,8042.616667,5102.303334,2161.99,2147.483333,2132.976667,2118.47,2100.013333,2081.556667,2063.1,2049.183333,2035.266667,2021.35,2007.603333,1993.856667,1980.11,1966.52,1952.93,1939.34,1939.34
Japan,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,Capital costs (other),2005$/veh,3123.81,3123.81,3123.81,3123.81,3123.81,3123.81,3123.81,3123.81,3123.81,3123.81,3123.81,3123.81,3123.81,3123.81,3123.81,3123.81,3123.81,3123.81,3123.81,3123.81
Japan,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,3735.75,3654.16,3572.57,3490.98,3439.983333,3388.986667,3337.99,3332.89,3327.79,3322.69,3319.376667,3316.063333,3312.75,3309.6,3306.45,3303.3,3300.31,3297.32,3294.33,3294.33
Japan,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,Capital costs (other),2005$/veh,3559.25,3559.25,3559.25,3559.25,3559.25,3559.25,3559.25,3559.25,3559.25,3559.25,3559.25,3559.25,3559.25,3559.25,3559.25,3559.25,3559.25,3559.25,3559.25,3559.25
Japan,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,Capital costs (other),2005$/veh,8298.09,7121.51,5944.93,4768.35,4687.4,4606.45,4525.5,4444.553333,4363.606667,4282.66,4201.71,4120.76,4039.81,3958.86,3877.91,3796.96,3716.013333,3635.066667,3554.12,3554.12
Japan,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,Capital costs (other),2005$/veh,15056.79,11322.3,7587.81,3853.32,3824.27,3795.22,3766.17,3730.336667,3694.503333,3658.67,3630.64,3602.61,3574.58,3546.836667,3519.093333,3491.35,3463.883333,3436.416667,3408.95,3408.95
Korea,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Capital costs (other),2005$/veh,222.8,222.8,222.8,222.8,222.8,222.8,222.8,222.8,222.8,222.8,222.8,222.8,222.8,222.8,222.8,222.8,222.8,222.8,222.8,222.8
Korea,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Capital costs (other),2005$/veh,189.04,189.04,189.04,189.04,189.04,189.04,189.04,189.04,189.04,189.04,189.04,189.04,189.04,189.04,189.04,189.04,189.04,189.04,189.04,189.04
Korea,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Capital costs (other),2005$/veh,1843.43,1843.43,1843.43,1843.43,1843.43,1843.43,1843.43,1843.43,1843.43,1843.43,1843.43,1843.43,1843.43,1843.43,1843.43,1843.43,1843.43,1843.43,1843.43,1843.43
Korea,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,2334.08,2268.66,2203.24,2137.82,2096.933333,2056.046667,2015.16,2011.07,2006.98,2002.89,2000.233333,1997.576667,1994.92,1992.393333,1989.866667,1987.34,1984.943333,1982.546667,1980.15,1980.15
Korea,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Capital costs (other),2005$/veh,2100.39,2100.39,2100.39,2100.39,2100.39,2100.39,2100.39,2100.39,2100.39,2100.39,2100.39,2100.39,2100.39,2100.39,2100.39,2100.39,2100.39,2100.39,2100.39,2100.39
Korea,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Capital costs (other),2005$/veh,6595.89,5547.603333,4499.316667,3451.03,3378.91,3306.79,3234.67,3162.546667,3090.423333,3018.3,2946.18,2874.06,2801.94,2729.816667,2657.693333,2585.57,2513.446667,2441.323333,2369.2,2369.2
Korea,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,14101.89,10360.10333,6618.316665,2876.53,2846.003333,2815.476667,2784.95,2747.973333,2710.996667,2674.02,2644.456667,2614.893333,2585.33,2556.043333,2526.756667,2497.47,2468.443333,2439.416667,2410.39,2410.39
Korea,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Capital costs (other),2005$/veh,2824.61,2824.61,2824.61,2824.61,2824.61,2824.61,2824.61,2824.61,2824.61,2824.61,2824.61,2824.61,2824.61,2824.61,2824.61,2824.61,2824.61,2824.61,2824.61,2824.61
Korea,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,3359.86,3288.493333,3217.126667,3145.76,3101.156667,3056.553333,3011.95,3007.49,3003.03,2998.57,2995.67,2992.77,2989.87,2987.116667,2984.363333,2981.61,2978.993333,2976.376667,2973.76,2973.76
Korea,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Capital costs (other),2005$/veh,3218.34,3218.34,3218.34,3218.34,3218.34,3218.34,3218.34,3218.34,3218.34,3218.34,3218.34,3218.34,3218.34,3218.34,3218.34,3218.34,3218.34,3218.34,3218.34,3218.34
Korea,Passenger,LDV_4W,Compact Car,BEV,Electricity,Capital costs (other),2005$/veh,7760.42,6642.966667,5525.513334,4408.06,4331.176667,4254.293333,4177.41,4100.53,4023.65,3946.77,3869.89,3793.01,3716.13,3639.25,3562.37,3485.49,3408.606667,3331.723333,3254.84,3254.84
Korea,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,15638.58,11681.33667,7724.093335,3766.85,3734.83,3702.81,3670.79,3631.896667,3593.003333,3554.11,3523.123333,3492.136667,3461.15,3430.453333,3399.756667,3369.06,3338.643333,3308.226667,3277.81,3277.81
Korea,Passenger,LDV_4W,Large Car,Liquids,Liquids,Capital costs (other),2005$/veh,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39
Korea,Passenger,LDV_4W,Large Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,7983.75,7810.96,7638.17,7465.38,7405.103333,7344.826667,7284.55,7278.523333,7272.496667,7266.47,7262.55,7258.63,7254.71,7250.99,7247.27,7243.55,7240.013333,7236.476667,7232.94,7232.94
Korea,Passenger,LDV_4W,Large Car,NG,Natural Gas,Capital costs (other),2005$/veh,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52
Korea,Passenger,LDV_4W,Large Car,BEV,Electricity,Capital costs (other),2005$/veh,18434.41,15836.83,13239.25,10641.67,10462.95667,10284.24333,10105.53,9926.816667,9748.103333,9569.39,9390.676667,9211.963333,9033.25,8854.536667,8675.823333,8497.11,8318.396667,8139.683333,7960.97,7960.97
Korea,Passenger,LDV_4W,Large Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,35687.4,26397.49,17107.58,7817.67,7774.4,7731.13,7687.86,7635.3,7582.74,7530.18,7488.306667,7446.433333,7404.56,7363.076667,7321.593333,7280.11,7239.006667,7197.903333,7156.8,7156.8
Korea,Passenger,LDV_4W,Light Truck and SUV,Liquids,Liquids,Capital costs (other),2005$/veh,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39,7031.39
Korea,Passenger,LDV_4W,Light Truck and SUV,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,8261.72,8097.676667,7933.633334,7769.59,7667.063333,7564.536667,7462.01,7451.756667,7441.503333,7431.25,7424.586667,7417.923333,7411.26,7404.926667,7398.593333,7392.26,7386.246667,7380.233333,7374.22,7374.22
Korea,Passenger,LDV_4W,Light Truck and SUV,NG,Natural Gas,Capital costs (other),2005$/veh,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52,8011.52
Korea,Passenger,LDV_4W,Light Truck and SUV,BEV,Electricity,Capital costs (other),2005$/veh,20304.66,17317.44667,14330.23334,11343.02,11137.5,10931.98,10726.46,10520.93667,10315.41333,10109.89,9904.37,9698.85,9493.33,9287.81,9082.29,8876.77,8671.25,8465.73,8260.21,8260.21
Korea,Passenger,LDV_4W,Light Truck and SUV,FCEV,Hydrogen,Capital costs (other),2005$/veh,38840.11,28986.76667,19133.42334,9280.08,9203.343333,9126.606667,9049.87,8955.906667,8861.943333,8767.98,8693.83,8619.68,8545.53,8472.11,8398.69,8325.27,8252.55,8179.83,8107.11,8107.11
Latin America,Passenger,LDV_2W,Moped,Liquids,Liquids,Capital costs (other),2005$/veh,358.4,364.3733333,370.3466667,376.32,382.5933333,388.8666667,395.14,401.7233333,408.3066667,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89
Latin America,Passenger,LDV_2W,Moped,BEV,Electricity,Capital costs (other),2005$/veh,658.77,589.9466667,521.1233334,452.3,452.54,452.78,453.02,453.5233333,454.0266667,454.53,449.4466667,444.3633333,439.28,434.1966667,429.1133333,424.03,418.9466667,413.8633333,408.78,408.78
Latin America,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Capital costs (other),2005$/veh,629.62,640.1133333,650.6066667,661.1,672.12,683.14,694.16,705.73,717.3,728.87,728.87,728.87,728.87,728.87,728.87,728.87,728.87,728.87,728.87,728.87
Latin America,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Capital costs (other),2005$/veh,888.89,823.9066667,758.9233334,693.94,698.2033333,702.4666667,706.73,711.4633333,716.1966667,720.93,715.8466667,710.7633333,705.68,700.5966667,695.5133333,690.43,685.3466667,680.2633333,675.18,675.18
Latin America,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,Capital costs (other),2005$/veh,1210.81,1230.99,1251.17,1271.35,1292.54,1313.73,1334.92,1357.166667,1379.413333,1401.66,1401.66,1401.66,1401.66,1401.66,1401.66,1401.66,1401.66,1401.66,1401.66,1401.66
Latin America,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,Capital costs (other),2005$/veh,1382.03,1325.26,1268.49,1211.72,1224.616667,1237.513333,1250.41,1264.203333,1277.996667,1291.79,1286.706667,1281.623333,1276.54,1271.456667,1266.373333,1261.29,1256.206667,1251.123333,1246.04,1246.04
Latin America,Passenger,LDV_4W,Mini Car,Liquids,Liquids,Capital costs (other),2005$/veh,915.37,915.37,915.37,915.37,915.37,915.37,915.37,915.37,915.37,915.37,915.37,915.37,915.37,915.37,915.37,915.37,915.37,915.37,915.37,915.37
Latin America,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,1139.6,1109.703333,1079.806667,1049.91,1031.223333,1012.536667,993.85,991.9833333,990.1166667,988.25,987.0333333,985.8166667,984.6,983.4466667,982.2933333,981.14,980.0433333,978.9466667,977.85,977.85
Latin America,Passenger,LDV_4W,Mini Car,NG,Natural Gas,Capital costs (other),2005$/veh,1042.97,1042.97,1042.97,1042.97,1042.97,1042.97,1042.97,1042.97,1042.97,1042.97,1042.97,1042.97,1042.97,1042.97,1042.97,1042.97,1042.97,1042.97,1042.97,1042.97
Latin America,Passenger,LDV_4W,Mini Car,BEV,Electricity,Capital costs (other),2005$/veh,2913.7,2468.486667,2023.273334,1578.06,1547.43,1516.8,1486.17,1455.54,1424.91,1394.28,1363.65,1333.02,1302.39,1271.756667,1241.123333,1210.49,1179.86,1149.23,1118.6,1118.6
Latin America,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,5758.64,4255.046667,2751.453334,1247.86,1236.63,1225.4,1214.17,1200.203333,1186.236667,1172.27,1161.453333,1150.636667,1139.82,1129.12,1118.42,1107.72,1097.13,1086.54,1075.95,1075.95
Latin America,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Capital costs (other),2005$/veh,1692.42,1692.42,1692.42,1692.42,1692.42,1692.42,1692.42,1692.42,1692.42,1692.42,1692.42,1692.42,1692.42,1692.42,1692.42,1692.42,1692.42,1692.42,1692.42,1692.42
Latin America,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,1965.84,1929.383333,1892.926667,1856.47,1833.686667,1810.903333,1788.12,1785.84,1783.56,1781.28,1779.8,1778.32,1776.84,1775.433333,1774.026667,1772.62,1771.283333,1769.946667,1768.61,1768.61
Latin America,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Capital costs (other),2005$/veh,1928.34,1928.34,1928.34,1928.34,1928.34,1928.34,1928.34,1928.34,1928.34,1928.34,1928.34,1928.34,1928.34,1928.34,1928.34,1928.34,1928.34,1928.34,1928.34,1928.34
Latin America,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Capital costs (other),2005$/veh,4427.86,3804.553333,3181.246667,2557.94,2515.056667,2472.173333,2429.29,2386.406667,2343.523333,2300.64,2257.756667,2214.873333,2171.99,2129.106667,2086.223333,2043.34,2000.456667,1957.573333,1914.69,1914.69
Latin America,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,8512.13,6377.853333,4243.576667,2109.3,2093.62,2077.94,2062.26,2042.743333,2023.226667,2003.71,1988.6,1973.49,1958.38,1943.436667,1928.493333,1913.55,1898.76,1883.97,1869.18,1869.18
Latin America,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Capital costs (other),2005$/veh,3254.66,3254.66,3254.66,3254.66,3254.66,3254.66,3254.66,3254.66,3254.66,3254.66,3254.66,3254.66,3254.66,3254.66,3254.66,3254.66,3254.66,3254.66,3254.66,3254.66
Latin America,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,3613.66,3548.676667,3483.693334,3418.71,3395.923333,3373.136667,3350.35,3348.073333,3345.796667,3343.52,3342.04,3340.56,3339.08,3337.67,3336.26,3334.85,3333.513333,3332.176667,3330.84,3330.84
Latin America,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Capital costs (other),2005$/veh,3708.34,3708.34,3708.34,3708.34,3708.34,3708.34,3708.34,3708.34,3708.34,3708.34,3708.34,3708.34,3708.34,3708.34,3708.34,3708.34,3708.34,3708.34,3708.34,3708.34
Latin America,Passenger,LDV_4W,Compact Car,BEV,Electricity,Capital costs (other),2005$/veh,7014.87,6128.756667,5242.643334,4356.53,4295.566667,4234.603333,4173.64,4112.673333,4051.706667,3990.74,3929.776667,3868.813333,3807.85,3746.886667,3685.923333,3624.96,3563.993333,3503.026667,3442.06,3442.06
Latin America,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,12216.2,9289.08,6361.96,3434.84,3419.156667,3403.473333,3387.79,3368.273333,3348.756667,3329.24,3314.133333,3299.026667,3283.92,3268.976667,3254.033333,3239.09,3224.3,3209.51,3194.72,3194.72
Latin America,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,Capital costs (other),2005$/veh,4393.79,4393.79,4393.79,4393.79,4393.79,4393.79,4393.79,4393.79,4393.79,4393.79,4393.79,4393.79,4393.79,4393.79,4393.79,4393.79,4393.79,4393.79,4393.79,4393.79
Latin America,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,4788,4735.436667,4682.873333,4630.31,4597.46,4564.61,4531.76,4528.476667,4525.193333,4521.91,4519.773333,4517.636667,4515.5,4513.473333,4511.446667,4509.42,4507.49,4505.56,4503.63,4503.63
Latin America,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,Capital costs (other),2005$/veh,5006.26,5006.26,5006.26,5006.26,5006.26,5006.26,5006.26,5006.26,5006.26,5006.26,5006.26,5006.26,5006.26,5006.26,5006.26,5006.26,5006.26,5006.26,5006.26,5006.26
Latin America,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,Capital costs (other),2005$/veh,9214.49,8071.483333,6928.476667,5785.47,5706.833333,5628.196667,5549.56,5470.92,5392.28,5313.64,5235,5156.36,5077.72,4999.083333,4920.446667,4841.81,4763.17,4684.53,4605.89,4605.89
Latin America,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,Capital costs (other),2005$/veh,16754.07,12866.1,8978.13,5090.16,5059.39,5028.62,4997.85,4960.486667,4923.123333,4885.76,4855.98,4826.2,4796.42,4766.916667,4737.413333,4707.91,4678.676667,4649.443333,4620.21,4620.21
Middle East,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Capital costs (other),2005$/veh,357.95,363.9166667,369.8833334,375.85,382.1133333,388.3766667,394.64,401.22,407.8,414.38,414.38,414.38,414.38,414.38,414.38,414.38,414.38,414.38,414.38,414.38
Middle East,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Capital costs (other),2005$/veh,303.72,308.78,313.84,318.9,324.2166667,329.5333333,334.85,340.43,346.01,351.59,351.59,351.59,351.59,351.59,351.59,351.59,351.59,351.59,351.59,351.59
Middle East,Passenger,LDV_4W,Mini Car,Liquids,Liquids,Capital costs (other),2005$/veh,3375.28,3431.536667,3487.793334,3544.05,3603.116667,3662.183333,3721.25,3783.27,3845.29,3907.31,3907.31,3907.31,3907.31,3907.31,3907.31,3907.31,3907.31,3907.31,3907.31,3907.31
Middle East,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,3965.99,3943.483333,3920.976667,3898.47,3908.313333,3918.156667,3928,3985.096667,4042.193333,4099.29,4096.09,4092.89,4089.69,4086.65,4083.61,4080.57,4077.683333,4074.796667,4071.91,4071.91
Middle East,Passenger,LDV_4W,Mini Car,NG,Natural Gas,Capital costs (other),2005$/veh,3845.78,3909.873333,3973.966667,4038.06,4105.363333,4172.666667,4239.97,4310.636667,4381.303333,4451.97,4451.97,4451.97,4451.97,4451.97,4451.97,4451.97,4451.97,4451.97,4451.97,4451.97
Middle East,Passenger,LDV_4W,Mini Car,BEV,Electricity,Capital costs (other),2005$/veh,10185.89,8708.2,7230.51,5752.82,5697.99,5643.16,5588.33,5536.006667,5483.683333,5431.36,5326.41,5221.46,5116.51,5011.56,4906.61,4801.66,4696.713333,4591.766667,4486.82,4486.82
Middle East,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,25981.01,18847.37667,11713.74334,4580.11,4595.52,4610.93,4626.34,4630.18,4634.02,4637.86,4605.263333,4572.666667,4540.07,4508.07,4476.07,4444.07,4412.64,4381.21,4349.78,4349.78
Middle East,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Capital costs (other),2005$/veh,6188.02,6291.153333,6394.286667,6497.42,6605.71,6714,6822.29,6935.993333,7049.696667,7163.4,7163.4,7163.4,7163.4,7163.4,7163.4,7163.4,7163.4,7163.4,7163.4,7163.4
Middle East,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,7031.88,7022.5,7013.12,7003.74,7041.706667,7079.673333,7117.64,7224.313333,7330.986667,7437.66,7433.09,7428.52,7423.95,7419.606667,7415.263333,7410.92,7406.793333,7402.666667,7398.54,7398.54
Middle East,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Capital costs (other),2005$/veh,7050.59,7168.1,7285.61,7403.12,7526.506667,7649.893333,7773.28,7902.833333,8032.386667,8161.94,8161.94,8161.94,8161.94,8161.94,8161.94,8161.94,8161.94,8161.94,8161.94,8161.94
Middle East,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Capital costs (other),2005$/veh,18171.64,15567.23,12962.82,10358.41,10265.09,10171.77,10078.45,9989.723333,9900.996667,9812.27,9627.066667,9441.863333,9256.66,9071.453333,8886.246667,8701.04,8515.836667,8330.633333,8145.43,8145.43
Middle East,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,33634.86,24999.72667,16364.59334,7729.46,7771.36,7813.26,7855.16,7885.093333,7915.026667,7944.96,7897.463333,7849.966667,7802.47,7755.673333,7708.876667,7662.08,7615.956667,7569.833333,7523.71,7523.71
Middle East,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Capital costs (other),2005$/veh,10447.3,10621.42333,10795.54667,10969.67,11152.49667,11335.32333,11518.15,11710.12,11902.09,12094.06,12094.06,12094.06,12094.06,12094.06,12094.06,12094.06,12094.06,12094.06,12094.06,12094.06
Middle East,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,11459.94,11465.29,11470.64,11475.99,11588.49333,11700.99667,11813.5,11998.43667,12183.37333,12368.31,12363.74,12359.17,12354.6,12350.25667,12345.91333,12341.57,12337.44667,12333.32333,12329.2,12329.2
Middle East,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Capital costs (other),2005$/veh,11903.59,12101.98333,12300.37667,12498.77,12707.08333,12915.39667,13123.71,13342.44,13561.17,13779.9,13779.9,13779.9,13779.9,13779.9,13779.9,13779.9,13779.9,13779.9,13779.9,13779.9
Middle East,Passenger,LDV_4W,Compact Car,BEV,Electricity,Capital costs (other),2005$/veh,22640.99,19918.60333,17196.21667,14473.83,14431.49,14389.15,14346.81,14312.23,14277.65,14243.07,14045.60333,13848.13667,13650.67,13453.20667,13255.74333,13058.28,12860.81333,12663.34667,12465.88,12465.88
Middle East,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,46244.27,34670.88,23097.49,11524.1,11629.24333,11734.38667,11839.53,11935.87,12032.21,12128.55,12081.05,12033.55,11986.05,11939.25667,11892.46333,11845.67,11799.54333,11753.41667,11707.29,11707.29
Middle East,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,Capital costs (other),2005$/veh,15429.86,15687.02667,15944.19334,16201.36,16471.38,16741.4,17011.42,17294.94333,17578.46667,17861.99,17861.99,17861.99,17861.99,17861.99,17861.99,17861.99,17861.99,17861.99,17861.99,17861.99
Middle East,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,16822.24,16893.75333,16965.26667,17036.78,17190.77,17344.76,17498.75,17770.67333,18042.59667,18314.52,18306.97667,18299.43333,18291.89,18284.72667,18277.56333,18270.4,18263.59333,18256.78667,18249.98,18249.98
Middle East,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,Capital costs (other),2005$/veh,17580.69,17873.70333,18166.71667,18459.73,18767.39,19075.05,19382.71,19705.75667,20028.80333,20351.85,20351.85,20351.85,20351.85,20351.85,20351.85,20351.85,20351.85,20351.85,20351.85,20351.85
Middle East,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,Capital costs (other),2005$/veh,36783.37,32065.87,27348.37,22630.87,22520.40333,22409.93667,22299.47,22200.46,22101.45,22002.44,21662.86333,21323.28667,20983.71,20644.13333,20304.55667,19964.98,19625.40333,19285.82667,18946.25,18946.25
Middle East,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,Capital costs (other),2005$/veh,60908.01,46364.49667,31820.98334,17277.47,17427.19,17576.91,17726.63,17859.33667,17992.04333,18124.75,18049.62667,17974.50333,17899.38,17825.47,17751.56,17677.65,17604.89,17532.13,17459.37,17459.37
Southeast Asia,Passenger,LDV_2W,Moped,Liquids,Liquids,Capital costs (other),2005$/veh,198.86,202.1766667,205.4933334,208.81,212.29,215.77,219.25,222.9033333,226.5566667,230.21,230.21,230.21,230.21,230.21,230.21,230.21,230.21,230.21,230.21,230.21
Southeast Asia,Passenger,LDV_2W,Moped,BEV,Electricity,Capital costs (other),2005$/veh,1194.16,983.34,772.52,561.7,549.9566667,538.2133333,526.47,514.8733333,503.2766667,491.68,476.98,462.28,447.58,432.8833333,418.1866667,403.49,388.7933333,374.0966667,359.4,359.4
Southeast Asia,Passenger,LDV_2W,Scooter,Liquids,Liquids,Capital costs (other),2005$/veh,278.41,283.05,287.69,292.33,297.2033333,302.0766667,306.95,312.0633333,317.1766667,322.29,322.29,322.29,322.29,322.29,322.29,322.29,322.29,322.29,322.29,322.29
