# File: EPA_PFC_PV.csv
# Title: EPA PFC emissions from photovoltaics
# Source: EPA Global mitigation of Non-CO2 GHG Gases (https://www.epa.gov/global-mitigation-non-co2-greenhouse-gases/global-non-co2-greenhouse-gas-emission-projections)
# Description: Sector Industrial Processes Photovoltaic Manufacturing
# Units: MtCO2e
# Column types: cnnnnnnnnn
country,1990,1995,2000,2005,2010,2015,2020,2025,2030
Ireland,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0.047443093,0.196402566,0.082895273,0.048488655,0.055620768
Jamaica,0,0,0,0,0,0,0,0,0
Japan,0,0,0.008850836,0.163041761,0.459701808,1.038221374,0.438200201,0.256320268,0.294021976
Jordan,0,0,0,0,0,0,0,0,0
Kazakhstan,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0
Kiribati,0,0,0,0,0,0,0,0,0
"Korea, North",0,0,0,0,0,0,0,0,0
"Korea, South",0,0,0,0.001004694,0.113994,0.265377277,0.112007303,0.065517409,0.075154253
Kosovo,0,0,0,0,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0
Kyrgyzstan,0,0,0,0,0,0,0,0,0
Laos,0,0,0,0,0,0,0,0,0
Latvia,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0
Lesotho,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0
Libya,0,0,0,0,0,0,0,0,0
Liechtenstein,0,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,0,0
Macedonia,0,0,0,0,0,0,0,0,0
Madagascar,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0.083569485,0.702489892,0.296498627,0.17343353,0.19894357
Maldives,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0
Marshall Islands,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,0
"Micronesia, Federated States of",0,0,0,0,0,0,0,0,0
Moldova,0,0,0,0,0,0,0,0,0
Monaco,0,0,0,0,0,0,0,0,0
Mongolia,0,0,0,0,0,0,0,0,0
Montenegro,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,0,0,0
Nauru,0,0,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0.001004694,0.044744495,0.121582541,0.051316121,0.030016787,0.034431904
New Zealand,0,0,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0
Norway,0,0,0,0.008037553,0.033079588,0.081834402,0.034539697,0.020203606,0.02317532
Oman,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0
Palau,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0
Papua New Guinea,0,0,0,0,0,0,0,0,0
Paraguay,0,0,0,0,0,0,0,0,0
Peru,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0.016075106,0.099935176,0.13420842,0.056645103,0.033133914,0.038007525
Poland,0,0,0,0,0,0,0,0,0
Portugal,0,0,0,0,0.000957567,0.001285969,0.000542767,0.000317485,0.000364184
Qatar,0,0,0,0,0,0,0,0,0
Romania,0,0,0,0,0,0,0,0,0
Russia,0.001619131,6.28E-05,0.001410093,0.002044482,0.001080885,0.007309617,0.005994554,0.003506447,0.004022204
Rwanda,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0
Saint Lucia,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0
Samoa,0,0,0,0,0,0,0,0,0
San Marino,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0
Serbia,0,0,0,0,0,0,0,0,0
Seychelles,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0.021525473,0.247841333,0.104605939,0.061188065,0.070188113
Slovakia,0,0,0,0,0,0,0,0,0
Slovenia,0,0,0,0,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0
South Sudan,0,0,0,0,0,0,0,0,0
Spain,0,0,0.001756118,0.020093882,0.074603176,0.139352297,0.05881617,0.034403855,0.039464259
Sri Lanka,0,0,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0
Suriname,0,0,0,0,0,0,0,0,0
Swaziland,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0.000175612,0.002210327,0.009923876,0.013327317,0.005625036,0.003290302,0.003774266
Syria,0,0,0,0,0,0,0,0,0
Tajikistan,0,0,0,0,0,0,0,0,0
Tanzania,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0.001406572,0.013057732,0.017535943,0.007401364,0.004329344,0.00496614
Timor-Leste,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0
Turkey,0,0,0,0,0,0,0,0,0
Turkmenistan,0,0,0,0,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0.003014082,0.009140412,0.040215764,0.016973794,0.009928629,0.011389014
United Kingdom,0,0,0,0,0,0,0,0,0
United States,0,0,0.003512237,0.023107965,0.221023877,0.445646775,0.188093321,0.110023068,0.126206172
Uruguay,0,0,0,0,0,0,0,0,0
Uzbekistan,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0
Venezuela,0,0,0,0,0,0,0,0,0
Vietnam,0,0,0,0,0,0,0,0,0
Yemen,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0
