# File: EPA_CH4_MM.csv
# Title: CH4 emissions from Manure Management
# Units: MtCO2eq
# Description: Sector Agriculture
# Column types: cnnnnnnnnnccc
Country,1990,1995,2000,2005,2010,2015,2020,2025,2030,Rest_of_Region,Main_Region,Secondary_Region
Cook Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Costa Rica,0.1,0,0,0,0,0,0,0,0,Central and South America,,
Cote d'Ivoire,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Croatia,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,Non-OECD Europe & Eurasia,
Cuba,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,Central and South America,,
Cyprus,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,Non-OECD Europe & Eurasia,,EU
Czech Republic,1,0.7,0.6,0.5,0.3,0.3,0.3,0.3,0.3,,OECD,EU
Denmark,1,1.1,1.1,1.2,1.1,1.2,1.3,1.3,1.3,,OECD,EU
Djibouti,0,0,0,0,0,0,0,0,0,Africa,,
Dominica,0,0,0,0,0,0,0,0,0,Central and South America,,
Dominican Republic,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,Central and South America,,
Ecuador,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Central and South America,OPEC
Egypt,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1,,Africa,
El Salvador,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,Central and South America,,
Equatorial Guinea,0,0,0,0,0,0,0,0,0,Africa,,
Eritrea,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Estonia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,EU
Ethiopia,1,1,1.1,1.4,1.8,2,2.2,2.4,2.6,,Africa,
Fiji,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Non-OECD Asia,,
Finland,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,OECD,EU
France,13.9,13.8,14,14,13.7,13.4,13.1,12.8,12.5,,OECD,EU
Gabon,0,0,0,0,0,0,0,0,0,Africa,,
Gambia,0,0,0,0,0,0,0,0,0,Africa,,
Georgia,0.3,0.2,0.3,0.3,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Germany,6.6,6.1,6,5.9,4.8,4.6,4.5,4.4,4.2,,OECD,EU
Ghana,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Greece,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,OECD,EU
Grenada,0,0,0,0,0,0,0,0,0,Central and South America,,
Guatemala,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,Central and South America,,
Guinea,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,Africa,,
Guinea-Bissau,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,Africa,,
Guyana,0,0,0,0,0,0,0,0,0,Central and South America,,
Haiti,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.5,0.5,Central and South America,,
Holy See,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Honduras,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,Central and South America,,
Hungary,2.4,1.4,1.4,1.2,1.1,1.1,1.1,1.1,1.1,,OECD,EU
Iceland,0,0,0,0,0,0,0,0,0,,OECD,
India,18.6,18.5,11.8,5.1,5.3,5.5,5.8,6.1,6.4,,Non-OECD Asia,
Indonesia,2.9,3.3,2.4,3,3.5,3.9,4.4,4.9,5.5,,Non-OECD Asia,
Iran,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,,Middle East,OPEC
Iraq,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,,Middle East,OPEC
Ireland,2.3,2.4,2.3,2.3,2,2,1.9,1.9,1.9,,OECD,EU
Israel,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,
Italy,3.5,3.3,3.3,3.1,3.2,3.2,3.1,3.1,3,,OECD,EU
Jamaica,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Japan,3.1,2.9,2.7,2.5,2.5,2.5,2.4,2.4,2.3,,OECD,
Jordan,0,0,0,0,0,0,0,0,0,,Middle East,
Kazakhstan,1.7,1.1,0.7,0.9,1,1,1.1,1.1,1.2,,Non-OECD Europe & Eurasia,
Kenya,0.5,0.5,0.5,0.6,0.7,0.8,0.8,0.9,0.9,Africa,,
Kiribati,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Kuwait,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Kyrgyzstan,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,Non-OECD Europe & Eurasia,
Laos,0.3,0.4,0.3,0.4,0.6,0.6,0.7,0.7,0.8,,Non-OECD Asia,
Latvia,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,EU
Lebanon,0,0,0,0,0,0,0,0,0,Middle East,,
Lesotho,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,Africa,,
Liberia,0,0,0,0,0.1,0.1,0.1,0.1,0.1,Africa,,
Libya,0,0,0,0,0,0,0.1,0.1,0.1,Africa,,OPEC
Liechtenstein,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Lithuania,1.3,0.7,0.5,0.6,0.6,0.5,0.5,0.5,0.5,,Non-OECD Europe & Eurasia,EU
Luxembourg,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Macedonia,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Madagascar,0.4,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,Africa,,
Malawi,0,0,0,0,0.1,0.1,0.1,0.1,0.1,Africa,,
Malaysia,0.9,1,0.6,0.7,0.7,0.8,0.8,0.9,1,Non-OECD Asia,,
Maldives,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mali,0.3,0.3,0.3,0.4,0.6,0.7,0.8,1,1.2,Africa,,
Malta,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Marshall Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mauritania,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Africa,,
Mauritius,0,0,0,0,0,0,0,0,0,Africa,,
Mexico,1.2,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.3,,OECD,
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Moldova,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Monaco,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Mongolia,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,,Non-OECD Asia,
Montenegro,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Morocco,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Africa,,
Mozambique,0,0,0,0,0,0,0,0,0,Africa,,
Namibia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Nauru,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Nepal,0.7,0.7,0.9,0.9,1,1.1,1.2,1.3,1.5,,Non-OECD Asia,
Netherlands,3,3.2,2.9,2.6,2.7,2.7,2.6,2.6,2.5,,OECD,EU
New Zealand,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,,OECD,
Nicaragua,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Niger,0.1,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,Africa,,
Nigeria,1,1.2,1.4,1.7,1.9,2,2.1,2.2,2.3,,Africa,OPEC
Niue,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
North Korea,0.8,0.4,0.4,0.5,0.3,0.4,0.4,0.4,0.5,,Non-OECD Asia,
Norway,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,OECD,
Oman,0,0,0,0,0,0,0,0,0,Middle East,,
Pakistan,3.7,4.1,5.2,5.9,7.1,7.7,8.2,8.9,9.7,,Non-OECD Asia,
Palau,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Panama,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Papua New Guinea,0.3,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Non-OECD Asia,,
Paraguay,0.9,1,0.8,0.7,0.8,0.8,0.9,1,1,Central and South America,,
Peru,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,,Central and South America,
Philippines,2.6,2.9,3.4,3.9,4.3,4.6,4.9,5.3,5.7,,Non-OECD Asia,
Poland,3.4,3.6,3.3,3.6,3.1,3.4,3.4,3.5,3.6,,OECD,EU
Portugal,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,,OECD,EU
Qatar,0,0,0,0,0,0,0,0,0,Middle East,,OPEC
Romania,4.1,2.6,2,2.3,2.3,2.3,2.2,2.2,2.2,,Non-OECD Europe & Eurasia,EU
Russia,13.8,8.8,5.5,4.4,5,4.9,4.8,4.8,4.7,,Non-OECD Europe & Eurasia,
Rwanda,0,0,0,0,0,0,0,0,0,Africa,,
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Lucia,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,Central and South America,,
Samoa,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Non-OECD Asia,,
San Marino,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,Africa,,
Saudi Arabia,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,Middle East,OPEC
Senegal,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,Africa,
Serbia,0.6,0.6,0.6,0.4,0.5,0.5,0.5,0.5,0.5,Non-OECD Europe & Eurasia,,
Seychelles,0,0,0,0,0,0,0,0,0,Africa,,
Sierra Leone,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Singapore,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Asia,
Slovakia,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,OECD,EU
Slovenia,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,OECD,EU
Solomon Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Somalia,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.8,Africa,,
South Africa,1.8,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.9,,Africa,
South Korea,0.9,0.6,0.4,0.2,0.2,0.2,0.2,0.2,0.2,,OECD,
Spain,4.1,4.5,5.3,5.5,5.7,5.6,5.5,5.4,5.3,,OECD,EU
Sri Lanka,1,1,0.6,0.7,0.7,0.8,0.8,0.9,1,Non-OECD Asia,,
Sudan,0.9,1.3,1.7,2.3,2.3,2.5,2.6,2.7,2.9,Africa,,
Suriname,0,0,0,0,0,0,0,0,0,Central and South America,,
Swaziland,0,0,0,0,0,0,0,0,0,Africa,,
Sweden,0.3,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,,OECD,EU
Switzerland,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,,OECD,
Syria,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,Middle East,,
Tajikistan,0.2,0.2,0.2,0.4,0.5,0.5,0.5,0.6,0.6,,Non-OECD Europe & Eurasia,
Tanzania,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,Africa,,
Thailand,2.7,2.9,2.6,2.6,2.9,3.1,3.5,3.8,4.2,,Non-OECD Asia,
Timor-Leste,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,Non-OECD Asia,,
Togo,0,0,0,0,0.1,0.1,0.1,0.1,0.1,Africa,,
Tonga,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,Central and South America,,
Tunisia,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,Africa,,
Turkey,1.4,1.4,1.3,1.1,1.1,1.2,1.3,1.4,1.5,,OECD,
Turkmenistan,0.5,0.3,0.3,0.5,0.5,0.5,0.6,0.6,0.6,,Non-OECD Europe & Eurasia,
Tuvalu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Uganda,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,,Africa,
Ukraine,17.6,6.7,1.3,1,1,1,1,1,1,,Non-OECD Europe & Eurasia,
United Arab Emirates,0,0,0,0,0,0,0,0,0.1,,Middle East,OPEC
United Kingdom,3.6,3.6,3.2,3,2.9,2.8,2.8,2.8,2.7,,OECD,EU
United States,31.7,36.8,42.4,46.6,49.7,49.2,48.7,48.2,47.7,,OECD,
Uruguay,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,,Central and South America,
Uzbekistan,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,,Non-OECD Europe & Eurasia,
Vanuatu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Venezuela,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.9,0.9,,Central and South America,OPEC
Vietnam,2.2,2.8,3.4,3.5,3.5,3.8,4,4.3,4.6,,Non-OECD Asia,
Yemen,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,Middle East,,
Zambia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Zimbabwe,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,Africa,,
