# File: EPA_CH4_Waste.csv
# Title: CH4 emissions from wastewater
# Units: MtCO2eq
# Description: Sector Waste
# Column types: cnnnnnnnnnccc
Country,1990,1995,2000,2005,2010,2015,2020,2025,2030,Rest_of_Region,Main_Region,Secondary_Region
Colombia,0.2,0.6,0.4,0.5,0.5,0.5,0.5,0.6,0.6,,Central and South America,
Comoros,0,0,0,0,0,0,0,0,0,Africa,,
Congo (Brazzaville),0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,Africa,,
Congo (Kinshasa),0,0,0,0,0,0,0,0,0,,Africa,
Cook Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Costa Rica,0.1,0.1,0.6,0.7,0.7,0.7,0.8,0.8,0.9,Central and South America,,
Cote d'Ivoire,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Croatia,0.3,0.4,0.2,0.1,0.2,0.2,0.2,0.2,0.2,,Non-OECD Europe & Eurasia,
Cuba,1.1,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,Central and South America,,
Cyprus,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Non-OECD Europe & Eurasia,,EU
Czech Republic,0.7,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4,,OECD,EU
Denmark,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Djibouti,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Dominica,0,0,0,0,0,0,0,0,0,Central and South America,,
Dominican Republic,0.1,0.4,0.9,0.9,1,1.1,1.1,1.2,1.3,Central and South America,,
Ecuador,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.9,0.9,,Central and South America,OPEC
Egypt,0.1,3,5.8,6.4,7.1,7.8,8.5,9.2,9.8,,Africa,
El Salvador,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,Central and South America,,
Equatorial Guinea,0,0,0,0,0.1,0.1,0.1,0.1,0.1,Africa,,
Eritrea,0.3,0.3,0.3,0.4,0.5,0.5,0.6,0.7,0.7,Africa,,
Estonia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,EU
Ethiopia,0.3,0.4,0.4,0.5,0.6,0.7,0.8,1,1.1,,Africa,
Fiji,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Finland,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
France,0.8,1,1.2,1.2,1.2,1.2,1.3,1.3,1.3,,OECD,EU
Gabon,0,0,0.2,0.2,0.2,0.2,0.2,0.3,0.3,Africa,,
Gambia,2.6,3.1,3.7,4.4,5,5.6,6.3,7.1,7.8,Africa,,
Georgia,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,Non-OECD Europe & Eurasia,
Germany,2.2,0.9,0.2,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Ghana,0.1,0.2,0.4,0.5,0.5,0.5,0.6,0.6,0.7,Africa,,
Greece,2.8,2.7,2.2,1.1,0.7,0.7,0.7,0.7,0.7,,OECD,EU
Grenada,0,0,0,0,0,0,0,0,0,Central and South America,,
Guatemala,0,0,0,0,0,0.1,0.1,0.1,0.1,Central and South America,,
Guinea,0.5,0.6,0.7,0.7,0.8,1,1.1,1.2,1.4,Africa,,
Guinea-Bissau,0,0,0,0,0,0,0,0,0,Africa,,
Guyana,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Haiti,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,Central and South America,,
Holy See,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Honduras,2.1,2.4,2.7,3.1,3.4,3.7,4,4.3,4.6,Central and South America,,
Hungary,0.8,0.8,0.7,0.6,0.5,0.5,0.5,0.5,0.4,,OECD,EU
Iceland,0,0,0,0,0,0,0,0,0,,OECD,
India,8.2,11.2,23.3,35.3,41.9,44.7,47.3,49.8,52.1,,Non-OECD Asia,
Indonesia,17.9,19.5,21.1,22.6,24,25.2,26.4,27.5,28.5,,Non-OECD Asia,
Iran,0.6,1.9,8.3,8.5,8.8,9.2,9.7,10.1,10.3,,Middle East,OPEC
Iraq,1.9,2,2.3,2.7,3,3.4,3.8,4.1,4.5,,Middle East,OPEC
Ireland,0,0,0,0,0,0,0,0,0,,OECD,EU
Israel,0.2,0.2,0.2,0.6,0.6,0.7,0.7,0.8,0.8,,OECD,
Italy,2,2.2,2.4,2.7,2.5,2.8,3,2.9,2.9,,OECD,EU
Jamaica,0,0,0,0,0,0,0,0,0,Central and South America,,
Japan,2.1,1.9,1.6,1.4,1.2,1.2,1.2,1.2,1.1,,OECD,
Jordan,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,,Middle East,
Kazakhstan,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,Non-OECD Europe & Eurasia,
Kenya,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,Africa,,
Kiribati,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Kuwait,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,,Middle East,OPEC
Kyrgyzstan,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Laos,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Latvia,0.4,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,,Non-OECD Europe & Eurasia,EU
Lebanon,0,0,0,0,0,0,0,0,0,Middle East,,
Lesotho,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Africa,,
Liberia,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,Africa,,
Libya,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,Africa,,OPEC
Liechtenstein,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Lithuania,0.8,0.4,0.5,0.5,0.5,0.5,0.5,0.4,0.4,,Non-OECD Europe & Eurasia,EU
Luxembourg,0,0,0,0,0,0,0,0,0,,OECD,EU
Macedonia,0.1,0.1,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Madagascar,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,Africa,,
Malawi,0,0,0,0,0,0,0,0,0,Africa,,
Malaysia,4.3,4.8,5.3,5.9,6.4,7,7.5,8.1,8.6,Non-OECD Asia,,
Maldives,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mali,0,0,0,0,0,0,0,0,0,Africa,,
Malta,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Marshall Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mauritania,0,0,0,0,0,0,0,0,0,Africa,,
Mauritius,0.6,0.7,0.7,0.6,0.6,0.6,0.7,0.7,0.7,Africa,,
Mexico,15.5,22.3,28.7,41.8,48.3,51,53.6,56,58.1,,OECD,
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Moldova,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Monaco,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Mongolia,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Asia,
Montenegro,0,0,0.1,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Morocco,0,0,0,0,0,0,0.1,0.1,0.1,Africa,,
Mozambique,0,0,0,0,0,0,0,0,0,Africa,,
Namibia,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Africa,,
Nauru,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Nepal,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Netherlands,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,OECD,EU
New Zealand,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,,OECD,
Nicaragua,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Niger,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Nigeria,35.7,40.4,45.5,50.8,56.2,61.8,67.4,72.9,78.2,,Africa,OPEC
Niue,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
North Korea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Asia,
Norway,0,0,0,0,0,0,0,0,0,,OECD,
Oman,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,Middle East,,
Pakistan,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,,Non-OECD Asia,
Palau,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Panama,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,Central and South America,,
Papua New Guinea,0.4,0.4,0.5,0.6,0.6,0.7,0.7,0.8,0.9,Non-OECD Asia,,
Paraguay,3.3,3.7,4.2,4.6,5,5.3,5.6,5.9,6.2,Central and South America,,
Peru,0.6,0.6,0.7,0.7,0.8,0.8,0.9,0.9,0.9,,Central and South America,
Philippines,1.7,1.9,2.2,2.4,2.7,2.9,3.2,3.4,3.7,,Non-OECD Asia,
Poland,1.7,1.8,1,1,1.1,1.2,1.2,1.3,1.4,,OECD,EU
Portugal,2.5,2.8,2.3,2.6,1.9,1.9,1.9,1.9,1.9,,OECD,EU
Qatar,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Middle East,,OPEC
Romania,0.4,0.2,0.4,0.8,0.9,0.9,0.9,0.9,0.8,,Non-OECD Europe & Eurasia,EU
Russia,25,15.2,17.3,21.1,21.7,21.2,20.6,20,19.3,,Non-OECD Europe & Eurasia,
Rwanda,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,Africa,,
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Lucia,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,Central and South America,,
Samoa,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
San Marino,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,Africa,,
Saudi Arabia,0.1,1.1,2.1,2.4,2.7,2.9,3.1,3.3,3.5,,Middle East,OPEC
Senegal,0,0,0,0,0,0,0,0,0,,Africa,
Serbia,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Non-OECD Europe & Eurasia,,
Seychelles,0,0,0,0,0,0,0,0,0,Africa,,
Sierra Leone,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.7,Africa,,
Singapore,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Asia,
Slovakia,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,OECD,EU
Slovenia,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,,OECD,EU
Solomon Islands,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,Non-OECD Asia,,
Somalia,0.5,0.5,0.6,0.7,0.8,0.9,1.1,1.2,1.4,Africa,,
South Africa,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,Africa,
South Korea,6.2,3.4,0.6,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,
Spain,1.2,1.5,1.8,2.1,2.3,2.3,2.3,2.2,2.2,,OECD,EU
Sri Lanka,0.5,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,Non-OECD Asia,,
Sudan,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,Africa,,
Suriname,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Swaziland,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,Africa,,
Sweden,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,OECD,EU
Switzerland,0,0,0,0,0,0,0,0,0,,OECD,
Syria,1.3,1.5,1.7,1.9,2.3,2.3,2.5,2.7,2.9,Middle East,,
Tajikistan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Tanzania,0.6,0.7,0.8,0.9,1,1.1,1.2,1.2,1.3,Africa,,
Thailand,0.3,0.8,3.4,3.5,3.7,3.8,3.8,3.9,3.9,,Non-OECD Asia,
Timor-Leste,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,Non-OECD Asia,,
Togo,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.7,0.8,Africa,,
Tonga,0,0,0,0,0.1,0.1,0.1,0.1,0.1,Non-OECD Asia,,
Trinidad and Tobago,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Central and South America,,
Tunisia,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,Africa,,
Turkey,2,2.1,2.1,2.1,2,2.2,2.3,2.4,2.5,,OECD,
Turkmenistan,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,,Non-OECD Europe & Eurasia,
Tuvalu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Uganda,0,0,0,0,0.1,0.1,0.1,0.1,0.1,,Africa,
Ukraine,1.6,1.7,1.6,1.5,1.5,1.4,1.4,1.3,1.3,,Non-OECD Europe & Eurasia,
United Arab Emirates,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,,Middle East,OPEC
United Kingdom,0.3,0.3,0.3,0.4,0.8,0.9,0.9,0.9,0.9,,OECD,EU
United States,23.5,24.8,25.2,24.3,24.8,26,27.2,28.5,29.8,,OECD,
Uruguay,0.1,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,,Central and South America,
Uzbekistan,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,,Non-OECD Europe & Eurasia,
Vanuatu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Venezuela,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,,Central and South America,OPEC
Vietnam,0,0.3,1.4,1.5,1.5,1.6,1.7,1.8,1.8,,Non-OECD Asia,
Yemen,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,Middle East,,
Zambia,0.9,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,Africa,,
Zimbabwe,0,0,0,0,0,0,0,0,0,Africa,,
