# File: EPA_N2O_MM.csv
# Title: N2O emissions from manure management
# Units: MtCO2eq
# Description: Sector Agriculture
# Column types: cnnnnnnnnnccc
Country,1990,1995,2000,2005,2010,2015,2020,2025,2030,Rest_of_Region,Main_Region,Secondary_Region
China,11.9,14.5,15.1,13.7,13.8,14.9,15.7,16.5,17.2,,Non-OECD Asia,
Colombia,0,0.1,0.3,0.2,0.2,0.2,0.3,0.3,0.3,,Central and South America,
Comoros,0,0,0,0,0,0,0,0,0,Africa,,
Congo (Brazzaville),0,0,0,0,0,0,0,0,0,Africa,,
Congo (Kinshasa),0,0,0,0,0,0,0,0,0,,Africa,
Cook Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Costa Rica,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Cote d'Ivoire,8.1,5.4,6.6,9.1,7.5,8.4,9.3,10.4,11.6,Africa,,
Croatia,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,Non-OECD Europe & Eurasia,
Cuba,0,0,0,0,0,0,0,0,0,Central and South America,,
Cyprus,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Czech Republic,1.4,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.7,,OECD,EU
Denmark,0.6,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,,OECD,EU
Djibouti,0,0,0,0,0,0,0,0,0,Africa,,
Dominica,0,0,0,0,0,0,0,0,0,Central and South America,,
Dominican Republic,0,0,0,0,0,0,0,0,0,Central and South America,,
Ecuador,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,Central and South America,OPEC
Egypt,4.2,7,8.7,7.3,7.9,8.3,8.6,9,9.4,,Africa,
El Salvador,0,0,0,0,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Equatorial Guinea,0,0,0,0,0,0,0,0,0,Africa,,
Eritrea,0,0,0,0,0,0,0,0,0,Africa,,
Estonia,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,EU
Ethiopia,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,,Africa,
Fiji,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Finland,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,OECD,EU
France,6.9,6.6,6.5,6.1,6.1,6,5.9,5.9,5.8,,OECD,EU
Gabon,0,0,0,0,0,0,0,0,0,Africa,,
Gambia,0,0,0,0,0,0,0,0,0,Africa,,
Georgia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Germany,2.8,2.5,2.4,2.2,2.9,2.9,2.8,2.8,2.7,,OECD,EU
Ghana,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Greece,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,OECD,EU
Grenada,0,0,0,0,0,0,0,0,0,Central and South America,,
Guatemala,2,2.5,2.9,5.8,5.3,5.7,6.1,6.5,6.9,Central and South America,,
Guinea,0,0,0,0,0,0,0,0,0,Africa,,
Guinea-Bissau,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Guyana,0,0,0,0,0,0,0,0,0,Central and South America,,
Haiti,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Holy See,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Honduras,0,0,0,0,0,0,0,0,0,Central and South America,,
Hungary,1.8,1.1,1.1,1,0.9,0.9,0.9,0.9,0.9,,OECD,EU
Iceland,0,0,0,0,0,0,0,0,0,,OECD,
India,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Asia,
Indonesia,3,3.5,3.1,3.2,3.9,4.3,4.7,5.1,5.6,,Non-OECD Asia,
Iran,4.6,5.5,0.3,0.2,0.2,0.2,0.2,0.2,0.2,,Middle East,OPEC
Iraq,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Ireland,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,OECD,EU
Israel,0,0,0,0,0,0,0,0,0,,OECD,
Italy,3.9,3.8,3.9,3.7,3.9,4,4.1,4.3,4.6,,OECD,EU
Jamaica,1.4,1.3,1.4,1.7,1.4,1.4,1.4,1.4,1.4,Central and South America,,
Japan,5.5,5.2,4.9,4.7,4.9,4.9,4.9,4.8,4.8,,OECD,
Jordan,0,0,0,0,0,0,0,0,0,,Middle East,
Kazakhstan,0.7,4.2,2.7,3.6,4.1,4.2,4.4,4.6,4.8,,Non-OECD Europe & Eurasia,
Kenya,0,0,0,0,0,0,0,0,0,Africa,,
Kiribati,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Kuwait,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Kyrgyzstan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Laos,0.4,0.5,0.4,0.5,0.6,0.6,0.7,0.7,0.8,,Non-OECD Asia,
Latvia,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,Non-OECD Europe & Eurasia,EU
Lebanon,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Middle East,,
Lesotho,0,0,0,0,0,0,0,0,0,Africa,,
Liberia,0,0,0,0,0,0,0,0,0,Africa,,
Libya,0,0,0,0,0,0,0,0,0,Africa,,OPEC
Liechtenstein,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Lithuania,0.8,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,Non-OECD Europe & Eurasia,EU
Luxembourg,0,0,0,0,0,0,0,0,0,,OECD,EU
Macedonia,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,,Non-OECD Europe & Eurasia,
Madagascar,3.7,3.9,3.6,5.7,6.3,6.8,7.2,7.7,8.2,Africa,,
Malawi,0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,Africa,,
Malaysia,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,Non-OECD Asia,,
Maldives,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mali,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Malta,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Marshall Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mauritania,0,0,0,0,0,0,0,0,0,Africa,,
Mauritius,0,0,0,0,0,0,0,0,0,Africa,,
Mexico,0,0,0,0,0,0,0,0,0,,OECD,
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Moldova,1.3,0.9,0.7,0.6,0.4,0.4,0.4,0.4,0.4,,Non-OECD Europe & Eurasia,
Monaco,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Mongolia,0.4,0.4,0.5,0.2,0.4,0.4,0.4,0.5,0.5,,Non-OECD Asia,
Montenegro,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Morocco,1.5,1.5,1.2,1.3,1.4,1.4,1.4,1.5,1.5,Africa,,
Mozambique,0,0,0,0,0,0,0,0,0,Africa,,
Namibia,0.1,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3,Africa,,
Nauru,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Nepal,0.6,0.6,0.7,0.8,0.9,1,1.1,1.3,1.4,,Non-OECD Asia,
Netherlands,1.2,1.2,1,0.9,0.9,0.9,0.9,0.9,0.9,,OECD,EU
New Zealand,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,
Nicaragua,0.3,0.3,0.3,0.4,0.5,0.5,0.5,0.6,0.6,Central and South America,,
Niger,0,0,0,0,0.1,0.1,0.1,0.1,0.1,Africa,,
Nigeria,0.5,0.6,0.8,0.9,1,1.1,1.1,1.2,1.2,,Africa,OPEC
Niue,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
North Korea,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Norway,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,
Oman,0,0,0,0,0,0,0,0,0,Middle East,,
Pakistan,0.4,0.5,0.5,0.6,0.8,0.9,1,1.2,1.4,,Non-OECD Asia,
Palau,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Panama,0,0,0,0,0,0,0,0.1,0.1,Central and South America,,
Papua New Guinea,0,0,0,0.1,0.1,0.1,0.1,0,0,Non-OECD Asia,,
Paraguay,2.9,4,2.9,2.7,3,3.2,3.4,3.6,3.8,Central and South America,,
Peru,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1,,Central and South America,
Philippines,3.3,3.6,4.2,4.5,4.8,5.1,5.4,5.8,6.1,,Non-OECD Asia,
Poland,7.8,6.3,5.6,5.3,5.2,5.7,5.8,5.9,6.1,,OECD,EU
Portugal,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,,OECD,EU
Qatar,0,0,0,0,0,0,0,0,0,Middle East,,OPEC
Romania,2.8,2,1.6,1.7,1.7,1.7,1.6,1.6,1.5,,Non-OECD Europe & Eurasia,EU
Russia,43.4,30.6,19.7,18.9,18.4,18.2,18,17.8,17.5,,Non-OECD Europe & Eurasia,
Rwanda,0,0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,Africa,,
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Lucia,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,Central and South America,,
Samoa,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
San Marino,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,Africa,,
Saudi Arabia,2.2,2.5,2.9,3.2,3.4,3.5,3.7,3.9,4.1,,Middle East,OPEC
Senegal,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Africa,
Serbia,0.9,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,Non-OECD Europe & Eurasia,,
Seychelles,0,0,0,0,0,0,0,0,0,Africa,,
Sierra Leone,0,0,0,0,0,0,0,0,0,Africa,,
Singapore,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Slovakia,1.1,0.7,0.5,0.4,0.3,0.2,0.2,0.2,0.2,,OECD,EU
Slovenia,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,OECD,EU
Solomon Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Somalia,0,0,0,0,0,0,0,0,0,Africa,,
South Africa,0.4,0,0,0,0,0,0,0,0,,Africa,
South Korea,1.9,2.6,2.4,1.7,2.1,2.2,2.3,2.4,2.5,,OECD,
Spain,2.3,2.4,2.6,2.8,2.7,2.7,2.6,2.6,2.6,,OECD,EU
Sri Lanka,0.6,0.5,0.4,0.4,0.4,0.5,0.5,0.6,0.6,Non-OECD Asia,,
Sudan,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,Africa,,
Suriname,0,0,0,0,0,0,0,0,0,Central and South America,,
Swaziland,0,0,0,0,0,0,0,0,0,Africa,,
Sweden,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,,OECD,EU
Switzerland,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,OECD,
Syria,0,0,0,0,0,0,0,0,0,Middle East,,
Tajikistan,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,,Non-OECD Europe & Eurasia,
Tanzania,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,Africa,,
Thailand,5.8,5.4,2.5,2.7,3.2,3.4,3.6,3.8,4,,Non-OECD Asia,
Timor-Leste,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,Non-OECD Asia,,
Togo,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Tonga,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,Central and South America,,
Tunisia,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,Africa,,
Turkey,2.5,2.5,2.3,2.3,2.3,2.4,2.5,2.6,2.7,,OECD,
Turkmenistan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Tuvalu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Uganda,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,,Africa,
Ukraine,8.8,7.5,4.6,3.6,3.1,3.1,3,2.9,2.8,,Non-OECD Europe & Eurasia,
United Arab Emirates,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
United Kingdom,2.7,2.5,2.5,2.2,2,2,2,2,2,,OECD,EU
United States,14.5,15.7,17.1,17.3,17.9,18.5,19,19.5,19.9,,OECD,
Uruguay,0,0,0,0,0,0,0,0,0,,Central and South America,
Uzbekistan,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,,Non-OECD Europe & Eurasia,
Vanuatu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Venezuela,0.4,0.5,0.4,0.5,0.5,0.5,0.6,0.6,0.6,,Central and South America,OPEC
Vietnam,0.9,1.1,1.3,1.8,2,2.2,2.4,2.6,2.8,,Non-OECD Asia,
Yemen,0,0,0,0,0,0,0,0,0,Middle East,,
Zambia,0,0,0,0,0,0,0,0,0,Africa,,
Zimbabwe,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,Africa,,
