# File: EPA_SF6_Semi.csv
# Title: EPA SF6 emissions from the manufacture of semiconductors
# Source: EPA Global mitigation of Non-CO2 GHG Gases (https://www.epa.gov/global-mitigation-non-co2-greenhouse-gases/global-non-co2-greenhouse-gas-emission-projections)
# Description: Sector Industrial Processes Manufacture of Semiconductors
# Units: MtCO2e
# Column types: cnnnnnnnnn
country,1990,1995,2000,2005,2010,2015,2020,2025,2030
Hungary,0.001212743,0.001212743,0.001152942,0.0011856,0.000857849,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0
India,0.013404032,0.013404032,0.009595144,0.020284051,0.004583352,0.001084337,0.00151176,0.002180695,0.003030808
Indonesia,0,0,0,0,0,0,0,0,0
Iran,0,0,0,0,0,0,0,0,0
Iraq,0,0,0,0,0,0,0,0,0
Ireland,0.000456,0.04104,0.02964,0.062537056,0.017411383,0.021552731,0.021156027,0.023506526,0.026160437
Israel,0.011748427,0.011748427,0.023821383,0.045993308,0.047740713,0.0546629,0.048635075,0.056554803,0.065902369
Italy,0.014897667,0.014897667,0.061897816,0.057163333,0.030576333,0.047314667,0.046375134,0.048547994,0.050772331
Jamaica,0,0,0,0,0,0,0,0,0
Japan,0.309086723,0.399994583,0.628712826,0.540207217,0.22478611,0.183972088,0.193241796,0.19500867,0.197207959
Jordan,0,0,0,0,0,0,0,0,0
Kazakhstan,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0
Kiribati,0,0,0,0,0,0,0,0,0
"Korea, North",0,0,0,0,0,0,0,0,0
"Korea, South",0.223510641,0.223510641,0.412765247,0.598664592,0.720040913,1.038821091,1.330689692,1.433767587,1.534513255
Kosovo,0,0,0,0,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0
Kyrgyzstan,0,0,0,0,0,0,0,0,0
Laos,0,0,0,0,0,0,0,0,0
Latvia,0.002547084,0.002547084,0.002421488,0.002764436,0.001990573,0.002917174,0.003281421,0.003906712,0.004639948
Lebanon,0,0,0,0,0,0,0,0,0
Lesotho,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0
Libya,0,0,0,0,0,0,0,0,0
Liechtenstein,0,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0.0047424,0.004446,0.0039672,0.0039672,0.0039672
Luxembourg,0,0,0,0,0,0,0,0,0
Macedonia,0,0,0,0,0,0,0,0,0
Madagascar,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0
Malaysia,0.001305381,0.001305381,0.001785847,0.053457286,0.064258512,0.138951403,0.180596922,0.225595022,0.28113246
Maldives,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0
Marshall Islands,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0
Mexico,0.002547084,0.002547084,0.002421488,0,0,0,0,0,0
"Micronesia, Federated States of",0,0,0,0,0,0,0,0,0
Moldova,0,0,0,0,0,0,0,0,0
Monaco,0,0,0,0,0,0,0,0,0
Mongolia,0,0,0,0,0,0,0,0,0
Montenegro,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0.000398115,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,0,0,0
Nauru,0,0,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0
Netherlands,0.018724255,0.018724255,0.040677963,0.046439074,0.036801885,0.037199648,0.039206074,0.042842871,0.04672514
New Zealand,0,0,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0
Norway,0.001026,0.001026,0.00114,0.00114,0.00114,0.00114,0.001193846,0.001319783,0.001457147
Oman,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0
Palau,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0
Papua New Guinea,0,0,0,0,0,0,0,0,0
Paraguay,0,0,0,0,0,0,0,0,0
Peru,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0
Poland,0,0,0,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,0
Romania,0,0,0,0,0.000559849,0,0,0,0
Russia,0.000973664,0.000823828,0.000673992,0.000524157,0.000374321,0.000195429,0.000176684,0.000187317,0.000200479
Rwanda,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0
Saint Lucia,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0
Samoa,0,0,0,0,0,0,0,0,0
San Marino,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0
Serbia,0,0,0,0,0,0,0,0,0
Seychelles,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0
Singapore,0.046343565,0.046343565,0.161407276,0.289298256,0.258057732,0.447165493,0.47361842,0.531893675,0.597725767
Slovakia,0,0,0.001210744,0.006047204,0,0.000536721,0.000585522,0.000660205,0.000743325
Slovenia,0,0,0,0,0,0.001341803,0.001467219,0.001687736,0.001937627
Solomon Islands,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0
South Africa,0.00198991,0.00198991,0.003934917,0.004492209,0.003250368,0,0,0,0
South Sudan,0,0,0,0,0,0,0,0,0
Spain,0.007961231,0.007961231,0.003633745,0.004148382,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0
Suriname,0,0,0,0,0,0,0,0,0
Swaziland,0,0,0,0,0,0,0,0,0
Sweden,0.0007695,0.00237006,0.00156978,0,0.004221476,0.006256491,0,0,0
Switzerland,0.000389009,0.000389009,0.009997344,0.004948685,0.004001437,0.006505772,0.007073189,0.007625833,0.008194973
Syria,0,0,0,0,0,0,0,0,0
Tajikistan,0,0,0,0,0,0,0,0,0
Tanzania,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0.000479668,0.000435526,0.000478364,0.000554824,0.000643194
Timor-Leste,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0
Turkey,0,0,0,0,0.000279924,0.000399261,0.00044194,0.000514073,0.000595951
Turkmenistan,0,0,0,0,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0.024879926,0,4.92E-05,5.53E-05,6.34E-05,7.27E-05
United Kingdom,0.084148109,0.084148109,0.127427753,0.189604736,0.057842612,0.066971286,0.06409453,0.071602,0.080027956
United States,0.495532391,0.860712401,0.995176295,0.679108818,0.356900008,0.746470573,0.874858983,0.939410664,1.010357759
Uruguay,0,0,0,0,0,0,0,0,0
Uzbekistan,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0
Venezuela,0,0,0,0,0,0,0,0,0
Vietnam,0,0,0,0,0.001562677,0,0,0,0
Yemen,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0
