# File: EPA_N2O_OthAg.csv
# Title: N2O emissions from other agriculture
# Units: MtCO2eq
# Description: Sector Agriculture (savanna burning ag residue burning and soils)
# Column types: cnnnnnnnnnccc
Country,1990,1995,2000,2005,2010,2015,2020,2025,2030,Rest_of_Region,Main_Region,Secondary_Region
Gambia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Georgia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Germany,0.1,0.1,0.1,0,0,0,0,0,0,,OECD,EU
Ghana,4.1,3.7,3.7,3,3,3,3,3,3,Africa,,
Greece,0.1,0.1,0.1,0,0,0,0,0,0,,OECD,EU
Grenada,0,0,0,0,0,0,0,0,0,Central and South America,,
Guatemala,0.6,0.7,11.5,4.7,4.7,4.7,4.7,4.7,4.7,Central and South America,,
Guinea,6.6,6.4,6.1,6.4,6.4,6.4,6.4,6.4,6.4,Africa,,
Guinea-Bissau,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,Africa,,
Guyana,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,Central and South America,,
Haiti,0,0,0,0,0,0,0,0,0,Central and South America,,
Holy See,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Honduras,0.3,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Central and South America,,
Hungary,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Iceland,0,0,0,0,0,0,0,0,0,,OECD,
India,5.6,5.7,7.2,6.3,6.3,6.3,6.3,6.3,6.3,,Non-OECD Asia,
Indonesia,54.6,68.2,77.4,101.3,101.3,101.3,101.3,101.3,101.3,,Non-OECD Asia,
Iran,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Iraq,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Ireland,0,0,0,0,0,0,0,0,0,,OECD,EU
Israel,0,0,0,0,0,0,0,0,0,,OECD,
Italy,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Jamaica,0,0,0,0,0,0,0,0,0,Central and South America,,
Japan,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,
Jordan,0,0,0,0,0,0,0,0,0,,Middle East,
Kazakhstan,8.3,2.1,2.7,2.8,2.8,2.8,2.8,2.8,2.8,,Non-OECD Europe & Eurasia,
Kenya,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,Africa,,
Kiribati,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Kuwait,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Kyrgyzstan,0.3,0.1,0.1,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Laos,3.8,4,3,5.8,5.8,5.8,5.8,5.8,5.8,,Non-OECD Asia,
Latvia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Lebanon,0,0,0,0,0,0,0,0,0,Middle East,,
Lesotho,0.1,0,0.2,0,0,0,0,0,0,Africa,,
Liberia,0,0,0.1,0,0,0,0,0,0,Africa,,
Libya,0,0,0,0,0,0,0,0,0,Africa,,OPEC
Liechtenstein,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Lithuania,0.1,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Luxembourg,0,0,0,0,0,0,0,0,0,,OECD,EU
Macedonia,0,0,0.1,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Madagascar,3.6,3.1,3.7,4.6,4.6,4.6,4.6,4.6,4.6,Africa,,
Malawi,1.5,1.2,0.7,0.7,0.7,0.7,0.7,0.7,0.7,Africa,,
Malaysia,9.6,10.7,8.2,8.2,8.2,8.2,8.2,8.2,8.2,Non-OECD Asia,,
Maldives,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mali,2.9,2.8,2.8,3,3,3,3,3,3,Africa,,
Malta,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Marshall Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mauritania,0,0,0,0,0,0,0,0,0,Africa,,
Mauritius,0,0,0,0,0,0,0,0,0,Africa,,
Mexico,2.9,3.3,5.3,5.5,5.5,5.5,5.5,5.5,5.5,,OECD,
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Moldova,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Monaco,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Mongolia,1.4,1.4,0.2,0,0,0,0,0,0,,Non-OECD Asia,
Montenegro,0,0,0.1,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Morocco,0,0,0,0,0,0,0,0,0,Africa,,
Mozambique,9.3,7.6,8.3,8.5,8.5,8.5,8.5,8.5,8.5,Africa,,
Namibia,0.8,0.7,1.5,1.3,1.3,1.3,1.3,1.3,1.3,Africa,,
Nauru,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Nepal,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,Non-OECD Asia,
Netherlands,0,0,0,0,0,0,0,0,0,,OECD,EU
New Zealand,0,0,0,0,0,0,0,0,0,,OECD,
Nicaragua,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Central and South America,,
Niger,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Nigeria,4.7,4.2,4.1,3.1,3.1,3.1,3.1,3.1,3.1,,Africa,OPEC
Niue,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
North Korea,1.3,1.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Asia,
Norway,0,0,0,0,0,0,0,0,0,,OECD,
Oman,0,0,0,0,0,0,0,0,0,Middle East,,
Pakistan,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,,Non-OECD Asia,
Palau,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Panama,0,0.1,0,0,0,0,0,0,0,Central and South America,,
Papua New Guinea,2.2,2.5,2.5,2.1,2.1,2.1,2.1,2.1,2.1,Non-OECD Asia,,
Paraguay,5.8,4.9,3.8,4.4,4.4,4.4,4.4,4.4,4.4,Central and South America,,
Peru,1.8,1.7,2.3,1.4,1.4,1.4,1.4,1.4,1.4,,Central and South America,
Philippines,0.7,0.7,0.5,0.7,0.7,0.7,0.7,0.7,0.7,,Non-OECD Asia,
Poland,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Portugal,0.1,0.1,0.6,1,1,1,1,1,1,,OECD,EU
Qatar,0,0,0,0,0,0,0,0,0,Middle East,,OPEC
Romania,0,0,0.2,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Russia,17.9,4.6,22.4,9.9,9.9,9.9,9.9,9.9,9.9,,Non-OECD Europe & Eurasia,
Rwanda,0.1,0.1,0,0,0,0,0,0,0,Africa,,
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Lucia,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,Central and South America,,
Samoa,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
San Marino,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,Africa,,
Saudi Arabia,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Senegal,1,0.9,1.2,1.3,1.3,1.3,1.3,1.3,1.3,,Africa,
Serbia,0,0,0.1,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Seychelles,0,0,0,0,0,0,0,0,0,Africa,,
Sierra Leone,1,0.9,0.6,0.4,0.4,0.4,0.4,0.4,0.4,Africa,,
Singapore,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Slovakia,0,0,0,0,0,0,0,0,0,,OECD,EU
Slovenia,0,0,0,0,0,0,0,0,0,,OECD,EU
Solomon Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Somalia,0,0,0,0,0,0,0,0,0,Africa,,
South Africa,2.6,2,1.8,3.2,3.2,3.2,3.2,3.2,3.2,,Africa,
South Korea,0,0,0,0,0,0,0,0,0,,OECD,
Spain,1,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.4,,OECD,EU
Sri Lanka,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Sudan,20.6,17.9,19.1,21.9,21.9,21.9,21.9,21.9,21.9,Africa,,
Suriname,0.6,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4,Central and South America,,
Swaziland,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Sweden,0,0,0,0,0,0,0,0,0,,OECD,EU
Switzerland,0.1,0.1,0,0,0,0,0,0,0,,OECD,
Syria,0,0,0,0,0,0,0,0,0,Middle East,,
Tajikistan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Tanzania,14.8,12.5,10.5,13,13,13,13,13,13,Africa,,
Thailand,3.4,3.6,2,2.7,2.7,2.7,2.7,2.7,2.7,,Non-OECD Asia,
Timor-Leste,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Togo,1.8,1.7,1.4,1.3,1.3,1.3,1.3,1.3,1.3,Africa,,
Tonga,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,Central and South America,,
Tunisia,0,0,0,0,0,0,0,0,0,Africa,,
Turkey,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,OECD,
Turkmenistan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Tuvalu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Uganda,3.7,3.2,2.3,4.2,4.2,4.2,4.2,4.2,4.2,,Africa,
Ukraine,0.2,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,,Non-OECD Europe & Eurasia,
United Arab Emirates,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
United Kingdom,0.1,0.1,0,0,0,0,0,0,0,,OECD,EU
United States,4.5,0.8,4,2.7,2.7,2.7,2.7,2.7,2.7,,OECD,
Uruguay,0,0,0,0,0,0,0,0,0,,Central and South America,
Uzbekistan,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Vanuatu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Venezuela,4.5,4,4.9,5.5,5.5,5.5,5.5,5.5,5.5,,Central and South America,OPEC
Vietnam,1.2,1.3,1,1.6,1.6,1.6,1.6,1.6,1.6,,Non-OECD Asia,
Yemen,0,0,0,0,0,0,0,0,0,Middle East,,
Zambia,33.6,29.1,21.5,24.6,24.6,24.6,24.6,24.6,24.6,Africa,,
Zimbabwe,2.2,1.7,1.2,1.6,1.6,1.6,1.6,1.6,1.6,Africa,,
