# File: EPA_PFC_Semi.csv
# Title: EPA PFC emissions from Manufacture of Semiconductors
# Source: EPA Global mitigation of Non-CO2 GHG Gases (https://www.epa.gov/global-mitigation-non-co2-greenhouse-gases/global-non-co2-greenhouse-gas-emission-projections)
# Description: Gas PFCs; Sector Industrial Processes - Manufacture of Semiconductors
# Units: MtCO2e
# Column types: cnnnnnnnnn
country,1990,1995,2000,2005,2010,2015,2020,2025,2030
Hungary,0.004323956,0.004323956,0.004379838,0.003845228,0.004074362,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0
India,0.075849403,0.075849403,0.057850365,0.094047879,0.031120196,0.004620393,0.006441653,0.009292003,0.012914361
Indonesia,0,0,0,0,0,0,0,0,0
Iran,0,0,0,0,0,0,0,0,0
Iraq,0,0,0,0,0,0,0,0,0
Ireland,0.00011977,0.09760724,0.39775633,0.21638503,0.0465838,0.020497365,0.046509541,0.051676893,0.057511266
Israel,0.06648083,0.06648083,0.1436222,0.213249961,0.324151517,0.23292019,0.207235456,0.240981642,0.28081189
Italy,0.10098,0.10098,0.266204818,0.180418333,0.120567333,0.136425667,0.138964026,0.145475046,0.152140314
Jamaica,0,0,0,0,0,0,0,0,0
Japan,1.423431319,3.933165487,6.771471961,4.594113697,2.214333186,1.58222234,1.731081348,1.746909206,1.76661068
Jordan,0,0,0,0,0,0,0,0,0
Kazakhstan,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0
Kiribati,0,0,0,0,0,0,0,0,0
"Korea, North",0,0,0,0,0,0,0,0,0
"Korea, South",0.00028,0.06321,2.23878,2.79676,2.26459,2.377221647,3.045129108,3.281010921,3.511555704
Kosovo,0,0,0,0,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0
Kyrgyzstan,0,0,0,0,0,0,0,0,0
Laos,0,0,0,0,0,0,0,0,0
Latvia,0.014413188,0.014413188,0.014599461,0.012817428,0.013515662,0.012430162,0.013982229,0.016646612,0.019770951
Lebanon,0,0,0,0,0,0,0,0,0
Lesotho,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0
Libya,0,0,0,0,0,0,0,0,0
Liechtenstein,0,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,0,0
Macedonia,0,0,0,0,0,0,0,0,0
Madagascar,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0
Malaysia,0.007386759,0.007386759,0.010767103,0.247857016,0.436304635,0.59207593,0.769528683,0.961266882,1.197913507
Maldives,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0
Marshall Islands,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0.09322,0.00049,0.00024,0.00024,0.00024,0.00024,0.00024
Mexico,0.014413188,0.014413188,0.014599461,0,0,0,0,0,0
"Micronesia, Federated States of",0,0,0,0,0,0,0,0,0
Moldova,0,0,0,0,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05
Monaco,0,0,0,0,0,0,0,0,0
Mongolia,0,0,0,0,0,0,0,0,0
Montenegro,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0.002703132,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,0,0,0
Nauru,0,0,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0
Netherlands,0.025170822,0.049747143,0.260736855,0.253922811,0.205037231,0.08546576,0.096309103,0.105242838,0.114779571
New Zealand,0,0,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0
Norway,0.000162148,0.000162148,0.000164244,0.000144196,0.002470082,0.002798335,0.002965528,0.003278356,0.00361957
Oman,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0
Palau,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0
Papua New Guinea,0,0,0,0,0,0,0,0,0
Paraguay,0,0,0,0,0,0,0,0,0
Peru,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0
Poland,0,0,0,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,0
Romania,0,0,0,0,0.00380128,0,0,0,0
Russia,0.001293884,0.000298622,0.002683879,0.004358519,0.003549974,0.00112535,0.002534964,0.002687508,0.002876349
Rwanda,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0
Saint Lucia,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0
Samoa,0,0,0,0,0,0,0,0,0
San Marino,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0
Serbia,0,0,0,0,0,0,0,0,0
Seychelles,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0
Singapore,0.262244355,0.262244355,0.97314534,1.341343854,1.752169173,1.905385039,2.018101724,2.266414263,2.546926701
Slovakia,0,0,0.007299731,0.028038124,0,0.002286985,0.002494927,0.002813153,0.003167329
Slovenia,0,0,0,0,0,0.005717462,0.006251862,0.007191493,0.008256283
Solomon Islands,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0
South Africa,0.011260303,0.011260303,0.023724125,0.020828321,0.022069461,0,0,0,0
South Sudan,0,0,0,0,0,0,0,0,0
Spain,0.045050221,0.045050221,0.021908317,0.019234153,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0
Suriname,0,0,0,0,0,0,0,0,0
Swaziland,0,0,0,0,0,0,0,0,0
Sweden,0.000966408,0.010829554,0.008213882,0,0.017970984,0.016714512,0,0,0
Switzerland,0.001336249,0.001336249,0.029489451,0.005733302,0.006025042,0.004686464,0.004513356,0.004865995,0.00522916
Syria,0,0,0,0,0,0,0,0,0
Tajikistan,0,0,0,0,0,0,0,0,0
Tanzania,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0.003256868,0.00185579,0.002038324,0.002364123,0.002740667
Timor-Leste,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0
Turkey,0,0,0,0,0.00190064,0.001701263,0.00188312,0.002190478,0.002539365
Turkmenistan,0,0,0,0,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0.115356853,0,0.000209759,0.00023545,0.000270311,0.000309579
United Kingdom,0.476168948,0.476168948,0.7682784,0.879110545,0.392741737,0.28536658,0.273108639,0.305098183,0.341001427
United States,2.8040694,4.870513709,6.030021658,3.277179641,2.76865954,3.082788786,3.061245469,3.287120202,3.535373324
Uruguay,0,0,0,0,0,0,0,0,0
Uzbekistan,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0
Venezuela,0,0,0,0,0,0,0,0,0
Vietnam,0,0,0,0,0.010610318,0,0,0,0
Yemen,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0
