# File: EPA_CH4_Oilgas.csv
# Title: CH4 emissions from Natural Gas and Oil Systems
# Units: MtCO2eq
# Description: Sector Energy
# Column types: cnnnnnnnnnccc
Country,1990,1995,2000,2005,2010,2015,2020,2025,2030,Rest_of_Region,Main_Region,Secondary_Region
Bulgaria,0.7,0.6,0.5,0.6,0.6,0.6,0.6,0.7,0.7,,Non-OECD Europe & Eurasia,EU
Burkina Faso,0,0,0,0,0,0,0,0,0,Africa,,
Burma,0.9,0.9,1.5,4.4,4.8,5.5,5.9,6.3,6.9,,Non-OECD Asia,
Burundi,0,0,0,0,0,0,0,0,0,Africa,,
Cambodia,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Cameroon,0,0,0,0,0,0,0,0,0,Africa,,
Canada,28.7,39.2,46,46.8,53.3,60.9,64.8,70.1,75.3,,OECD,
Cape Verde,0,0,0,0,0,0,0,0,0,Africa,,
Central African Republic,0,0,0,0,0,0,0,0,0,Africa,,
Chad,0,0,0,6.6,5.6,5.8,6,6.4,6.6,Africa,,
Chile,2.4,2.1,1.3,1.8,1.7,1.8,2,2.2,2.3,,OECD,
China,2.4,2.7,3.1,3.7,4.2,4.1,4.2,4.4,4.7,,Non-OECD Asia,
Colombia,2.4,2.7,3.3,4.1,4.2,4,4.3,4.9,5.8,,Central and South America,
Comoros,0,0,0,0,0,0,0,0,0,Africa,,
Congo (Brazzaville),0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Congo (Kinshasa),1.1,1.1,1,0.7,0.9,0.9,0.9,1,1,,Africa,
Cook Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Costa Rica,0,0,0,0,0,0,0,0,0,Central and South America,,
Cote d'Ivoire,0.1,0.3,0.9,1.9,2.6,2.8,3,3.2,3.3,Africa,,
Croatia,1.2,1.1,1.1,1.3,1.1,1,1,1,1,,Non-OECD Europe & Eurasia,
Cuba,0,0.4,1.3,1.5,1.4,1.4,1.5,1.7,2,Central and South America,,
Cyprus,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Czech Republic,0.9,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,,OECD,EU
Denmark,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Djibouti,0,0,0,0,0,0,0,0,0,Africa,,
Dominica,0,0,0,0,0,0,0,0,0,Central and South America,,
Dominican Republic,0,0,0,0,0,0,0.1,0.1,0,Central and South America,,
Ecuador,0.4,0.6,0.6,0.8,0.8,0.6,0.6,0.6,0.6,,Central and South America,OPEC
Egypt,3.1,3.4,9.3,11.9,12.9,14.3,15.8,17.2,18.2,,Africa,
El Salvador,0,0,0,0,0,0,0,0,0,Central and South America,,
Equatorial Guinea,0,0.2,6.3,14.5,14.8,15.5,16.1,17.3,17.9,Africa,,
Eritrea,0,0,0,0,0,0,0,0,0,Africa,,
Estonia,0.8,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,,Non-OECD Europe & Eurasia,EU
Ethiopia,0,0,0,0,0,0,0,0,0,,Africa,
Fiji,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Finland,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
France,1.6,1.3,1.3,1.2,1.1,1.1,1.1,1.2,1.2,,OECD,EU
Gabon,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Africa,,
Gambia,0,0,0,0,0,0,0,0,0,Africa,,
Georgia,3.7,0.8,2.4,1.2,1,1.2,1.2,1.3,1.3,,Non-OECD Europe & Eurasia,
Germany,7.6,7.9,7.8,7.7,7.2,6.9,6.5,6.6,6.7,,OECD,EU
Ghana,0,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,Africa,,
Greece,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,,OECD,EU
Grenada,0,0,0,0,0,0,0,0,0,Central and South America,,
Guatemala,0,0,0,0,0,0,0,0,0,Central and South America,,
Guinea,0,0,0,0,0,0,0,0,0,Africa,,
Guinea-Bissau,0,0,0,0,0,0,0,0,0,Africa,,
Guyana,0,0,0,0,0,0,0,0,0,Central and South America,,
Haiti,0,0,0,0,0,0,0,0,0,Central and South America,,
Holy See,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Honduras,0,0,0,0,0,0,0,0,0,Central and South America,,
Hungary,1.5,2,2,2,1.7,1.7,1.7,1.7,1.7,,OECD,EU
Iceland,0,0,0,0,0,0,0,0,0,,OECD,
India,11.8,12.8,13.9,14.9,17.3,20.1,22.6,25.7,25.9,,Non-OECD Asia,
Indonesia,36.9,42.5,41.7,33.8,33.9,36.6,38,38.6,40.9,,Non-OECD Asia,
Iran,25.7,31.6,36,44.8,47.2,47.3,46.8,49,52.2,,Middle East,OPEC
Iraq,78.5,22.7,97.7,71.5,94.1,109.2,157.8,172.9,187.9,,Middle East,OPEC
Ireland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Israel,0,0.1,0.1,0.4,0.5,0.6,0.6,0.7,0.7,,OECD,
Italy,7.3,6.8,6.4,5.6,5.4,5.3,5.3,5.4,5.5,,OECD,EU
Jamaica,0,0,0,0,0,0,0,0,0,Central and South America,,
Japan,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,,OECD,
Jordan,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,,Middle East,
Kazakhstan,9.1,5.4,3.3,5.8,7,9.1,9.8,10.3,11,,Non-OECD Europe & Eurasia,
Kenya,0,0,0,0,0,0,0,0,0,Africa,,
Kiribati,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Kuwait,48,82.7,85.5,104,106,106.9,103.8,108.2,115.9,,Middle East,OPEC
Kyrgyzstan,1.1,0.4,0.3,0.4,0.3,0.3,0.4,0.4,0.4,,Non-OECD Europe & Eurasia,
Laos,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Latvia,0.3,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,,Non-OECD Europe & Eurasia,EU
Lebanon,0,0,0,0,0,0,0,0,0,Middle East,,
Lesotho,0,0,0,0,0,0,0,0,0,Africa,,
Liberia,0,0,0,0,0,0,0,0,0,Africa,,
Libya,54.6,55.4,56.9,67.7,77.4,70.7,64.1,64.8,65.4,Africa,,OPEC
Liechtenstein,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Lithuania,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,Non-OECD Europe & Eurasia,EU
Luxembourg,0,0,0,0,0,0.1,0.1,0.1,0.1,,OECD,EU
Macedonia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Madagascar,0,0,0,0,0,0,0,0,0,Africa,,
Malawi,0,0,0,0,0,0,0,0,0,Africa,,
Malaysia,10.5,13.4,17.1,18.9,19.1,20.8,21.7,22.2,23.7,Non-OECD Asia,,
Maldives,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mali,0,0,0,0,0,0,0,0,0,Africa,,
Malta,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Marshall Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mauritania,0,0,0,0,0.6,0.6,0.6,0.7,0.7,Africa,,
Mauritius,0,0,0,0,0,0,0,0,0,Africa,,
Mexico,30.6,34,38.3,42.9,33.3,27.3,25.4,27.1,30.8,,OECD,
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Moldova,0.7,0.6,0.5,0.7,0.8,0.9,1,1,1,,Non-OECD Europe & Eurasia,
Monaco,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Mongolia,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Montenegro,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Morocco,0.8,0.8,0.8,0.8,0.8,0.9,0.9,1,1,Africa,,
Mozambique,0,0,0,0.1,0.5,0.7,0.8,0.9,1,Africa,,
Namibia,0,0,0,0,0,0,0,0,0,Africa,,
Nauru,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Nepal,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Netherlands,1.6,1.6,0.8,0.8,0.7,0.7,0.7,0.7,0.7,,OECD,EU
New Zealand,0.5,0.5,0.7,0.5,0.7,0.7,0.8,0.8,0.9,,OECD,
Nicaragua,0,0,0,0,0,0,0,0,0,Central and South America,,
Niger,0,0,0,0,0,0,0,0,0,Africa,,
Nigeria,17.3,19.2,21.9,27.7,25.8,33.2,35.7,37.1,37.5,,Africa,OPEC
Niue,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
North Korea,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Norway,0.3,0.6,0.7,0.7,0.5,0.5,0.4,0.4,0.4,,OECD,
Oman,26.9,33.5,39.2,34.9,35.1,38.6,34.4,35.5,34.1,Middle East,,
Pakistan,3.9,5,6.3,7.9,10,11.6,12.7,13.7,15,,Non-OECD Asia,
Palau,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Panama,0,0,0,0,0,0,0,0,0,Central and South America,,
Papua New Guinea,0,3.8,2.7,1.5,1.6,1.7,1.7,1.7,1.7,Non-OECD Asia,,
Paraguay,0,0,0,0,0,0,0,0,0,Central and South America,,
Peru,0.1,0.2,0.4,0.5,0.6,0.6,0.6,0.7,0.8,,Central and South America,
Philippines,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Asia,
Poland,3.1,3.2,3.5,4.3,4.2,4.4,4.9,4.9,5.7,,OECD,EU
Portugal,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,OECD,EU
Qatar,0.4,0.5,0.9,1.3,1.6,2.1,2.4,2.6,2.8,Middle East,,OPEC
Romania,21.4,14.6,10.8,10.2,9.3,8.8,8.5,8.4,8.5,,Non-OECD Europe & Eurasia,EU
Russia,357.3,290.9,296.5,328.5,332,341.9,382.8,401.8,417.9,,Non-OECD Europe & Eurasia,
Rwanda,0,0,0,0,0,0,0,0,0,Africa,,
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Lucia,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,Central and South America,,
Samoa,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
San Marino,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,Africa,,
Saudi Arabia,1.6,4.2,6.9,8.2,7.6,8.3,8.4,8.7,9.2,,Middle East,OPEC
Senegal,0,0,0,0,0,0,0,0,0,,Africa,
Serbia,1.7,1.7,1.6,1.6,0.4,0.5,0.5,0.5,0.5,Non-OECD Europe & Eurasia,,
Seychelles,0,0,0,0,0,0,0,0,0,Africa,,
Sierra Leone,0,0,0,0,0,0,0,0,0,Africa,,
Singapore,0,0,0.6,0.7,0.8,1,1.1,1.2,1.3,,Non-OECD Asia,
Slovakia,0.5,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,,OECD,EU
Slovenia,0.1,0.1,0,0,0,0,0,0,0,,OECD,EU
Solomon Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Somalia,0,0,0,0,0,0,0,0,0,Africa,,
South Africa,0,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,,Africa,
South Korea,0.3,1.8,3.3,5.7,7.8,8.5,8.9,9.3,9.3,,OECD,
Spain,0.6,0.8,0.7,0.9,0.9,0.9,0.9,0.9,1,,OECD,EU
Sri Lanka,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Sudan,0,0,7,13.2,18.2,18.8,19.5,20.8,21.5,Africa,,
Suriname,0.1,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.7,Central and South America,,
Swaziland,0,0,0,0,0,0,0,0,0,Africa,,
Sweden,0.1,0.1,0.1,0.1,0,0,0,0,0,,OECD,EU
Switzerland,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,OECD,
Syria,15.4,22.8,22.4,19.3,17.9,19.4,16.6,16.9,16,Middle East,,
Tajikistan,0.8,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,,Non-OECD Europe & Eurasia,
Tanzania,0,0,0,0,0,0,0,0,0,Africa,,
Thailand,2.4,3.9,4.6,6.5,7.4,8.1,8.6,8.9,9.5,,Non-OECD Asia,
Timor-Leste,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Togo,0,0,0,0,0,0,0,0,0,Africa,,
Tonga,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,Central and South America,,
Tunisia,0.6,0.6,0.7,0.7,0.8,0.9,1,1.1,1.1,Africa,,
Turkey,1.1,1.2,1.2,1.6,1.7,1.7,1.7,1.7,1.7,,OECD,
Turkmenistan,20.1,17.1,21.9,28.5,31.1,35.9,38.6,39.5,40.7,,Non-OECD Europe & Eurasia,
Tuvalu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Uganda,0,0,0,0,0,0,0,0,0,,Africa,
Ukraine,32,24.2,22.3,24.4,23.7,23.2,24.3,24.9,25.2,,Non-OECD Europe & Eurasia,
United Arab Emirates,13.5,15,16.5,18.7,20.5,21,20.8,21.2,21.4,,Middle East,OPEC
United Kingdom,10.3,9.7,8,5.8,4.1,3.7,3.3,3.2,3.2,,OECD,EU
United States,225.2,231.8,240.8,219.8,247.8,258.3,281.6,307.2,313.1,,OECD,
Uruguay,0,0,0,0,0,0,0,0,0,,Central and South America,
Uzbekistan,45.7,62.8,70,76.3,84.7,95.8,102.7,104.9,107.3,,Non-OECD Europe & Eurasia,
Vanuatu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Venezuela,28,36.3,41.7,35.7,30.2,30.5,35.3,39,42.6,,Central and South America,OPEC
Vietnam,0.1,0.7,3.2,4.3,4.1,4.4,4.4,4.4,4.6,,Non-OECD Asia,
Yemen,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Middle East,,
Zambia,0,0,0,0,0,0,0,0,0,Africa,,
Zimbabwe,0,0,0,0,0,0,0,0,0,Africa,,
