# File: EPA_N2O_Waste.csv
# Title: N2O emissions from domestic wastewater
# Units: MtCO2eq
# Description: Sector Waste human sewage and domestic wastewater
# Column types: cnnnnnnnnnccc
Country,1990,1995,2000,2005,2010,2015,2020,2025,2030,Rest_of_Region,Main_Region,Secondary_Region
China,12.9,13.7,15.3,16.2,16.6,17,17.3,17.4,17.4,,Non-OECD Asia,
Colombia,0.6,0.6,0.7,0.8,0.8,0.9,0.9,1,1,,Central and South America,
Comoros,0,0,0,0,0,0,0,0,0,Africa,,
Congo (Brazzaville),0,0,0,0,0,0,0,0,0,Africa,,
Congo (Kinshasa),0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,,Africa,
Cook Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Costa Rica,0,0,0,0,0,0,0.1,0.1,0.1,Central and South America,,
Cote d'Ivoire,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Croatia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Cuba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Cyprus,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Czech Republic,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,OECD,EU
Denmark,0.1,0.1,0.1,0,0,0,0,0,0,,OECD,EU
Djibouti,0,0,0,0,0,0,0,0,0,Africa,,
Dominica,0,0,0,0,0,0,0,0,0,Central and South America,,
Dominican Republic,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,Central and South America,,
Ecuador,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Central and South America,OPEC
Egypt,0,0,0,0,0,0,0,0,0,,Africa,
El Salvador,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Equatorial Guinea,0,0,0,0,0,0,0,0,0,Africa,,
Eritrea,0,0,0,0,0,0,0,0.1,0.1,Africa,,
Estonia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Ethiopia,0.4,0.5,0.6,0.6,0.8,0.9,1,1.2,1.4,,Africa,
Fiji,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Finland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
France,1.3,1.3,1.2,1.1,1.1,1.1,1.1,1.1,1.2,,OECD,EU
Gabon,0,0,0,0,0,0,0,0,0.1,Africa,,
Gambia,0,0,0,0,0,0,0,0,0,Africa,,
Georgia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Germany,2.2,2.2,2.3,2.3,2.4,2.4,2.4,2.3,2.3,,OECD,EU
Ghana,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,Africa,,
Greece,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,OECD,EU
Grenada,0,0,0,0,0,0,0,0,0,Central and South America,,
Guatemala,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,Central and South America,,
Guinea,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Guinea-Bissau,0,0,0,0,0,0,0,0,0,Africa,,
Guyana,0,0,0,0,0,0,0,0,0,Central and South America,,
Haiti,0,0,0,0,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Holy See,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Honduras,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,Central and South America,,
Hungary,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,OECD,EU
Iceland,0,0,0,0,0,0,0,0,0,,OECD,
India,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.5,,Non-OECD Asia,
Indonesia,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,,Non-OECD Asia,
Iran,1.4,1.5,1.5,1.5,1.6,1.7,1.8,1.8,1.9,,Middle East,OPEC
Iraq,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,,Middle East,OPEC
Ireland,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,,OECD,EU
Israel,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,,OECD,
Italy,1.8,1.7,1.9,1.8,1.9,1.9,1.9,1.8,1.8,,OECD,EU
Jamaica,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Japan,0.1,0.1,0,0,0,0,0,0,0,,OECD,
Jordan,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,,Middle East,
Kazakhstan,0.5,0.5,0.3,0.4,0.4,0.4,0.5,0.5,0.5,,Non-OECD Europe & Eurasia,
Kenya,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,Africa,,
Kiribati,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Kuwait,0,0,0,0,0,0,0,0.1,0.1,,Middle East,OPEC
Kyrgyzstan,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Laos,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Asia,
Latvia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,,Non-OECD Europe & Eurasia,EU
Lebanon,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Middle East,,
Lesotho,0,0,0,0,0,0,0,0,0,Africa,,
Liberia,0,0,0,0,0,0,0,0,0,Africa,,
Libya,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,OPEC
Liechtenstein,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Lithuania,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,EU
Luxembourg,0,0,0,0,0,0,0,0,0,,OECD,EU
Macedonia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Madagascar,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,Africa,,
Malawi,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,Africa,,
Malaysia,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,Non-OECD Asia,,
Maldives,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mali,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,Africa,,
Malta,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Marshall Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mauritania,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Mauritius,0,0,0,0,0,0,0,0,0,Africa,,
Mexico,1.6,1.8,1.9,2,2.1,2.3,2.4,2.5,2.6,,OECD,
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Moldova,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Monaco,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Mongolia,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Montenegro,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Morocco,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,Africa,,
Mozambique,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,Africa,,
Namibia,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Nauru,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Nepal,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,,Non-OECD Asia,
Netherlands,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
New Zealand,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,
Nicaragua,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Niger,0,0.2,0.3,0.4,0.4,0.5,0.6,0.8,0.9,Africa,,
Nigeria,0.8,0.9,1,1.1,1.3,1.4,1.5,1.6,1.8,,Africa,OPEC
Niue,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
North Korea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,Non-OECD Asia,
Norway,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,
Oman,0,0,0,0,0,0,0,0,0.1,Middle East,,
Pakistan,1,1.1,1.3,1.4,1.5,1.6,1.7,1.8,2,,Non-OECD Asia,
Palau,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Panama,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Papua New Guinea,0,0,0,0,0,0.1,0.1,0.1,0.1,Non-OECD Asia,,
Paraguay,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Peru,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,,Central and South America,
Philippines,0.9,1,1.1,1.2,1.3,1.5,1.6,1.7,1.9,,Non-OECD Asia,
Poland,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1,,OECD,EU
Portugal,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,,OECD,EU
Qatar,0,0,0,0,0,0,0,0,0,Middle East,,OPEC
Romania,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.6,0.6,,Non-OECD Europe & Eurasia,EU
Russia,5.4,3.8,3.6,3.9,4,3.9,3.8,3.7,3.6,,Non-OECD Europe & Eurasia,
Rwanda,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,Africa,,
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Lucia,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,Central and South America,,
Samoa,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
San Marino,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,Africa,,
Saudi Arabia,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,,Middle East,OPEC
Senegal,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,,Africa,
Serbia,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Non-OECD Europe & Eurasia,,
Seychelles,0,0,0,0,0,0,0,0,0,Africa,,
Sierra Leone,0,0,0,0,0,0,0,0.1,0.1,Africa,,
Singapore,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Asia,
Slovakia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Slovenia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Solomon Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Somalia,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
South Africa,0.7,0.8,0.9,0.9,1,1,1,1,1,,Africa,
South Korea,0.8,0.9,0.9,0.9,1,1,1,1,1,,OECD,
Spain,1.1,1,1.1,1.2,1.3,1.3,1.3,1.2,1.2,,OECD,EU
Sri Lanka,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,Non-OECD Asia,,
Sudan,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,Africa,,
Suriname,0,0,0,0,0,0,0,0,0,Central and South America,,
Swaziland,0,0,0,0,0,0,0,0,0,Africa,,
Sweden,0,0,0,0,0,0,0,0,0,,OECD,EU
Switzerland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,OECD,
Syria,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,Middle East,,
Tajikistan,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Tanzania,1.1,1.3,1.4,1.6,1.8,2,2.1,2.3,2.4,Africa,,
Thailand,0.9,1,1,1.1,1.1,1.1,1.2,1.2,1.2,,Non-OECD Asia,
Timor-Leste,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Togo,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,Africa,,
Tonga,0,0,0,0,0,0,0,0,0.1,Non-OECD Asia,,
Trinidad and Tobago,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Tunisia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,Africa,,
Turkey,0.8,0.9,0.9,1,1.1,1.1,1.2,1.2,1.3,,OECD,
Turkmenistan,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Tuvalu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Uganda,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.5,0.5,,Africa,
Ukraine,1.6,1.1,1,1.1,1,1,1,0.9,0.9,,Non-OECD Europe & Eurasia,
United Arab Emirates,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,,Middle East,OPEC
United Kingdom,1.2,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.4,,OECD,EU
United States,3.7,4,4.5,4.8,5.1,5.3,5.6,5.8,6.1,,OECD,
Uruguay,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Central and South America,
Uzbekistan,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,,Non-OECD Europe & Eurasia,
Vanuatu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Venezuela,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,,Central and South America,OPEC
Vietnam,1.1,1.1,1,1,1.1,1.1,1.2,1.2,1.3,,Non-OECD Asia,
Yemen,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.6,Middle East,,
Zambia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Zimbabwe,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
