# File: EPA_FPD_HFCs.csv
# Title: EPA FPD emissions from flat panel displays
# Source: EPA Global mitigation of Non-CO2 GHG Gases (https://www.epa.gov/global-mitigation-non-co2-greenhouse-gases/global-non-co2-greenhouse-gas-emission-projections)
# Description: Sector Electronics
# Units: MTCO2eq
# Column types: cnnnnnnnnn
country,1990,1995,2000,2005,2010,2015,2020,2025,2030
"Korea, South",0.000133422,0.000331998,0.000826117,0.008666785,0.043328812,0.067346431,0.104898996,0.1606269,0.201188778
Kosovo,0,0,0,0,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0
Kyrgyzstan,0,0,0,0,0,0,0,0,0
Laos,0,0,0,0,0,0,0,0,0
Latvia,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0
Lesotho,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0
Libya,0,0,0,0,0,0,0,0,0
Liechtenstein,0,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,0,0
Macedonia,0,0,0,0,0,0,0,0,0
Madagascar,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0
Maldives,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0
Marshall Islands,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,0
"Micronesia, Federated States of",0,0,0,0,0,0,0,0,0
Moldova,0,0,0,0,0,0,0,0,0
Monaco,0,0,0,0,0,0,0,0,0
Mongolia,0,0,0,0,0,0,0,0,0
Montenegro,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,0,0,0
Nauru,0,0,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0
Norway,0,0,0,0,0,0,0,0,0
Oman,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0
Palau,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0
Papua New Guinea,0,0,0,0,0,0,0,0,0
Paraguay,0,0,0,0,0,0,0,0,0
Peru,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0
Poland,0,0,0,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,0
Romania,0,0,0,0,0,0,0,0,0
Russia,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0
Saint Lucia,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0
Samoa,0,0,0,0,0,0,0,0,0
San Marino,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0
Serbia,0,0,0,0,0,0,0,0,0
Seychelles,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0
Slovakia,0,0,0,0,0,0,0,0,0
Slovenia,0,0,0,0,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0
South Sudan,0,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0
Suriname,0,0,0,0,0,0,0,0,0
Swaziland,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0
Syria,0,0,0,0,0,0,0,0,0
Tajikistan,0,0,0,0,0,0,0,0,0
Tanzania,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0
Timor-Leste,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0
Turkey,0,0,0,0,0,0,0,0,0
Turkmenistan,0,0,0,0,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0
United States,0,0,0,0,0,0,0,0,0
Uruguay,0,0,0,0,0,0,0,0,0
Uzbekistan,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0
Venezuela,0,0,0,0,0,0,0,0,0
Vietnam,0,0,0,0,0,0,0,0,0
Yemen,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0
