# File: EPA_N2O_IndProc.csv
# Title: N2O emissions from industrial processes
# Units: MtCO2eq
# Description: Sector Industry
# Column types: cnnnnnnnnnccc
Country,1990,1995,2000,2005,2010,2015,2020,2025,2030,Rest_of_Region,Main_Region,Secondary_Region
Croatia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Cuba,0,0,0,0,0,0,0,0,0,Central and South America,,
Cyprus,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Czech Republic,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,OECD,EU
Denmark,0,0,0,0,0,0,0,0,0,,OECD,EU
Djibouti,0,0,0,0,0,0,0,0,0,Africa,,
Dominica,0,0,0,0,0,0,0,0,0,Central and South America,,
Dominican Republic,0,0,0,0,0,0,0,0,0,Central and South America,,
Ecuador,0,0,0,0,0,0,0,0,0,,Central and South America,OPEC
Egypt,0,0,0,0,0,0,0,0,0,,Africa,
El Salvador,0,0,0,0,0,0,0,0,0,Central and South America,,
Equatorial Guinea,0,0,0,0,0,0,0,0,0,Africa,,
Eritrea,0,0,0,0,0,0,0,0,0,Africa,,
Estonia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Ethiopia,0,0,0,0,0,0,0,0,0,,Africa,
Fiji,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Finland,4.9,5.4,4.6,2.5,2,2,2,2,2,,OECD,EU
France,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Gabon,0,0,0,0,0,0,0,0,0,Africa,,
Gambia,0,0,0,0,0,0,0,0,0,Africa,,
Georgia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Germany,5.2,5.4,4.1,1.6,0.9,0.9,0.9,0.9,0.9,,OECD,EU
Ghana,0,0,0,0,0,0,0,0,0,Africa,,
Greece,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,OECD,EU
Grenada,0,0,0,0,0,0,0,0,0,Central and South America,,
Guatemala,0,0,0,0,0,0,0,0,0,Central and South America,,
Guinea,0,0,0,0,0,0,0,0,0,Africa,,
Guinea-Bissau,0,0,0,0,0,0,0,0,0,Africa,,
Guyana,0,0,0,0,0,0,0,0,0,Central and South America,,
Haiti,0,0,0,0,0,0,0,0,0,Central and South America,,
Holy See,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Honduras,0,0,0,0,0,0,0,0,0,Central and South America,,
Hungary,0.1,0.2,0.1,0.3,0.3,0.3,0.3,0.3,0.3,,OECD,EU
Iceland,0,0,0,0,0,0,0,0,0,,OECD,
India,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,Non-OECD Asia,
Indonesia,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Iran,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Iraq,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Ireland,0,0,0,0,0,0,0,0,0,,OECD,EU
Israel,0,0,0,0,0,0,0,0,0,,OECD,
Italy,0.8,0.8,1,0.8,0.7,0.7,0.7,0.7,0.7,,OECD,EU
Jamaica,0,0,0,0,0,0,0,0,0,Central and South America,,
Japan,0.3,0.4,0.4,0.3,0.1,0.1,0.1,0.1,0.1,,OECD,
Jordan,0,0,0,0,0,0,0,0,0,,Middle East,
Kazakhstan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Kenya,0,0,0,0,0,0,0,0,0,Africa,,
Kiribati,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Kuwait,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Kyrgyzstan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Laos,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Latvia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Lebanon,0,0,0,0,0,0,0,0,0,Middle East,,
Lesotho,0,0,0,0,0,0,0,0,0,Africa,,
Liberia,0,0,0,0,0,0,0,0,0,Africa,,
Libya,0,0,0,0,0,0,0,0,0,Africa,,OPEC
Liechtenstein,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Lithuania,0.1,0.1,0.1,0.1,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Luxembourg,0,0,0,0,0,0,0,0,0,,OECD,EU
Macedonia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Madagascar,0,0,0,0,0,0,0,0,0,Africa,,
Malawi,0,0,0,0,0,0,0,0,0,Africa,,
Malaysia,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Maldives,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mali,0,0,0,0,0,0,0,0,0,Africa,,
Malta,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Marshall Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mauritania,0,0,0,0,0,0,0,0,0,Africa,,
Mauritius,0,0,0,0,0,0,0,0,0,Africa,,
Mexico,0,0,0,0,0,0,0,0,0,,OECD,
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Moldova,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Monaco,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Mongolia,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Montenegro,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Morocco,0,0,0,0,0,0,0,0,0,Africa,,
Mozambique,0,0,0,0,0,0,0,0,0,Africa,,
Namibia,0,0,0,0,0,0,0,0,0,Africa,,
Nauru,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Nepal,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Netherlands,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
New Zealand,0,0,0,0,0,0,0,0,0,,OECD,
Nicaragua,0,0,0,0,0,0,0,0,0,Central and South America,,
Niger,0,0,0,0,0,0,0,0,0,Africa,,
Nigeria,0,0,0,0,0,0,0,0,0,,Africa,OPEC
Niue,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
North Korea,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Norway,0.8,0.8,1,0.8,0.7,0.7,0.7,0.7,0.7,,OECD,
Oman,0,0,0,0,0,0,0,0,0,Middle East,,
Pakistan,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Palau,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Panama,0,0,0,0,0,0,0,0,0,Central and South America,,
Papua New Guinea,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Paraguay,0,0,0,0,0,0,0,0,0,Central and South America,,
Peru,0,0,0,0,0,0,0,0,0,,Central and South America,
Philippines,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Poland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Portugal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Qatar,0,0,0,0,0,0,0,0,0,Middle East,,OPEC
Romania,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,Non-OECD Europe & Eurasia,EU
Russia,0.6,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,,Non-OECD Europe & Eurasia,
Rwanda,0,0,0,0,0,0,0,0,0,Africa,,
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Lucia,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,Central and South America,,
Samoa,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
San Marino,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,Africa,,
Saudi Arabia,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Senegal,0,0,0,0,0,0,0,0,0,,Africa,
Serbia,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Seychelles,0,0,0,0,0,0,0,0,0,Africa,,
Sierra Leone,0,0,0,0,0,0,0,0,0,Africa,,
Singapore,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Slovakia,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Slovenia,0,0,0,0,0,0,0,0,0,,OECD,EU
Solomon Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Somalia,0,0,0,0,0,0,0,0,0,Africa,,
South Africa,0,0,0,0,0,0,0,0,0,,Africa,
South Korea,0,0,0,0,0,0,0,0,0,,OECD,
Spain,0.8,1.4,1.3,1.5,1.6,1.6,1.6,1.6,1.6,,OECD,EU
Sri Lanka,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Sudan,0,0,0,0,0,0,0,0,0,Africa,,
Suriname,0,0,0,0,0,0,0,0,0,Central and South America,,
Swaziland,0,0,0,0,0,0,0,0,0,Africa,,
Sweden,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Switzerland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,
Syria,0,0,0,0,0,0,0,0,0,Middle East,,
Tajikistan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Tanzania,0,0,0,0,0,0,0,0,0,Africa,,
Thailand,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Timor-Leste,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Togo,0,0,0,0,0,0,0,0,0,Africa,,
Tonga,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,Central and South America,,
Tunisia,0,0,0,0,0,0,0,0,0,Africa,,
Turkey,0,0,0,0,0,0,0,0,0,,OECD,
Turkmenistan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Tuvalu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Uganda,0,0,0,0,0,0,0,0,0,,Africa,
Ukraine,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,,Non-OECD Europe & Eurasia,
United Arab Emirates,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
United Kingdom,0,0,0,0,0,0,0,0,0,,OECD,EU
United States,4.4,4.6,4.9,4.4,4.4,4.4,4.4,4.4,4.4,,OECD,
Uruguay,0,0,0,0,0,0,0,0,0,,Central and South America,
Uzbekistan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Vanuatu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Venezuela,0,0,0,0,0,0,0,0,0,,Central and South America,OPEC
Vietnam,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Yemen,0,0,0,0,0,0,0,0,0,Middle East,,
Zambia,0,0,0,0,0,0,0,0,0,Africa,,
Zimbabwe,0,0,0,0,0,0,0,0,0,Africa,,
