# File: EPA_N2O_Ag.csv
# Title: N2O emissions from agricultural soils
# Units: MtCO2eq
# Description: Sector Agriculture
# Column types: cnnnnnnnnnccc
Country,1990,1995,2000,2005,2010,2015,2020,2025,2030,Rest_of_Region,Main_Region,Secondary_Region
Colombia,23.2,27.6,31.7,34.5,36.4,38.7,40.3,42,43.4,,Central and South America,
Comoros,0,0,0,0,0,0,0,0,0,Africa,,
Congo (Brazzaville),0,0.1,0.2,0.4,0.4,0.4,0.4,0.5,0.5,Africa,,
Congo (Kinshasa),1.8,0.9,0.6,0.8,0.8,0.9,0.9,0.9,1,,Africa,
Cook Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Costa Rica,0.1,2,2.5,2.5,3,3.1,3.3,3.5,3.7,Central and South America,,
Cote d'Ivoire,1,1.3,1.4,1.5,1.6,1.8,1.9,2.1,2.2,Africa,,
Croatia,2.5,1.9,2.1,2.3,2.3,2.3,2.4,2.4,2.4,,Non-OECD Europe & Eurasia,
Cuba,16.1,5.9,10.2,14.6,16,17.6,19.1,20.8,22.6,Central and South America,,
Cyprus,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Non-OECD Europe & Eurasia,,EU
Czech Republic,9.5,5.9,5.3,5,4.9,5,5.1,5.2,5.2,,OECD,EU
Denmark,7.6,6.7,5.8,5.3,3,3.1,2.8,2.8,2.7,,OECD,EU
Djibouti,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,Africa,,
Dominica,0,0,0,0,0,0,0,0,0,Central and South America,,
Dominican Republic,0.8,1.1,2.8,3.9,4.7,5.1,5.4,5.8,6.2,Central and South America,,
Ecuador,3,3.6,3.6,3.6,3.6,3.9,4.2,4.5,4.8,,Central and South America,OPEC
Egypt,6.5,8.4,10.2,12.1,14,15.7,17.4,19,20.7,,Africa,
El Salvador,1,0.9,0.9,1,1.2,1.3,1.3,1.4,1.5,Central and South America,,
Equatorial Guinea,0,0,0,0,0,0,0,0,0,Africa,,
Eritrea,1.2,1,1.4,1.3,1.4,1.5,1.6,1.7,1.8,Africa,,
Estonia,1.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,,Non-OECD Europe & Eurasia,EU
Ethiopia,19.2,17.9,19.7,25.6,32.8,37,40.3,43.8,47.3,,Africa,
Fiji,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,Non-OECD Asia,,
Finland,4,3.6,3.5,3.5,3.8,4.3,4.3,4.4,4.4,,OECD,EU
France,56.1,51.4,53.3,49,53.9,59.5,60,60.4,60.9,,OECD,EU
Gabon,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Gambia,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,Africa,,
Georgia,0.8,1,1.2,1.6,1.3,1.3,1.3,1.3,1.3,,Non-OECD Europe & Eurasia,
Germany,50.1,43.9,46.3,44.2,36.3,35.7,35.3,34.8,34.4,,OECD,EU
Ghana,2.5,2.2,2.7,3.1,3.3,3.6,3.9,4.2,4.5,Africa,,
Greece,7.5,6.4,6,5.5,6.5,6,5.6,5.2,4.7,,OECD,EU
Grenada,0,0,0,0,0,0,0,0,0,Central and South America,,
Guatemala,1.8,2.1,2.3,2.1,2.6,2.8,3,3.1,3.3,Central and South America,,
Guinea,0.9,1.3,1.7,2.2,2.6,2.9,3.1,3.3,3.6,Africa,,
Guinea-Bissau,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,Africa,,
Guyana,0.4,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.4,Central and South America,,
Haiti,0.8,1,1.2,1.2,1.2,1.3,1.3,1.4,1.5,Central and South America,,
Holy See,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Honduras,1.4,1.6,1.9,1.9,2,2.2,2.3,2.4,2.6,Central and South America,,
Hungary,7.1,4.3,4.7,5,4.9,5,5.1,5.2,5.3,,OECD,EU
Iceland,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.4,,OECD,
India,45.8,45.1,44.4,43.7,46,49.1,51.7,54.4,57.1,,Non-OECD Asia,
Indonesia,21,24.7,24.6,29.3,33.1,36.2,39.4,43,47.1,,Non-OECD Asia,
Iran,1.1,12.4,23.6,34.8,37.2,40.6,44,47.5,51.2,,Middle East,OPEC
Iraq,3.3,3.2,3.3,2.6,3,3.3,3.6,4,4.3,,Middle East,OPEC
Ireland,7.1,7.6,7.5,6.9,7.2,7.8,7.8,7.9,8,,OECD,EU
Israel,0.7,0.7,0.7,0.7,0.9,1,1,1.1,1.2,,OECD,
Italy,19.5,19.4,19.3,18.1,19.6,21.4,21.6,21.9,22.1,,OECD,EU
Jamaica,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,Central and South America,,
Japan,7.9,7.2,6.7,6.5,6.8,6.9,7,7.2,7.3,,OECD,
Jordan,0.3,0.5,0.4,0.5,0.6,0.6,0.7,0.8,0.9,,Middle East,
Kazakhstan,17,4.7,2.6,3.5,4.3,4.6,5.1,5.7,6.4,,Non-OECD Europe & Eurasia,
Kenya,9.6,9,8.7,10.1,11.1,11.8,12.5,13.2,14,Africa,,
Kiribati,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Kuwait,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.4,,Middle East,OPEC
Kyrgyzstan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Laos,0.8,0.9,0.9,1,1.2,1.3,1.5,1.7,1.9,,Non-OECD Asia,
Latvia,3,1.1,1.1,1.3,1.3,1.3,1.3,1.3,1.3,,Non-OECD Europe & Eurasia,EU
Lebanon,1,0.9,0.8,0.8,0.8,0.8,0.9,0.9,0.9,Middle East,,
Lesotho,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.8,Africa,,
Liberia,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,Africa,,
Libya,1,1,0.9,0.9,1,1.1,1.2,1.3,1.4,Africa,,OPEC
Liechtenstein,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Lithuania,4.6,1.6,2,2.3,2.3,2.3,2.4,2.4,2.4,,Non-OECD Europe & Eurasia,EU
Luxembourg,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.4,,OECD,EU
Macedonia,1,1,0.7,0.4,0.4,0.4,0.4,0.4,0.4,,Non-OECD Europe & Eurasia,
Madagascar,3.5,10.3,17,23.7,25,26.9,28.1,29.3,30.4,Africa,,
Malawi,0.1,2.6,5.1,7.7,9.8,11.3,12.9,14.9,17.5,Africa,,
Malaysia,2.4,2.7,3.2,4.3,4.6,4.9,5.2,5.5,5.8,Non-OECD Asia,,
Maldives,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mali,3.9,4,4.6,5.6,7,8.1,9.1,10.4,12.1,Africa,,
Malta,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Marshall Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mauritania,1.7,1.7,2.3,2.6,2.7,2.9,3.2,3.5,3.9,Africa,,
Mauritius,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,Africa,,
Mexico,7.1,6.8,7.8,7.1,8.2,9.1,9.7,10.3,10.9,,OECD,
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Moldova,1.7,0.9,0.6,0.7,0.6,0.6,0.6,0.6,0.6,,Non-OECD Europe & Eurasia,
Monaco,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Mongolia,3.4,3.7,4.6,3.7,5.6,7.1,9.1,12,16.2,,Non-OECD Asia,
Montenegro,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Non-OECD Europe & Eurasia,,
Morocco,0.8,7.9,15,22.1,23.9,25.2,26.9,28.8,30.9,Africa,,
Mozambique,0.9,1.1,1.2,1.4,1.5,1.5,1.6,1.6,1.7,Africa,,
Namibia,1.5,1.4,1.6,2,1.7,1.8,1.9,2,2.1,Africa,,
Nauru,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Nepal,2.1,2.3,2.4,2.3,2.7,3.1,3.7,4.4,5.3,,Non-OECD Asia,
Netherlands,10.7,10.4,8.5,7.1,7.8,8.3,8.3,8.4,8.4,,OECD,EU
New Zealand,7.8,8.5,9.2,10.3,10.2,10.9,11.4,12,12.6,,OECD,
Nicaragua,0,1.1,3.4,5.7,6.1,6.5,6.9,7.3,7.7,Central and South America,,
Niger,0.7,2.7,4.7,6.6,7.9,9,9.9,10.8,11.9,Africa,,
Nigeria,13,14,16.2,18.5,20,21.5,22.8,24.1,25.7,,Africa,OPEC
Niue,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
North Korea,5.2,1.2,1.8,1.9,2.1,2.4,2.7,3.2,3.7,,Non-OECD Asia,
Norway,2,2,2,2,2.1,2.3,2.4,2.4,2.5,,OECD,
Oman,0.2,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.6,Middle East,,
Pakistan,21.5,26.9,29.8,36.1,40.5,43.8,46.7,49.9,53.3,,Non-OECD Asia,
Palau,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Non-OECD Asia,,
Panama,0.9,0.9,0.9,1,1,1.1,1.2,1.3,1.4,Central and South America,,
Papua New Guinea,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,Non-OECD Asia,,
Paraguay,4.4,5.2,5.2,5.5,6.1,6.7,7.2,7.7,8.3,Central and South America,,
Peru,13.8,11.7,9.7,7.6,8,8.7,9.2,9.9,10.6,,Central and South America,
Philippines,5.7,6,7,7.5,8.2,8.9,9.5,10.2,11,,Non-OECD Asia,
Poland,23.3,17,16.3,16.3,16.8,16.8,16.8,16.8,16.9,,OECD,EU
Portugal,3.4,3.3,3.7,2.9,3,3.2,3.3,3.3,3.3,,OECD,EU
Qatar,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Middle East,,OPEC
Romania,25.9,18.2,13.5,16.1,16.3,16.8,17.3,17.7,18.3,,Non-OECD Europe & Eurasia,EU
Russia,160,99.1,77.9,72.3,77,76.7,77.8,79,80.2,,Non-OECD Europe & Eurasia,
Rwanda,0.5,0.3,0.5,0.7,0.8,0.8,0.8,0.9,0.9,Africa,,
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Lucia,0,0.1,0,0,0,0,0,0,0,Central and South America,,
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,Central and South America,,
Samoa,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
San Marino,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,Africa,,
Saudi Arabia,7.3,7.4,7.6,7.7,8.1,9.1,10,11,12,,Middle East,OPEC
Senegal,2,2.3,2.6,2.7,3,3.3,3.6,3.8,4.1,,Africa,
Serbia,6.8,5.7,4.7,3.7,3.7,3.8,3.9,4,4,Non-OECD Europe & Eurasia,,
Seychelles,0,0,0,0,0,0,0,0,0,Africa,,
Sierra Leone,0.3,0.4,0.3,0.4,0.5,0.5,0.6,0.7,0.8,Africa,,
Singapore,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Asia,
Slovakia,3.6,1.9,1.7,1.7,1.1,1.2,1.3,1.4,1.5,,OECD,EU
Slovenia,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,,OECD,EU
Solomon Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Somalia,6.7,6.6,6.7,7.3,6.8,7.1,7.4,7.8,8.3,Africa,,
South Africa,18.5,14.8,11,7.3,7.7,8.2,8.5,8.7,9,,Africa,
South Korea,0.3,1.7,3.1,4.5,5,5.2,5.5,5.7,6,,OECD,
Spain,19.1,17.3,22.4,18.8,20.1,22,22.3,22.6,22.9,,OECD,EU
Sri Lanka,6.7,6.8,6.7,6.7,7.3,8,8.7,9.6,10.6,Non-OECD Asia,,
Sudan,15,22.6,27.5,31.1,32.3,34.5,36.3,38,39.6,Africa,,
Suriname,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Swaziland,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,Africa,,
Sweden,5.1,5,4.8,4.6,4.6,4.3,4,3.7,3.4,,OECD,EU
Switzerland,2.3,2.2,2.1,2.1,2.3,2.4,2.4,2.4,2.4,,OECD,
Syria,3.3,3.6,3.7,4.7,5.5,6.2,6.9,7.7,8.5,Middle East,,
Tajikistan,2.8,2.2,1.9,1.6,2.1,2.3,2.5,2.7,3,,Non-OECD Europe & Eurasia,
Tanzania,12.4,11.3,10.1,8.9,9.3,9.7,10,10.3,10.5,Africa,,
Thailand,13.2,10.4,7.6,4.8,5.3,5.6,5.9,6.3,6.6,,Non-OECD Asia,
Timor-Leste,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,Non-OECD Asia,,
Togo,3.2,2.7,2.1,1.5,1.7,1.9,2.1,2.3,2.5,Africa,,
Tonga,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Trinidad and Tobago,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,Central and South America,,
Tunisia,1.6,1.6,2.1,2.2,2.4,2.6,2.8,3,3.3,Africa,,
Turkey,21,18.9,19.4,19,20.8,23,25.1,27.3,29.5,,OECD,
Turkmenistan,0,0.5,0.6,1.2,1.2,1.3,1.4,1.5,1.7,,Non-OECD Europe & Eurasia,
Tuvalu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Uganda,3.2,3.5,4.1,4.8,5.3,5.7,6,6.3,6.6,,Africa,
Ukraine,41,26.2,16.6,16.8,16.6,16.9,17.1,17.3,17.6,,Non-OECD Europe & Eurasia,
United Arab Emirates,0.2,0.4,0.5,0.6,0.7,0.8,0.8,0.9,1,,Middle East,OPEC
United Kingdom,32.1,30.7,29.1,26.9,28.4,31.2,31.8,32.3,32.9,,OECD,EU
United States,197.8,207.6,206.8,211.3,243.6,274,294.5,315.2,336,,OECD,
Uruguay,6.6,7,6.5,7.3,7.8,8.6,9.3,10,10.7,,Central and South America,
Uzbekistan,10.2,9.1,8.5,7.4,8.1,8.5,8.9,9.3,9.7,,Non-OECD Europe & Eurasia,
Vanuatu,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Non-OECD Asia,,
Venezuela,8.5,8.6,9.2,10.4,11,12.1,12.9,13.8,14.6,,Central and South America,OPEC
Vietnam,4,9.1,14.2,19.3,21.4,23.4,25.1,26.8,28.7,,Non-OECD Asia,
Yemen,1.9,1.9,2.3,2.7,3,3.4,3.9,4.4,5,Middle East,,
Zambia,1.8,1.6,1.6,1.9,1.9,2.1,2.1,2.2,2.3,Africa,,
Zimbabwe,4.2,3.1,3.9,3.3,3.4,3.7,3.9,4.1,4.3,Africa,,
