# File: EPA_PFC_Al.csv
# Title: PFC emissions from aluminum
# Source: EPA Global mitigation of Non-CO2 GHG Gases (https://www.epa.gov/global-mitigation-non-co2-greenhouse-gases/global-non-co2-greenhouse-gas-emission-projections)
# Description: PFC emissions from Aluminum production
# Units: MtCO2e
# Column types: cnnnnnnnnn
country,1990,1995,2000,2005,2010,2015,2020,2025,2030
Holy See,0,0,0,0,0,0,0,0,0
Honduras,0,0,0,0,0,0,0,0,0
Hungary,0.375722487,0.222719179,0.281311658,0.27747546,0,0,0,0,0
Iceland,0.494641568,0.069362583,0.149893851,0.030758269,0.171658293,0.103686754,0.100709459,0.114358227,0.135487901
India,0.050600189,0.043815721,0.033786838,0.022115548,0.01918,0.024993097,0.031141208,0.038566015,0.045688821
Indonesia,0.430385902,0.355434193,0.166289515,0.117235873,0.059861661,0.045958792,0.054094678,0.060631997,0.071021444
Iran,1.415980667,1.960850421,1.484,1.042622112,0.730326706,0.750134332,0.934661647,1.078769194,1.228343047
Iraq,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0
Italy,1.975134225,0.349911537,0.230827315,0.212110281,0.099178872,0,0,0,0
Jamaica,0,0,0,0,0,0,0,0,0
Japan,0.203661465,0.103550806,0.026408912,0.021757894,0.015275652,0.001586886,0.001977248,0.002446521,0.002740898
Jordan,0,0,0,0,0,0,0,0,0
Kazakhstan,0,0,0,0,0.60809834,0.59280323,0.748383493,0.852350436,0.974676646
Kenya,0,0,0,0,0,0,0,0,0
Kiribati,0,0,0,0,0,0,0,0,0
"Korea, North",0,0,0,0,0,0,0,0,0
"Korea, South",0,0,0,0,0,0,0,0,0
Kosovo,0,0,0,0,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0
Kyrgyzstan,0,0,0,0,0,0,0,0,0
Laos,0,0,0,0,0,0,0,0,0
Latvia,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0
Lesotho,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0
Libya,0,0,0,0,0,0,0,0,0
Liechtenstein,0,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,0,0
Macedonia,1.762484084,0,0,0,0,0,0,0,0
Madagascar,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0.030947068,0.201798242,0.251439068,0.301629625,0.339304215
Maldives,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0
Marshall Islands,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0
Mexico,0.38912,0.0622,0.50541,0,0,0,0,0,0
"Micronesia, Federated States of",0,0,0,0,0,0,0,0,0
Moldova,0,0,0,0,0,0,0,0,0
Monaco,0,0,0,0,0,0,0,0,0
Mongolia,0,0,0,0,0,0,0,0,0
Montenegro,1.4424,1.5334,1.6244,1.318992809,0.470421283,0.203939742,0.25410736,0.314692612,0.35068
Morocco,0,0,0,0,0,0,0,0,0
Mozambique,0,0,0.12203428,0.562847753,0.287291947,0.255916861,0.282490068,0.322424019,0.383687013
Namibia,0,0,0,0,0,0,0,0,0
Nauru,0,0,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0
Netherlands,2.6376795,2.23017555,1.64207635,0.10200696,0.06721812,0.00650267,0.01618023,0.020037982,0.024638219
New Zealand,0.909949348,0.146213,0.0676097,0.0693798,0.04726509,0.058579335,0.05264075,0.060085387,0.071505249
Nicaragua,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0.010934631,0,0,0,0
Norway,3.894799175,2.314048487,1.518450246,0.955318448,0.23832575,0.14638838,0.221090706,0.244792527,0.282504161
Oman,0,0,0,0,0.189292898,0.172904403,0.191778057,0.218585048,0.259808472
Pakistan,0,0,0,0,0,0,0,0,0
Palau,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0
Papua New Guinea,0,0,0,0,0,0,0,0,0
Paraguay,0,0,0,0,0,0,0,0,0
Peru,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0
Poland,0.141869787,0.171969363,0.161499006,0.165347086,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0
Qatar,0,0,0,0,0.064988843,0.279765744,0.312930356,0.355809882,0.422032719
Romania,2.8084273,2.354071424,1.674716196,0.095279438,0.009132186,0.0065666,0.005968052,0.006776801,0.008028853
Russia,15.09146954,13.43588766,9.804480275,6.208838085,3.49268151,3.36002822,4.277569285,4.94699531,5.882035179
Rwanda,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0
Saint Lucia,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0
Samoa,0,0,0,0,0,0,0,0,0
San Marino,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0.312787275,0.357176024,0.403738554,0.476446944
Senegal,0,0,0,0,0,0,0,0,0
Serbia,0,0,0,0,0,0,0,0,0
Seychelles,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0
Slovakia,0.314863818,0.132645162,0.013488248,0.023715256,0.025011837,0.008504203,0.007022207,0.008013272,0.009534201
Slovenia,0.207589632,0.128143385,0.12974951,0.142128897,0.009639797,0.015740299,0.021257032,0.024318488,0.028996745
Solomon Islands,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0
South Africa,0.802965528,0.807470547,1.527665043,0.858178533,0.418550325,0.318749496,0.382886748,0.426772899,0.497425545
South Sudan,0,0,0,0,0,0,0,0,0
Spain,1.164375877,1.055142157,0.494461958,0.210063765,0.104415006,0.08609925,0.101033776,0.125122636,0.146141383
Sri Lanka,0,0,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0
Suriname,0.161603125,0.098730023,0,0,0,0,0,0,0
Swaziland,0,0,0,0,0,0,0,0,0
Sweden,0.568777878,0.521148187,0.363161732,0.400858691,0.184378419,0.0342015,0.03518349,0.039209363,0.045693382
Switzerland,0.116461599,0.015090655,0.011188784,0.012341728,0,0,0,0,0
Syria,0,0,0,0,0,0,0,0,0
Tajikistan,0,0.818048764,0.610625061,0.384998005,0.17993141,0.045863237,0.057145243,0.070770031,0.08701712
Tanzania,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0
Timor-Leste,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0
Turkey,0.62529791,0.61144337,0.60099575,0.55996351,0.4617354,0.11970939,0.02918207,0.03613977,0.041632571
Turkmenistan,0,0,0,0,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0
Ukraine,0.20323,0.15345,0.09974,0.12266,0.02298,0,0,0,0
United Arab Emirates,0.968472757,0.959901222,1.174994436,0.807,0.795856332,1.213149508,1.382309202,1.563468709,1.846015857
United Kingdom,1.553114737,0.333428632,0.300107421,0.115479689,0.13195411,0.011268489,0.015623814,0.017752676,0.021044497
United States,21.45160214,13.7699154,9.894156148,3.439754186,1.854887324,1.997461243,1.609322715,1.845958187,2.106076695
Uruguay,0,0,0,0,0,0,0,0,0
Uzbekistan,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0
Venezuela,2.97955762,2.221425523,1.294901666,0.623767149,0.172787796,0.05044956,0.062859767,0.077847034,0.095718832
Vietnam,0,0,0,0,0,0,0,0,0
Yemen,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0
