# File: EPA_CH4_Rice.csv
# Title: CH4 emissions from rice cultivation
# Units: MtCO2eq
# Description: Sector Agriculture
# Column types: cnnnnnnnnnccc
Country,1990,1995,2000,2005,2010,2015,2020,2025,2030,Rest_of_Region,Main_Region,Secondary_Region
Cook Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Costa Rica,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,Central and South America,,
Cote d'Ivoire,2.7,3,1.6,1.6,2.1,2.1,2.2,2.3,2.4,Africa,,
Croatia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Cuba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Cyprus,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Czech Republic,0,0,0,0,0,0,0,0,0,,OECD,EU
Denmark,0,0,0,0,0,0,0,0,0,,OECD,EU
Djibouti,0,0,0,0,0,0,0,0,0,Africa,,
Dominica,0,0,0,0,0,0,0,0,0,Central and South America,,
Dominican Republic,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,Central and South America,,
Ecuador,2.2,3.2,2.8,3.1,2.9,3,2.8,2.7,2.5,,Central and South America,OPEC
Egypt,4,2.2,2.5,2.3,2.4,2.5,2.4,2.4,2.4,,Africa,
El Salvador,0.1,0,0,0,0,0,0,0,0,Central and South America,,
Equatorial Guinea,0,0,0,0,0,0,0,0,0,Africa,,
Eritrea,0,0,0,0,0,0,0,0,0,Africa,,
Estonia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Ethiopia,0,0,0.1,0,0,0,0,0,0,,Africa,
Fiji,0.1,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Finland,0,0,0,0,0,0,0,0,0,,OECD,EU
France,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Gabon,0,0,0,0,0,0,0,0,0,Africa,,
Gambia,0.5,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.5,Africa,,
Georgia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Germany,0,0,0,0,0,0,0,0,0,,OECD,EU
Ghana,0.4,0.8,1,1,0.9,1,0.9,0.9,0.8,Africa,,
Greece,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Grenada,0,0,0,0,0,0,0,0,0,Central and South America,,
Guatemala,0,0,0,0,0,0,0,0,0,Central and South America,,
Guinea,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.3,Africa,,
Guinea-Bissau,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,Africa,,
Guyana,0.2,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.3,Central and South America,,
Haiti,0.7,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,Central and South America,,
Holy See,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Honduras,0,0,0,0,0,0,0,0,0,Central and South America,,
Hungary,0.1,0,0,0,0,0,0,0,0,,OECD,EU
Iceland,0,0,0,0,0,0,0,0,0,,OECD,
India,85.7,85.9,74.1,72.3,76.1,77,78.7,80.6,82.4,,Non-OECD Asia,
Indonesia,44,47.9,49.4,49.6,51.4,51.8,52.1,52.4,52.7,,Non-OECD Asia,
Iran,2.2,2.4,1.3,1.5,1.4,1.4,1.4,1.5,1.5,,Middle East,OPEC
Iraq,0.3,0.7,0.4,0.4,0.3,0.4,0.4,0.5,0.6,,Middle East,OPEC
Ireland,0,0,0,0,0,0,0,0,0,,OECD,EU
Israel,0,0,0,0,0,0,0,0,0,,OECD,
Italy,1.6,1.7,1.4,1.5,1.6,1.6,1.6,1.6,1.6,,OECD,EU
Jamaica,0,0,0,0,0,0,0,0,0,Central and South America,,
Japan,7,7.1,5.9,5.7,5.6,5.1,4.7,4.3,3.9,,OECD,
Jordan,0,0,0,0,0,0,0,0,0,,Middle East,
Kazakhstan,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Kenya,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Kiribati,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Kuwait,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Kyrgyzstan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Laos,3.3,2.9,3.7,3.8,3.6,3.7,3.5,3.3,3.1,,Non-OECD Asia,
Latvia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Lebanon,0,0,0,0,0,0,0,0,0,Middle East,,
Lesotho,0,0,0,0,0,0,0,0,0,Africa,,
Liberia,0.1,0,0,0,0,0,0,0,0,Africa,,
Libya,0,0,0,0,0,0,0,0,0,Africa,,OPEC
Liechtenstein,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Lithuania,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Luxembourg,0,0,0,0,0,0,0,0,0,,OECD,EU
Macedonia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Madagascar,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,Africa,,
Malawi,0.3,0.3,0.4,0.5,0.4,0.4,0.4,0.4,0.4,Africa,,
Malaysia,5.4,5.3,5.5,5.3,5.6,5.6,5.9,6.1,6.3,Non-OECD Asia,,
Maldives,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mali,0.6,1,1.2,1.4,1.3,1.3,1.2,1.2,1.1,Africa,,
Malta,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Marshall Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mauritania,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Mauritius,0,0,0,0,0,0,0,0,0,Africa,,
Mexico,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,OECD,
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Moldova,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Monaco,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Mongolia,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Montenegro,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Morocco,0,0,0,0,0,0,0,0,0,Africa,,
Mozambique,0.2,1.1,1.6,1.6,1.5,1.5,1.5,1.4,1.3,Africa,,
Namibia,0,0,0,0,0,0,0,0,0,Africa,,
Nauru,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Nepal,6.2,6.4,6.7,6.6,6.3,6.4,6.1,5.7,5.4,,Non-OECD Asia,
Netherlands,0,0,0,0,0,0,0,0,0,,OECD,EU
New Zealand,0,0,0,0,0,0,0,0,0,,OECD,
Nicaragua,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Central and South America,,
Niger,0.1,0,0,0,0,0,0,0,0,Africa,,
Nigeria,15.3,22.8,27.9,31.7,39.7,39.8,39.5,39.3,39,,Africa,OPEC
Niue,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
North Korea,3.4,3.3,3.1,3.3,3.2,3.2,3.1,2.9,2.7,,Non-OECD Asia,
Norway,0,0,0,0,0,0,0,0,0,,OECD,
Oman,0,0,0,0,0,0,0,0,0,Middle East,,
Pakistan,4.6,4.7,5.1,5.7,6.5,6.9,6.9,6.9,7,,Non-OECD Asia,
Palau,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Panama,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.1,Central and South America,,
Papua New Guinea,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Paraguay,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Central and South America,,
Peru,0.6,0.6,0.9,1.1,1.1,1.1,1,1,0.9,,Central and South America,
Philippines,11.8,13.4,14.4,14.5,15.5,15.8,16.2,16.6,17,,Non-OECD Asia,
Poland,0,0,0,0,0,0,0,0,0,,OECD,EU
Portugal,0.2,0.1,0.3,0.3,0.4,0.4,0.4,0.4,0.4,,OECD,EU
Qatar,0,0,0,0,0,0,0,0,0,Middle East,,OPEC
Romania,0.1,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Russia,1.6,0.9,0.9,0.7,0.9,0.9,0.9,0.8,0.8,,Non-OECD Europe & Eurasia,
Rwanda,0,0,0,0,0,0,0,0,0,Africa,,
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Lucia,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,Central and South America,,
Samoa,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
San Marino,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,Africa,,
Saudi Arabia,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Senegal,0.3,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.3,,Africa,
Serbia,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Seychelles,0,0,0,0,0,0,0,0,0,Africa,,
Sierra Leone,0.2,0.1,0.1,0.4,0.4,0.4,0.3,0.3,0.3,Africa,,
Singapore,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Slovakia,0,0,0,0,0,0,0,0,0,,OECD,EU
Slovenia,0,0,0,0,0,0,0,0,0,,OECD,EU
Solomon Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Somalia,0,0,0,0,0,0,0,0,0,Africa,,
South Africa,0,0,0,0,0,0,0,0,0,,Africa,
South Korea,8.7,7.2,7.3,6.6,6.2,5.6,5.3,5,4.7,,OECD,
Spain,0.2,0.1,0.3,0.3,0.2,0.2,0.2,0.2,0.2,,OECD,EU
Sri Lanka,0.7,0.8,0.7,0.8,0.7,0.8,0.7,0.7,0.6,Non-OECD Asia,,
Sudan,0,0,0,0,0,0,0,0,0,Africa,,
Suriname,0.9,1,0.7,0.8,0.7,0.8,0.7,0.7,0.6,Central and South America,,
Swaziland,0,0,0,0,0,0,0,0,0,Africa,,
Sweden,0,0,0,0,0,0,0,0,0,,OECD,EU
Switzerland,0,0,0,0,0,0,0,0,0,,OECD,
Syria,0,0,0,0,0,0,0,0,0,Middle East,,
Tajikistan,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Tanzania,1.8,2.2,2.3,3.9,3.7,3.7,3.5,3.4,3.2,Africa,,
Thailand,26.6,27.6,29.9,31,33.5,33.3,33.6,33.8,34,,Non-OECD Asia,
Timor-Leste,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,Non-OECD Asia,,
Togo,0,0,0,0,0,0,0,0,0,Africa,,
Tonga,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,Central and South America,,
Tunisia,0,0,0,0,0,0,0,0,0,Africa,,
Turkey,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,,OECD,
Turkmenistan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Tuvalu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Uganda,0.4,0.5,0.6,0.9,0,0,0,0,0,,Africa,
Ukraine,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
United Arab Emirates,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
United Kingdom,0,0,0,0,0,0,0,0,0,,OECD,EU
United States,7.1,7.6,7.5,6.8,7.3,6.7,6.9,7,7.1,,OECD,
Uruguay,0.5,0.6,0.7,0.7,0.8,0.8,0.9,1,1.1,,Central and South America,
Uzbekistan,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Vanuatu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Venezuela,0.3,0.4,0.6,1,0.9,0.9,0.9,0.8,0.8,,Central and South America,OPEC
Vietnam,29.9,33.4,37.4,35.8,35.1,36.3,37,37.7,38.4,,Non-OECD Asia,
Yemen,0,0,0,0,0,0,0,0,0,Middle East,,
Zambia,0,0,0,0,0,0,0,0,0,Africa,,
Zimbabwe,0,0,0,0,0,0,0,0,0,Africa,,
