# File: EPA_CH4_StatMob.csv
# Title: CH4 emissions from stationary and mobile combustion
# Units: MtCO2eq
# Description: Sector Energy
# Column types: cnnnnnnnnnccc
Country,1990,1995,2000,2005,2010,2015,2020,2025,2030,Rest_of_Region,Main_Region,Secondary_Region
Chad,0,0,0,0,0,0,0,0,0,Africa,,
Chile,0.6,0.7,0.8,0.9,0.9,1,1.1,1.2,1.3,,OECD,
China,47.6,44.5,29.7,34.7,35.1,36.6,38.5,40.7,43.5,,Non-OECD Asia,
Colombia,1.4,1.4,0.7,0.6,0.6,0.7,0.8,0.8,0.9,,Central and South America,
Comoros,0,0,0,0,0,0,0,0,0,Africa,,
Congo (Brazzaville),0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,Africa,,
Congo (Kinshasa),1.9,1.6,0.7,0.8,0.9,0.9,0.9,0.9,0.9,,Africa,
Cook Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Costa Rica,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.2,Central and South America,,
Cote d'Ivoire,6.2,6.6,0.4,0.3,0.3,0.4,0.4,0.4,0.5,Africa,,
Croatia,0.1,0,0,0,0,0,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Cuba,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,Central and South America,,
Cyprus,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Czech Republic,1.4,0.6,0.4,0.3,0.2,0.2,0.2,0.2,0.2,,OECD,EU
Denmark,0.1,0.3,0.4,0.4,0.3,0.3,0.2,0.2,0.2,,OECD,EU
Djibouti,0,0,0,0,0,0,0,0,0,Africa,,
Dominica,0,0,0,0,0,0,0,0,0,Central and South America,,
Dominican Republic,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,Central and South America,,
Ecuador,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,,Central and South America,OPEC
Egypt,1.8,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Africa,
El Salvador,0.2,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.8,Central and South America,,
Equatorial Guinea,0,0,0,0,0,0,0,0,0,Africa,,
Eritrea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Estonia,0.1,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Ethiopia,3.5,4.1,5.7,6.3,7.1,7.7,8.3,9.1,9.9,,Africa,
Fiji,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Finland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
France,1.3,1.2,1,0.8,0.7,0.7,0.6,0.6,0.6,,OECD,EU
Gabon,0.9,0.9,0,0,0,0,0,0,0,Africa,,
Gambia,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Georgia,2.2,0.1,0,0,0,0,0,0,0.1,,Non-OECD Europe & Eurasia,
Germany,4.3,1.5,1,0.9,0.8,0.8,0.8,0.8,0.8,,OECD,EU
Ghana,0.6,0.8,0.9,1.4,1.6,1.7,1.8,2,2.2,Africa,,
Greece,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Grenada,0,0,0,0,0,0,0,0,0,Central and South America,,
Guatemala,0.7,0.7,1,1.1,1.1,1.2,1.3,1.4,1.5,Central and South America,,
Guinea,0.4,0.6,0.5,0.5,0.5,0.5,0.6,0.6,0.7,Africa,,
Guinea-Bissau,0,0,0,0,0,0,0,0,0,Africa,,
Guyana,0,0,0,0,0,0,0,0,0,Central and South America,,
Haiti,0.2,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.6,Central and South America,,
Holy See,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Honduras,0.2,0.3,0.4,0.6,0.6,0.6,0.6,0.7,0.7,Central and South America,,
Hungary,0.7,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Iceland,0,0,0,0,0,0,0,0,0,,OECD,
India,32.2,36.3,45.3,54.3,61.9,69.7,79.4,91.6,106.9,,Non-OECD Asia,
Indonesia,6.8,8,11.3,12.4,15.6,18.4,21.8,26,31.1,,Non-OECD Asia,
Iran,1.3,1.7,1.6,1.8,2.3,2.6,2.9,3.4,3.9,,Middle East,OPEC
Iraq,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Ireland,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,,OECD,EU
Israel,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,
Italy,1.2,1.2,0.9,0.7,0.6,0.6,0.6,0.6,0.7,,OECD,EU
Jamaica,0,0,0,0,0,0,0,0,0,Central and South America,,
Japan,0.8,1,0.9,0.9,0.8,0.7,0.7,0.6,0.6,,OECD,
Jordan,0,0,0,0,0,0,0,0.1,0.1,,Middle East,
Kazakhstan,1.3,0.8,0.4,0.5,0.6,0.7,0.8,0.9,1.1,,Non-OECD Europe & Eurasia,
Kenya,3.1,3.1,3.3,3.2,3.6,3.8,4.1,4.4,4.7,Africa,,
Kiribati,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Kuwait,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Kyrgyzstan,0.3,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,,Non-OECD Europe & Eurasia,
Laos,0.5,0.5,0.5,0.6,0.7,0.8,1,1.1,1.4,,Non-OECD Asia,
Latvia,0.1,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Lebanon,0,0.1,0,0,0,0,0,0.1,0.1,Middle East,,
Lesotho,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,Africa,,
Liberia,0,0,0,0,0,0,0,0,0,Africa,,
Libya,0,0,0,0,0,0,0,0,0,Africa,,OPEC
Liechtenstein,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Lithuania,0.2,0,0,0,0,0,0,0.1,0.1,,Non-OECD Europe & Eurasia,EU
Luxembourg,0,0,0,0,0,0,0,0,0,,OECD,EU
Macedonia,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,,Non-OECD Europe & Eurasia,
Madagascar,0.5,0.7,0.9,0.8,0.9,1,1,1.1,1.2,Africa,,
Malawi,5.8,3.1,2.7,2.5,2.8,3,3.2,3.4,3.7,Africa,,
Malaysia,0.7,0.9,1.4,1.5,1.8,2.2,2.7,3.3,4.1,Non-OECD Asia,,
Maldives,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mali,0,0,0,0,0,0,0,0,0,Africa,,
Malta,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Marshall Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mauritania,0.1,0.1,0,0,0,0,0.1,0.1,0.1,Africa,,
Mauritius,0,0,0,0,0,0,0,0,0,Africa,,
Mexico,2.5,2.6,2.6,2.6,1.7,1.7,1.6,1.6,1.6,,OECD,
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Moldova,0.3,0.1,0,0,0,0,0,0.1,0.1,,Non-OECD Europe & Eurasia,
Monaco,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Mongolia,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.9,,Non-OECD Asia,
Montenegro,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Morocco,0.9,1.2,1.2,1.4,1.6,1.7,1.8,1.9,2,Africa,,
Mozambique,1.3,0,0,0,0,0,0,0,0,Africa,,
Namibia,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,Africa,,
Nauru,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Nepal,0.8,1.7,2.9,3,3.3,3.8,4.4,5,5.8,,Non-OECD Asia,
Netherlands,0.6,0.8,0.8,0.8,1.1,1.1,1.1,1.1,1.1,,OECD,EU
New Zealand,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,
Nicaragua,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,Central and South America,,
Niger,0.3,0.5,0.7,0.7,0.8,0.8,0.9,0.9,1,Africa,,
Nigeria,9.4,9.7,15.3,16.1,16.7,18.4,20.4,22.5,24.9,,Africa,OPEC
Niue,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
North Korea,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.9,0.9,,Non-OECD Asia,
Norway,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,,OECD,
Oman,0,0,0,0,0,0,0,0,0,Middle East,,
Pakistan,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.5,0.6,,Non-OECD Asia,
Palau,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Panama,0,0,0,0,0,0,0,0,0,Central and South America,,
Papua New Guinea,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Paraguay,0,0,0,0,0,0,0,0,0,Central and South America,,
Peru,0.8,0.9,0.6,0.6,0.6,0.7,0.7,0.8,0.9,,Central and South America,
Philippines,1.3,1.9,2.2,2.1,2.3,2.8,3.4,4.2,5.2,,Non-OECD Asia,
Poland,2.2,3.1,1.7,1.8,1.8,1.6,1.5,1.3,1.2,,OECD,EU
Portugal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Qatar,0.6,0.8,1,1.2,1.6,1.8,2.1,2.5,3,Middle East,,OPEC
Romania,0.3,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,,Non-OECD Europe & Eurasia,EU
Russia,8.8,4.1,2.3,2.8,2.7,2.7,2.8,2.9,3,,Non-OECD Europe & Eurasia,
Rwanda,0.7,1,0.9,0.9,0.9,1,1.1,1.1,1.2,Africa,,
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Lucia,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,Central and South America,,
Samoa,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
San Marino,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,Africa,,
Saudi Arabia,0.2,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.8,,Middle East,OPEC
Senegal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,Africa,
Serbia,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,Non-OECD Europe & Eurasia,,
Seychelles,0,0,0,0,0,0,0,0,0,Africa,,
Sierra Leone,0,0,0,0,0,0,0,0,0,Africa,,
Singapore,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Slovakia,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Slovenia,0.1,0.1,0,0,0,0,0,0,0,,OECD,EU
Solomon Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Somalia,0,0,0,0,0,0,0,0,0,Africa,,
South Africa,0.5,1,0.8,1.5,1.7,1.7,1.7,1.7,1.8,,Africa,
South Korea,0.4,0.4,0.5,1,1,0.9,0.9,0.9,0.9,,OECD,
Spain,0.6,0.6,0.8,1.1,1,1,0.9,0.9,0.9,,OECD,EU
Sri Lanka,0.9,1.1,1.8,1.9,2,2.4,2.8,3.4,4.2,Non-OECD Asia,,
Sudan,4.1,3.1,3.6,4.4,4.5,4.7,5,5.3,5.7,Africa,,
Suriname,0,0,0,0,0,0,0,0,0,Central and South America,,
Swaziland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Africa,,
Sweden,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,OECD,EU
Switzerland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,,OECD,
Syria,0,0,0,0,0,0,0,0,0,Middle East,,
Tajikistan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Tanzania,3.4,3.4,3.9,4.4,4.6,5,5.5,6,6.6,Africa,,
Thailand,0,0.6,3.5,4,4.7,5.6,6.7,8.1,9.8,,Non-OECD Asia,
Timor-Leste,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Togo,0.3,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.7,Africa,,
Tonga,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Trinidad and Tobago,0,0,0,0,0,0,0.1,0.1,0.1,Central and South America,,
Tunisia,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,Africa,,
Turkey,3,2.9,2.6,1,1.1,1,0.9,0.8,0.8,,OECD,
Turkmenistan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Tuvalu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Uganda,1.2,1.7,1.5,1.4,1.5,1.6,1.8,1.9,2,,Africa,
Ukraine,3.9,1.6,0.6,0.6,0.6,0.6,0.7,0.7,0.8,,Non-OECD Europe & Eurasia,
United Arab Emirates,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,,Middle East,OPEC
United Kingdom,2.6,1.9,1.6,1.1,1,0.9,0.9,0.9,0.9,,OECD,EU
United States,7.3,6.8,6,5.1,4.7,4.6,4.5,4.4,4.3,,OECD,
Uruguay,0,0,0,0,0,0,0,0,0,,Central and South America,
Uzbekistan,0.4,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,,Non-OECD Europe & Eurasia,
Vanuatu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Venezuela,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,,Central and South America,OPEC
Vietnam,1.5,2.3,1.4,2,2.3,2.5,2.7,2.9,3.2,,Non-OECD Asia,
Yemen,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Middle East,,
Zambia,1.3,1.4,0.7,0.8,0.9,0.9,0.9,1,1.1,Africa,,
Zimbabwe,1.3,1.4,1.7,0.9,0.8,0.8,0.8,0.9,0.9,Africa,,
