# rgcam-data/Level1//L111_flsp_bm2_state_res.csv,,,,,,,,,
# Written by L111_Res_flsp.R,,,,,,,,,
# Thu Apr 05 20:18:49 2012,,,,,,,,,
# " Residential floorspace by state ",,,,,,,,,
# " Unit = billion m2 ",,,,,,,,,
state,GCAM_sector,X1975,X1980,X1985,X1990,X1995,X2000,X2005,X2008
NH,resid,0.04371969,0.048577082,0.052594858,0.059299872,0.072445282,0.085761119,0.078035898,0.079262548
NJ,resid,0.457625339,0.459312832,0.471829953,0.559346182,0.526103787,0.565481046,0.5375148,0.540105855
NM,resid,0.05269014,0.059183604,0.065337156,0.070775087,0.090376057,0.095447458,0.109108038,0.11310593
NV,resid,0.028162059,0.036362176,0.043200278,0.056135168,0.081961672,0.105795109,0.137132621,0.148915259
NY,resid,0.936005329,0.912848205,0.924993122,1.087064512,1.030029513,1.074677483,1.016176228,1.023372611
OH,resid,0.589805624,0.591295414,0.587861643,0.706375825,0.746144261,0.779045458,0.791776552,0.795420366
OK,resid,0.103991436,0.113383854,0.122605182,0.14359486,0.160981092,0.180514827,0.154928158,0.159807245
OR,resid,0.102257255,0.11557651,0.117312371,0.129477813,0.162265461,0.156738123,0.182673517,0.19101086
PA,resid,0.742532741,0.739900906,0.734098831,0.857877745,0.795528978,0.824016694,0.77419062,0.783430351
RI,resid,0.049747331,0.049977708,0.051128063,0.053644516,0.062554853,0.072645077,0.06385924,0.063170453
SC,resid,0.138196473,0.148663112,0.157300975,0.176890078,0.208634193,0.236500177,0.263721878,0.279031469
SD,resid,0.038075143,0.038618896,0.039045692,0.041423748,0.049981568,0.053911442,0.055568495,0.057310024
TN,resid,0.2181527,0.234253248,0.240589095,0.289256274,0.293676277,0.355845897,0.336360947,0.350089045
TX,resid,0.525671209,0.595112536,0.680580365,0.805063159,0.921593429,1.06846179,1.165136173,1.241904517
UT,resid,0.056146325,0.066367207,0.074628738,0.08048139,0.106188323,0.117647483,0.142303722,0.155266968
VA,resid,0.240360254,0.254618973,0.272159327,0.314030463,0.372242517,0.417595149,0.468672279,0.483018735
VT,resid,0.025312627,0.026987584,0.027967927,0.030084667,0.036856598,0.042167062,0.03710554,0.037239556
WA,resid,0.158953678,0.181375286,0.19313623,0.221692804,0.280531522,0.270045935,0.316144781,0.331534295
WI,resid,0.250752565,0.257695295,0.259995282,0.31856932,0.343592708,0.368430627,0.382351586,0.388296985
WV,resid,0.087729151,0.092843324,0.09080454,0.090998301,0.102658627,0.106210861,0.111774184,0.112452852
WY,resid,0.017338391,0.021329499,0.022698509,0.021189003,0.025701211,0.025893398,0.028820233,0.030342478
