# File: FAO_municipal_water_AQUASTAT.csv
# Title: Municipal water withdrawals from FAO AQUASTAT database
# Units: km^3
# Comments: missing data for Taiwan filled in from municipal.water.demand.32.csv
# Column types: ciciincc 
# ----------
Area,AreaId,VariableName,VariableId,Year,Value,Symbol,Md
Bahrain,13,Municipal water withdrawal,4251,1990,0.094,I,
Bahrain,13,Municipal water withdrawal,4251,2003,0.1779,I,
Bahrain,13,Municipal water withdrawal,4251,2016,0.2756,,
Bangladesh,16,Municipal water withdrawal,4251,1987,0.675,E,
Bangladesh,16,Municipal water withdrawal,4251,1990,1.7,E,
Bangladesh,16,Municipal water withdrawal,4251,2008,3.6,E,
Barbados,14,Municipal water withdrawal,4251,1996,0.02,E,
Barbados,14,Municipal water withdrawal,4251,2005,0.02,,
Belarus,57,Municipal water withdrawal,4251,1995,0.752,,
Belarus,57,Municipal water withdrawal,4251,2000,0.8505,,
Belarus,57,Municipal water withdrawal,4251,2005,0.803,,
Belarus,57,Municipal water withdrawal,4251,2010,0.5895,I,
Belarus,57,Municipal water withdrawal,4251,2017,0.523,,
Belgium,255,Municipal water withdrawal,4251,1980,0.9933,,
Belgium,255,Municipal water withdrawal,4251,1997,0.874,,
Belgium,255,Municipal water withdrawal,4251,2002,0.7358,,
Belgium,255,Municipal water withdrawal,4251,2007,0.7304,,
Belgium,255,Municipal water withdrawal,4251,2012,0.725,,
Belgium,255,Municipal water withdrawal,4251,2015,0.739,E,
Belize,23,Municipal water withdrawal,4251,1987,0.002,,
Belize,23,Municipal water withdrawal,4251,1995,0.011,I,
Belize,23,Municipal water withdrawal,4251,2000,0.0114,,
Benin,53,Municipal water withdrawal,4251,1985,0.031,L,
Benin,53,Municipal water withdrawal,4251,1990,0.0321,,
Benin,53,Municipal water withdrawal,4251,1994,0.033,,
Benin,53,Municipal water withdrawal,4251,2001,0.041,,
Benin,53,Municipal water withdrawal,4251,2017,0.145,E,
Bhutan,18,Municipal water withdrawal,4251,1987,0.0072,E,
Bhutan,18,Municipal water withdrawal,4251,2008,0.017,,
Bolivia (Plurinational State of),19,Municipal water withdrawal,4251,1987,0.124,E,
Bolivia (Plurinational State of),19,Municipal water withdrawal,4251,2009,0.136,,
Bosnia and Herzegovina,80,Municipal water withdrawal,4251,2002,0.3556,,
Bosnia and Herzegovina,80,Municipal water withdrawal,4251,2007,0.3504,I,
Bosnia and Herzegovina,80,Municipal water withdrawal,4251,2012,0.3593,L,
Bosnia and Herzegovina,80,Municipal water withdrawal,4251,2017,0.3608,L,
Botswana,20,Municipal water withdrawal,4251,1992,0.036,,
Botswana,20,Municipal water withdrawal,4251,1995,0.0521,I,
Botswana,20,Municipal water withdrawal,4251,2000,0.079,L,
Botswana,20,Municipal water withdrawal,4251,2005,0.0878,,
Botswana,20,Municipal water withdrawal,4251,2012,0.0837,,
Botswana,20,Municipal water withdrawal,4251,2017,0.1006,,
Brazil,21,Municipal water withdrawal,4251,1996,11.5,,
Brazil,21,Municipal water withdrawal,4251,2006,16.23,,
Brazil,21,Municipal water withdrawal,4251,2010,17.21,L,
Brazil,21,Municipal water withdrawal,4251,2017,16.74,L,
Brunei Darussalam,26,Municipal water withdrawal,4251,2007,0.1389,E,
Brunei Darussalam,26,Municipal water withdrawal,4251,2009,0.1515,E,
Bulgaria,27,Municipal water withdrawal,4251,1988,0.417,E,
Bulgaria,27,Municipal water withdrawal,4251,2002,1.07,E,
Bulgaria,27,Municipal water withdrawal,4251,2012,0.9338,,
Bulgaria,27,Municipal water withdrawal,4251,2017,0.882,L,
Burkina Faso,233,Municipal water withdrawal,4251,1985,0.06,L,
Burkina Faso,233,Municipal water withdrawal,4251,1992,0.073,,
Burkina Faso,233,Municipal water withdrawal,4251,1995,0.0885,L,
Burkina Faso,233,Municipal water withdrawal,4251,2000,0.2789,L,
Burkina Faso,233,Municipal water withdrawal,4251,2005,0.3756,,
Burundi,29,Municipal water withdrawal,4251,1987,0.036,,
Burundi,29,Municipal water withdrawal,4251,2000,0.049,L,
Burundi,29,Municipal water withdrawal,4251,2005,0.0431,,
Cabo Verde,35,Municipal water withdrawal,4251,2001,0.0016,,
Cambodia,115,Municipal water withdrawal,4251,1987,0.026,I,
Cambodia,115,Municipal water withdrawal,4251,2006,0.098,,
Cameroon,32,Municipal water withdrawal,4251,1987,0.18,,
Cameroon,32,Municipal water withdrawal,4251,1992,0.184,L,
Cameroon,32,Municipal water withdrawal,4251,2000,0.1611,,
Cameroon,32,Municipal water withdrawal,4251,2005,0.2468,,
Canada,33,Municipal water withdrawal,4251,1991,5.102,,
Canada,33,Municipal water withdrawal,4251,1996,5.201,,
Canada,33,Municipal water withdrawal,4251,1998,5.413,,
Canada,33,Municipal water withdrawal,4251,2007,5.878,,
Canada,33,Municipal water withdrawal,4251,2011,5.124,,
Canada,33,Municipal water withdrawal,4251,2017,4.888,L,
Central African Republic,37,Municipal water withdrawal,4251,1987,0.015,,
Central African Republic,37,Municipal water withdrawal,4251,2000,0.0548,,
Central African Republic,37,Municipal water withdrawal,4251,2005,0.0601,,
Chad,39,Municipal water withdrawal,4251,1987,0.029,L,
Chad,39,Municipal water withdrawal,4251,2000,0.0885,L,
Chad,39,Municipal water withdrawal,4251,2005,0.1037,E,
Chile,40,Municipal water withdrawal,4251,1975,1.008,,
Chile,40,Municipal water withdrawal,4251,1992,1.095,,
Chile,40,Municipal water withdrawal,4251,2000,1.043,I,
Chile,40,Municipal water withdrawal,4251,2006,1.267,,
China,351,Municipal water withdrawal,4251,1980,6.769,,
China,351,Municipal water withdrawal,4251,1985,29.69,,
China,351,Municipal water withdrawal,4251,1990,35,,
China,351,Municipal water withdrawal,4251,1993,25.16,,
China,351,Municipal water withdrawal,4251,2000,57.5,E,
China,351,Municipal water withdrawal,4251,2007,71,E,
China,351,Municipal water withdrawal,4251,2012,72.9,E,
China,351,Municipal water withdrawal,4251,2015,79.4,E,
Colombia,44,Municipal water withdrawal,4251,2000,2.467,,
Colombia,44,Municipal water withdrawal,4251,2008,3.134,L,
Colombia,44,Municipal water withdrawal,4251,2016,3.49,L,
Comoros,45,Municipal water withdrawal,4251,1999,0.0048,,
Congo,46,Municipal water withdrawal,4251,1987,0.0248,L,
Congo,46,Municipal water withdrawal,4251,2002,0.032,L,
Congo,46,Municipal water withdrawal,4251,2005,0.0637,E,
Costa Rica,48,Municipal water withdrawal,4251,1997,0.757,E,
Costa Rica,48,Municipal water withdrawal,4251,2012,0.58,E,
Costa Rica,48,Municipal water withdrawal,4251,2015,0.652,E,
Cote dIvoire,107,Municipal water withdrawal,4251,1987,0.156,E,
Cote dIvoire,107,Municipal water withdrawal,4251,1994,0.162,E,
Cote dIvoire,107,Municipal water withdrawal,4251,2000,0.5392,E,
Cote dIvoire,107,Municipal water withdrawal,4251,2005,0.6359,E,
Cote dIvoire,107,Municipal water withdrawal,4251,2014,0.32,,
Croatia,98,Municipal water withdrawal,4251,1997,0.5309,,
Croatia,98,Municipal water withdrawal,4251,2002,0.5048,I,
Croatia,98,Municipal water withdrawal,4251,2007,0.5259,I,
Croatia,98,Municipal water withdrawal,4251,2012,0.513,,
Croatia,98,Municipal water withdrawal,4251,2017,0.455,,
Cuba,49,Municipal water withdrawal,4251,1975,0.729,L,
Cuba,49,Municipal water withdrawal,4251,1995,1.78,L,
Cuba,49,Municipal water withdrawal,4251,2007,1.7,I,
Cuba,49,Municipal water withdrawal,4251,2013,1.7,,
Cyprus,50,Municipal water withdrawal,4251,1975,0.025,,
Cyprus,50,Municipal water withdrawal,4251,1980,0.037,,
Cyprus,50,Municipal water withdrawal,4251,1985,0.045,L,
Cyprus,50,Municipal water withdrawal,4251,1990,0.055,,
Cyprus,50,Municipal water withdrawal,4251,1993,0.05,,
Cyprus,50,Municipal water withdrawal,4251,2002,0.0461,L,
Cyprus,50,Municipal water withdrawal,4251,2007,0.0656,L,
Cyprus,50,Municipal water withdrawal,4251,2012,0.0788,L,
Cyprus,50,Municipal water withdrawal,4251,2017,0.11,,
Czech Republic,167,Municipal water withdrawal,4251,1997,0.9585,,
Czech Republic,167,Municipal water withdrawal,4251,2012,0.6371,E,
Czech Republic,167,Municipal water withdrawal,4251,2017,0.6166,I,
Democratic Peoples Republic of Korea,116,Municipal water withdrawal,4251,1987,1.56,L,
Democratic Peoples Republic of Korea,116,Municipal water withdrawal,4251,2000,0.8576,,
Democratic Peoples Republic of Korea,116,Municipal water withdrawal,4251,2005,0.9028,I,
Democratic Republic of the Congo,250,Municipal water withdrawal,4251,1990,0.216,I,
Democratic Republic of the Congo,250,Municipal water withdrawal,4251,2000,0.3893,E,
Democratic Republic of the Congo,250,Municipal water withdrawal,4251,2005,0.4649,E,
Denmark,54,Municipal water withdrawal,4251,1970,0.46,E,
Denmark,54,Municipal water withdrawal,4251,1975,0.7,E,
Denmark,54,Municipal water withdrawal,4251,1980,0.7,E,
Denmark,54,Municipal water withdrawal,4251,1985,0.6746,E,
Denmark,54,Municipal water withdrawal,4251,1990,0.571,E,
Denmark,54,Municipal water withdrawal,4251,2002,0.4408,E,
Denmark,54,Municipal water withdrawal,4251,2007,0.411,E,
Denmark,54,Municipal water withdrawal,4251,2012,0.4012,E,
Denmark,54,Municipal water withdrawal,4251,2016,0.3815,E,
Djibouti,72,Municipal water withdrawal,4251,1985,0.001,,
Djibouti,72,Municipal water withdrawal,4251,2000,0.016,L,
Dominica,55,Municipal water withdrawal,4251,2010,0.019,L,
Dominican Republic,56,Municipal water withdrawal,4251,2000,0.6,,
Dominican Republic,56,Municipal water withdrawal,4251,2005,0.724,L,
Dominican Republic,56,Municipal water withdrawal,4251,2010,0.855,L,
Ecuador,58,Municipal water withdrawal,4251,2000,0.9073,L,
Ecuador,58,Municipal water withdrawal,4251,2005,1.293,,
Egypt,59,Municipal water withdrawal,4251,1995,3.729,,
Egypt,59,Municipal water withdrawal,4251,2000,5.3,E,
Egypt,59,Municipal water withdrawal,4251,2012,9.6,,
Egypt,59,Municipal water withdrawal,4251,2017,10.75,I,
El Salvador,60,Municipal water withdrawal,4251,1992,0.246,E,
El Salvador,60,Municipal water withdrawal,4251,2000,0.379,E,
El Salvador,60,Municipal water withdrawal,4251,2005,0.474,E,
Equatorial Guinea,61,Municipal water withdrawal,4251,1987,0.0081,E,
Equatorial Guinea,61,Municipal water withdrawal,4251,2000,0.0138,E,
Equatorial Guinea,61,Municipal water withdrawal,4251,2005,0.0158,,
Eritrea,178,Municipal water withdrawal,4251,2000,0.0617,L,
Eritrea,178,Municipal water withdrawal,4251,2004,0.031,,
Estonia,63,Municipal water withdrawal,4251,1995,0.088,,
Estonia,63,Municipal water withdrawal,4251,2000,0.0852,L,
Estonia,63,Municipal water withdrawal,4251,2012,1.381,L,
Estonia,63,Municipal water withdrawal,4251,2017,1.565,,
Ethiopia,238,Municipal water withdrawal,4251,2002,0.333,,
Ethiopia,238,Municipal water withdrawal,4251,2005,0.81,L,
Fiji,66,Municipal water withdrawal,4251,1987,0.006,L,
Fiji,66,Municipal water withdrawal,4251,2000,0.0229,I,
Fiji,66,Municipal water withdrawal,4251,2005,0.0253,,
Finland,67,Municipal water withdrawal,4251,1990,0.424,,
Finland,67,Municipal water withdrawal,4251,1995,0.412,L,
Finland,67,Municipal water withdrawal,4251,2002,0.404,,
Finland,67,Municipal water withdrawal,4251,2006,0.4094,,
Finland,67,Municipal water withdrawal,4251,2011,0.4,E,
Finland,67,Municipal water withdrawal,4251,2017,0.4,E,
France,68,Municipal water withdrawal,4251,1985,5.904,,
France,68,Municipal water withdrawal,4251,1992,5.982,E,
France,68,Municipal water withdrawal,4251,1997,5.89,E,
France,68,Municipal water withdrawal,4251,2002,5.966,E,
France,68,Municipal water withdrawal,4251,2007,5.683,E,
France,68,Municipal water withdrawal,4251,2012,5.38,E,
France,68,Municipal water withdrawal,4251,2016,5.175,E,
Gabon,74,Municipal water withdrawal,4251,1987,0.0432,E,
Gabon,74,Municipal water withdrawal,4251,2000,0.0686,E,
Gabon,74,Municipal water withdrawal,4251,2005,0.0847,E,
Gambia,75,Municipal water withdrawal,4251,1982,0.0014,E,
Gambia,75,Municipal water withdrawal,4251,2000,0.0339,,
Gambia,75,Municipal water withdrawal,4251,2005,0.0412,I,
Georgia,73,Municipal water withdrawal,4251,2000,0.336,I,
Georgia,73,Municipal water withdrawal,4251,2005,0.358,,
Germany,79,Municipal water withdrawal,4251,1995,5.8,,
Germany,79,Municipal water withdrawal,4251,2001,5.409,,
Germany,79,Municipal water withdrawal,4251,2016,19.75,,
Ghana,81,Municipal water withdrawal,4251,1970,0.105,,
Ghana,81,Municipal water withdrawal,4251,2000,0.235,I,
Ghana,81,Municipal water withdrawal,4251,2012,0.255,,
Ghana,81,Municipal water withdrawal,4251,2015,0.2996,I,
Greece,84,Municipal water withdrawal,4251,1975,0.585,,
Greece,84,Municipal water withdrawal,4251,1985,0.656,,
Greece,84,Municipal water withdrawal,4251,1997,0.8614,I,
Greece,84,Municipal water withdrawal,4251,2007,0.8462,,
Greece,84,Municipal water withdrawal,4251,2012,1.526,,
Greece,84,Municipal water withdrawal,4251,2016,1.991,I,
Grenada,86,Municipal water withdrawal,4251,2014,0.012,,
Guatemala,89,Municipal water withdrawal,4251,1992,0.104,E,
Guatemala,89,Municipal water withdrawal,4251,2000,0.4298,E,
Guatemala,89,Municipal water withdrawal,4251,2006,0.835,E,
Guinea,90,Municipal water withdrawal,4251,1987,0.074,E,
Guinea,90,Municipal water withdrawal,4251,2000,0.2083,E,
Guinea,90,Municipal water withdrawal,4251,2005,0.2248,,
Guinea-Bissau,175,Municipal water withdrawal,4251,1991,0.01,I,
Guinea-Bissau,175,Municipal water withdrawal,4251,1996,0.023,,
Guinea-Bissau,175,Municipal water withdrawal,4251,2000,0.023,,
Guinea-Bissau,175,Municipal water withdrawal,4251,2005,0.0341,,
Guyana,91,Municipal water withdrawal,4251,1992,0.015,,
Guyana,91,Municipal water withdrawal,4251,2000,0.03,,
Guyana,91,Municipal water withdrawal,4251,2005,0.0613,I,
Guyana,91,Municipal water withdrawal,4251,2010,0.0613,,
Haiti,93,Municipal water withdrawal,4251,1991,0.0499,I,
Haiti,93,Municipal water withdrawal,4251,1995,0.111,,
Haiti,93,Municipal water withdrawal,4251,2009,0.19,E,
Honduras,95,Municipal water withdrawal,4251,1992,0.061,E,
Honduras,95,Municipal water withdrawal,4251,2003,0.315,E,
Hungary,97,Municipal water withdrawal,4251,1970,0.648,,
Hungary,97,Municipal water withdrawal,4251,1975,0.7631,I,
Hungary,97,Municipal water withdrawal,4251,1985,0.5715,,
Hungary,97,Municipal water withdrawal,4251,1992,0.9841,,
Hungary,97,Municipal water withdrawal,4251,1996,0.8288,E,
Hungary,97,Municipal water withdrawal,4251,2002,0.8311,E,
Hungary,97,Municipal water withdrawal,4251,2007,0.793,E,
Hungary,97,Municipal water withdrawal,4251,2012,0.716,E,
Hungary,97,Municipal water withdrawal,4251,2017,0.6245,,
Iceland,99,Municipal water withdrawal,4251,1980,0.094,I,
Iceland,99,Municipal water withdrawal,4251,1985,0.098,,
Iceland,99,Municipal water withdrawal,4251,1992,0.087,,
Iceland,99,Municipal water withdrawal,4251,2002,0.081,,
Iceland,99,Municipal water withdrawal,4251,2004,0.081,,
Iceland,99,Municipal water withdrawal,4251,2012,0.094,,
Iceland,99,Municipal water withdrawal,4251,2016,0.08,,
India,100,Municipal water withdrawal,4251,1975,11.4,,
India,100,Municipal water withdrawal,4251,1980,14.05,,
India,100,Municipal water withdrawal,4251,1986,18.36,,
India,100,Municipal water withdrawal,4251,1990,25,,
India,100,Municipal water withdrawal,4251,2000,42,,
India,100,Municipal water withdrawal,4251,2010,56,,
Indonesia,101,Municipal water withdrawal,4251,1990,4.729,L,
Indonesia,101,Municipal water withdrawal,4251,2000,13.13,,
Indonesia,101,Municipal water withdrawal,4251,2005,13.99,L,
Indonesia,101,Municipal water withdrawal,4251,2016,23.8,,
Iran (Islamic Republic of),102,Municipal water withdrawal,4251,1995,6,,
Iran (Islamic Republic of),102,Municipal water withdrawal,4251,2001,4.925,L,
Iran (Islamic Republic of),102,Municipal water withdrawal,4251,2004,6.2,E,
Iraq,103,Municipal water withdrawal,4251,1975,0.58,E,
Iraq,103,Municipal water withdrawal,4251,1980,0.715,,
Iraq,103,Municipal water withdrawal,4251,1985,0.85,,
Iraq,103,Municipal water withdrawal,4251,1990,1.28,L,
Iraq,103,Municipal water withdrawal,4251,1995,2.79,,
Iraq,103,Municipal water withdrawal,4251,2000,4.3,,
Iraq,103,Municipal water withdrawal,4251,2016,1.23,L,
Ireland,104,Municipal water withdrawal,4251,1980,0.413,,
Ireland,104,Municipal water withdrawal,4251,1994,0.47,L,
Ireland,104,Municipal water withdrawal,4251,2002,0.58,L,
Ireland,104,Municipal water withdrawal,4251,2007,0.679,,
Ireland,104,Municipal water withdrawal,4251,2012,0.628,,
Ireland,104,Municipal water withdrawal,4251,2016,0.631,,
Israel,105,Municipal water withdrawal,4251,1970,0.24,,
Israel,105,Municipal water withdrawal,4251,1975,0.3075,,
Israel,105,Municipal water withdrawal,4251,1980,0.375,,
Israel,105,Municipal water withdrawal,4251,1990,0.482,E,
Israel,105,Municipal water withdrawal,4251,2002,0.688,,
Israel,105,Municipal water withdrawal,4251,2004,0.712,E,
Israel,105,Municipal water withdrawal,4251,2010,0.689,E,
Israel,105,Municipal water withdrawal,4251,2017,0.983,E,
Italy,106,Municipal water withdrawal,4251,1970,7,E,
Italy,106,Municipal water withdrawal,4251,1975,7.434,,
Italy,106,Municipal water withdrawal,4251,1980,7.868,L,
Italy,106,Municipal water withdrawal,4251,1985,7.184,L,
Italy,106,Municipal water withdrawal,4251,1990,6.5,,
Italy,106,Municipal water withdrawal,4251,1999,9.111,I,
Italy,106,Municipal water withdrawal,4251,2005,8.942,,
Italy,106,Municipal water withdrawal,4251,2012,9.451,L,
Italy,106,Municipal water withdrawal,4251,2015,9.488,L,
Jamaica,109,Municipal water withdrawal,4251,1993,0.167,,
Jamaica,109,Municipal water withdrawal,4251,2005,0.288,,
Jamaica,109,Municipal water withdrawal,4251,2016,0.14,L,
Japan,110,Municipal water withdrawal,4251,1980,13.7,L,
Japan,110,Municipal water withdrawal,4251,1992,17,,
Japan,110,Municipal water withdrawal,4251,1995,16.34,L,
Japan,110,Municipal water withdrawal,4251,2002,16.28,I,
Japan,110,Municipal water withdrawal,4251,2007,15.7,,
Japan,110,Municipal water withdrawal,4251,2009,15.41,,
Jordan,112,Municipal water withdrawal,4251,1975,0.131,E,
Jordan,112,Municipal water withdrawal,4251,1980,0.133,E,
Jordan,112,Municipal water withdrawal,4251,1985,0.135,E,
Jordan,112,Municipal water withdrawal,4251,1992,0.214,,
Jordan,112,Municipal water withdrawal,4251,2002,0.249,I,
Jordan,112,Municipal water withdrawal,4251,2007,0.294,,
Jordan,112,Municipal water withdrawal,4251,2012,0.354,E,
Jordan,112,Municipal water withdrawal,4251,2016,0.4569,,
Kazakhstan,108,Municipal water withdrawal,4251,1995,0.583,,
Kazakhstan,108,Municipal water withdrawal,4251,2002,2.285,L,
Kazakhstan,108,Municipal water withdrawal,4251,2007,2.542,L,
Kazakhstan,108,Municipal water withdrawal,4251,2012,2.487,,
Kazakhstan,108,Municipal water withdrawal,4251,2017,2.347,,
Kenya,114,Municipal water withdrawal,4251,1990,0.403,,
Kenya,114,Municipal water withdrawal,4251,2003,0.47,,
Kenya,114,Municipal water withdrawal,4251,2010,1.186,,
Kenya,114,Municipal water withdrawal,4251,2016,0.495,,
Kuwait,118,Municipal water withdrawal,4251,1993,0.201,E,
Kuwait,118,Municipal water withdrawal,4251,2002,0.4005,E,
Kuwait,118,Municipal water withdrawal,4251,2005,0.4483,E,
Kyrgyzstan,113,Municipal water withdrawal,4251,1994,0.301,E,
Kyrgyzstan,113,Municipal water withdrawal,4251,2000,0.32,E,
Kyrgyzstan,113,Municipal water withdrawal,4251,2006,0.224,,
Lao Peoples Democratic Republic,120,Municipal water withdrawal,4251,1987,0.0792,,
Lao Peoples Democratic Republic,120,Municipal water withdrawal,4251,2003,0.13,,
Latvia,119,Municipal water withdrawal,4251,2007,0.125,E,
Latvia,119,Municipal water withdrawal,4251,2012,0.1631,,
Latvia,119,Municipal water withdrawal,4251,2017,0.0944,,
Lebanon,121,Municipal water withdrawal,4251,1975,0.083,,
Lebanon,121,Municipal water withdrawal,4251,1994,0.368,,
Lebanon,121,Municipal water withdrawal,4251,2000,0.4341,L,
Lebanon,121,Municipal water withdrawal,4251,2005,0.38,L,
Lebanon,121,Municipal water withdrawal,4251,2015,0.24,,
Lesotho,122,Municipal water withdrawal,4251,1987,0.011,,
Lesotho,122,Municipal water withdrawal,4251,2000,0.02,,
Liberia,123,Municipal water withdrawal,4251,1987,0.0351,I,
Liberia,123,Municipal water withdrawal,4251,2000,0.0711,,
Liberia,123,Municipal water withdrawal,4251,2005,0.0802,,
Libya,124,Municipal water withdrawal,4251,1985,0.393,L,
Libya,124,Municipal water withdrawal,4251,1990,0.41,L,
Libya,124,Municipal water withdrawal,4251,1994,0.5,E,
Libya,124,Municipal water withdrawal,4251,2000,0.61,E,
Libya,124,Municipal water withdrawal,4251,2012,0.7,E,
Lithuania,126,Municipal water withdrawal,4251,1995,0.205,E,
Lithuania,126,Municipal water withdrawal,4251,2001,0.172,,
Lithuania,126,Municipal water withdrawal,4251,2017,0.1304,L,
Luxembourg,256,Municipal water withdrawal,4251,1989,0.0561,E,
Luxembourg,256,Municipal water withdrawal,4251,1995,0.042,E,
Luxembourg,256,Municipal water withdrawal,4251,1999,0.0461,,
Luxembourg,256,Municipal water withdrawal,4251,2012,0.0406,,
Luxembourg,256,Municipal water withdrawal,4251,2017,0.0436,,
Madagascar,129,Municipal water withdrawal,4251,1984,0.163,L,
Madagascar,129,Municipal water withdrawal,4251,2000,0.2388,L,
Madagascar,129,Municipal water withdrawal,4251,2006,0.395,,
Malawi,130,Municipal water withdrawal,4251,1985,0.054,,
Malawi,130,Municipal water withdrawal,4251,1990,0.0768,L,
Malawi,130,Municipal water withdrawal,4251,1994,0.095,L,
Malawi,130,Municipal water withdrawal,4251,2000,0.1196,E,
Malawi,130,Municipal water withdrawal,4251,2005,0.1431,E,
Malaysia,131,Municipal water withdrawal,4251,1990,0.818,E,
Malaysia,131,Municipal water withdrawal,4251,1995,1.342,E,
Maldives,132,Municipal water withdrawal,4251,1987,0.0033,E,
Maldives,132,Municipal water withdrawal,4251,2000,0.0062,,
Maldives,132,Municipal water withdrawal,4251,2008,0.0056,,
Mali,133,Municipal water withdrawal,4251,1987,0.027,,
Mali,133,Municipal water withdrawal,4251,2006,0.107,L,
Malta,134,Municipal water withdrawal,4251,1970,0.016,,
Malta,134,Municipal water withdrawal,4251,1975,0.0179,,
Malta,134,Municipal water withdrawal,4251,1985,0.0269,,
Malta,134,Municipal water withdrawal,4251,1995,0.049,L,
Malta,134,Municipal water withdrawal,4251,2002,0.0344,L,
Malta,134,Municipal water withdrawal,4251,2003,0.0344,E,
Malta,134,Municipal water withdrawal,4251,2012,0.015,L,
Malta,134,Municipal water withdrawal,4251,2017,0.0374,L,
Mauritania,136,Municipal water withdrawal,4251,1980,0.088,,
Mauritania,136,Municipal water withdrawal,4251,1985,0.1,,
Mauritania,136,Municipal water withdrawal,4251,2000,0.0759,L,
Mauritania,136,Municipal water withdrawal,4251,2005,0.0954,L,
Mauritius,137,Municipal water withdrawal,4251,1974,0.0584,,
Mauritius,137,Municipal water withdrawal,4251,1995,0.108,L,
Mauritius,137,Municipal water withdrawal,4251,2007,0.201,I,
Mauritius,137,Municipal water withdrawal,4251,2012,0.206,,
Mauritius,137,Municipal water withdrawal,4251,2017,0.26,,
Mexico,138,Municipal water withdrawal,4251,2002,9.6,,
Mexico,138,Municipal water withdrawal,4251,2007,11.16,L,
Mexico,138,Municipal water withdrawal,4251,2012,11.98,,
Mexico,138,Municipal water withdrawal,4251,2017,14.23,,
Monaco,140,Municipal water withdrawal,4251,1990,0.0067,E,
Monaco,140,Municipal water withdrawal,4251,1997,0.006,E,
Monaco,140,Municipal water withdrawal,4251,2002,0.0058,E,
Monaco,140,Municipal water withdrawal,4251,2007,0.0055,E,
Monaco,140,Municipal water withdrawal,4251,2009,0.005,E,
Mongolia,141,Municipal water withdrawal,4251,1993,0.085,E,
Mongolia,141,Municipal water withdrawal,4251,2006,0.098,,
Mongolia,141,Municipal water withdrawal,4251,2009,0.071,,
Mongolia,141,Municipal water withdrawal,4251,2016,0.0453,,
Montenegro,273,Municipal water withdrawal,4251,2008,0.0964,,
Morocco,143,Municipal water withdrawal,4251,1992,0.543,,
Morocco,143,Municipal water withdrawal,4251,2002,3,,
Morocco,143,Municipal water withdrawal,4251,2010,1.063,L,
Mozambique,144,Municipal water withdrawal,4251,1990,0.053,,
