# File: NEI_emissions_to_CEDS_adj_2017.csv
# Title: NEI emissions aggregated to states / pollutants / and extended CEDS sectors for 2017
# Units: TON
# Source: NEI 2017 version 1 accessible from: https://www.epa.gov/air-emissions-inventories/2017-national-emissions-inventory-nei-data#datas
# Comments: This data is pre-processed exogenously in a script available here: https://stash.pnnl.gov/projects/JGCRI/repos/gcam-core-data-proc_usnei_to_gcam/browse
# Column types: cccccn
# ----------
state,pollutant,CEDS_Sector,CEDS_Fuel,unit,emissions
AK,Carbon Monoxide,1A3dii_Domestic-navigation (shipping),diesel_oil,TON,1562.777443
AK,Carbon Monoxide,1A3dii_Domestic-navigation (shipping),heavy_oil,TON,154.1461566
AK,Carbon Monoxide,1A4ai_Commercial-institutional-stationary,biomass,TON,95.07427386
AK,Carbon Monoxide,1A4ai_Commercial-institutional-stationary,diesel_oil,TON,214.1262954
AK,Carbon Monoxide,1A4ai_Commercial-institutional-stationary,hard_coal,TON,172.5131376
AK,Carbon Monoxide,1A4ai_Commercial-institutional-stationary,heavy_oil,TON,0.010019348
AK,Carbon Monoxide,1A4ai_Commercial-institutional-stationary,light_oil,TON,0.425807434
AK,Carbon Monoxide,1A4ai_Commercial-institutional-stationary,natural_gas,TON,399.0129288
AK,Carbon Monoxide,1A4aii_Commercial-institutional-mobile,diesel_oil,TON,56.27276863
AK,Carbon Monoxide,1A4aii_Commercial-institutional-mobile,light_oil,TON,2765.453434
AK,Carbon Monoxide,1A4aii_Commercial-institutional-mobile,natural_gas,TON,12.79820932
AK,Carbon Monoxide,1A4bi_Residential-mobile,diesel_oil,TON,7.91966424
AK,Carbon Monoxide,1A4bi_Residential-mobile,light_oil,TON,7458.868403
AK,Carbon Monoxide,1A4bi_Residential-stationary,biomass,TON,230931.7832
AK,Carbon Monoxide,1A4bi_Residential-stationary,diesel_oil,TON,872.586022
AK,Carbon Monoxide,1A4bi_Residential-stationary,hard_coal,TON,0
AK,Carbon Monoxide,1A4bi_Residential-stationary,light_oil,TON,1.113749941
AK,Carbon Monoxide,1A4bi_Residential-stationary,natural_gas,TON,431.0937664
AK,Carbon Monoxide,1A4c_Agriculture-forestry-fishing,diesel_oil,TON,95.6741612
AK,Carbon Monoxide,1A4c_Agriculture-forestry-fishing,light_oil,TON,261.9245019
AK,Carbon Monoxide,1A4c_Agriculture-forestry-fishing,natural_gas,TON,1.636120015
AK,Carbon Monoxide,1A5_Recreational-Equipment-Land,diesel_oil,TON,2.26623695
AK,Carbon Monoxide,1A5_Recreational-Equipment-Land,light_oil,TON,16196.41161
AK,Carbon Monoxide,1A5_Recreational-Equipment-Marine,diesel_oil,TON,22.28815883
AK,Carbon Monoxide,1A5_Recreational-Equipment-Marine,light_oil,TON,4674.986718
AK,Carbon Monoxide,1B2ai_Fugitive-petr-prod,Other_Fuel,TON,1583.1554
AK,Carbon Monoxide,1B2av_Fugitive-petr-distr,,TON,0
AK,Carbon Monoxide,1B2av_Fugitive-petr-distr,Gasoline,TON,56.003
AK,Carbon Monoxide,1B2av_Fugitive-petr-distr-marine,light_oil,TON,0
AK,Carbon Monoxide,1B2b_Fugitive-NG-prod-distr,natural_gas,TON,8.16793809
AK,Carbon Monoxide,2A5b_Construction-and-demolition,,TON,108
AK,Carbon Monoxide,2A6_Other-minerals,,TON,110.9214
AK,Carbon Monoxide,2C7_Other-metal,Other_Fuel,TON,50.1334
AK,Carbon Monoxide,2D3d_Coating-application,,TON,0
AK,Carbon Monoxide,2H2_Food-and-beverage,,TON,199.1787202
AK,Carbon Monoxide,2H3_Other-industrial-processes,biomass,TON,0.0037
AK,Carbon Monoxide,5A_Solid-waste-disposal,Other_Fuel,TON,127.715436
AK,Carbon Monoxide,5C_Incineration,,TON,12.71657167
AK,Carbon Monoxide,5C_Incineration,biomass,TON,8.236140531
AK,Carbon Monoxide,5D1_Wastewater-domestic,Other_Fuel,TON,0.0083
AK,Carbon Monoxide,5E_Other-waste,Other_Fuel,TON,0.91
AK,Methane,1A2_Industrial_fuel_comb_off_hwy,diesel_oil,TON,0.387315958
AK,Methane,1A2_Industrial_fuel_comb_off_hwy,light_oil,TON,1.47685064
AK,Methane,1A2_Industrial_fuel_comb_off_hwy,natural_gas,TON,2.923988591
AK,Methane,1A2g_Construction_and_Mining,diesel_oil,TON,5.670437488
AK,Methane,1A2g_Construction_and_Mining,light_oil,TON,3.226617162
AK,Methane,1A2g_Construction_and_Mining,natural_gas,TON,0.05788363
AK,Methane,1A3bii_Road-LDV,diesel_oil,TON,22.76140703
AK,Methane,1A3bii_Road-LDV,light_oil,TON,212.3998284
AK,Methane,1A3bii_Road-truck-Light-Commertial,diesel_oil,TON,10.47465558
AK,Methane,1A3bii_Road-truck-Light-Commertial,light_oil,TON,17.59741743
AK,Methane,1A3biii_Road-bus,diesel_oil,TON,1.765351231
AK,Methane,1A3biii_Road-bus,light_oil,TON,12.40720061
AK,Methane,1A3biii_Road-bus,natural_gas,TON,1.013170221
AK,Methane,1A3biii_Road-truck-Long-haul,diesel_oil,TON,8.020456387
AK,Methane,1A3biii_Road-truck-Long-haul,light_oil,TON,0.186458078
AK,Methane,1A3biii_Road-truck-Short-haul,diesel_oil,TON,7.537868559
AK,Methane,1A3biii_Road-truck-Short-haul,light_oil,TON,2.868762768
AK,Methane,1A3biv_Road-mopeds-motorcycles,light_oil,TON,1.418273888
AK,Methane,1A4aii_Commercial-institutional-mobile,diesel_oil,TON,0.558975839
AK,Methane,1A4aii_Commercial-institutional-mobile,light_oil,TON,9.77669481
AK,Methane,1A4aii_Commercial-institutional-mobile,natural_gas,TON,6.082458677
AK,Methane,1A4bi_Residential-mobile,diesel_oil,TON,0.100629128
AK,Methane,1A4bi_Residential-mobile,light_oil,TON,30.25021344
AK,Methane,1A4c_Agriculture-forestry-fishing,diesel_oil,TON,1.304423145
AK,Methane,1A4c_Agriculture-forestry-fishing,light_oil,TON,0.927474502
AK,Methane,1A4c_Agriculture-forestry-fishing,natural_gas,TON,0.660426525
AK,Methane,1A5_Recreational-Equipment-Land,diesel_oil,TON,0.013502828
AK,Methane,1A5_Recreational-Equipment-Land,light_oil,TON,151.8121895
AK,Methane,1A5_Recreational-Equipment-Marine,diesel_oil,TON,0.346054986
AK,Methane,1A5_Recreational-Equipment-Marine,light_oil,TON,43.38054148
AK,Methane,2H3_Other-industrial-processes,Other_Fuel,TON,38382.89429
AK,Nitrogen Oxides,11C_Other-natural,,TON,48513.6753
AK,Nitrogen Oxides,1A1a_Public-Electricity,biomass,TON,4.16
AK,Nitrogen Oxides,1A1a_Public-Electricity,diesel_oil,TON,12395.1451
AK,Nitrogen Oxides,1A1a_Public-Electricity,hard_coal,TON,1118.5016
AK,Nitrogen Oxides,1A1a_Public-Electricity,light_oil,TON,430.0589
AK,Nitrogen Oxides,1A1a_Public-Electricity,natural_gas,TON,5551.8874
AK,Nitrogen Oxides,1A1b_Pet-refining,diesel_oil,TON,0
AK,Nitrogen Oxides,1A1b_Pet-refining,natural_gas,TON,406.2746
AK,Nitrogen Oxides,1A1g_Other-energy-transf,diesel_oil,TON,108.0298
AK,Nitrogen Oxides,1A1g_Other-energy-transf,natural_gas,TON,980.7992
AK,Nitrogen Oxides,1A2_Industrial_fuel_comb_off_hwy,diesel_oil,TON,139.2430994
AK,Nitrogen Oxides,1A2_Industrial_fuel_comb_off_hwy,light_oil,TON,64.36475686
AK,Nitrogen Oxides,1A2_Industrial_fuel_comb_off_hwy,natural_gas,TON,1.135600954
AK,Nitrogen Oxides,1A2_Industrial_fuel_combustion,Anthracite_Lignite,TON,0
AK,Nitrogen Oxides,1A2_Industrial_fuel_combustion,biomass,TON,13.12060636
AK,Nitrogen Oxides,1A2_Industrial_fuel_combustion,diesel_oil,TON,1931.073935
AK,Nitrogen Oxides,1A2_Industrial_fuel_combustion,hard_coal,TON,608.2947497
AK,Nitrogen Oxides,1A2_Industrial_fuel_combustion,heavy_oil,TON,0.541587409
AK,Nitrogen Oxides,1A2_Industrial_fuel_combustion,light_oil,TON,0
AK,Nitrogen Oxides,1A2_Industrial_fuel_combustion,natural_gas,TON,34954.20092
AK,Nitrogen Oxides,1A2c_Chemicals,diesel_oil,TON,12.5292
AK,Nitrogen Oxides,1A2g_Construction_and_Mining,diesel_oil,TON,1066.490561
AK,Nitrogen Oxides,1A2g_Construction_and_Mining,light_oil,TON,13.49272915
AK,Nitrogen Oxides,1A2g_Construction_and_Mining,natural_gas,TON,0.015194513
AK,Nitrogen Oxides,1A3aii_Domestic-aviation,Other_Fuel,TON,4355.118474
AK,Nitrogen Oxides,1A3bii_Road-LDV,diesel_oil,TON,839.7756679
AK,Nitrogen Oxides,1A3bii_Road-LDV,light_oil,TON,5699.369798
AK,Nitrogen Oxides,1A3bii_Road-truck-Light-Commertial,diesel_oil,TON,215.3547592
AK,Nitrogen Oxides,1A3bii_Road-truck-Light-Commertial,light_oil,TON,386.3619902
AK,Nitrogen Oxides,1A3biii_Road-bus,diesel_oil,TON,281.439295
AK,Nitrogen Oxides,1A3biii_Road-bus,light_oil,TON,632.2098923
AK,Nitrogen Oxides,1A3biii_Road-bus,natural_gas,TON,0.593233574
AK,Nitrogen Oxides,1A3biii_Road-truck-Long-haul,diesel_oil,TON,1423.45553
AK,Nitrogen Oxides,1A3biii_Road-truck-Long-haul,light_oil,TON,13.89547583
AK,Nitrogen Oxides,1A3biii_Road-truck-Short-haul,diesel_oil,TON,1472.590828
AK,Nitrogen Oxides,1A3biii_Road-truck-Short-haul,light_oil,TON,136.5799167
AK,Nitrogen Oxides,1A3biv_Road-mopeds-motorcycles,light_oil,TON,22.27104627
AK,Nitrogen Oxides,1A3c_Rail,diesel_oil,TON,381.770191
AK,Nitrogen Oxides,1A3dii_Domestic-navigation (shipping),diesel_oil,TON,12991.63397
AK,Nitrogen Oxides,1A3dii_Domestic-navigation (shipping),heavy_oil,TON,1632.120551
AK,Nitrogen Oxides,1A4ai_Commercial-institutional-stationary,biomass,TON,34.8659356
AK,Nitrogen Oxides,1A4ai_Commercial-institutional-stationary,diesel_oil,TON,865.9372704
AK,Nitrogen Oxides,1A4ai_Commercial-institutional-stationary,hard_coal,TON,303.6531001
AK,Nitrogen Oxides,1A4ai_Commercial-institutional-stationary,heavy_oil,TON,0.030062679
AK,Nitrogen Oxides,1A4ai_Commercial-institutional-stationary,light_oil,TON,1.703492181
AK,Nitrogen Oxides,1A4ai_Commercial-institutional-stationary,natural_gas,TON,732.1824503
AK,Nitrogen Oxides,1A4aii_Commercial-institutional-mobile,diesel_oil,TON,105.972469
AK,Nitrogen Oxides,1A4aii_Commercial-institutional-mobile,light_oil,TON,40.92374568
AK,Nitrogen Oxides,1A4aii_Commercial-institutional-mobile,natural_gas,TON,2.521308759
AK,Nitrogen Oxides,1A4bi_Residential-mobile,diesel_oil,TON,20.27679336
AK,Nitrogen Oxides,1A4bi_Residential-mobile,light_oil,TON,82.89166113
AK,Nitrogen Oxides,1A4bi_Residential-stationary,biomass,TON,5063.579757
AK,Nitrogen Oxides,1A4bi_Residential-stationary,diesel_oil,TON,3208.308122
AK,Nitrogen Oxides,1A4bi_Residential-stationary,hard_coal,TON,0
AK,Nitrogen Oxides,1A4bi_Residential-stationary,light_oil,TON,4.00950041
AK,Nitrogen Oxides,1A4bi_Residential-stationary,natural_gas,TON,1116.835458
AK,Nitrogen Oxides,1A4c_Agriculture-forestry-fishing,diesel_oil,TON,225.8103071
AK,Nitrogen Oxides,1A4c_Agriculture-forestry-fishing,light_oil,TON,5.109944605
AK,Nitrogen Oxides,1A4c_Agriculture-forestry-fishing,natural_gas,TON,0.313611263
AK,Nitrogen Oxides,1A5_Recreational-Equipment-Land,diesel_oil,TON,2.5164349
AK,Nitrogen Oxides,1A5_Recreational-Equipment-Land,light_oil,TON,386.6819041
AK,Nitrogen Oxides,1A5_Recreational-Equipment-Marine,diesel_oil,TON,110.5510733
AK,Nitrogen Oxides,1A5_Recreational-Equipment-Marine,light_oil,TON,333.7036609
AK,Nitrogen Oxides,1B2ai_Fugitive-petr-prod,Other_Fuel,TON,770.6696379
AK,Nitrogen Oxides,1B2av_Fugitive-petr-distr,,TON,0
AK,Nitrogen Oxides,1B2av_Fugitive-petr-distr,Gasoline,TON,13.001
AK,Nitrogen Oxides,1B2av_Fugitive-petr-distr-marine,light_oil,TON,0
AK,Nitrogen Oxides,1B2b_Fugitive-NG-prod-distr,natural_gas,TON,11.1673045
AK,Nitrogen Oxides,2A5b_Construction-and-demolition,,TON,99
AK,Nitrogen Oxides,2A6_Other-minerals,,TON,282.8863
AK,Nitrogen Oxides,2C7_Other-metal,Other_Fuel,TON,22.2067
AK,Nitrogen Oxides,2D3d_Coating-application,,TON,0
AK,Nitrogen Oxides,2H2_Food-and-beverage,Other_Fuel,TON,519.177
AK,Nitrogen Oxides,2H3_Other-industrial-processes,biomass,TON,0.0005
AK,Nitrogen Oxides,5A_Solid-waste-disposal,Other_Fuel,TON,12.0447
AK,Nitrogen Oxides,5C_Incineration,,TON,11.57396942
AK,Nitrogen Oxides,5C_Incineration,biomass,TON,3.922697348
AK,Nitrogen Oxides,5D1_Wastewater-domestic,Other_Fuel,TON,0.0303
AK,Nitrogen Oxides,5E_Other-waste,Other_Fuel,TON,1.37
AK,Nitrous Oxide,1A3bii_Road-LDV,diesel_oil,TON,0.803456896
AK,Nitrous Oxide,1A3bii_Road-LDV,light_oil,TON,133.1917779
AK,Nitrous Oxide,1A3bii_Road-truck-Light-Commertial,diesel_oil,TON,0.265331648
AK,Nitrous Oxide,1A3bii_Road-truck-Light-Commertial,light_oil,TON,10.22822034
AK,Nitrous Oxide,1A3biii_Road-bus,diesel_oil,TON,0.086850624
AK,Nitrous Oxide,1A3biii_Road-bus,light_oil,TON,3.920455498
AK,Nitrous Oxide,1A3biii_Road-bus,natural_gas,TON,0.038242957
AK,Nitrous Oxide,1A3biii_Road-truck-Long-haul,diesel_oil,TON,0.348307279
AK,Nitrous Oxide,1A3biii_Road-truck-Long-haul,light_oil,TON,0.109329418
AK,Nitrous Oxide,1A3biii_Road-truck-Short-haul,diesel_oil,TON,0.578016715
AK,Nitrous Oxide,1A3biii_Road-truck-Short-haul,light_oil,TON,1.606310652
AK,Nitrous Oxide,1A3biv_Road-mopeds-motorcycles,light_oil,TON,0.21392573
AK,Nitrous Oxide,2H3_Other-industrial-processes,Other_Fuel,TON,46.18905647
AK,PM10 Filterable,1A1a_Public-Electricity,biomass,TON,0.0651
AK,PM10 Filterable,1A1a_Public-Electricity,diesel_oil,TON,473.4168896
AK,PM10 Filterable,1A1a_Public-Electricity,hard_coal,TON,70.3057207
AK,PM10 Filterable,1A1a_Public-Electricity,light_oil,TON,6.7257
AK,PM10 Filterable,1A1a_Public-Electricity,natural_gas,TON,131.4508
AK,PM10 Filterable,1A1b_Pet-refining,diesel_oil,TON,0
AK,PM10 Filterable,1A1b_Pet-refining,natural_gas,TON,11.6475
AK,PM10 Filterable,1A1g_Other-energy-transf,diesel_oil,TON,1.7436
AK,PM10 Filterable,1A1g_Other-energy-transf,natural_gas,TON,84.5941057
AK,PM10 Filterable,1A2_Industrial_fuel_combustion,Anthracite_Lignite,TON,0
AK,PM10 Filterable,1A2_Industrial_fuel_combustion,biomass,TON,27.81277094
AK,PM10 Filterable,1A2_Industrial_fuel_combustion,diesel_oil,TON,83.50926901
AK,PM10 Filterable,1A2_Industrial_fuel_combustion,hard_coal,TON,17.38842259
AK,PM10 Filterable,1A2_Industrial_fuel_combustion,heavy_oil,TON,0.041068668
AK,PM10 Filterable,1A2_Industrial_fuel_combustion,light_oil,TON,0
