# File: MARKAL_nonghg_indenergy_tech_coeff_USA_dhl.csv
# Title: Industrial fuel use emission factors
# Source: Dan Loughlin (EPA)'s calculations based on GREET 2014 and market shares estimated using the EPA US nine-region MARKAL database: Database documentation Office of Research and Development. U.S. Environmental Protection Agency; 2013. No.: EPA 600/B-13/203. Available at:http://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=278925&CFID=36235307&CFTOKEN=34660040&jsessionid=cc308791e9d5b702ad59412787521533d523
# EFs for NOx SO2 PM10 PM2.5 NMVOC CO BC and OC
# Units: Tg/EJ
# Column types: ccccicn
# ----------
region,supplysector,subsector,stub.technology,year,Non.CO2,emiss.coeff
AK,industrial fuel use,gas,gas cogen,2040,NOx,0.050422899
AK,industrial fuel use,gas,gas cogen,2045,NOx,0.050680722
AK,industrial fuel use,gas,gas cogen,2050,NOx,0.0517343
AK,industrial fuel use,gas,gas cogen,2055,NOx,0.052443137
AK,industrial fuel use,liquid fuels,liquid fuels,2005,NOx,0.106478279
AK,industrial fuel use,liquid fuels,liquid fuels,2010,NOx,0.084533941
AK,industrial fuel use,liquid fuels,liquid fuels,2015,NOx,0.122125747
AK,industrial fuel use,liquid fuels,liquid fuels,2020,NOx,0.099602575
AK,industrial fuel use,liquid fuels,liquid fuels,2025,NOx,0.099883863
AK,industrial fuel use,liquid fuels,liquid fuels,2030,NOx,0.103820578
AK,industrial fuel use,liquid fuels,liquid fuels,2035,NOx,0.110247378
AK,industrial fuel use,liquid fuels,liquid fuels,2040,NOx,0.118612445
AK,industrial fuel use,liquid fuels,liquid fuels,2045,NOx,0.113739208
AK,industrial fuel use,liquid fuels,liquid fuels,2050,NOx,0.119924426
AK,industrial fuel use,liquid fuels,liquid fuels,2055,NOx,0.142152341
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2005,NOx,0.106478279
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2010,NOx,0.084533941
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2015,NOx,0.122125747
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2020,NOx,0.099602575
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2025,NOx,0.099883863
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2030,NOx,0.103820578
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2035,NOx,0.110247378
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2040,NOx,0.118612445
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2045,NOx,0.113739208
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2050,NOx,0.119924426
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2055,NOx,0.142152341
AK,industrial fuel use,biomass,biomass,2005,NOx,0.053534287
AK,industrial fuel use,biomass,biomass,2010,NOx,0.039262579
AK,industrial fuel use,biomass,biomass,2015,NOx,0.036282631
AK,industrial fuel use,biomass,biomass,2020,NOx,0.034365052
AK,industrial fuel use,biomass,biomass,2025,NOx,0.031459832
AK,industrial fuel use,biomass,biomass,2030,NOx,0.029580451
AK,industrial fuel use,biomass,biomass,2035,NOx,0.028030976
AK,industrial fuel use,biomass,biomass,2040,NOx,0.026946029
AK,industrial fuel use,biomass,biomass,2045,NOx,0.025829366
AK,industrial fuel use,biomass,biomass,2050,NOx,0.025099994
AK,industrial fuel use,biomass,biomass,2055,NOx,0.023618343
AK,industrial fuel use,biomass,biomass cogen,2005,NOx,0.053534287
AK,industrial fuel use,biomass,biomass cogen,2010,NOx,0.039262579
AK,industrial fuel use,biomass,biomass cogen,2015,NOx,0.036282631
AK,industrial fuel use,biomass,biomass cogen,2020,NOx,0.034365052
AK,industrial fuel use,biomass,biomass cogen,2025,NOx,0.031459832
AK,industrial fuel use,biomass,biomass cogen,2030,NOx,0.029580451
AK,industrial fuel use,biomass,biomass cogen,2035,NOx,0.028030976
AK,industrial fuel use,biomass,biomass cogen,2040,NOx,0.026946029
AK,industrial fuel use,biomass,biomass cogen,2045,NOx,0.025829366
AK,industrial fuel use,biomass,biomass cogen,2050,NOx,0.025099994
AK,industrial fuel use,biomass,biomass cogen,2055,NOx,0.023618343
AK,industrial fuel use,coal,coal,2005,SO2,0.709862367
AK,industrial fuel use,coal,coal,2010,SO2,0.679592789
AK,industrial fuel use,coal,coal,2015,SO2,0.590904591
AK,industrial fuel use,coal,coal,2020,SO2,0.549595621
AK,industrial fuel use,coal,coal,2025,SO2,0.56430149
AK,industrial fuel use,coal,coal,2030,SO2,0.576548046
AK,industrial fuel use,coal,coal,2035,SO2,0.583595424
AK,industrial fuel use,coal,coal,2040,SO2,0.590805881
AK,industrial fuel use,coal,coal,2045,SO2,0.596410723
AK,industrial fuel use,coal,coal,2050,SO2,0.606154195
AK,industrial fuel use,coal,coal,2055,SO2,0.611234923
AK,industrial fuel use,coal,coal cogen,2005,SO2,0.709862367
AK,industrial fuel use,coal,coal cogen,2010,SO2,0.679592789
AK,industrial fuel use,coal,coal cogen,2015,SO2,0.590904591
AK,industrial fuel use,coal,coal cogen,2020,SO2,0.549595621
AK,industrial fuel use,coal,coal cogen,2025,SO2,0.56430149
AK,industrial fuel use,coal,coal cogen,2030,SO2,0.576548046
AK,industrial fuel use,coal,coal cogen,2035,SO2,0.583595424
AK,industrial fuel use,coal,coal cogen,2040,SO2,0.590805881
AK,industrial fuel use,coal,coal cogen,2045,SO2,0.596410723
AK,industrial fuel use,coal,coal cogen,2050,SO2,0.606154195
AK,industrial fuel use,coal,coal cogen,2055,SO2,0.611234923
AK,industrial fuel use,gas,gas,2005,SO2,0.000213988
AK,industrial fuel use,gas,gas,2010,SO2,0.002761946
AK,industrial fuel use,gas,gas,2015,SO2,0.002854723
AK,industrial fuel use,gas,gas,2020,SO2,0.002771127
AK,industrial fuel use,gas,gas,2025,SO2,0.002798763
AK,industrial fuel use,gas,gas,2030,SO2,0.002938075
AK,industrial fuel use,gas,gas,2035,SO2,0.003016098
AK,industrial fuel use,gas,gas,2040,SO2,0.003118901
AK,industrial fuel use,gas,gas,2045,SO2,0.00311325
AK,industrial fuel use,gas,gas,2050,SO2,0.003090451
AK,industrial fuel use,gas,gas,2055,SO2,0.003025213
AK,industrial fuel use,gas,gas cogen,2005,SO2,0.000213988
AK,industrial fuel use,gas,gas cogen,2010,SO2,0.002761946
AK,industrial fuel use,gas,gas cogen,2015,SO2,0.002854723
AK,industrial fuel use,gas,gas cogen,2020,SO2,0.002771127
AK,industrial fuel use,gas,gas cogen,2025,SO2,0.002798763
AK,industrial fuel use,gas,gas cogen,2030,SO2,0.002938075
AK,industrial fuel use,gas,gas cogen,2035,SO2,0.003016098
AK,industrial fuel use,gas,gas cogen,2040,SO2,0.003118901
AK,industrial fuel use,gas,gas cogen,2045,SO2,0.00311325
AK,industrial fuel use,gas,gas cogen,2050,SO2,0.003090451
AK,industrial fuel use,gas,gas cogen,2055,SO2,0.003025213
AK,industrial fuel use,liquid fuels,liquid fuels,2005,SO2,0.074354348
AK,industrial fuel use,liquid fuels,liquid fuels,2010,SO2,0.05577291
AK,industrial fuel use,liquid fuels,liquid fuels,2015,SO2,0.108171466
AK,industrial fuel use,liquid fuels,liquid fuels,2020,SO2,0.085765925
AK,industrial fuel use,liquid fuels,liquid fuels,2025,SO2,0.086051899
AK,industrial fuel use,liquid fuels,liquid fuels,2030,SO2,0.087052124
AK,industrial fuel use,liquid fuels,liquid fuels,2035,SO2,0.092889725
AK,industrial fuel use,liquid fuels,liquid fuels,2040,SO2,0.101337111
AK,industrial fuel use,liquid fuels,liquid fuels,2045,SO2,0.0992303
AK,industrial fuel use,liquid fuels,liquid fuels,2050,SO2,0.105851024
AK,industrial fuel use,liquid fuels,liquid fuels,2055,SO2,0.130017179
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2005,SO2,0.074354348
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2010,SO2,0.05577291
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2015,SO2,0.108171466
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2020,SO2,0.085765925
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2025,SO2,0.086051899
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2030,SO2,0.087052124
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2035,SO2,0.092889725
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2040,SO2,0.101337111
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2045,SO2,0.0992303
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2050,SO2,0.105851024
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2055,SO2,0.130017179
AK,industrial fuel use,biomass,biomass,2005,SO2,0.006849688
AK,industrial fuel use,biomass,biomass,2010,SO2,0.005812341
AK,industrial fuel use,biomass,biomass,2015,SO2,0.005070281
AK,industrial fuel use,biomass,biomass,2020,SO2,0.005176373
AK,industrial fuel use,biomass,biomass,2025,SO2,0.005205835
AK,industrial fuel use,biomass,biomass,2030,SO2,0.0051985
AK,industrial fuel use,biomass,biomass,2035,SO2,0.005184311
AK,industrial fuel use,biomass,biomass,2040,SO2,0.005259589
AK,industrial fuel use,biomass,biomass,2045,SO2,0.005213556
AK,industrial fuel use,biomass,biomass,2050,SO2,0.005181054
AK,industrial fuel use,biomass,biomass,2055,SO2,0.005134422
AK,industrial fuel use,biomass,biomass cogen,2005,SO2,0.006849688
AK,industrial fuel use,biomass,biomass cogen,2010,SO2,0.005812341
AK,industrial fuel use,biomass,biomass cogen,2015,SO2,0.005070281
AK,industrial fuel use,biomass,biomass cogen,2020,SO2,0.005176373
AK,industrial fuel use,biomass,biomass cogen,2025,SO2,0.005205835
AK,industrial fuel use,biomass,biomass cogen,2030,SO2,0.0051985
AK,industrial fuel use,biomass,biomass cogen,2035,SO2,0.005184311
AK,industrial fuel use,biomass,biomass cogen,2040,SO2,0.005259589
AK,industrial fuel use,biomass,biomass cogen,2045,SO2,0.005213556
AK,industrial fuel use,biomass,biomass cogen,2050,SO2,0.005181054
AK,industrial fuel use,biomass,biomass cogen,2055,SO2,0.005134422
AK,industrial fuel use,coal,coal,2005,PM10,0.136452905
AK,industrial fuel use,coal,coal,2010,PM10,0.093662835
AK,industrial fuel use,coal,coal,2015,PM10,0.100887759
AK,industrial fuel use,coal,coal,2020,PM10,0.094503476
AK,industrial fuel use,coal,coal,2025,PM10,0.09752377
AK,industrial fuel use,coal,coal,2030,PM10,0.099823133
AK,industrial fuel use,coal,coal,2035,PM10,0.101097535
AK,industrial fuel use,coal,coal,2040,PM10,0.102438117
AK,industrial fuel use,coal,coal,2045,PM10,0.103553978
AK,industrial fuel use,coal,coal,2050,PM10,0.105393893
AK,industrial fuel use,coal,coal,2055,PM10,0.106304221
AK,industrial fuel use,coal,coal cogen,2005,PM10,0.136452905
AK,industrial fuel use,coal,coal cogen,2010,PM10,0.093662835
AK,industrial fuel use,coal,coal cogen,2015,PM10,0.100887759
AK,industrial fuel use,coal,coal cogen,2020,PM10,0.094503476
AK,industrial fuel use,coal,coal cogen,2025,PM10,0.09752377
AK,industrial fuel use,coal,coal cogen,2030,PM10,0.099823133
AK,industrial fuel use,coal,coal cogen,2035,PM10,0.101097535
AK,industrial fuel use,coal,coal cogen,2040,PM10,0.102438117
AK,industrial fuel use,coal,coal cogen,2045,PM10,0.103553978
AK,industrial fuel use,coal,coal cogen,2050,PM10,0.105393893
AK,industrial fuel use,coal,coal cogen,2055,PM10,0.106304221
AK,industrial fuel use,gas,gas,2005,PM10,0.002144603
AK,industrial fuel use,gas,gas,2010,PM10,0.004157892
AK,industrial fuel use,gas,gas,2015,PM10,0.004308637
AK,industrial fuel use,gas,gas,2020,PM10,0.004261296
AK,industrial fuel use,gas,gas,2025,PM10,0.004334357
AK,industrial fuel use,gas,gas,2030,PM10,0.00454497
AK,industrial fuel use,gas,gas,2035,PM10,0.004581054
AK,industrial fuel use,gas,gas,2040,PM10,0.004690204
AK,industrial fuel use,gas,gas,2045,PM10,0.004695842
AK,industrial fuel use,gas,gas,2050,PM10,0.004649052
AK,industrial fuel use,gas,gas,2055,PM10,0.00454824
AK,industrial fuel use,gas,gas cogen,2005,PM10,0.002144603
AK,industrial fuel use,gas,gas cogen,2010,PM10,0.004157892
AK,industrial fuel use,gas,gas cogen,2015,PM10,0.004308637
AK,industrial fuel use,gas,gas cogen,2020,PM10,0.004261296
AK,industrial fuel use,gas,gas cogen,2025,PM10,0.004334357
AK,industrial fuel use,gas,gas cogen,2030,PM10,0.00454497
AK,industrial fuel use,gas,gas cogen,2035,PM10,0.004581054
AK,industrial fuel use,gas,gas cogen,2040,PM10,0.004690204
AK,industrial fuel use,gas,gas cogen,2045,PM10,0.004695842
AK,industrial fuel use,gas,gas cogen,2050,PM10,0.004649052
AK,industrial fuel use,gas,gas cogen,2055,PM10,0.00454824
AK,industrial fuel use,liquid fuels,liquid fuels,2005,PM10,0.016924975
AK,industrial fuel use,liquid fuels,liquid fuels,2010,PM10,0.021964332
AK,industrial fuel use,liquid fuels,liquid fuels,2015,PM10,0.033128528
AK,industrial fuel use,liquid fuels,liquid fuels,2020,PM10,0.028422216
AK,industrial fuel use,liquid fuels,liquid fuels,2025,PM10,0.028975845
AK,industrial fuel use,liquid fuels,liquid fuels,2030,PM10,0.032239999
AK,industrial fuel use,liquid fuels,liquid fuels,2035,PM10,0.031841319
AK,industrial fuel use,liquid fuels,liquid fuels,2040,PM10,0.03419888
AK,industrial fuel use,liquid fuels,liquid fuels,2045,PM10,0.033712142
AK,industrial fuel use,liquid fuels,liquid fuels,2050,PM10,0.035668487
AK,industrial fuel use,liquid fuels,liquid fuels,2055,PM10,0.040490033
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2005,PM10,0.016924975
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2010,PM10,0.021964332
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2015,PM10,0.033128528
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2020,PM10,0.028422216
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2025,PM10,0.028975845
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2030,PM10,0.032239999
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2035,PM10,0.031841319
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2040,PM10,0.03419888
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2045,PM10,0.033712142
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2050,PM10,0.035668487
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2055,PM10,0.040490033
AK,industrial fuel use,biomass,biomass,2005,PM10,0.009370678
AK,industrial fuel use,biomass,biomass,2010,PM10,0.006416381
AK,industrial fuel use,biomass,biomass,2015,PM10,0.004731426
AK,industrial fuel use,biomass,biomass,2020,PM10,0.00413773
AK,industrial fuel use,biomass,biomass,2025,PM10,0.00358713
AK,industrial fuel use,biomass,biomass,2030,PM10,0.003216628
AK,industrial fuel use,biomass,biomass,2035,PM10,0.002977531
AK,industrial fuel use,biomass,biomass,2040,PM10,0.002884533
AK,industrial fuel use,biomass,biomass,2045,PM10,0.002629568
AK,industrial fuel use,biomass,biomass,2050,PM10,0.002518984
AK,industrial fuel use,biomass,biomass,2055,PM10,0.002272396
AK,industrial fuel use,biomass,biomass cogen,2005,PM10,0.009370678
AK,industrial fuel use,biomass,biomass cogen,2010,PM10,0.006416381
AK,industrial fuel use,biomass,biomass cogen,2015,PM10,0.004731426
AK,industrial fuel use,biomass,biomass cogen,2020,PM10,0.00413773
AK,industrial fuel use,biomass,biomass cogen,2025,PM10,0.00358713
AK,industrial fuel use,biomass,biomass cogen,2030,PM10,0.003216628
AK,industrial fuel use,biomass,biomass cogen,2035,PM10,0.002977531
AK,industrial fuel use,biomass,biomass cogen,2040,PM10,0.002884533
AK,industrial fuel use,biomass,biomass cogen,2045,PM10,0.002629568
AK,industrial fuel use,biomass,biomass cogen,2050,PM10,0.002518984
AK,industrial fuel use,biomass,biomass cogen,2055,PM10,0.002272396
AK,industrial fuel use,coal,coal,2005,PM2.5,0.052305231
AK,industrial fuel use,coal,coal,2010,PM2.5,0.039668327
AK,industrial fuel use,coal,coal,2015,PM2.5,0.041164758
AK,industrial fuel use,coal,coal,2020,PM2.5,0.038515446
AK,industrial fuel use,coal,coal,2025,PM2.5,0.039801228
AK,industrial fuel use,coal,coal,2030,PM2.5,0.040744136
AK,industrial fuel use,coal,coal,2035,PM2.5,0.041303682
AK,industrial fuel use,coal,coal,2040,PM2.5,0.041885353
AK,industrial fuel use,coal,coal,2045,PM2.5,0.042376502
AK,industrial fuel use,coal,coal,2050,PM2.5,0.043171923
AK,industrial fuel use,coal,coal,2055,PM2.5,0.043596782
AK,industrial fuel use,coal,coal cogen,2005,PM2.5,0.052305231
AK,industrial fuel use,coal,coal cogen,2010,PM2.5,0.039668327
AK,industrial fuel use,coal,coal cogen,2015,PM2.5,0.041164758
AK,industrial fuel use,coal,coal cogen,2020,PM2.5,0.038515446
AK,industrial fuel use,coal,coal cogen,2025,PM2.5,0.039801228
AK,industrial fuel use,coal,coal cogen,2030,PM2.5,0.040744136
AK,industrial fuel use,coal,coal cogen,2035,PM2.5,0.041303682
AK,industrial fuel use,coal,coal cogen,2040,PM2.5,0.041885353
AK,industrial fuel use,coal,coal cogen,2045,PM2.5,0.042376502
AK,industrial fuel use,coal,coal cogen,2050,PM2.5,0.043171923
AK,industrial fuel use,coal,coal cogen,2055,PM2.5,0.043596782
AK,industrial fuel use,gas,gas,2005,PM2.5,0.002144603
AK,industrial fuel use,gas,gas,2010,PM2.5,0.004165021
AK,industrial fuel use,gas,gas,2015,PM2.5,0.004317249
AK,industrial fuel use,gas,gas,2020,PM2.5,0.004268637
AK,industrial fuel use,gas,gas,2025,PM2.5,0.004343253
AK,industrial fuel use,gas,gas,2030,PM2.5,0.004553586
AK,industrial fuel use,gas,gas,2035,PM2.5,0.004587151
AK,industrial fuel use,gas,gas,2040,PM2.5,0.004698105
AK,industrial fuel use,gas,gas,2045,PM2.5,0.004703396
AK,industrial fuel use,gas,gas,2050,PM2.5,0.004657077
AK,industrial fuel use,gas,gas,2055,PM2.5,0.004554075
AK,industrial fuel use,gas,gas cogen,2005,PM2.5,0.002144603
AK,industrial fuel use,gas,gas cogen,2010,PM2.5,0.004165021
AK,industrial fuel use,gas,gas cogen,2015,PM2.5,0.004317249
AK,industrial fuel use,gas,gas cogen,2020,PM2.5,0.004268637
AK,industrial fuel use,gas,gas cogen,2025,PM2.5,0.004343253
AK,industrial fuel use,gas,gas cogen,2030,PM2.5,0.004553586
AK,industrial fuel use,gas,gas cogen,2035,PM2.5,0.004587151
AK,industrial fuel use,gas,gas cogen,2040,PM2.5,0.004698105
AK,industrial fuel use,gas,gas cogen,2045,PM2.5,0.004703396
AK,industrial fuel use,gas,gas cogen,2050,PM2.5,0.004657077
AK,industrial fuel use,gas,gas cogen,2055,PM2.5,0.004554075
AK,industrial fuel use,liquid fuels,liquid fuels,2005,PM2.5,0.008811971
AK,industrial fuel use,liquid fuels,liquid fuels,2010,PM2.5,0.016206414
AK,industrial fuel use,liquid fuels,liquid fuels,2015,PM2.5,0.020860025
AK,industrial fuel use,liquid fuels,liquid fuels,2020,PM2.5,0.019075737
AK,industrial fuel use,liquid fuels,liquid fuels,2025,PM2.5,0.01965417
AK,industrial fuel use,liquid fuels,liquid fuels,2030,PM2.5,0.023255951
AK,industrial fuel use,liquid fuels,liquid fuels,2035,PM2.5,0.021820786
AK,industrial fuel use,liquid fuels,liquid fuels,2040,PM2.5,0.023167794
AK,industrial fuel use,liquid fuels,liquid fuels,2045,PM2.5,0.022985277
AK,industrial fuel use,liquid fuels,liquid fuels,2050,PM2.5,0.024174713
AK,industrial fuel use,liquid fuels,liquid fuels,2055,PM2.5,0.025793567
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2005,PM2.5,0.008811971
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2010,PM2.5,0.016206414
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2015,PM2.5,0.020860025
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2020,PM2.5,0.019075737
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2025,PM2.5,0.01965417
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2030,PM2.5,0.023255951
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2035,PM2.5,0.021820786
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2040,PM2.5,0.023167794
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2045,PM2.5,0.022985277
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2050,PM2.5,0.024174713
AK,industrial fuel use,liquid fuels,liquid fuels cogen,2055,PM2.5,0.025793567
AK,industrial fuel use,biomass,biomass,2005,PM2.5,0.004682617
AK,industrial fuel use,biomass,biomass,2010,PM2.5,0.002970889
AK,industrial fuel use,biomass,biomass,2015,PM2.5,0.002422189
AK,industrial fuel use,biomass,biomass,2020,PM2.5,0.002094129
AK,industrial fuel use,biomass,biomass,2025,PM2.5,0.001813549
AK,industrial fuel use,biomass,biomass,2030,PM2.5,0.00163292
AK,industrial fuel use,biomass,biomass,2035,PM2.5,0.001513105
AK,industrial fuel use,biomass,biomass,2040,PM2.5,0.001457251
AK,industrial fuel use,biomass,biomass,2045,PM2.5,0.00133582
AK,industrial fuel use,biomass,biomass,2050,PM2.5,0.001277794
AK,industrial fuel use,biomass,biomass,2055,PM2.5,0.001152761
AK,industrial fuel use,biomass,biomass cogen,2005,PM2.5,0.004682617
AK,industrial fuel use,biomass,biomass cogen,2010,PM2.5,0.002970889
AK,industrial fuel use,biomass,biomass cogen,2015,PM2.5,0.002422189
AK,industrial fuel use,biomass,biomass cogen,2020,PM2.5,0.002094129
AK,industrial fuel use,biomass,biomass cogen,2025,PM2.5,0.001813549
AK,industrial fuel use,biomass,biomass cogen,2030,PM2.5,0.00163292
AK,industrial fuel use,biomass,biomass cogen,2035,PM2.5,0.001513105
AK,industrial fuel use,biomass,biomass cogen,2040,PM2.5,0.001457251
AK,industrial fuel use,biomass,biomass cogen,2045,PM2.5,0.00133582
AK,industrial fuel use,biomass,biomass cogen,2050,PM2.5,0.001277794
AK,industrial fuel use,biomass,biomass cogen,2055,PM2.5,0.001152761
AK,industrial fuel use,coal,coal,2005,NMVOC,0.001116584
AK,industrial fuel use,coal,coal,2010,NMVOC,0.003353629
AK,industrial fuel use,coal,coal,2015,NMVOC,0.003377226
AK,industrial fuel use,coal,coal,2020,NMVOC,0.003200939
AK,industrial fuel use,coal,coal,2025,NMVOC,0.003434529
AK,industrial fuel use,coal,coal,2030,NMVOC,0.003592892
AK,industrial fuel use,coal,coal,2035,NMVOC,0.003729578
AK,industrial fuel use,coal,coal,2040,NMVOC,0.003843291
AK,industrial fuel use,coal,coal,2045,NMVOC,0.003947833
AK,industrial fuel use,coal,coal,2050,NMVOC,0.004099019
AK,industrial fuel use,coal,coal,2055,NMVOC,0.004208553
AK,industrial fuel use,coal,coal cogen,2005,NMVOC,0.001116584
AK,industrial fuel use,coal,coal cogen,2010,NMVOC,0.003353629
AK,industrial fuel use,coal,coal cogen,2015,NMVOC,0.003377226
AK,industrial fuel use,coal,coal cogen,2020,NMVOC,0.003200939
AK,industrial fuel use,coal,coal cogen,2025,NMVOC,0.003434529
AK,industrial fuel use,coal,coal cogen,2030,NMVOC,0.003592892
AK,industrial fuel use,coal,coal cogen,2035,NMVOC,0.003729578
AK,industrial fuel use,coal,coal cogen,2040,NMVOC,0.003843291
AK,industrial fuel use,coal,coal cogen,2045,NMVOC,0.003947833
AK,industrial fuel use,coal,coal cogen,2050,NMVOC,0.004099019
AK,industrial fuel use,coal,coal cogen,2055,NMVOC,0.004208553
AK,industrial fuel use,gas,gas,2005,NMVOC,0.002297226
AK,industrial fuel use,gas,gas,2010,NMVOC,0.004284796
AK,industrial fuel use,gas,gas,2015,NMVOC,0.003812039
AK,industrial fuel use,gas,gas,2020,NMVOC,0.004054532
AK,industrial fuel use,gas,gas,2025,NMVOC,0.004297663
AK,industrial fuel use,gas,gas,2030,NMVOC,0.004688212
AK,industrial fuel use,gas,gas,2035,NMVOC,0.004650156
AK,industrial fuel use,gas,gas,2040,NMVOC,0.004729708
AK,industrial fuel use,gas,gas,2045,NMVOC,0.004728891
AK,industrial fuel use,gas,gas,2050,NMVOC,0.004633002
AK,industrial fuel use,gas,gas,2055,NMVOC,0.004483217
AK,industrial fuel use,gas,gas cogen,2005,NMVOC,0.002297226
AK,industrial fuel use,gas,gas cogen,2010,NMVOC,0.004284796
