supplysector,subsector,technology,period,minicam-energy-input,coefficient,,
other primary metals,other primary metals,other primary metals,2005,boilers general,0.039747857,,
other primary metals,other primary metals,other primary metals,2005,process heat primary metals,0.339956795,,
other primary metals,other primary metals,other primary metals,2005,machine drive,0.072112679,,
other primary metals,other primary metals,other primary metals,2005,hvac,0.03934521,,
other primary metals,other primary metals,other primary metals,2005,other end uses general,0.030889057,,
other primary metals,other primary metals,other primary metals,2005,electrochemical,0.008383041,,
other primary metals,other primary metals,other primary metals,2005,feedstocks primary metals,0.466382032,,
other primary metals,other primary metals,other primary metals,2005,limestone feedstocks,0.00318333,,1


Region: USA,,,,,,,
IndustrySupplySector ,,,,,,,
INPUT_TABLE,,,,,,,
Variable ID,,,,,,,
111,,,,,,,

supplysector,subsector,technology,period,minicam-energy-input,coefficient,,
other nonmetallic minerals,other nonmetallic minerals,other nonmetallic minerals,2005,boilers general,0.035205402,,
other nonmetallic minerals,other nonmetallic minerals,other nonmetallic minerals,2005,process heat general,0.621625824,,
other nonmetallic minerals,other nonmetallic minerals,other nonmetallic minerals,2005,machine drive,0.088476294,,
other nonmetallic minerals,other nonmetallic minerals,other nonmetallic minerals,2005,hvac,0.048905365,,
other nonmetallic minerals,other nonmetallic minerals,other nonmetallic minerals,2005,other end uses general,0.070596506,,
other nonmetallic minerals,other nonmetallic minerals,other nonmetallic minerals,2005,electrochemical,0.001774448,,
other nonmetallic minerals,other nonmetallic minerals,other nonmetallic minerals,2005,limestone feedstocks,0.133416162,,1

Region: USA,,,,,,,
IndustrySupplySector ,,,,,,,
INPUT_TABLE,,,,,,,
Variable ID,,,,,,,
111,,,,,,,

supplysector,subsector,technology,period,minicam-energy-input,coefficient,,
other manufacturing,other manufacturing,other manufacturing,2005,boilers general,0.144010091,,
other manufacturing,other manufacturing,other manufacturing,2005,process heat general,0.190702687,,
other manufacturing,other manufacturing,other manufacturing,2005,machine drive,0.243332157,,
other manufacturing,other manufacturing,other manufacturing,2005,hvac,0.247284574,,
other manufacturing,other manufacturing,other manufacturing,2005,other end uses general,0.167074664,,
other manufacturing,other manufacturing,other manufacturing,2005,electrochemical,0.007595827,,1

Region: USA,,,,,,,
IndustrySupplySector ,,,,,,,
INPUT_TABLE,,,,,,,
Variable ID,,,,,,,
111,,,,,,,

supplysector,subsector,technology,period,minicam-energy-input,coefficient,,
agriculture,agriculture,agriculture,2005,all end uses agriculture,1,,
mining,mining,mining,2005,all end uses mining,1,,
construction,construction,construction,2005,construction energy uses,0.43358074,,
construction,construction,construction,2005,construction feedstocks,0.56641926,,
