# File: Water_footprint_m3.csv
# Title: Average annual water consumption
# Units: m3
# Author: moirai
# Description: crop average annual water volume consumed (m^3) for sage land cells in country X glu
# Original source: water footprint network; country raster; new glu raster
# Source: https://github.com/JGCRI/moirai
# Column types: ciccn 
# ----------
iso,glu_code,SAGE_crop,water_type,value
afg,89,Potatoes,gray,1055605
afg,89,Potatoes,total,10748189
afg,89,Rice,blue,101505328
afg,89,Rice,green,36326348
afg,89,Rice,gray,2898448
afg,89,Rice,total,140730128
afg,89,Sugarcane,green,11706216
afg,89,Sugarcane,gray,5332823
afg,89,Sugarcane,total,17039042
afg,89,Sunflower,blue,5647820
afg,89,Sunflower,green,3273585
afg,89,Sunflower,gray,149896
afg,89,Sunflower,total,9071295
afg,89,Wheat,blue,36602316
afg,89,Wheat,green,731930432
afg,89,Wheat,gray,2280422
afg,89,Wheat,total,770813312
afg,90,Barley,blue,24940994
afg,90,Barley,green,16437230
afg,90,Barley,gray,450639
afg,90,Barley,total,41828880
afg,90,Cotton,blue,37500748
afg,90,Cotton,green,315006
afg,90,Cotton,gray,483455
afg,90,Cotton,total,38299196
afg,90,Maize,blue,102668928
afg,90,Maize,green,12718995
afg,90,Maize,gray,1310452
afg,90,Maize,total,116698360
afg,90,Millet,green,4165728
afg,90,Millet,gray,74004
afg,90,Millet,total,4239734
afg,90,Olives,blue,1179862
afg,90,Olives,green,313634
afg,90,Olives,gray,12073
afg,90,Olives,total,1505569
afg,90,Potatoes,blue,2718135
afg,90,Potatoes,green,1104075
afg,90,Potatoes,gray,268955
afg,90,Potatoes,total,4091163
afg,90,Rice,blue,83694272
afg,90,Rice,green,7610577
afg,90,Rice,gray,1547595
afg,90,Rice,total,92852512
afg,90,Sugarcane,green,10121
afg,90,Sugarcane,gray,10450
afg,90,Sugarcane,total,20571
afg,90,Sunflower,blue,5941027
afg,90,Sunflower,green,560584
afg,90,Sunflower,gray,76171
afg,90,Sunflower,total,6577780
afg,90,Wheat,blue,122134488
afg,90,Wheat,green,442927040
afg,90,Wheat,gray,1431374
afg,90,Wheat,total,566493120
afg,97,Barley,blue,159635104
afg,97,Barley,green,75556912
afg,97,Barley,gray,2010824
afg,97,Barley,total,237202848
afg,97,Cotton,blue,122463232
afg,97,Cotton,green,7305045
afg,97,Cotton,gray,2498082
afg,97,Cotton,total,132266336
afg,97,Groundnut,green,89
afg,97,Groundnut,gray,191
afg,97,Groundnut,total,280
afg,97,Maize,blue,436953504
afg,97,Maize,green,66592728
afg,97,Maize,gray,5677805
afg,97,Maize,total,509224288
afg,97,Millet,green,14575396
afg,97,Millet,gray,244808
afg,97,Millet,total,14820225
afg,97,Olives,blue,5542970
afg,97,Olives,green,2007703
afg,97,Olives,gray,66179
afg,97,Olives,total,7616852
afg,97,Potatoes,blue,15745545
afg,97,Potatoes,green,7137802
afg,97,Potatoes,gray,1684883
afg,97,Potatoes,total,24568222
afg,97,Rice,blue,368875104
afg,97,Rice,green,34374424
afg,97,Rice,gray,6109412
afg,97,Rice,total,409358912
afg,97,Soybean,blue,56864
afg,97,Soybean,green,6824
afg,97,Soybean,gray,1469
afg,97,Soybean,total,65157
afg,97,Sugarcane,green,182770
afg,97,Sugarcane,gray,131653
afg,97,Sugarcane,total,314423
afg,97,Sunflower,blue,27117258
afg,97,Sunflower,green,4530982
afg,97,Sunflower,gray,412520
afg,97,Sunflower,total,32060768
afg,97,Wheat,blue,641028096
afg,97,Wheat,green,1485286656
afg,97,Wheat,gray,4964589
afg,97,Wheat,total,2131279616
afg,102,Wheat,green,56154
afg,102,Wheat,gray,399
afg,102,Wheat,total,56552
ago,162,Cassava,green,17253864
ago,162,Cassava,gray,20059
ago,162,Cassava,total,17273920
ago,162,Coffee,green,3098336
ago,162,Coffee,gray,3025
ago,162,Coffee,total,3101360
ago,162,Cotton,green,129531
ago,162,Cotton,gray,8303
ago,162,Cotton,total,137834
ago,162,Groundnut,green,1545362
ago,162,Groundnut,gray,6241
ago,162,Groundnut,total,1551602
ago,162,Maize,green,16754261
ago,162,Maize,gray,18782
ago,162,Maize,total,16773042
ago,162,Millet,green,5131469
ago,162,Millet,gray,10956
ago,162,Millet,total,5142424
ago,162,Oilpalm,green,765784
ago,162,Oilpalm,gray,1252
ago,162,Oilpalm,total,767036
ago,162,Potatoes,green,604698
ago,162,Potatoes,gray,885
ago,162,Potatoes,total,605583
ago,162,Sugarcane,green,30502
ago,162,Sugarcane,gray,1102
ago,162,Sugarcane,total,31604
ago,162,Sunflower,green,265104
ago,162,Sunflower,gray,1019
ago,162,Sunflower,total,266123
ago,162,Wheat,green,11068
ago,162,Wheat,gray,22866
ago,162,Wheat,total,33934
ago,182,Cassava,green,1652859392
ago,182,Cassava,gray,1782277
ago,182,Cassava,total,1654644096
ago,182,Coffee,green,274096672
ago,182,Coffee,gray,266993
ago,182,Coffee,total,274364064
ago,182,Cotton,green,13076231
ago,182,Cotton,gray,784311
ago,182,Cotton,total,13860553
ago,182,Groundnut,green,153895888
ago,182,Groundnut,gray,570653
ago,182,Groundnut,total,154466672
ago,182,Maize,green,3634324224
ago,182,Maize,gray,3911179
ago,182,Maize,total,3638236416
ago,182,Millet,green,446845536
ago,182,Millet,gray,947767
ago,182,Millet,total,447793984
ago,182,Oilpalm,green,57098252
ago,182,Oilpalm,gray,95283
ago,182,Oilpalm,total,57193488
ago,182,Potatoes,green,11567289
ago,182,Potatoes,gray,19297
ago,182,Potatoes,total,11586587
ago,182,Sugarcane,blue,62495180
ago,182,Sugarcane,green,32612086
ago,182,Sugarcane,gray,1402028
ago,182,Sugarcane,total,96508960
ago,182,Sunflower,green,26875118
ago,182,Sunflower,gray,98985
ago,182,Sunflower,total,26974192
ago,182,Wheat,green,1697896
ago,182,Wheat,gray,2042137
ago,182,Wheat,total,3740032
ago,183,Cassava,green,1749432320
ago,183,Cassava,gray,1805917
ago,183,Cassava,total,1751236992
ago,183,Coffee,green,282099200
ago,183,Coffee,gray,257260
ago,183,Coffee,total,282356256
ago,183,Cotton,green,11276692
ago,183,Cotton,gray,759333
ago,183,Cotton,total,12036042
ago,183,Groundnut,green,175707424
ago,183,Groundnut,gray,676334
ago,183,Groundnut,total,176383824
ago,183,Maize,green,315531968
ago,183,Maize,gray,341293
ago,183,Maize,total,315873408
ago,183,Millet,green,388160448
ago,183,Millet,gray,878167
ago,183,Millet,total,389038240
ago,183,Oilpalm,green,117992408
ago,183,Oilpalm,gray,184148
ago,183,Oilpalm,total,118176600
ago,183,Potatoes,green,48503012
ago,183,Potatoes,gray,61497
ago,183,Potatoes,total,48564504
ago,183,Sugarcane,blue,924
ago,183,Sugarcane,green,3779615
ago,183,Sugarcane,gray,119490
ago,183,Sugarcane,total,3900033
ago,183,Sunflower,green,29288956
ago,183,Sunflower,gray,112186
ago,183,Sunflower,total,29401174
ago,183,Wheat,green,1573907
ago,183,Wheat,gray,1910802
ago,183,Wheat,total,3484707
ago,188,Cassava,green,470296544
ago,188,Cassava,gray,521597
ago,188,Cassava,total,470818240
ago,188,Coffee,green,61672928
ago,188,Coffee,gray,69816
ago,188,Coffee,total,61742740
ago,188,Cotton,green,3125933
ago,188,Cotton,gray,218134
ago,188,Cotton,total,3344062
ago,188,Groundnut,green,32771974
ago,188,Groundnut,gray,135977
ago,188,Groundnut,total,32907936
ago,188,Maize,green,173252704
ago,188,Maize,gray,192986
ago,188,Maize,total,173445856
ago,188,Millet,green,112361920
ago,188,Millet,gray,273545
ago,188,Millet,total,112635624
ago,188,Oilpalm,green,6641039
ago,188,Oilpalm,gray,12766
ago,188,Oilpalm,total,6653807
ago,188,Potatoes,green,1287789
ago,188,Potatoes,gray,1727
ago,188,Potatoes,total,1289516
ago,188,Sugarcane,green,656463
ago,188,Sugarcane,gray,29017
ago,188,Sugarcane,total,685480
ago,188,Sunflower,green,6879044
ago,188,Sunflower,gray,27249
ago,188,Sunflower,total,6906291
ago,188,Wheat,green,460711
ago,188,Wheat,gray,601552
ago,188,Wheat,total,1062263
ago,197,Cassava,green,325733664
ago,197,Cassava,gray,368988
ago,197,Cassava,total,326102336
ago,197,Coffee,green,41939416
ago,197,Coffee,gray,46408
ago,197,Coffee,total,41985856
ago,197,Cotton,green,2930634
ago,197,Cotton,gray,155008
ago,197,Cotton,total,3085639
ago,197,Groundnut,green,21947630
ago,197,Groundnut,gray,86060
ago,197,Groundnut,total,22033692
ago,197,Maize,green,453997120
ago,197,Maize,gray,478810
ago,197,Maize,total,454476000
ago,197,Millet,green,84143136
ago,197,Millet,gray,194320
ago,197,Millet,total,84337392
ago,197,Oilpalm,green,3836048
ago,197,Oilpalm,gray,6587
ago,197,Oilpalm,total,3842635
ago,197,Sugarcane,blue,3908230
ago,197,Sugarcane,green,1906318
ago,197,Sugarcane,gray,109272
ago,197,Sugarcane,total,5923820
ago,197,Sunflower,green,4961769
ago,197,Sunflower,gray,19019
ago,197,Sunflower,total,4980789
ago,197,Wheat,green,251425
ago,197,Wheat,gray,426857
ago,197,Wheat,total,678283
alb,54,Barley,green,46267
alb,54,Barley,gray,5397
alb,54,Barley,total,51665
alb,54,Maize,blue,15454
alb,54,Maize,green,66556
alb,54,Maize,total,82009
alb,54,Olives,green,999483
alb,54,Olives,total,999483
alb,54,Potatoes,blue,32
alb,54,Potatoes,green,196647
alb,54,Potatoes,gray,36389
alb,54,Potatoes,total,233067
alb,54,Wheat,green,354147
alb,54,Wheat,gray,103212
alb,54,Wheat,total,457359
alb,55,Barley,green,4350129
alb,55,Barley,gray,455547
alb,55,Barley,total,4805674
alb,55,Cotton,blue,443954
alb,55,Cotton,green,3510265
alb,55,Cotton,total,3954218
alb,55,Maize,blue,126595344
alb,55,Maize,green,129419880
alb,55,Maize,total,256015264
alb,55,Olives,blue,6517633
alb,55,Olives,green,181771456
alb,55,Olives,total,188289072
alb,55,Potatoes,blue,9502675
alb,55,Potatoes,green,21952322
alb,55,Potatoes,gray,4890696
alb,55,Potatoes,total,36345676
alb,55,Soybean,green,1247383
alb,55,Soybean,total,1247383
alb,55,Sunflower,blue,758280
alb,55,Sunflower,green,5421650
alb,55,Sunflower,gray,922016
alb,55,Sunflower,total,7101944
alb,55,Wheat,blue,4344958
alb,55,Wheat,green,334084320
alb,55,Wheat,gray,78420992
alb,55,Wheat,total,416850176
are,94,Potatoes,blue,577610
are,94,Potatoes,green,1457273
are,94,Potatoes,gray,465104
are,94,Potatoes,total,2499987
are,94,Wheat,blue,109388
are,94,Wheat,green,318529
are,94,Wheat,gray,114526
are,94,Wheat,total,542442
arg,169,Barley,blue,130
arg,169,Barley,green,337232
arg,169,Barley,gray,23337
arg,169,Barley,total,360699
arg,169,Maize,blue,6
arg,169,Maize,green,204982
arg,169,Maize,gray,39613
arg,169,Maize,total,244601
arg,169,Olives,blue,1121
arg,169,Olives,green,74670
arg,169,Olives,gray,668
arg,169,Olives,total,76459
arg,169,Potatoes,blue,15590
arg,169,Potatoes,green,102295
arg,169,Potatoes,gray,29854
arg,169,Potatoes,total,147739
arg,169,Rapeseed,green,46528
arg,169,Rapeseed,gray,797
arg,169,Rapeseed,total,47325
arg,169,Rice,green,17725
arg,169,Rice,gray,1779
arg,169,Rice,total,19504
arg,169,Wheat,green,1274471
arg,169,Wheat,gray,114960
arg,169,Wheat,total,1389431
arg,200,Olives,green,552
arg,200,Olives,gray,7
arg,200,Olives,total,559
arg,203,Barley,blue,2859062
arg,203,Barley,green,3467504
arg,203,Barley,gray,221725
arg,203,Barley,total,6548296
arg,203,Cotton,blue,24459976
arg,203,Cotton,green,152319696
arg,203,Cotton,gray,1457644
arg,203,Cotton,total,178237344
arg,203,Groundnut,blue,1398390
arg,203,Groundnut,green,32103874
arg,203,Groundnut,gray,260026
arg,203,Groundnut,total,33762296
arg,203,Maize,blue,29368882
arg,203,Maize,green,1315423872
arg,203,Maize,gray,95788288
arg,203,Maize,total,1440579584
arg,203,Millet,blue,936249
arg,203,Millet,green,11857742
arg,203,Millet,gray,465651
arg,203,Millet,total,13259644
arg,203,Olives,blue,1716627
arg,203,Olives,green,8717740
arg,203,Olives,gray,51135
arg,203,Olives,total,10485488
arg,203,Potatoes,blue,22686562
arg,203,Potatoes,green,111485096
arg,203,Potatoes,gray,9816711
arg,203,Potatoes,total,143988512
arg,203,Sorghum,blue,1672385
arg,203,Sorghum,green,431909568
arg,203,Sorghum,gray,16473411
arg,203,Sorghum,total,450055104
arg,203,Soybean,blue,39029476
arg,203,Soybean,green,5740890112
arg,203,Soybean,gray,30965728
arg,203,Soybean,total,5810885632
arg,203,Sugarcane,blue,111514256
arg,203,Sugarcane,green,1012912384
arg,203,Sugarcane,gray,79349744
arg,203,Sugarcane,total,1203776512
arg,203,Sunflower,blue,406363
arg,203,Sunflower,green,41875880
arg,203,Sunflower,gray,361244
arg,203,Sunflower,total,42643480
arg,203,Wheat,blue,43780004
arg,203,Wheat,green,1934530944
arg,203,Wheat,gray,127831912
arg,203,Wheat,total,2106142208
arg,205,Barley,blue,68885
arg,205,Barley,green,115212
arg,205,Barley,gray,7880
arg,205,Barley,total,191977
arg,205,Cotton,blue,1436999
arg,205,Cotton,green,7089634
arg,205,Cotton,gray,90893
arg,205,Cotton,total,8617526
arg,205,Groundnut,blue,3155024
arg,205,Groundnut,green,26264418
arg,205,Groundnut,gray,257223
arg,205,Groundnut,total,29676656
arg,205,Maize,blue,15789274
arg,205,Maize,green,223414720
arg,205,Maize,gray,18629206
arg,205,Maize,total,257833168
arg,205,Millet,blue,31
arg,205,Millet,green,118393
arg,205,Millet,gray,5800
arg,205,Millet,total,124224
arg,205,Olives,blue,24019878
arg,205,Olives,green,28096414
arg,205,Olives,gray,265962
arg,205,Olives,total,52382240
arg,205,Potatoes,blue,32620790
arg,205,Potatoes,green,90528328
arg,205,Potatoes,gray,8945989
arg,205,Potatoes,total,132095144
arg,205,Sorghum,blue,11298
arg,205,Sorghum,green,17972396
arg,205,Sorghum,gray,779087
arg,205,Sorghum,total,18762780
arg,205,Soybean,blue,1626249
arg,205,Soybean,green,142856640
arg,205,Soybean,gray,861244
arg,205,Soybean,total,145344032
arg,205,Sugarcane,green,1454249
arg,205,Sugarcane,gray,114192
arg,205,Sugarcane,total,1568442
arg,205,Sunflower,blue,967444
arg,205,Sunflower,green,37424036
arg,205,Sunflower,gray,382029
arg,205,Sunflower,total,38773508
arg,205,Wheat,blue,6253794
arg,205,Wheat,green,33570004
arg,205,Wheat,gray,2657346
arg,205,Wheat,total,42481144
arg,206,Barley,blue,283165
arg,206,Barley,green,146010672
arg,206,Barley,gray,5712500
arg,206,Barley,total,152006144
arg,206,Cassava,green,408705344
arg,206,Cassava,gray,20410296
arg,206,Cassava,total,429115648
arg,206,Cotton,blue,33052420
arg,206,Cotton,green,3355559168
arg,206,Cotton,gray,27857804
arg,206,Cotton,total,3416471040
arg,206,Groundnut,blue,12662157
arg,206,Groundnut,green,782608256
arg,206,Groundnut,gray,6477421
arg,206,Groundnut,total,801747264
arg,206,Maize,blue,81282440
arg,206,Maize,green,8296832512
arg,206,Maize,gray,610425408
arg,206,Maize,total,8988546048
arg,206,Millet,blue,2694020
arg,206,Millet,green,53296884
arg,206,Millet,gray,1954939
arg,206,Millet,total,57945776
arg,206,Olives,blue,2754394
arg,206,Olives,green,28663066
arg,206,Olives,gray,152325
arg,206,Olives,total,31569782
arg,206,Potatoes,blue,4538511
arg,206,Potatoes,green,32677450
arg,206,Potatoes,gray,3037477
arg,206,Potatoes,total,40253436
arg,206,Rapeseed,green,1298166
arg,206,Rapeseed,gray,10929
arg,206,Rapeseed,total,1309096
arg,206,Rice,blue,451130816
arg,206,Rice,green,1113415040
arg,206,Rice,gray,29390746
arg,206,Rice,total,1593938048
arg,206,Sorghum,blue,15968199
arg,206,Sorghum,green,2188398592
arg,206,Sorghum,gray,77980216
arg,206,Sorghum,total,2282343680
arg,206,Soybean,blue,72747328
arg,206,Soybean,green,32966440960
arg,206,Soybean,gray,179117712
arg,206,Soybean,total,33218318336
arg,206,Sugarcane,blue,425361248
arg,206,Sugarcane,green,698142080
arg,206,Sugarcane,gray,59160668
arg,206,Sugarcane,total,1182663936
arg,206,Sunflower,blue,4474823
arg,206,Sunflower,green,2831249408
arg,206,Sunflower,gray,24180180
arg,206,Sunflower,total,2859918080
arg,206,Wheat,blue,74865488
arg,206,Wheat,green,10329126912
arg,206,Wheat,gray,611829056
arg,206,Wheat,total,11015809024
arg,207,Maize,blue,6
arg,207,Maize,green,205502
arg,207,Maize,gray,40124
arg,207,Maize,total,245632
arg,207,Olives,green,1377
arg,207,Olives,gray,11
arg,207,Olives,total,1388
arg,207,Potatoes,green,63615
arg,207,Potatoes,gray,26216
arg,207,Potatoes,total,89831
arg,207,Rapeseed,green,31337
arg,207,Rapeseed,gray,739
arg,207,Rapeseed,total,32077
arg,207,Wheat,green,545173
arg,207,Wheat,gray,46231
arg,207,Wheat,total,591404
arg,209,Barley,blue,77032
arg,209,Barley,green,257354480
arg,209,Barley,gray,11543502
arg,209,Barley,total,268975040
arg,209,Groundnut,blue,138578
arg,209,Groundnut,green,444598400
arg,209,Groundnut,gray,4013676
arg,209,Groundnut,total,448750304
arg,209,Maize,blue,15734486
arg,209,Maize,green,3080071168
arg,209,Maize,gray,242367248
arg,209,Maize,total,3338171392
arg,209,Millet,blue,122553
arg,209,Millet,green,24479414
arg,209,Millet,gray,966912
arg,209,Millet,total,25568852
arg,209,Olives,blue,78837
arg,209,Olives,green,6564706
arg,209,Olives,gray,35652
arg,209,Olives,total,6679182
arg,209,Potatoes,blue,203256
arg,209,Potatoes,green,3031944
arg,209,Potatoes,gray,315020
arg,209,Potatoes,total,3550219
arg,209,Rapeseed,green,15071595
arg,209,Rapeseed,gray,134697
arg,209,Rapeseed,total,15206301
arg,209,Sorghum,blue,3713577
arg,209,Sorghum,green,205445440
arg,209,Sorghum,gray,8364114
arg,209,Sorghum,total,217522592
arg,209,Soybean,blue,2413813
arg,209,Soybean,green,5130627584
arg,209,Soybean,gray,28862962
arg,209,Soybean,total,5161907200
arg,209,Sunflower,blue,5596504
arg,209,Sunflower,green,5192814080
arg,209,Sunflower,gray,50386692
arg,209,Sunflower,total,5248785408
arg,209,Wheat,blue,2924593
arg,209,Wheat,green,4576563712
arg,209,Wheat,gray,276876544
arg,209,Wheat,total,4856360448
arg,210,Barley,blue,332924
arg,210,Barley,green,586572352
arg,210,Barley,gray,27182746
arg,210,Barley,total,614088384
arg,210,Groundnut,blue,24874
arg,210,Groundnut,green,5144988
arg,210,Groundnut,gray,41307
arg,210,Groundnut,total,5211166
arg,210,Maize,blue,73086224
arg,210,Maize,green,3201301760
arg,210,Maize,gray,247313088
arg,210,Maize,total,3521704192
arg,210,Millet,blue,2109535
arg,210,Millet,green,25370434
arg,210,Millet,gray,910511
arg,210,Millet,total,28390470
arg,210,Olives,blue,142661
arg,210,Olives,green,7637670
arg,210,Olives,gray,39981
arg,210,Olives,total,7820318
arg,210,Potatoes,blue,20539724
arg,210,Potatoes,green,94532968
arg,210,Potatoes,gray,10679741
arg,210,Potatoes,total,125752392
arg,210,Rapeseed,green,17689534
arg,210,Rapeseed,gray,168420
arg,210,Rapeseed,total,17857944
arg,210,Sorghum,blue,15314694
arg,210,Sorghum,green,103519456
arg,210,Sorghum,gray,3924880
arg,210,Sorghum,total,122759000
arg,210,Soybean,blue,13458129
arg,210,Soybean,green,6924802048
arg,210,Soybean,gray,37335572
arg,210,Soybean,total,6975588864
arg,210,Sunflower,blue,41614724
arg,210,Sunflower,green,4424785920
arg,210,Sunflower,gray,45168428
arg,210,Sunflower,total,4511564800
arg,210,Wheat,blue,24689710
arg,210,Wheat,green,7963378176
arg,210,Wheat,gray,489063712
arg,210,Wheat,total,8477127168
arg,212,Barley,blue,286678
arg,212,Barley,green,513782
arg,212,Barley,gray,32739
arg,212,Barley,total,833198
arg,212,Groundnut,green,93368
arg,212,Groundnut,gray,898
arg,212,Groundnut,total,94266
arg,212,Maize,blue,3445921
arg,212,Maize,green,29095706
arg,212,Maize,gray,2928054
arg,212,Maize,total,35469664
arg,212,Millet,green,203439
arg,212,Millet,gray,11480
arg,212,Millet,total,214919
arg,212,Olives,blue,64443764
arg,212,Olives,green,67286952
arg,212,Olives,gray,692478
arg,212,Olives,total,132423112
arg,212,Potatoes,blue,38437044
arg,212,Potatoes,green,14328774
arg,212,Potatoes,gray,4189844
arg,212,Potatoes,total,56955672
arg,212,Rapeseed,green,191429
arg,212,Rapeseed,gray,3613
arg,212,Rapeseed,total,195042
arg,212,Rice,green,94603
arg,212,Rice,gray,8285
arg,212,Rice,total,102888
arg,212,Sorghum,green,3337749
arg,212,Sorghum,gray,159889
arg,212,Sorghum,total,3497638
arg,212,Soybean,blue,219156
arg,212,Soybean,green,4769801
arg,212,Soybean,gray,38924
arg,212,Soybean,total,5027880
arg,212,Sunflower,blue,1162879
arg,212,Sunflower,green,27155208
arg,212,Sunflower,gray,321343
arg,212,Sunflower,total,28639426
arg,212,Wheat,blue,7078724
arg,212,Wheat,green,116448560
arg,212,Wheat,gray,8601203
arg,212,Wheat,total,132128512
arg,213,Barley,blue,3253756
arg,213,Barley,green,5885768
arg,213,Barley,gray,398034
arg,213,Barley,total,9537560
arg,213,Maize,blue,814258
arg,213,Maize,green,5689083
arg,213,Maize,gray,523624
arg,213,Maize,total,7026967
arg,213,Millet,green,463960
arg,213,Millet,gray,21040
arg,213,Millet,total,485000
arg,213,Olives,blue,11660217
arg,213,Olives,green,26985800
arg,213,Olives,gray,244586
arg,213,Olives,total,38890596
arg,213,Potatoes,blue,1130360
arg,213,Potatoes,green,3974206
arg,213,Potatoes,gray,429955
arg,213,Potatoes,total,5534518
arg,213,Rapeseed,green,25305
arg,213,Rapeseed,gray,434
arg,213,Rapeseed,total,25739
arg,213,Sorghum,green,153424
arg,213,Sorghum,gray,4442
arg,213,Sorghum,total,157867
arg,213,Sunflower,blue,24790
arg,213,Sunflower,green,11806815
arg,213,Sunflower,gray,156326
arg,213,Sunflower,total,11987934
arg,213,Wheat,blue,2084001
arg,213,Wheat,green,377917152
arg,213,Wheat,gray,27263360
arg,213,Wheat,total,407264512
arg,214,Maize,blue,2
arg,214,Maize,green,73966
arg,214,Maize,gray,14236
arg,214,Maize,total,88204
arg,214,Olives,blue,354
arg,214,Olives,green,1358
arg,214,Olives,gray,15
arg,214,Olives,total,1727
arg,214,Potatoes,green,104605
arg,214,Potatoes,gray,34725
arg,214,Potatoes,total,139330
arg,215,Barley,blue,886
arg,215,Barley,green,11951
arg,215,Barley,gray,1173
arg,215,Barley,total,14009
arg,215,Maize,blue,1
arg,215,Maize,green,90221
arg,215,Maize,gray,11156
arg,215,Maize,total,101378
arg,215,Olives,blue,253140
arg,215,Olives,green,326694
arg,215,Olives,gray,3956
arg,215,Olives,total,583790
arg,215,Potatoes,blue,3835653
arg,215,Potatoes,green,1296690
arg,215,Potatoes,gray,516413
arg,215,Potatoes,total,5648756
arg,215,Rapeseed,green,2369
arg,215,Rapeseed,gray,49
arg,215,Rapeseed,total,2418
arg,215,Sorghum,green,41967
arg,215,Sorghum,gray,2015
arg,215,Sorghum,total,43982
arg,215,Sunflower,green,263571
arg,215,Sunflower,gray,3951
arg,215,Sunflower,total,267522
arg,215,Wheat,green,9321103
arg,215,Wheat,gray,819798
arg,215,Wheat,total,10140895
arm,72,Barley,blue,29552864
arm,72,Barley,green,165314144
arm,72,Barley,gray,8460756
arm,72,Barley,total,203327680
arm,72,Maize,blue,4726
arm,72,Maize,green,8686754
arm,72,Maize,gray,10444077
arm,72,Maize,total,19135556
arm,72,Potatoes,blue,108575472
arm,72,Potatoes,green,64903328
arm,72,Potatoes,gray,14521772
arm,72,Potatoes,total,188000624
arm,72,Wheat,blue,8271896
arm,72,Wheat,green,239808720
arm,72,Wheat,gray,17251398
arm,72,Wheat,total,265331904
aus,184,Groundnut,blue,542
aus,184,Groundnut,green,4797348
aus,184,Groundnut,gray,429408
aus,184,Groundnut,total,5227296
aus,184,Maize,blue,6398
aus,184,Maize,green,13782260
aus,184,Maize,gray,1204227
aus,184,Maize,total,14992877
aus,184,Millet,green,194781
aus,184,Millet,gray,13464
aus,184,Millet,total,208244
aus,184,Olives,blue,4620
aus,184,Olives,green,19117
aus,184,Olives,gray,1746
aus,184,Olives,total,25482
aus,184,Sorghum,green,2885167
aus,184,Sorghum,gray,189646
