# File: Ref_veg_carbon_Mg_per_ha.csv
# Title: Reference veg and soil C density for HYDE land cells
# Units: Mg/ha
# Author: moirai
# Description: ref veg soil and veg carbon density (Mg/ha) for hyde land cells in country X glu X land type
# Original source: soil c for sage pot veg; veg c for sage pot veg; reference veg; country raster; new glu raster; hyde land area
# Source: https://github.com/JGCRI/moirai
# Column types: ciicnnnnnn
# ----------
iso,glu_code,land_type,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
afg,58,1103,veg_c (below ground biomass),2,4,1,32,3,10
afg,58,1105,soil_c (0-30 cms),88,90,30,170,50,170
afg,58,1105,veg_c (above ground biomass),1,1,0,12,1,4
afg,58,1105,veg_c (below ground biomass),3,4,1,28,3,9
afg,58,1106,soil_c (0-30 cms),56,90,30,170,50,170
afg,58,1106,veg_c (above ground biomass),1,1,0,8,1,2
afg,58,1106,veg_c (below ground biomass),2,4,1,32,3,10
afg,58,1107,soil_c (0-30 cms),96,90,30,170,50,170
afg,58,1107,veg_c (above ground biomass),1,2,0,12,1,4
afg,58,1107,veg_c (below ground biomass),3,4,1,28,3,9
afg,58,1201,soil_c (0-30 cms),94,70,10,240,40,120
afg,58,1201,veg_c (above ground biomass),1,1,0,8,1,1
afg,58,1201,veg_c (below ground biomass),2,2,0,20,1,3
afg,58,1202,soil_c (0-30 cms),55,70,10,240,40,120
afg,58,1202,veg_c (above ground biomass),1,1,0,10,1,2
afg,58,1202,veg_c (below ground biomass),2,2,0,19,1,3
afg,58,1203,soil_c (0-30 cms),90,70,10,240,40,120
afg,58,1203,veg_c (above ground biomass),1,1,0,9,1,1
afg,58,1203,veg_c (below ground biomass),2,2,0,20,1,3
afg,58,1205,soil_c (0-30 cms),80,70,10,240,40,120
afg,58,1205,veg_c (below ground biomass),2,2,0,22,2,4
afg,58,1206,soil_c (0-30 cms),116,70,10,240,40,120
afg,58,1206,veg_c (below ground biomass),2,2,0,23,2,4
afg,58,1207,soil_c (0-30 cms),81,70,10,240,40,120
afg,58,1207,veg_c (below ground biomass),2,2,0,22,2,4
afg,58,1301,soil_c (0-30 cms),94,120,10,290,20,170
afg,58,1301,veg_c (above ground biomass),1,1,0,19,0,1
afg,58,1301,veg_c (below ground biomass),1,1,0,27,1,1
afg,58,1302,soil_c (0-30 cms),139,120,10,290,20,170
afg,58,1302,veg_c (above ground biomass),1,1,0,24,1,1
afg,58,1302,veg_c (below ground biomass),1,1,0,22,0,1
afg,58,1303,soil_c (0-30 cms),25,120,10,290,20,170
afg,58,1305,soil_c (0-30 cms),123,120,10,290,20,170
afg,58,1305,veg_c (above ground biomass),1,2,0,38,1,2
afg,58,1306,soil_c (0-30 cms),24,120,10,290,20,170
afg,58,1307,soil_c (0-30 cms),98,120,10,290,20,170
afg,58,1401,soil_c (0-30 cms),60,20,10,320,20,160
afg,58,1401,veg_c (below ground biomass),1,1,0,9,1,1
afg,58,1402,soil_c (0-30 cms),29,20,10,320,20,160
afg,58,1402,veg_c (below ground biomass),1,1,0,10,1,1
afg,58,1403,soil_c (0-30 cms),23,20,10,320,20,160
afg,58,1403,veg_c (below ground biomass),1,1,0,10,1,1
afg,58,1405,soil_c (0-30 cms),27,20,10,320,20,160
afg,58,1405,veg_c (below ground biomass),1,1,0,10,1,1
afg,58,1406,soil_c (0-30 cms),19,20,10,320,20,160
afg,58,1407,soil_c (0-30 cms),170,20,10,320,20,160
afg,58,1407,veg_c (below ground biomass),1,1,0,10,1,1
afg,89,901,soil_c (0-30 cms),68,30,20,140,20,70
afg,89,901,veg_c (above ground biomass),2,0,0,15,0,2
afg,89,901,veg_c (below ground biomass),3,1,0,27,1,3
afg,89,902,soil_c (0-30 cms),51,30,20,140,20,70
afg,89,902,veg_c (above ground biomass),1,0,0,12,0,1
afg,89,902,veg_c (below ground biomass),2,1,0,29,1,3
afg,89,1001,soil_c (0-30 cms),109,70,20,270,50,120
afg,89,1001,veg_c (above ground biomass),3,2,0,31,1,3
afg,89,1001,veg_c (below ground biomass),4,2,0,44,2,4
afg,89,1002,soil_c (0-30 cms),81,70,20,270,50,120
afg,89,1002,veg_c (above ground biomass),2,1,0,27,1,2
afg,89,1002,veg_c (below ground biomass),3,2,0,47,2,4
afg,89,1101,soil_c (0-30 cms),66,60,50,90,60,70
afg,89,1101,veg_c (above ground biomass),5,3,2,32,2,5
afg,89,1101,veg_c (below ground biomass),5,3,2,32,2,5
afg,89,1102,soil_c (0-30 cms),66,60,50,90,60,70
afg,89,1102,veg_c (above ground biomass),5,3,2,32,2,5
afg,89,1102,veg_c (below ground biomass),5,3,2,32,2,5
afg,89,1201,soil_c (0-30 cms),77,50,20,240,40,90
afg,89,1201,veg_c (above ground biomass),1,1,0,33,1,1
afg,89,1201,veg_c (below ground biomass),3,2,0,67,2,2
afg,89,1202,soil_c (0-30 cms),56,50,20,240,40,90
afg,89,1202,veg_c (above ground biomass),1,1,0,32,1,1
afg,89,1202,veg_c (below ground biomass),2,2,0,68,2,2
afg,89,1301,soil_c (0-30 cms),129,120,30,230,110,150
afg,89,1301,veg_c (above ground biomass),4,2,0,58,1,5
afg,89,1301,veg_c (below ground biomass),4,2,0,62,1,6
afg,89,1302,soil_c (0-30 cms),117,120,30,230,110,150
afg,89,1302,veg_c (above ground biomass),5,2,0,58,1,5
afg,89,1302,veg_c (below ground biomass),5,2,0,62,1,6
afg,89,1401,soil_c (0-30 cms),102,30,20,270,20,180
afg,89,1401,veg_c (below ground biomass),1,1,1,2,1,1
afg,89,1402,soil_c (0-30 cms),23,30,20,270,20,180
afg,89,1402,veg_c (below ground biomass),1,1,1,2,1,1
afg,90,1001,soil_c (0-30 cms),48,40,10,150,30,70
afg,90,1001,veg_c (below ground biomass),2,2,0,5,1,3
afg,90,1002,soil_c (0-30 cms),50,40,10,150,30,70
afg,90,1002,veg_c (below ground biomass),2,2,0,5,1,3
afg,90,1201,soil_c (0-30 cms),26,30,10,100,20,40
afg,90,1201,veg_c (above ground biomass),1,1,0,2,1,1
afg,90,1201,veg_c (below ground biomass),2,1,0,4,1,2
afg,90,1202,soil_c (0-30 cms),25,30,10,100,20,40
afg,90,1202,veg_c (above ground biomass),1,1,0,3,1,1
afg,90,1202,veg_c (below ground biomass),1,1,0,3,1,2
afg,90,1205,soil_c (0-30 cms),20,30,10,100,20,40
afg,90,1205,veg_c (below ground biomass),1,1,0,4,1,2
afg,90,1207,soil_c (0-30 cms),20,30,10,100,20,40
afg,90,1207,veg_c (above ground biomass),1,1,0,3,1,2
afg,90,1207,veg_c (below ground biomass),1,1,0,3,1,1
afg,90,1401,soil_c (0-30 cms),11,10,10,20,10,10
afg,90,1401,veg_c (below ground biomass),1,0,0,2,0,1
afg,90,1402,soil_c (0-30 cms),10,10,10,20,10,10
afg,90,1402,veg_c (below ground biomass),1,0,0,2,0,1
afg,90,1405,soil_c (0-30 cms),18,10,10,20,10,10
afg,90,1407,soil_c (0-30 cms),12,10,10,20,10,10
afg,90,1407,veg_c (below ground biomass),1,0,0,2,0,1
afg,97,1001,soil_c (0-30 cms),64,60,20,240,40,90
afg,97,1001,veg_c (below ground biomass),2,2,0,5,1,2
afg,97,1002,soil_c (0-30 cms),64,60,20,240,40,90
afg,97,1002,veg_c (below ground biomass),2,2,0,5,1,2
afg,97,1201,soil_c (0-30 cms),36,30,10,170,20,50
afg,97,1201,veg_c (above ground biomass),1,1,0,2,1,0
afg,97,1201,veg_c (below ground biomass),2,1,0,5,1,1
afg,97,1202,soil_c (0-30 cms),27,30,10,170,20,50
afg,97,1202,veg_c (above ground biomass),1,1,0,2,1,1
afg,97,1202,veg_c (below ground biomass),1,1,0,5,1,1
afg,97,1205,soil_c (0-30 cms),132,30,10,170,20,50
afg,97,1205,veg_c (above ground biomass),1,0,0,1,0,0
afg,97,1205,veg_c (below ground biomass),2,2,0,6,2,1
afg,97,1207,soil_c (0-30 cms),123,30,10,170,20,50
afg,97,1207,veg_c (above ground biomass),1,0,0,1,0,0
afg,97,1207,veg_c (below ground biomass),2,2,0,6,2,1
afg,97,1401,soil_c (0-30 cms),11,10,10,130,10,10
afg,97,1401,veg_c (below ground biomass),1,1,1,5,1,1
afg,97,1402,soil_c (0-30 cms),11,10,10,130,10,10
afg,97,1402,veg_c (below ground biomass),1,1,1,5,1,1
afg,97,1405,soil_c (0-30 cms),17,10,10,130,10,10
afg,97,1405,veg_c (below ground biomass),1,1,1,5,1,1
afg,97,1407,soil_c (0-30 cms),18,10,10,130,10,10
afg,97,1407,veg_c (below ground biomass),1,1,1,5,1,1
afg,102,1201,soil_c (0-30 cms),9,10,10,30,10,20
afg,102,1201,veg_c (below ground biomass),1,1,0,3,1,1
afg,102,1202,soil_c (0-30 cms),5,10,10,30,10,20
afg,102,1401,soil_c (0-30 cms),11,10,10,20,10,10
afg,102,1401,veg_c (below ground biomass),1,1,0,2,1,1
afg,102,1402,soil_c (0-30 cms),11,10,10,20,10,10
afg,102,1402,veg_c (below ground biomass),1,1,0,2,1,1
ago,162,101,soil_c (0-30 cms),94,90,40,220,80,100
ago,162,101,veg_c (above ground biomass),65,107,3,181,79,122
ago,162,101,veg_c (below ground biomass),17,27,1,46,20,31
ago,162,102,soil_c (0-30 cms),90,90,40,220,80,100
ago,162,102,veg_c (above ground biomass),103,107,3,181,79,123
ago,162,102,veg_c (below ground biomass),26,27,1,46,20,31
ago,162,201,soil_c (0-30 cms),59,70,40,130,50,80
ago,162,201,veg_c (above ground biomass),17,21,2,94,8,33
ago,162,201,veg_c (below ground biomass),11,14,2,63,5,22
ago,162,202,soil_c (0-30 cms),74,70,40,130,50,80
ago,162,202,veg_c (above ground biomass),28,23,2,99,8,35
ago,162,202,veg_c (below ground biomass),16,13,1,57,5,20
ago,162,901,soil_c (0-30 cms),77,70,30,150,60,100
ago,162,901,veg_c (above ground biomass),28,37,2,114,14,45
ago,162,901,veg_c (below ground biomass),8,11,1,33,4,13
ago,162,902,soil_c (0-30 cms),82,70,30,150,60,100
ago,162,902,veg_c (above ground biomass),43,37,2,115,14,45
ago,162,902,veg_c (below ground biomass),12,10,1,32,4,13
ago,182,101,soil_c (0-30 cms),59,60,20,220,40,80
ago,182,101,veg_c (above ground biomass),33,46,0,153,12,84
ago,182,101,veg_c (below ground biomass),12,17,0,56,4,30
ago,182,102,soil_c (0-30 cms),58,60,20,220,40,80
ago,182,102,veg_c (above ground biomass),43,46,0,155,12,85
ago,182,102,veg_c (below ground biomass),15,16,0,54,4,30
ago,182,103,soil_c (0-30 cms),50,60,20,220,40,80
ago,182,103,veg_c (above ground biomass),22,44,0,145,11,79
ago,182,103,veg_c (below ground biomass),10,19,0,63,5,35
ago,182,104,soil_c (0-30 cms),46,60,20,220,40,80
ago,182,104,veg_c (above ground biomass),14,41,0,136,11,75
ago,182,104,veg_c (below ground biomass),8,22,0,72,6,40
ago,182,105,soil_c (0-30 cms),25,60,20,220,40,80
ago,182,105,veg_c (above ground biomass),12,36,0,121,10,66
ago,182,105,veg_c (below ground biomass),9,26,0,87,7,48
ago,182,106,soil_c (0-30 cms),46,60,20,220,40,80
ago,182,106,veg_c (above ground biomass),3,20,0,65,5,36
ago,182,106,veg_c (below ground biomass),7,43,0,144,11,79
ago,182,107,soil_c (0-30 cms),42,60,20,220,40,80
ago,182,107,veg_c (above ground biomass),12,40,0,131,10,72
ago,182,107,veg_c (below ground biomass),7,23,0,77,6,42
ago,182,201,soil_c (0-30 cms),49,50,20,190,40,60
ago,182,201,veg_c (above ground biomass),29,27,0,140,12,43
ago,182,201,veg_c (below ground biomass),14,13,0,70,6,22
ago,182,202,soil_c (0-30 cms),50,50,20,190,40,60
ago,182,202,veg_c (above ground biomass),30,27,0,142,12,44
ago,182,202,veg_c (below ground biomass),14,13,0,67,6,21
ago,182,203,soil_c (0-30 cms),40,50,20,190,40,60
ago,182,203,veg_c (above ground biomass),44,30,0,159,14,49
ago,182,203,veg_c (below ground biomass),14,10,0,51,4,16
ago,182,204,soil_c (0-30 cms),41,50,20,190,40,60
ago,182,204,veg_c (above ground biomass),46,30,0,158,14,49
ago,182,204,veg_c (below ground biomass),15,10,0,51,4,16
ago,182,205,soil_c (0-30 cms),39,50,20,190,40,60
ago,182,205,veg_c (above ground biomass),30,27,0,140,12,43
ago,182,205,veg_c (below ground biomass),15,13,0,70,6,22
ago,182,207,soil_c (0-30 cms),42,50,20,190,40,60
ago,182,207,veg_c (above ground biomass),25,26,0,135,12,42
ago,182,207,veg_c (below ground biomass),14,14,0,75,6,23
ago,182,901,soil_c (0-30 cms),53,40,10,280,30,60
ago,182,901,veg_c (above ground biomass),19,12,1,74,5,31
ago,182,901,veg_c (below ground biomass),13,8,1,51,4,22
ago,182,902,soil_c (0-30 cms),50,40,10,280,30,60
ago,182,902,veg_c (above ground biomass),17,12,1,72,5,31
ago,182,902,veg_c (below ground biomass),13,9,1,53,4,22
ago,182,903,soil_c (0-30 cms),37,40,10,280,30,60
ago,182,903,veg_c (above ground biomass),12,10,1,62,5,26
ago,182,903,veg_c (below ground biomass),12,10,1,63,5,27
ago,182,904,soil_c (0-30 cms),38,40,10,280,30,60
ago,182,904,veg_c (above ground biomass),12,10,1,63,5,27
ago,182,904,veg_c (below ground biomass),12,10,1,62,5,26
ago,182,905,soil_c (0-30 cms),59,40,10,280,30,60
ago,182,905,veg_c (above ground biomass),12,10,1,61,4,26
ago,182,905,veg_c (below ground biomass),13,10,1,64,5,27
ago,182,906,soil_c (0-30 cms),39,40,10,280,30,60
ago,182,906,veg_c (above ground biomass),6,10,1,61,4,26
ago,182,906,veg_c (below ground biomass),7,10,1,64,5,27
ago,182,907,soil_c (0-30 cms),36,40,10,280,30,60
ago,182,907,veg_c (above ground biomass),27,12,1,72,5,30
ago,182,907,veg_c (below ground biomass),20,9,1,53,4,22
ago,182,1001,soil_c (0-30 cms),34,50,10,150,40,70
ago,182,1001,veg_c (above ground biomass),16,11,0,61,6,25
ago,182,1001,veg_c (below ground biomass),10,7,0,39,4,16
ago,182,1002,soil_c (0-30 cms),44,50,10,150,40,70
ago,182,1002,veg_c (above ground biomass),12,11,0,57,6,23
ago,182,1002,veg_c (below ground biomass),9,8,0,42,4,17
ago,182,1003,soil_c (0-30 cms),32,50,10,150,40,70
ago,182,1003,veg_c (above ground biomass),11,11,0,57,6,23
ago,182,1003,veg_c (below ground biomass),8,8,0,43,5,17
ago,182,1004,soil_c (0-30 cms),7,50,10,150,40,70
ago,182,1004,veg_c (above ground biomass),2,9,0,47,5,19
ago,182,1004,veg_c (below ground biomass),2,10,0,53,6,22
ago,182,1005,soil_c (0-30 cms),46,50,10,150,40,70
ago,182,1005,veg_c (above ground biomass),6,9,0,50,5,20
ago,182,1005,veg_c (below ground biomass),6,9,0,49,5,20
ago,182,1006,soil_c (0-30 cms),29,50,10,150,40,70
ago,182,1006,veg_c (above ground biomass),27,11,0,60,6,24
ago,182,1006,veg_c (below ground biomass),18,7,0,40,4,16
ago,182,1007,soil_c (0-30 cms),28,50,10,150,40,70
ago,182,1007,veg_c (above ground biomass),25,12,0,63,7,26
ago,182,1007,veg_c (below ground biomass),15,7,0,37,4,15
ago,182,1201,soil_c (0-30 cms),33,20,10,160,20,40
ago,182,1201,veg_c (above ground biomass),23,24,0,65,7,41
ago,182,1201,veg_c (below ground biomass),30,32,0,86,9,54
ago,182,1202,soil_c (0-30 cms),32,20,10,160,20,40
ago,182,1202,veg_c (above ground biomass),25,25,0,67,7,42
ago,182,1202,veg_c (below ground biomass),31,31,0,84,9,52
ago,182,1203,soil_c (0-30 cms),38,20,10,160,20,40
ago,182,1203,veg_c (above ground biomass),18,24,0,64,7,40
ago,182,1203,veg_c (below ground biomass),25,32,0,87,9,54
ago,182,1204,soil_c (0-30 cms),47,20,10,160,20,40
ago,182,1204,veg_c (above ground biomass),8,24,0,65,7,40
ago,182,1204,veg_c (below ground biomass),11,32,0,86,9,54
ago,182,1205,soil_c (0-30 cms),23,20,10,160,20,40
ago,182,1205,veg_c (above ground biomass),25,23,0,63,7,39
ago,182,1205,veg_c (below ground biomass),34,32,0,88,9,55
ago,182,1206,soil_c (0-30 cms),24,20,10,160,20,40
ago,182,1206,veg_c (above ground biomass),26,23,0,61,6,38
ago,182,1206,veg_c (below ground biomass),37,33,0,90,9,56
ago,182,1207,soil_c (0-30 cms),22,20,10,160,20,40
ago,182,1207,veg_c (above ground biomass),21,25,0,69,7,43
ago,182,1207,veg_c (below ground biomass),26,30,0,82,9,51
ago,182,1401,soil_c (0-30 cms),11,10,10,80,10,10
ago,182,1401,veg_c (above ground biomass),4,1,1,53,2,5
ago,182,1401,veg_c (below ground biomass),2,1,1,27,1,3
ago,182,1402,soil_c (0-30 cms),19,10,10,80,10,10
ago,182,1402,veg_c (above ground biomass),5,1,1,49,1,5
ago,182,1402,veg_c (below ground biomass),3,1,1,31,1,3
ago,182,1403,soil_c (0-30 cms),19,10,10,80,10,10
ago,182,1403,veg_c (above ground biomass),18,1,1,48,1,5
ago,182,1403,veg_c (below ground biomass),12,1,1,32,1,3
ago,182,1405,soil_c (0-30 cms),14,10,10,80,10,10
ago,182,1405,veg_c (above ground biomass),7,1,1,54,2,5
ago,182,1405,veg_c (below ground biomass),3,1,0,26,1,3
ago,182,1406,soil_c (0-30 cms),10,10,10,80,10,10
ago,182,1406,veg_c (above ground biomass),2,1,1,48,1,5
ago,182,1406,veg_c (below ground biomass),1,1,1,33,1,3
ago,182,1407,soil_c (0-30 cms),11,10,10,80,10,10
ago,182,1407,veg_c (above ground biomass),3,1,1,50,2,5
ago,182,1407,veg_c (below ground biomass),2,1,1,30,1,3
ago,183,101,soil_c (0-30 cms),83,60,40,210,50,70
ago,183,101,veg_c (above ground biomass),48,58,0,163,15,97
ago,183,101,veg_c (below ground biomass),14,17,0,47,4,28
ago,183,102,soil_c (0-30 cms),56,60,40,210,50,70
ago,183,102,veg_c (above ground biomass),50,57,0,161,15,96
ago,183,102,veg_c (below ground biomass),15,17,0,49,5,29
ago,183,201,soil_c (0-30 cms),50,50,30,160,40,60
ago,183,201,veg_c (above ground biomass),26,24,2,134,12,46
ago,183,201,veg_c (below ground biomass),12,11,1,63,6,22
ago,183,202,soil_c (0-30 cms),50,50,30,160,40,60
ago,183,202,veg_c (above ground biomass),32,25,2,142,13,49
ago,183,202,veg_c (below ground biomass),12,10,1,55,5,19
ago,183,205,soil_c (0-30 cms),52,50,30,160,40,60
ago,183,205,veg_c (above ground biomass),31,25,2,139,12,48
ago,183,205,veg_c (below ground biomass),13,10,1,58,5,20
ago,183,207,soil_c (0-30 cms),52,50,30,160,40,60
ago,183,207,veg_c (above ground biomass),21,23,2,130,12,45
ago,183,207,veg_c (below ground biomass),11,12,1,67,6,23
ago,183,901,soil_c (0-30 cms),63,60,30,220,50,70
ago,183,901,veg_c (above ground biomass),19,14,1,119,6,31
ago,183,901,veg_c (below ground biomass),10,8,1,67,3,18
ago,183,902,soil_c (0-30 cms),53,60,30,220,50,70
ago,183,902,veg_c (above ground biomass),13,13,1,115,5,30
ago,183,902,veg_c (below ground biomass),8,8,1,71,3,19
ago,183,903,soil_c (0-30 cms),76,60,30,220,50,70
ago,183,903,veg_c (above ground biomass),7,13,1,118,6,31
ago,183,903,veg_c (below ground biomass),4,8,1,68,3,18
ago,183,905,soil_c (0-30 cms),54,60,30,220,50,70
ago,183,905,veg_c (above ground biomass),5,11,1,96,5,25
ago,183,905,veg_c (below ground biomass),5,10,1,90,4,24
ago,183,907,soil_c (0-30 cms),53,60,30,220,50,70
ago,183,907,veg_c (above ground biomass),5,11,1,96,5,25
ago,183,907,veg_c (below ground biomass),5,10,1,90,4,24
ago,183,1001,soil_c (0-30 cms),51,50,40,140,50,60
ago,183,1001,veg_c (above ground biomass),16,14,1,48,7,25
ago,183,1001,veg_c (below ground biomass),8,7,1,26,4,13
ago,183,1002,soil_c (0-30 cms),38,50,40,140,50,60
ago,183,1002,veg_c (above ground biomass),10,13,1,46,7,23
ago,183,1002,veg_c (below ground biomass),6,8,1,29,4,15
ago,183,1005,soil_c (0-30 cms),55,50,40,140,50,60
ago,183,1005,veg_c (above ground biomass),6,12,1,42,6,21
ago,183,1005,veg_c (below ground biomass),5,9,1,32,5,17
ago,183,1007,soil_c (0-30 cms),55,50,40,140,50,60
ago,183,1007,veg_c (above ground biomass),6,12,1,42,6,21
ago,183,1007,veg_c (below ground biomass),5,9,1,32,5,16
ago,188,101,soil_c (0-30 cms),56,50,30,240,40,60
ago,188,101,veg_c (above ground biomass),12,14,2,54,8,24
ago,188,101,veg_c (below ground biomass),7,9,1,34,5,15
ago,188,102,soil_c (0-30 cms),49,50,30,240,40,60
ago,188,102,veg_c (above ground biomass),16,14,2,54,8,24
ago,188,102,veg_c (below ground biomass),11,9,1,35,5,16
ago,188,201,soil_c (0-30 cms),53,40,20,190,40,50
ago,188,201,veg_c (above ground biomass),40,34,2,133,21,54
ago,188,201,veg_c (below ground biomass),16,14,1,54,8,22
ago,188,202,soil_c (0-30 cms),46,40,20,190,40,50
ago,188,202,veg_c (above ground biomass),41,35,2,136,21,56
ago,188,202,veg_c (below ground biomass),15,13,1,51,8,21
ago,188,203,soil_c (0-30 cms),41,40,20,190,40,50
ago,188,203,veg_c (above ground biomass),24,25,2,99,15,41
ago,188,203,veg_c (below ground biomass),21,23,2,88,14,36
ago,188,204,soil_c (0-30 cms),42,40,20,190,40,50
ago,188,204,veg_c (above ground biomass),22,26,2,101,16,42
ago,188,204,veg_c (below ground biomass),19,22,2,86,13,35
ago,188,205,soil_c (0-30 cms),43,40,20,190,40,50
ago,188,205,veg_c (above ground biomass),19,23,2,91,14,37
ago,188,205,veg_c (below ground biomass),19,25,2,96,15,39
ago,188,901,soil_c (0-30 cms),89,50,10,440,30,80
ago,188,901,veg_c (above ground biomass),9,10,1,86,5,22
ago,188,901,veg_c (below ground biomass),5,7,1,54,3,14
ago,188,902,soil_c (0-30 cms),55,50,10,440,30,80
ago,188,902,veg_c (above ground biomass),12,9,1,71,4,18
ago,188,902,veg_c (below ground biomass),12,8,1,69,4,18
ago,188,903,soil_c (0-30 cms),86,50,10,440,30,80
ago,188,903,veg_c (above ground biomass),7,8,1,69,4,18
ago,188,903,veg_c (below ground biomass),7,9,1,72,4,19
ago,188,904,soil_c (0-30 cms),59,50,10,440,30,80
ago,188,904,veg_c (above ground biomass),13,8,1,65,4,17
ago,188,904,veg_c (below ground biomass),15,9,1,76,5,20
ago,188,905,soil_c (0-30 cms),47,50,10,440,30,80
ago,188,905,veg_c (above ground biomass),12,8,1,64,4,16
ago,188,905,veg_c (below ground biomass),14,9,1,77,5,20
ago,188,906,soil_c (0-30 cms),101,50,10,440,30,80
ago,188,906,veg_c (above ground biomass),6,10,1,83,5,21
ago,188,906,veg_c (below ground biomass),4,7,1,58,4,15
ago,188,907,soil_c (0-30 cms),86,50,10,440,30,80
ago,188,907,veg_c (above ground biomass),12,9,1,74,5,19
ago,188,907,veg_c (below ground biomass),11,8,1,67,4,17
