# File: RCP_BC_2000.csv
# Title: RCP BC Emissions
# Units: ktC
# Source: Unknown processing, evidently from gridded data.
# Lamarque, et al. (2010) Historical (1850-2000) gridded anthropogenic and biomass burning emissions of reactive gases and aerosols: methodology and application Atmospheric Chemistry and Physics 10 pp. 7017–7039. doi:10.5194/acp-10-7017-2010
# Column types: ccinnnnnninn 
# ----------
Country,iso,agr,awb,dom,ene,ind,lcf,sav,slv,tra,wst
Niger,ner,0,414012.5845,3378850.166,1567.566756,348605.9804,0,264526.2341,0,291922.7536,48030.25183
Colombia,col,0,2111296.538,6142785.178,23074.58466,7354512.37,5003089.763,3827674.492,0,6464875.164,412458.1927
Ethiopia,eth,0,2248302.094,52670935.87,0,397911.1628,2955860.822,40463222.6,0,1516777.7,287805.263
Bolivia,bol,0,524508.2447,1218523.882,702.2699358,721167.4005,35111917.28,22817664.44,0,1256421.367,63229.38714
Mauritania,mrt,0,45260.30039,719412.8865,0,62004.58089,0,114968.0646,0,56925.6691,15989.18262
Egypt,egy,0,738977.3775,2627636.179,98174.47855,7130492.19,0,3153.019676,0,20051910.38,459843.4804
Venezuela,ven,0,694583.4735,480350.2367,206981.5388,4728232.23,8998583.133,8096839.603,0,7023536.19,259660.1505
Nigeria,nga,0,3866888.1,23303355.67,168607.4834,10148760.75,578815.842,22929586.03,0,7312127.437,820464.5014
Tanzania,tza,0,758097.4348,27882326.27,0,1482521.771,0,52466312.85,0,978991.6809,173519.195
Namibia,nam,0,10292.06601,828565.7234,0,344676.5829,0,6838925.062,0,335208.5271,9029.186306
Chile,chl,0,340402.5475,6840501.526,45948.51201,5557856.047,328730.7526,496809.288,0,9421264.715,173962.2726
Pakistan,pak,0,47977.76277,27113269.49,272129.595,8600527.929,0,809639.7009,0,22730535.14,406501.4284
Turkey,tur,0,3596809.306,2358038.767,1053765.938,12030484.71,6528.52366,291495.5844,0,10132119.62,368048.334
Mozambique,moz,0,300604.1044,9300560.058,3260.539293,772003.2213,0,45148766.01,0,705070.9602,92611.85069
Zambia,zmb,0,67064.46594,6496562.382,0,1037384.678,0,98802581.05,0,369636.4264,33148.81476
Myanmar,mmr,0,976963.0436,19917721.81,7051.20067,1047493.058,78629720.98,4752063.764,0,2601327.76,114733.3542
Morocco,mar,0,179376.229,15081649.49,77138.22071,195908.2316,0,30141.98194,0,293516.7862,258571.8883
Somalia,som,0,49170.87445,2902604.47,0,230202.4152,0,207997.0105,0,196970.0053,32528.75253
Afghanistan,afg,0,7429.968596,1701248.934,7273.510168,657688.3296,0,52002.81149,0,597932.6965,34423.7669
Central African Republic,caf,0,71602.82415,2046615.34,0,120890.7623,15537713.16,156441354.2,0,67342.67492,53297.27543
Madagascar,mdg,0,290833.3064,9017146.637,0,438417.109,2909562.506,15769967.95,0,379225.7863,60194.57007
Ukraine,ukr,0,3716573.036,30792059.28,296019.3568,11790452.26,850641.828,667802.3061,0,7251848.597,400753.7221
Kenya,ken,0,259266.7476,16741321.88,29846.47046,1223642.669,49543.22754,2717093.143,0,1402491.617,180395.5825
Greenland,grl,0,0,0,0,0,0,0,0,0,0
Botswana,bwa,0,26264.61083,1534522.663,7712.429396,401736.0467,0,8819554.016,0,544321.9392,7210.808018
France,fra,0,1753.883742,10500918.48,1329697.473,9652020.659,244944.9521,211241.9454,0,47123969.03,410790.3384
Thailand,tha,0,1735448.781,12342454.47,406403.2533,20134773.75,11609014.7,2700818.487,0,32301513.59,148386.5697
Spain,esp,0,401442.9974,3630178.307,366464.4026,8659005.963,536830.2361,2488020.037,0,31621858.25,274554.0882
Papua New Guinea,png,0,10979.40747,307757.2817,0,114415.6632,11090725.48,242829.8288,0,58547.58029,3009.72794
Turkmenistan,tkm,0,181911.6585,1620126.142,8715.671647,218769.6193,0,246768.3172,0,205351.2592,19375.12633
Cameroon,cmr,0,308947.8217,6232545.562,250.810683,1192655.022,7269864.129,23910965.45,0,1232283.124,138134.0038
Sweden,swe,0,91408.07406,3186695.331,31372.24153,3591866.391,173639.076,2128.004821,0,5067288.472,43816.63723
Iraq,irq,0,1071152.062,239695.5984,340968.7475,6094386.079,0,116319.6684,0,7712913.064,134371.8205
Yemen,yem,0,522464.9675,46951.7608,35301.6051,2373647.253,0,260.8345973,0,877059.913,38248.63627
Uzbekistan,uzb,0,421016.1836,9591763.619,53297.27268,2686558.82,0,364078.9018,0,1122628.723,137945.8825
Japan,jpn,0,1174095.827,7419431.744,1780755.918,49485751.1,1443694.401,49301.31399,0,61490803.7,683208.2955
Paraguay,pry,0,610360.2378,4084891.396,5831.348184,1885532.193,867229.7848,14908030.27,0,3135948.979,54112.40993
Zimbabwe,zwe,0,98449.08051,9451173.968,11411.88695,2891032.283,0,10814427.26,0,1098049.31,62389.15964
Philippines,phl,0,744870.5713,12841507.1,138447.5062,12042926.35,1625835.176,0,0,14654367.64,359160.9196
Germany,deu,0,4034.243406,4338966.228,1322085.813,12895419.3,20512.52378,140020.9381,0,47076036.05,533850.551
Norway,nor,0,19760.40276,1213656.387,14045.40071,1505988.757,16629.79575,1545.167514,0,3646583.093,22071.34436
Malaysia,mys,0,159613.0358,4053988.827,88824.95251,11000261.46,17473557.46,64569.84368,0,16141201.36,100748.4241
Finland,fin,0,62480.6455,1162796.05,17556.75317,3341682.08,69808.68119,192.7281079,0,3423240.093,24077.8301
Congo,cog,0,56873.22884,2022044.969,0,46417.89392,6500779.569,2734983.062,0,263512.4688,109604.2729
Vietnam,vnm,0,1025260.121,51184941.37,39189.17352,5781610.536,10865727.34,766847.7103,0,7012739.968,152681.0219
Cote d'Ivoire,civ,0,329768.4924,9041065.354,2006.485972,633631.4478,1536730.845,17351068.93,0,855837.19,110281.4686
Oman,omn,0,6251.914255,8948.568032,4012.971656,38400.91232,0,0,0,485966.6738,13525.86274
Italy,ita,0,90041.77302,1870680.556,2355873.858,8682693.224,203520.8129,654319.0229,0,31113012.04,402676.5788
Poland,pol,0,635383.7046,20459066.54,810243.9165,14420610.82,368058.9193,119937.6091,0,10995038.68,269997.7131
New Zealand,nzl,0,165447.0318,1334312.887,34110.25692,1264085.946,32720.26569,40850.33197,0,2908400.885,21068.09459
Burkina Faso,bfa,0,327379.7969,8293933.37,0,322730.6533,0,7034165.092,0,284795.5301,28278.90318
United Kingdom,gbr,0,99.90827512,3785588.25,874174.7554,10335574.19,206.6073614,110236.5247,0,30663528.97,401898.2445
Gabon,gab,0,18655.63092,733474.9633,0,574272.8347,981945.9394,611076.9894,0,215132.8666,32981.60471
Ecuador,ecu,0,561300.7803,2865136.108,49158.89613,1517969.01,243139.5384,129930.0708,0,5016088.484,99341.93872
Guinea,gin,0,218571.4823,670995.1004,0,212488.3383,386977.8868,21370078.74,0,184313.4758,35839.05571
Ghana,gha,0,376275.8928,7432351.648,2006.485356,1479018.741,433673.4489,16394288.26,0,1429075.288,147265.2967
Romania,rom,0,354288.0359,14906111.26,505299.9737,2360245.866,276352.1118,415113.2915,0,4702834.663,157697.2396
Laos,lao,0,155336.7305,4380659.721,8402.157915,552285.1449,39383685.87,318834.7279,0,739452.5907,4953.511702
Uganda,uga,0,655541.0222,16312428.64,250.8106523,704075.6206,901471.8872,15031741.47,0,548438.4857,90336.22462
Guyana,guy,0,200146.73,364670.3904,5016.213818,313066.0931,1853655.976,124966.0894,0,426432.5385,52411.07869
Belarus,blr,0,686164.353,4349120.033,120514.5297,2216100.536,408158.541,88218.58394,0,2085177.337,66778.34575
Senegal,sen,0,110670.1399,4603242.448,7022.698088,468648.076,0,6943085.476,0,929972.5774,69390.95626
Kyrgyzstan,kgz,0,163195.1962,3858179.264,4765.402618,191180.4504,0,334217.1941,0,79005.36546,45396.73349
Syria,syr,0,2415122.892,81450.76432,105904.8049,4646017.004,0,38500.12605,0,4347991.086,54049.69991
Cambodia,khm,0,267424.1428,8696064.657,11223.7772,598274.0352,20153347.8,84313.01006,0,1012287.276,90642.9748
Uruguay,ury,0,229362.3712,793070.2996,6019.45716,806748.5747,0,109425.2421,0,1878465.118,37479.10629
Greece,grc,0,104811.9091,582737.433,131272.7696,3160680.203,33516.73402,378967.2368,0,3737377.264,74402.60801
Tunisia,tun,0,59675.95438,2958019.482,9907.021902,1667953.815,2610.083134,3825.15509,0,3282087.848,107158.8578
Suriname,sur,0,29952.78584,216746.4301,3009.728561,49280.12757,857580.183,15490.7422,0,251299.8388,4514.593815
Nepal,npl,0,52803.23289,11488581.49,31602.1473,1349718.473,284439.3698,288936.368,0,1246456.807,24516.74587
Bangladesh,bgd,0,74107.6757,27613706.52,35489.7175,2581365.101,2442326.025,69295.18103,0,2370130.362,243298.9442
Tajikistan,tjk,0,84224.49859,5848466.056,2319.998856,132992.3747,0,53942.90996,0,150361.0054,62828.07702
Cuba,cub,0,580846.8904,1402533.562,244791.2617,6909334.336,470240.2611,1457805.969,0,994213.7233,112363.2098
North Korea,prk,0,29246.16915,15893123.47,119313.4263,11472535.86,1080190.959,235.9832072,0,1400326.072,254826.4589
Eritrea,eri,0,47465.92012,323683.7528,0,7963.239448,0,355603.1919,0,15111.34337,6646.483613
Nicaragua,nic,0,85900.38621,1169386.901,15236.74663,429495.3867,2084022.785,190341.5319,0,1056405.737,34922.39993
Honduras,hnd,0,93042.96506,1645165.796,7712.430046,840000.8386,1853958.08,127890.2589,0,1172808.716,35391.17787
Benin,ben,0,228308.7472,2220574.105,1128.648361,186003.0054,31464.07019,8668188.8,0,367767.3154,44957.81581
South Korea,kor,0,2709661.218,9031297.3,2914492.539,54419173.77,187961.8946,6242.352438,0,36130125.13,620690.9606
Bulgaria,bgr,0,159526.2057,1388070.056,124485.7081,1440552.162,797135.2477,430156.4321,0,2483757.62,59065.91854
Guatemala,gtm,0,289538.2619,2957404.396,21348.16824,1388265.095,27580345.36,306990.6693,0,1947588.52,70243.70998
Iceland,isl,0,12.3227604,5016.215529,0,184596.7075,0,0,0,370196.6765,1003.242936
Serbia and Montenegro,scg,0,163992.5827,1528886.34,146111.1736,375101.3457,240072.9685,288919.8758,0,1485245.296,85401.04501
Malawi,mwi,0,249073.731,5326611.373,0,327100.549,0,4218623.628,0,269602.2033,32605.39071
Liberia,lbr,0,79745.30996,2177350.429,0,96696.48091,815833.4595,34560.27848,0,82534.63452,25932.03466
Portugal,prt,0,31967.5568,891614.0694,114862.3495,3098318.334,0,2565976.341,0,6087587.237,65739.27067
Hungary,hun,0,272590.4877,3154822.512,219835.583,1185895.758,107576.6125,134320.655,0,4501237.247,75243.21858
Jordan,jor,0,97717.22635,57372.94002,52732.93756,623640.8246,0,840.1868651,0,918974.5099,25269.1769
Azerbaijan,aze,0,137942.1656,6352742.44,165601.9456,927180.2614,14217.12981,71888.97636,0,980473.372,68157.80835
Panama,pan,0,47689.37827,415697.8097,14066.29765,486928.0483,290723.2997,0,0,992708.7128,21109.89773
French Guiana,guf,0,4017.657466,87675.05899,0,16996.6039,78851.08969,0,0,93314.11254,1003.242647
Austria,aut,0,70077.55792,2857925.305,41634.58187,2968720.926,40882.41066,46932.19511,0,5869346.865,70477.81473
United Arab Emirates,are,0,1042.754976,33187.63253,5580.537721,83932.01586,0,0,0,5067053.981,21587.63353
Czech Republic,cze,0,197614.3944,7076247.444,516231.1163,2527858.301,151554.3934,34823.87647,0,7574922.116,83519.96635
Ireland,irl,0,34919.64979,1128294.71,59844.22343,1186668.95,203.2745591,24250.0567,0,3169829.757,21470.19294
Sierra Leone,sle,0,95453.10272,2046543.535,0,125190.3654,993089.1119,2422087.844,0,107785.8934,31530.48478
Sri Lanka,lka,0,815.34951,5608127.292,14045.40169,1953313.775,272011.0847,18740.03335,0,4436339.702,30097.28598
Georgia,geo,0,48404.38893,4253749.82,9969.724868,261282.0554,32284.00621,49598.21487,0,341729.5733,38812.95555
Svalbard,sjm,0,0,0,0,0,0,0,0,0,0
Latvia,lva,0,3013.448101,3863363.385,5894.052557,219133.3489,482561.1428,78213.15209,0,883468.279,14672.42828
Lithuania,ltu,0,9124.178195,5572234.939,12880.92213,296628.4817,84842.23586,117865.3657,0,1275100.922,16114.58843
Croatia,hrv,0,77837.09506,477543.5922,30431.69764,928083.2018,129519.8517,159920.4716,0,1749885.314,43850.06811
Togo,tgo,0,152370.7452,2504350.14,0,28458.05719,0,4095608.299,0,331896.0067,34459.59351
Costa Rica,cri,0,66247.18455,93615.10186,982.341551,948419.91,252188.3635,0,0,1524887.487,30578.01024
Denmark,dnk,0,150869.9958,459259.739,27066.65862,1820939.945,159.7742462,1860.550957,0,3262911.6,32304.42774
Dominican Republic,dom,0,86867.52793,1488608.983,50244.45599,1908894.485,58360.02525,152719.1528,0,2916599.105,63735.4991
Bosnia & Herzegovina,bih,0,38497.02341,627521.4073,43167.30764,151078.6116,612262.8923,272862.1935,0,1077559.438,32647.19447
Slovakia,svk,0,84559.30051,2000591.695,85589.14798,1033653.641,223410.2013,3839.35498,0,2744935.033,59881.05517
Estonia,est,0,1032.388627,1531805.621,64082.13458,227274.9181,114340.5252,1463.176667,0,618702.667,6270.267734
Solomon Is.,slb,0,49396.75585,26886.90601,0,8293.473041,4428.267492,0,0,3277.259925,1003.243026
Switzerland,che,0,16605.5529,759831.0912,53359.97447,315018.2649,25388.88806,41053.16996,0,1257753.06,66715.64743
Taiwan,twn,0,3606.154822,1709901.981,911822.4168,18091352.28,42490.5744,0,0,11670598.18,297586.9094
Bhutan,btn,0,14613.0479,1314436.207,10659.45575,324360.9491,177453.8812,41600.33003,0,213690.7274,2131.890909
Netherlands,nld,0,41756.06453,281741.016,183996.5042,2681676.634,104.9330984,15076.60858,0,11544744.01,101094.6136
Guinea-Bissau,gnb,0,44438.68843,730669.3538,0,39719.7272,63874.87857,2351756.237,0,41649.0406,12289.72315
Moldova,mda,0,308918.7687,4783587.49,15424.85995,284983.6797,34385.42898,105108.5125,0,327433.3891,28968.6403
Haiti,hti,0,44365.36,1416782.149,1924.168145,682481.6347,0,32334.66805,0,560640.3081,40601.74626
Belgium,bel,0,49874.63702,987549.3332,234293.0201,3191118.198,209.8661968,32053.77071,0,10237224.26,89584.20621
Lesotho,lso,0,13202.14924,1082561.573,4514.592793,86153.46886,0,532880.4216,0,91859.41712,8088.645132
Albania,alb,0,20178.82524,2324304.447,5434.231892,283416.1066,22963.17169,131370.8361,0,1093304.736,22489.35842
Fiji,fji,0,0,48155.65288,0,72233.48323,0,0,0,11035.67089,2006.486247
Armenia,arm,0,36558.50025,1408741.083,7085.402277,88473.47694,7129.335127,33768.13205,0,105340.5064,275013.9786
The Bahamas,bhs,0,945.9556657,63204.29381,2006.485156,17055.12613,0,0,0,156505.874,3009.728177
Equatorial Guinea,gnq,0,8135.194394,269705.0947,0,14881.43489,1941.304481,532.5475672,0,12164.31856,1379.458899
Burundi,bdi,0,103367.5074,3917934.734,0,159549.036,0,730594.1196,0,137791.2193,46817.99749
Belize,blz,0,23348.65807,69239.67791,376.2161401,43645.04156,815181.53,0,0,132923.7112,1003.24304
Macedonia,mkd,0,21788.70365,233630.1845,61762.14123,278713.4009,63861.6467,104581.5971,0,540873.3144,11098.37309
Rwanda,rwa,0,157471.1404,4954326.352,0,242734.5945,21224.13478,460669.4046,0,193400.1185,54250.3459
New Caledonia,ncl,0,19469.81456,9029.186149,0,11035.67113,0,0,0,1003.242964,1003.242964
Djibouti,dji,0,551.2179421,106998.6172,0,15341.25238,0,64765.82036,0,14463.41566,2647.446212
Israel,isr,0,115377.6124,117705.2571,164764.7069,460093.674,0,2017.442948,0,1656904.826,39918.11642
El Salvador,slv,0,101550.4254,1251703.163,10910.26739,535864.2875,47632.87133,92368.25461,0,1745345.237,44035.19821
Slovenia,svn,0,18600.03258,250873.4436,22134.04451,611790.0506,38570.65707,5261.730608,0,1152349.835,15612.96694
Vanuatu,vut,0,107887.8307,10032.4294,0,3009.728927,0,0,0,1003.243207,0
Falkland Is.,flk,0,0,0,0,0,0,0,0,0,0
French Polynesia,pyf,0,0,13042.15547,0,4012.971895,0,0,0,3009.728688,0
Kuwait,kwt,0,3029.255379,71435.06115,270131.4711,414088.4813,0,0.347311041,0,682409.9297,16051.88453
Swaziland,swz,0,21979.1274,703524.0624,13982.69692,116250.7664,0,824515.9995,0,156756.6832,6207.564753
Timor-Leste,tls,0,21264.492,378511.7653,1070.125407,186162.3276,39231.51822,24662.68318,0,132957.4564,66.88286842
Jamaica,jam,0,31235.11811,169548.0248,69223.75492,402300.3445,0,0,0,554793.2047,17055.1265
Qatar,qat,0,3193.400682,2006.486041,0,1316.755963,0,0,0,586190.8458,4012.970312
The Gambia,gmb,0,13793.03349,770790.0521,0,45208.63184,0,873998.4174,0,69014.75352,6980.898732
Cyprus,cyp,0,582.5427469,9029.185544,37119.9817,565828.9047,0,0,0,651104.5701,4012.971342
Lebanon,lbn,0,169931.8483,41509.17072,57623.75235,1296064.166,0,6454.946992,0,435720.8482,26962.15288
Puerto Rico,pri,0,1060.08826,0,0,3009.729121,7537.559935,0,0,0,43139.44177
Marshall Is.,mhl,0,0,0,0,0,0,0,0,0,0
Kiribati,kir,0,0,2006.485759,0,1003.24239,0,0,0,0,0
Cape Verde,cpv,0,0,108350.2186,0,9029.184811,0,0,0,9029.184811,4012.971143
Trinidad & Tobago,tto,0,17255.12862,17771.7289,5016.213056,269155.6985,0,0,0,731364.0185,13042.15533
Brunei,brn,0,1163.731898,443809.4804,0,156142.9404,1478583.016,0,0,300377.3181,2790.838697
Occupied Palestinian Territory,pse,0,63407.28063,78849.70435,111521.191,255746.8895,0,1183.406212,0,1080622.245,27881.38942
Maldives,mdv,0,0,74239.96381,0,0,0,0,0,0,0
Samoa,wsm,0,0,11035.67179,0,3009.729371,0,0,0,2006.486247,0
Tonga,ton,0,0,4012.971954,0,2006.486433,0,0,0,1003.24276,0
Guadeloupe,glp,0,11842.53854,70083.67403,3009.728764,55321.67507,0,0,0,215267.2691,5016.214293
Reunion,reu,0,0,19061.61402,0,20064.857,0,0,0,17055.13237,10032.43031
Mauritius,mus,0,0,70226.99572,0,31100.51983,0,0,0,27087.55685,8025.942497
Faroe Is.,fro,0,1.964436441,12038.91185,0,0,0,0,0,0,0
Comoros,com,0,4240.482966,316021.4905,0,18058.37019,0,0,0,16051.88309,3009.72787
Micronesia,fsm,0,0,0,0,0,0,0,0,0,0
Luxembourg,lux,0,2796.74062,72860.51296,5141.619521,244164.2361,0,16410.47745,0,1667264.279,14170.80599
Turks & Caicos Is.,tca,0,0,0,0,0,0,0,0,0,0
Cook Is.,cok,0,0,0,0,0,0,0,0,0,0
Hong Kong,hkg,0,4346.64243,1570516.594,151644.8859,6238474.336,0,564.0214523,0,7604724.668,152648.1489
Martinique,mtq,0,3015.175272,75912.02032,3678.55612,26084.31376,0,0,0,215362.741,5016.213029
Netherlands Antilles,ant,0,374.559486,39874.91693,2006.485369,10828.65117,0,0,0,109321.6134,2006.485369
Northern Mariana Is.,mnp,0,0,0,0,0,0,0,0,0,0
Sao Tome & Principe,stp,0,596.3831551,3009.728806,0,3009.728806,0,0,0,3009.728806,1003.242609
Palau,plw,0,0,0,0,0,0,0,0,0,0
St. Vincent & the Grenadines,vct,0,647.275794,24364.46834,1146.563211,5589.495673,0,0,0,63920.89673,1003.242828
Dominica,dma,0,101.4129245,14188.71758,1003.243143,3869.649754,0,0,0,38553.18408,1003.243143
Bahrain,bhr,0,290.5062016,6019.456955,401.2971303,3979.529614,0,0,0,313245.8844,14847.994
Virgin Is.,vir,0,4861.016289,0,0,0,0,0,0,0,1003.243207
Guam,gum,0,3787.992598,0,0,0,0,0,0,0,0
Singapore,sgp,0,3046.343375,26944.23482,202026.6058,11057.71944,0,6380.667843,0,2720849.322,25929.96559
Antigua & Barbuda,atg,0,74.91410903,10032.42817,43139.44339,4012.972203,0,0,0,1018291.862,0
British Virgin Is.,vgb,0,0,0,0,0,0,0,0,0,0
St. Lucia,lca,0,564.9113479,33441.43392,1337.657275,8025.943685,0,0,0,84606.8174,0
Isle of Man,imn,0,0,0,0,0,0,0,0,0,0
St. Helena,shn,0,0,0,0,0,0,0,0,0,0
Cayman Is.,cym,0,0,0,0,0,0,0,0,0,0
Mayotte,myt,0,0,0,0,0,0,0,0,0,0
Grenada,grd,0,189.0991572,13758.75846,859.9223011,3439.689205,0,0,0,34396.89205,0
Barbados,brb,0,8169.407012,63204.30578,3009.728484,28090.80108,0,0,0,154499.3612,0
American Samoa,asm,0,0,0,0,0,0,0,0,0,0
Malta,mlt,0,135.1688645,14045.40013,18058.36397,0,0,0,0,154499.3716,2006.48574
Tuvalu,tuv,0,0,0,0,0,0,0,0,0,0
St. Pierre & Miquelon,spm,0,0.360568828,0,0,0,0,0,0,0,0
St. Kitts & Nevis,kna,0,2564.920228,7134.172805,0,1783.542786,0,0,0,16943.65563,0
Seychelles,syc,0,0,4012.970778,0,1003.242647,0,0,0,1003.242647,1003.242647
Niue,niu,0,0,0,0,0,0,0,0,0,0
Tokelau,tkl,0,0,0,0,0,0,0,0,0,0
Andorra,and,0,106.2352251,6897.295204,501.6214059,8841.077236,2858.406749,0,0,24830.26331,188.1079578
Wallis & Futuna,wlf,0,0,0,0,0,0,0,0,0,0
Aruba,abw,0,71.71577751,401.2970739,0,3461.187262,0,0,0,5066.377088,0
Channel Islands,chi,0,0,0,0,0,0,0,0,0,1003.242867
Anguilla,aia,0,134.8611437,7166.021716,0,1433.203679,0,0,0,17198.45079,0
Bermuda,bmu,0,0,0,0,0,0,0,0,0,0
Western Sahara,esh,0,28.82540879,7148.107006,0,0,0,0,0,0,2006.485591
Montserrat,msr,0,2.344272233,0,0,0,0,0,0,0,17055.13038
Liechtenstein,lie,0,72.36019614,17305.93593,125.4053653,16553.50357,39.82668948,0,0,34611.88016,376.2160959
Pitcairn Is.,pcn,0,0,0,0,0,0,0,0,0,0
Norfolk I.,nfk,0,0,0,0,0,0,0,0,0,0
Nauru,nru,0,0,0,0,0,0,0,0,0,0
Macao,mac,0,227.7277266,39059.57777,1738.954351,89355.48302,0,225.6085809,0,8828.536637,4146.73674
San Marino,smr,0,55.05204348,313.5134068,376.2160351,4890.811284,0,89.40603932,0,5016.215569,62.70267252
Gibraltar,gib,0,67.43484833,364.815535,182.4076957,0,0,1512.749076,0,18605.59673,547.2232307
Monaco,mco,0,0,358.3010363,0,0,0,0,0,0,501.6214306
