# File: Andrew_cement_emissions.csv
# Title: Andrew historical cement production (2025)
# Units: kt CO2 cement emissions
# Description: Historical CO2 emissions from cement production 1880 - 2024 by country
# Source: 1. 0.GCP-CEM from https://zenodo.org/records/14931651 documented here https://essd.copernicus.org/articles/11/1675/2019/
# Column types: cccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
ISO,UN code,Name,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
MYS,458,MALAYSIA,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.15,44.67,55.61,51.79,54.46,54.46,94.38,141.6,163.5,159.9,178.1,228.8,367.2,421.6,410.7,461.6,479.7,508.7,544.7,581,643.4,691.7,736.8,891.5,915.3,1137,1178,1227,1489,1652,1716,1855,1679,1927,1801,2060,2631,3244,3384,3275,3425,4007,4285,4790,5207,5325,5480,6588,6327,7146,7731,7775,7616,8136,7872,8416,7930,7059,7766,8111,8793,9468,8673,9126,8776,9064,9121,11290,11310,11250,13140,15400
MDV,462,MALDIVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLI,466,MALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.81,21.81,25.44,25.15,17.76,17.56,13.88,10.29,10.16,13.39,9.917,9.794,9.671,9.548,9.425,9.302,9.178,8.211,8.198,8.186,8.173,6.121,5.296,4.881,12.19,0,0,0,0,0,,,,,,,,,0,0,171.3,255.7,244.1,251.9,259.6,387.5,387.5,581.2,658.7,697.5,697.5,697.5
MLT,470,MALTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MHL,584,MARSHALL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT,478,MAURITANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,480,MAURITIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,484,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.4,112.7,0,0,0,0,0,123.6,141.8,170.8,185.4,203.5,239.8,265.3,290.7,287.1,301.6,367.1,363.5,494.3,534.3,606.8,755.9,799.5,821.3,825,865,995.8,1127,1265,1254,1337,1526,1501,1657,1861,2184,2126,2435,2766,3027,3354,3551,3614,4197,4743,5100,5551,5975,6239,6586,7061,7504,8248,8790,7720,8279,9223,8743,9820,9821,9857,10440,10650,11420,12040,13530,10800,12050,12690,13210,13670,14280,13810,14340,14440,15130,16460,17590,18820,18510,17740,16860,17670,18330,17370,18190,19070,19640,19660,19380,19410,19340,19560,18790,18800,19050
MNG,496,MONGOLIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.44,36.34,36.34,47.25,46.34,66.24,68.24,76.77,71.8,70.23,43.62,69.95,74.18,69.44,81.76,131.8,58.76,49.31,50.43,142,175.8,156.4,155.8,129.1,84.77,49.52,25.68,31.14,40.07,39.47,41.64,40.7,38.68,34.27,25.3,55.16,60.66,55.58,73.25,88.2,112.1,123.3,99.79,171.6,157,157,96.43,182.4,181.9,191.7,299.5,414.5,487.3,524.5,573.8,602.6,602.6,602.6
MNE,499,MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSR,500,MONTSERRAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR,504,MOROCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.07,32.71,36.34,75.71,109,98.13,90.86,94.49,79.95,76.32,79.95,0,0,0,0,69.05,54.51,36.34,86.76,108.6,130.8,130.8,159.7,185.3,214.4,301.6,327.1,359.8,312.2,250.5,200.1,247.1,287.1,312.2,345.7,374.3,457.9,388.9,425.2,425.2,490.6,574.2,694.1,726,754.9,786,923.6,974.5,1110,1362,1329,1539,1656,1670,1725,1761,1633,1670,1683,1702,1874,1853,1842,2514,2745,2732,2714,2718,2778,3032,3086,3113,3326,4079,4132,4184,4395,4364,4472,5004,5455,5598,5359,5191,5838,6073,5171,5250,5205,5055,4889,4997,4478,5140,4593,4380,4380
MOZ,508,MOZAMBIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.269,10.9,10.9,10.9,10.9,10.18,7.269,7.269,7.269,7.269,11.99,14.54,14.54,14.54,10.9,15.66,13.63,16.87,13.63,17.1,18.17,23.26,25.34,39.98,39.98,43.61,50.72,69.24,76.5,83.59,87.22,105.4,109,105.4,87.38,83.59,90.86,109,112.7,123.6,141.7,149,196.3,207.2,232.6,301.6,229,138.1,104.4,156.3,154.5,128.4,109.6,108.3,160.7,188.4,199.2,87.04,31.83,31.3,27.9,30.59,32.43,32.79,12.28,8.173,24.48,24.44,73.22,89.36,85.98,87.46,109.2,106.7,196.5,239.7,218.8,194.2,237.5,257.5,286.2,299.2,340.9,373.3,452.7,505.6,585.9,614.2,947.8,910.6,930,1046,1046,1046,1085,1085,1085
MMR,104,MYANMAR (FORMERLY BURMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24,21.81,21.81,29.07,29.07,18.17,18.17,18.17,18.17,21.81,18.17,25.44,61.78,65.42,65.42,69.05,65.42,87.22,90.86,83.52,98.13,98.13,94.49,83.59,90.78,114.9,131.3,122.7,183.6,181.5,145.2,156.9,151.5,136.5,208.6,186.8,165.5,148,164.1,168.7,180.3,188.6,162.4,190.7,209.5,204.4,208.6,147.4,136.4,158.4,151.7,188.2,227.3,205.5,214.1,222.6,234.1,258.2,255.7,203.8,203.5,347.7,428.6,502.6,377.4,961.7,2091,1717,1946,2290,2557,3091,3091,3091
NAM,516,NAMIBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.7,222.6,270.4,303.2,330.2,262.6,405.6,483.6,520,468.5,504.4,468,468,468
NRU,520,NAURU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPL,524,NEPAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.17,3.634,14.37,21.29,17.34,10.39,13.78,13.63,10.01,19.76,16.26,12.83,41.16,65.59,89.68,91.15,43.6,55.35,96.76,111.3,128.2,132.5,125.1,90.97,113.1,117,120.9,114.4,115.9,117.3,112.9,114.4,115.2,115.5,112.7,458,519.1,794.3,1026,1143,1183,1492,2232,3072,3435,3763,3148,3435,2290,2290,2290
NLD,528,NETHERLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.4,109,98.13,127.2,178.1,196.3,178.1,199.9,218.1,225.3,268.9,0,228.9,181.7,178.1,105.4,112.7,199.9,258.1,290.7,272.6,294.4,345.3,403.4,425.2,479.7,545.1,621.5,654.2,676,792.3,890.4,941.3,995.8,1029,1421,1468,1563,1654,1697,1628,1893,1921,1834,1779,1708,1477,1320,1404,1337,1191,1134,940.9,821,763.4,718.9,603.2,583.4,494.2,512,462.9,415.8,497.9,449,458,463,428,316,376,432,517,469,478,488.8,433.9,445.9,420.7,399.9,403,398.9,416.2,348.2,350.9,308.1,274,282.3,249.4,239,298,220.4,6.34,0,0,0,0,0
NCL,540,NEW CALEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.44,32.71,29.07,25.14,24.84,28.05,27.71,27.37,23.65,23.35,26.35,26.01,25.73,15.83,21.86,24.65,27.28,26.48,36.63,36.59,36.55,36.51,40.52,40.47,40.43,0,0,40.3,37.31,39.95,39.85,45.45,47.04,46.58,46.88,52.33,52.67,61.07,55.22,47.14,45.5,40.45,42.74,42.74,39.69,32.82,29.38,27.86,25.95,26.33,26.33,26.33
NZL,554,NEW ZEALAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,98.13,94.49,76.25,72.69,87.13,0,61.73,76.32,87.22,109,116.3,108.9,108.9,109,112.7,112.7,116.4,112.7,109,123.5,127.1,127.2,79.99,130.8,138,159.9,203.5,221.7,265.3,276.2,276.2,305.3,323.5,312.5,356.2,388.9,418.1,432.5,403.4,377.9,396.1,410.7,411.2,452.7,539.8,571.8,558.5,525.5,483.8,429.6,405.8,393.6,490.7,433.9,425.5,467,555.5,522.4,514.1,475.6,431.8,448.7,437.7,477.2,489.3,496.9,538.7,510.3,532.2,488.9,532.1,530.8,534.7,550.9,534.1,487.5,576.6,544.8,687.3,639.1,586,557.4,528.5,568.6,586.3,619.5,620.7,486.4,443.8,418,410.9,379.2,369.6,408.4,408.4,408.4
NIC,558,NICARAGUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.269,3.634,7.269,3.634,7.269,7.269,7.269,7.269,10.9,10.9,10.9,10.9,14.54,21.81,21.81,18.17,18.17,14.54,18.17,21.81,25.44,29.07,32.71,39.98,47.25,50.88,54.51,61.78,58.15,58.15,94.49,116.3,87.22,111.6,110.6,95.39,41.99,72.77,78.93,47.57,47.1,46.63,46.15,45.68,45.21,44.73,56.91,93.33,101.2,116.7,106.9,128.8,134.4,148.6,154.8,154,142.2,214.3,205.2,216.3,346,200,200.8,204,201.6,198.3,196.5,221.1,256.2,225,232.9,249.7,264,278.2,278.2,242.6,206.9,181.9,182.6,189.1,189.1,189.1
NER,562,NIGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7.269,10.9,10.9,10.9,14.54,14.2,13.85,33.78,9.877,6.413,15.61,15.18,17.7,14.32,16.67,13.4,12.98,12.61,12.19,11.8,11.28,10.9,8.38,8.038,5.234,5.626,7.983,8.507,9.096,8.441,8.572,10.41,10.93,11.13,9.227,12.17,10.6,10.8,4.055,6.019,7.918,9.816,11.71,6.87,2.157,19.64,19.37,19.11,18.78,18.59,18.26,18,30.89,31.75,31.75,36.28,36.28,36.28,36.28
NGA,566,NIGERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.51,61.72,83.5,178.1,239.9,261.7,327.3,487.1,494.4,388.9,283.5,279.8,290.7,323.7,551.4,584.2,570.8,640.3,589,659.6,695.5,779.6,884.3,1092,1555,1537,1261,1389,1586,1542,1402,1383,1365,1347,1329,1198,969.9,947.1,913.1,891,940.5,857.8,844.8,845.8,808,772.9,911.8,1112,1252,1811,2507,3104,3941,4682,6403,7830,7736,8386,6886,6203,8583,8895,10220,11310,10920,10920,10920
NIU,570,NIUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOR,578,NORWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.3,158.3,159.1,160.2,109.7,117.3,110.8,123.6,130.8,149,159.9,163.6,192.6,167.2,156.3,185.5,152.6,159.8,69.05,214.4,232.6,261.6,294.4,287.1,345.1,348.8,374.5,381.6,396.1,443.4,501.5,508.8,559.7,570.6,628.7,697.8,712.3,763.2,792.3,901.3,1065,1134,1232,1290,1357,1351,1352,1310,1347,1334,1152,1113,1096,1100,917.8,892.8,834.8,773,803.2,877.7,823.2,716.7,691.5,634.3,591.9,653.3,837.9,845,875,863,922.2,900.1,892.3,889.7,853,875.2,904.1,716.4,779.9,804.5,868.8,832.6,841.9,754,748.9,725.4,730.6,727.2,671.5,684.5,765.6,729.8,721.7,724.7,698.6,710.3,603.1,621.4
PSE,275,OCCUPIED PALESTINIAN TERRITORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMN,512,OMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.6,338,404.5,418,456.1,479.9,475.8,462.2,474.7,567.6,554.7,591.6,591.3,621.2,565.1,572.7,626.4,768.2,1116,1156,1171,1557,1642,1674,1664,1865,2063,2499,2335,2060,2141,2302,1963,2169,2229,2545,2625,2827,2827,2827
PAK,586,PAKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,155.6,203.3,203.9,246.1,260.8,294.2,335.1,339.7,384.8,536.4,533.7,493,569.7,609.7,685.2,737.2,758.1,838.3,908.8,1003,1200,1311,1257,1307,1287,1421,1715,1541,1534,1526,1480,1611,1553,1649,1678,2213,2078,2281,2251,2902,2951,2865,3052,3159,3168,3379,3286,3479,3602,3639,3595,3873,3989,4414,4395,5171,5604,6639,7887,9465,10330,11610,11210,11020,11390,11960,12200,12700,14130,14750,15580,15440,17640,18620,16920,16920,16920
PLW,585,PALAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAN,591,PANAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.81,25.44,25.44,36.34,47.25,39.98,36.34,36.34,36.34,39.98,32.84,47.25,54.51,54.51,61.78,69.05,61.78,83.59,72.85,90.86,80.1,87.22,119.9,136.6,131.5,207.2,187.5,130.4,128.9,124,135.7,225.6,248.6,226.3,151.1,136.7,125.7,124.1,137.3,141.3,87.12,65.76,115.2,113.5,93.22,209.8,222.5,219.1,227,241.7,254.8,254,312.3,303.2,206.5,209.2,224.8,201.7,184.8,204.9,206.6,254.4,577.6,710.1,772.4,791.2,792.4,740.9,734.1,766.7,642.8,555.4,273.6,493.6,541.1,541.1,541.1
PNG,598,PAPUA NEW GUINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRY,600,PARAGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.634,0,3.634,7.269,7.269,7.269,3.634,7.269,7.269,7.269,7.269,7.269,10.9,14.54,14.54,7.269,10.9,18.17,43.61,28.85,35.79,35.51,49.33,66.42,72.83,92.89,78.49,71.08,80.57,69.92,49.53,68.75,48.69,19.31,76.58,113.9,138,136.7,136.6,130.3,211.3,201.4,253.4,279.5,262.2,237.1,237.1,229.4,232.6,191.8,178.3,215.3,203,218.4,218.2,201.3,220.9,263.9,244,197.5,282.3,215.3,252,344.3,382.5,267,398.6,434.8,331.9,346,346,346,346
PER,604,PERU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.42,25.43,10.9,14.54,10.9,14.53,21.82,29.07,36.34,39.96,50.86,58.18,61.78,83.59,94.49,101.8,123.6,130.8,127.2,127.2,138.2,141.7,163.4,178.1,181.6,221.7,239.7,268.9,272.6,268.9,298,287.1,297.9,294.4,345.3,374.2,403.4,501.7,526.8,537.9,548.8,563.2,559.8,714.1,798.9,1157,931.5,928.8,955,934.4,978.5,1157,1044,1478,1239,937.2,927.5,834,1044,1222,1184,987.2,1025,1027,973,1161,1471,1751,1771,1974,1987,1734,1778,1806,1827,1845,2132,2376,2612,2730,2939,3330,3338,3300,3731,4257,4590,4476,4340,4291,4320,4546,3930,5527,5804,5804,5804
PHL,608,PHILIPPINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.71,38.36,50.88,47.25,55.82,47.25,47.25,54.51,65.42,72.69,83.59,0,0,90.86,,,,14.54,29.07,65.42,58.15,98.13,145.4,152.6,152.6,145.4,152.6,196.1,214.5,250.8,316.2,359.8,392.5,505.4,476.1,468.8,592.4,756.1,795.9,1043,1268,1457,1210,1541,1436,2006,1730,2108,2201,2032,2077,1871,2098,1895,1995,1986,1637,1365,1552,1438,1751,1531,2654,2864,2741,3249,3876,4242,4957,5811,5061,4892,4623,3279,4975,4752,4752,5398,4247,4725,4786,5344,5701,5684,6575,7018,7441,8400,8033,9081,9675,9675,8033,9430,10020,10020,10020
BOL,68,PLURINATIONAL STATE OF BOLIVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.84,3.634,3.634,3.894,10.9,0,10.9,10.9,11.21,10.9,14.54,14.54,14.88,18.17,18.5,21.53,18.04,18.17,18.17,18.17,14.54,18.17,14.59,10.86,14.48,14.54,18.17,21.81,25.44,28.99,32.63,29.07,32.71,29.07,36.4,39.92,58.15,61.71,72.69,83.59,101.8,130.7,108.6,130,126,122.1,143,181.9,156.3,159.5,137.9,183.1,140.4,189,216.3,239.9,264,275.9,304.3,335.1,361.3,414.1,416.7,483.1,536,550.2,489.4,445.8,455.6,509.9,568.2,636.9,727.8,766.2,865.4,1006,1043,1145,1099,1208,1329,1381,1434,1438,1496,1553,1277,1436,1548,1583,1616
POL,616,POLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.5,497.9,410.7,268.9,174.4,203.5,356.2,417.9,519.7,636,850.5,0,0,0,0,0,0,149,690.5,752.3,901.3,1159,1243,1330,1319,1628,1683,1886,1995,2221,2500,2628,3260,3638,3729,3794,4328,4732,4964,5502,5735,5847,6018,6409,6792,7486,7998,8746,9277,9888,9979,8737,8323,6360,7129,7102,7249,6447,6724,6777,7082,7329,5453,5414,5538,5147,6643,6666,6219,6739,6334,6178,6114,4957,4670,4566,5070,5057,5984,7050,6693,5757,6221,7379,6384,5874,6456,6342,6530,6996,7655,7692,7691,7366,7663,6602,6682
PRT,620,PORTUGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.34,43.61,47.29,47.25,58.15,79.95,90.94,105.4,119.9,127.1,130.8,145.4,134.5,134.5,119.9,123.4,120.1,130.8,159.9,210.8,247.1,258,283.5,316.4,359.8,381.6,385.2,385,505.2,483.4,505.2,508.8,592.4,614.2,694.1,708.7,802.9,828.6,850.4,901.3,919.5,1007,1152,1207,1358,1603,1636,1655,1771,2036,2411,2406,2675,2635,2740,2770,2512,2420,2437,2604,2607,2629,3176,3271,3136,3195,3292,3462,3388,3561,3537,3827,3809,3627,3910,3616,4004,4088,4000,4166,4012,3223,3376,2813,2550,2814,3096,2921,2297,2531,2251,2225,2310,2106,2229,2229,2229
QAT,634,QATAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.44,127.2,127.2,50.88,50.88,61.78,79.95,83.46,83.26,101.2,115.4,100.8,125.7,111.1,182.5,232,153.2,149.4,145.5,145.3,145,128.1,252,259.2,258.3,221.8,223.8,324,323.7,459.5,475.9,559.7,567,605.5,625.1,617.6,653.7,676.2,1016,1594,1704,1566,2063,2253,2148,2456,2779,2706,2423,2262,1818,1616,1818,1939,1939,1939
CMR,120,REPUBLIC OF CAMEROON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3.634,7.269,3.583,3.587,3.634,0,0,0,0,0,0,0,0,0,0,14.54,69.05,83.59,94.11,105.4,116.3,147.3,174.1,168.5,232.5,236.6,237.2,241,274.4,0,0,0,0,244.5,256.9,256.2,213.6,253.8,253.4,195.4,224.9,124.1,251.8,300.1,344.2,359.8,394.6,375.8,379.1,410.8,396.3,392.6,445.3,384.6,423.6,385.6,438.3,487.5,544.9,503.7,658.7,906.7,992,1097,1077,1333,1744,1821,1821,1821
KOR,410,REPUBLIC OF KOREA,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.738,12.05,14.74,17.22,0,31.19,0,34.05,30.8,36.35,26.02,3.634,3.662,7.298,7.269,10.9,7.256,3.634,18.17,21.82,29.07,29.07,21.81,47.25,145.4,178.1,214.5,258,388.9,385.2,614.1,795.9,930.4,1207,1766,2388,2879,3391,3191,4015,4333,4953,5791,6909,7347,7950,7545,7531,8607,10220,9776,9761,11160,12210,13760,14430,15870,18960,21130,24700,26840,28100,28310,29320,22880,23720,24760,25670,27110,27920,26120,23330,23140,26280,26080,24550,24300,24720,24850,25050,25410,25780,26670,26350,24700,24930,22870,23700,23410,22920,23840
