# File: FAO_ag_Exp_t_SUA.csv
# Title: FAO agricultural exports by country, item, year
# Units: tons
countries,country codes,item,item codes,element,element codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Albania,3,"Fruits, Other",2625,Export Quantity (tonnes),91,1055,2258,656,1063,1106,1511,1350,1312,1445,908,2931,2000,2000,2000,2000,2000,2000,2500,2500,4040,3260,3300,3300,3620,5820,6200,6880,6468,7975,6436,1537,1741,2527,400,0,160,167,0,435,4818,4033,1288,1251,1668,157,366,525,776,892
Albania,3,Grapefruit,2613,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,92,0,47,0,0,0,0,0
Albania,3,Grapes,2620,Export Quantity (tonnes),91,2000,2000,2000,2000,2461,3500,2000,1500,2700,2208,2964,3000,2600,2800,2350,1150,1650,1100,1800,2765,1500,1500,1200,500,3549,1000,2600,1341,1348,1964,0,0,0,0,0,0,0,0,13,231,0,6,46,130,0,27,0,4,0
Albania,3,Groundnut Oil,2572,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,3,Groundnuts (in Shell Eq),2820,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,19,0,0,0,0
Albania,3,Groundnuts (Shelled Eq),2556,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,0,0,0,0
Albania,3,"Lemons, Limes",2612,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,69,0,1,2,16
Albania,3,Maize,2514,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39500,34000,17500,30000,0,0,18000,13000,3100,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,49,5,5
Albania,3,Maize Germ Oil,2582,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,8,0
Albania,3,Nuts,2551,Export Quantity (tonnes),91,522,977,379,798,630,783,906,605,460,500,600,500,500,500,500,500,800,800,800,800,800,800,800,800,0,0,0,0,0,0,0,0,0,0,0,626,944,146,58,90,107,144,445,24,33,369,1094,1506,1241
Albania,3,"Oilcrops Oil, Other",2586,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,53,0,0,0,454,2,10,232,3,16,8
Albania,3,"Oilcrops, Other",2570,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,33,0,0,0,48,36,56,67,20,0,0,0,0
Albania,3,Olive Oil,2580,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1100,3300,2200,1250,800,0,0,60,250,1876,15,23,131,39,1,0,0,4,23,58,28,4,19
Albania,3,Olives,2563,Export Quantity (tonnes),91,0,177,0,484,66,102,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,132,26,0,0,14,3,0,0,137,334,750,981,1075,1008
Albania,3,Onions,2602,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,231,11,1,0,0,0,294,0,18,29,17,3,603
Albania,3,"Oranges, Mandarines",2611,Export Quantity (tonnes),91,670,506,306,120,165,20,58,24,44,50,100,100,100,100,100,0,0,0,300,500,1500,1900,1200,500,1800,1500,500,400,0,455,0,0,0,0,0,20,0,11,344,2285,1566,1140,577,60,860,420,4,8,110
Albania,3,Palm Oil,2577,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,65,0
Albania,3,Palmkernels,2562,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Albania,3,Peas,2547,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,25,0,0,0,0
Albania,3,Pepper,2640,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,17,0,0
Albania,3,Pimento,2641,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,15,0,0,0,0,0,0,0
Albania,3,Potatoes,2531,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,800,5180,1400,3900,110,2100,4202,2404,2355,1992,801,3627,0,0,52,0,0,0,0,0,0,136,13,60,36,150,27,74,19,319,16
Albania,3,"Pulses, Other",2549,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,400,300,300,300,500,300,170,120,60,0,0,0,0,0,0,0,286,137,45,17,82,78,146,100,70,94,191,205,128,87
Albania,3,Rape and Mustard Oil,2574,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
Albania,3,Rape and Mustardseed,2558,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,3,0,4,0,0,0
Albania,3,Rice (Milled Equivalent),2805,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,0,66,3,24,64,43,1,1,23,124,0,63
Albania,3,Rice (Paddy Equivalent),2804,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,0,0,98,5,36,96,65,2,1,35,186,0,95
Albania,3,Roots & Tuber Dry Equiv,2815,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,160,1036,280,780,22,420,840,481,471,398,160,725,0,0,10,0,0,0,0,0,0,27,3,12,10,33,95,33,37,66,85
Albania,3,"Roots, Other",2534,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,152,0,0,0,87
Albania,3,Rubber,2672,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,18,0,0,0,0,0,0,6,0
Albania,3,Rye,2515,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,3,Sesameseed Oil,2579,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
Albania,3,Soyabean Cake,2590,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,19,0,0
Albania,3,Soyabean Oil,2571,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
Albania,3,Soyabeans,2555,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,17,0,0,0,0,0,0
Albania,3,"Spices, Other",2645,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,176,946,388,233,46,36,64,42,111,233,332,251,248
Albania,3,Sugar (Raw Equivalent),2542,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,30,263,93,1097,13,137,24,3,48,34,35,66
Albania,3,Sugar Beet,2537,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,0,0,0,0,0
Albania,3,"Sugar, Raw Equivalent",2827,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2,611,4631,6765,3699,2325,1935,21062,23745,25492,28655,2359,3606
Albania,3,"Sugar, Refined Equiv",2818,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,28,242,85,1010,12,126,22,3,44,31,32,60
Albania,3,Sunflowerseed,2557,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
Albania,3,Sunflowerseed Cake,2592,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,0,0
Albania,3,Sunflowerseed Oil,2573,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,165,91,0,4,14,138,262,245,354,722,127,219
Albania,3,Sweet Potatoes,2533,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,200,70,127,10,230
Albania,3,"Sweeteners, Other",2543,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,581,4369,6672,2601,2312,1798,21038,23742,25444,28621,2325,3540
Albania,3,Tea,2635,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,19,0,0,0,0,0,0,2,1,3,3,0
Albania,3,Tobacco,2671,Export Quantity (tonnes),91,2226,5000,3905,8035,5341,7325,7513,7803,5000,6033,5600,6000,6000,6400,6800,7200,7600,8000,7000,12471,9000,8600,8000,5300,12111,14336,19464,16059,23198,13564,4109,4700,3500,2500,1500,4353,3109,622,3611,2821,2618,1823,1844,1049,1734,1218,2061,1037,649
Albania,3,Tomatoes,2601,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,5000,5500,9000,11000,9000,10000,7300,10000,10500,15000,28782,13800,20000,15000,13800,31592,33597,36102,37710,41332,37839,3859,1278,477,0,0,58,87,114,32,50,170,127,143,318,123,216,482,1355,2132
Albania,3,"Vegetables, Other",2605,Export Quantity (tonnes),91,3700,5655,3556,5299,8484,12324,16479,20183,24482,28000,30000,30000,31000,34000,37000,40000,43000,43000,46000,61092,63089,62200,66611,68111,79740,76622,89822,62993,84287,31109,4373,5642,4702,2300,0,9056,1964,5213,874,1195,1221,1478,3996,6095,11897,12370,12849,9796,11903
Albania,3,Wheat,2511,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32538,0,10000,0,0,0,0,1700,0,0,26,0,138,1606,262,267,4,3612,2161,108,236,1841,332,278
Albania,3,Wine,2655,Export Quantity (tonnes),91,790,780,700,850,2168,5054,4376,3758,5464,6100,7600,8000,5700,11050,11800,12600,13400,14000,14800,24000,16000,18000,18000,18000,22000,15000,15000,15700,13300,10000,5000,5000,4000,3000,0,0,0,0,34,0,5,10,2,2,0,18,1,8,4
Algeria,4,Apples,2617,Export Quantity (tonnes),91,40,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,12,0,0,0,0
Algeria,4,Barley,2513,Export Quantity (tonnes),91,39982,40000,120000,251600,18000,47663,5052,0,0,109405,499,0,65094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,0,0,563
Algeria,4,Beans,2546,Export Quantity (tonnes),91,2000,0,0,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,6,6,0,0,0,0,0,0,0,1
Algeria,4,Beer,2656,Export Quantity (tonnes),91,0,0,0,0,0,0,0,1,174,122,209,190,275,228,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,6,58,46,6,30,11,11,0
Algeria,4,"Beverages, Alcoholic",2658,Export Quantity (tonnes),91,0,0,0,0,0,0,0,7,9,3174,1630,1626,6271,0,0,0,302,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,371,0,1,1,0,1,0,21,21,0
Algeria,4,"Beverages, Fermented",2657,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6
Algeria,4,Brans,2600,Export Quantity (tonnes),91,117000,72000,82000,104000,88000,70000,89000,77936,73992,123153,61587,80056,93913,69175,43918,98061,28274,184,0,0,0,0,0,0,0,0,0,0,0,0,39098,34121,10607,0,22396,1500,0,0,0,0,0,0,0,1994,0,0,0,0,0
Algeria,4,"Cereals, Other",2520,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,47
Algeria,4,"Citrus, Other",2614,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,120,0,0,0,373,3731,0,0,9,0,0,0,0,0,12,66,0,4,0,0,0,30
Algeria,4,Cocoa Beans,2633,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,19,1,3,11,13,0,623,92,1,709,8,184,44
Algeria,4,Coffee,2630,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1210,294,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,0,0,0,0,0,0,0,114,3,0,14,1,55,2,2,0,0,0,0
Algeria,4,Cotton Lint,2661,Export Quantity (tonnes),91,550,760,558,426,475,980,1403,879,455,427,230,89,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,5
Algeria,4,Cottonseed,2559,Export Quantity (tonnes),91,0,0,0,0,0,0,0,881,1391,914,0,0,1995,0,830,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
Algeria,4,Dates,2619,Export Quantity (tonnes),91,18540,29000,22600,27900,21700,28000,24000,29042,8430,11297,17325,11367,16862,20925,11845,10080,10093,14022,11923,2065,4105,1131,2816,4726,6717,3336,2382,6037,3721,12601,11751,21434,24338,7653,21852,20598,12245,10464,10575,10785,7857,11037,10205,8140,10882,12403,25213,21225,12020
Algeria,4,"Fruits, Other",2625,Export Quantity (tonnes),91,18053,5739,0,7341,6301,7801,9964,10040,6411,3921,8696,7611,17687,5197,726,78,694,266,273,399,665,23,93,40,7,16,8,73,1261,801,193,491,3347,310,0,19,9,0,67,69,449,300,366,538,990,319,65,57,434
Algeria,4,Grapefruit,2613,Export Quantity (tonnes),91,4445,4413,3278,2326,2693,1642,988,1046,665,1789,2339,1674,1340,1506,989,1166,492,682,282,0,0,0,0,0,19,0,28,0,6,0,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,4,Grapes,2620,Export Quantity (tonnes),91,6000,25000,17000,18000,12000,4000,12000,62260,49735,72773,24054,17746,23667,6140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,1,0,4,8,0,1,6,0,0,9
Algeria,4,Groundnut Cake,2591,Export Quantity (tonnes),91,2000,2000,342,449,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,4,Groundnut Oil,2572,Export Quantity (tonnes),91,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Algeria,4,"Lemons, Limes",2612,Export Quantity (tonnes),91,3536,3140,2943,2663,1200,1360,576,334,955,865,949,412,418,357,46,63,341,439,72,0,0,0,0,0,10,0,0,26,0,1,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,4,Maize,2514,Export Quantity (tonnes),91,1747,513,500,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,59,59,0,0,0,0,1
Algeria,4,Maize Germ Oil,2582,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6719,1680,4637,3478,2676,1500,1400,0
Algeria,4,Molasses,2544,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3733,8520,2031,1053,0,0,0,0,0,0,0,0,6518,0,0,0,9788,6370,3050,100,3425,381,2829,3754,74,23115,20285,14585,12453,13019,20951
Algeria,4,Nuts,2551,Export Quantity (tonnes),91,0,0,0,0,0,0,0,132,113,77,100,70,78,67,5,13,74,78,40,11,14,19,10,20,7,23,7,11,14,0,0,0,40,86,126,73,83,115,54,120,92,173,47,16,81,106,102,114,72
Algeria,4,Oats,2516,Export Quantity (tonnes),91,0,2944,12003,1921,0,0,0,0,9991,6494,0,0,5142,0,0,4940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,4,"Oilcrops Oil, Other",2586,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,20,0,2500,4163,1290,1540,1082,1647,1643,1129,845,1167,939
Algeria,4,"Oilseed Cakes, Other",2598,Export Quantity (tonnes),91,0,1567,6331,6968,4243,4447,7847,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,4,Olive Oil,2580,Export Quantity (tonnes),91,826,4974,4598,3016,3022,5631,1300,5581,6786,2923,1051,3733,1544,3591,1066,247,0,0,0,0,0,0,0,0,0,0,0,0,240,162,50,0,0,0,0,0,40,0,0,11,13,1,16,5,78,476,49,22,53
Algeria,4,Olives,2563,Export Quantity (tonnes),91,20000,20000,20000,17000,16000,16000,13000,19417,14947,13455,6238,7720,3287,4107,3919,6018,3949,740,931,2065,465,439,612,420,274,220,293,381,264,235,204,1,465,400,0,0,0,0,0,26,26,8,18,3,22,13,8,1,0
Algeria,4,Onions,2602,Export Quantity (tonnes),91,491,616,98,341,1316,1889,303,113,2143,1405,15,0,0,0,0,864,477,0,0,0,0,0,0,0,0,105,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,4,"Oranges, Mandarines",2611,Export Quantity (tonnes),91,210126,259002,280638,213385,214452,197573,146851,152894,190650,139715,142409,138731,156645,110043,76978,81391,136726,137473,47002,18820,11369,3513,7,15,833,825,7722,3416,25,147,0,1477,12154,1092,126,28,0,49,7,28,137,39,83,114,90,158,36,64,265
Algeria,4,Palm Oil,2577,Export Quantity (tonnes),91,0,0,0,0,0,0,0,469,1903,634,224,0,0,0,0,0,1125,263,63,0,125,0,0,360,0,0,0,0,0,0,50,75,25,0,0,50,13,13,3326,5551,5389,11698,22526,12245,17191,10798,0,0,7251
Algeria,4,Peas,2547,Export Quantity (tonnes),91,1000,0,0,0,0,0,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,20,0,0,0,10,13,1,1,0,0,0
Algeria,4,Pimento,2641,Export Quantity (tonnes),91,87,100,100,100,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
