# File: EIA_860_generators_retired_2018.csv
# Title: EIA 2018 Form EIA-860 Data - Schedule 3; 'Generator Data' (Retired & Canceled Units Only)
# Unit: MW
# Comments: Selected columns from original form
# Source: https://www.eia.gov/electricity/data/eia860/
# Column types: cicccccinni
# ----------
State,Plant.Code,Generator.ID,Status,Technology,Prime.Mover,Energy.Source.1,Operating.Year,Nameplate.Capacity..MW.,Summer.Capacity..MW.,Retirement.Year
AK,90,9,RE,Petroleum Liquids,IC,DFO,1985,2.8,2.9,2011
AK,91,IC2,RE,Petroleum Liquids,IC,DFO,1972,0.3,0.2,2017
AK,92,1,RE,Petroleum Liquids,IC,DFO,1965,1.5,1,2009
AK,92,2,RE,Petroleum Liquids,IC,DFO,1965,1.5,1,2009
AK,93,1,RE,Conventional Hydroelectric,HY,WAT,1961,3.5,3.5,2014
AK,93,2,RE,Conventional Hydroelectric,HY,WAT,1961,3.5,3.5,2014
AK,95,1,RE,Petroleum Liquids,IC,DFO,1972,1.3,1.3,2001
AK,95,2,RE,Petroleum Liquids,IC,DFO,1972,1.3,1.3,2001
AK,95,3,RE,Petroleum Liquids,IC,DFO,1973,1.3,1.3,2001
AK,95,4,RE,Petroleum Liquids,IC,DFO,1973,1.3,1.3,2001
AK,95,5,RE,Petroleum Liquids,IC,DFO,1964,0.5,0.5,2009
AK,95,7,RE,Petroleum Liquids,IC,DFO,1970,0.5,0.5,2009
AK,96,8,RE,Natural Gas Fired Combined Cycle,CA,NG,1982,62,44,2015
AK,109,3,RE,Petroleum Liquids,IC,DFO,1961,0.3,0.3,2009
AK,109,4,RE,Petroleum Liquids,IC,DFO,1967,0.5,0.5,2001
AK,109,5,RE,Petroleum Liquids,IC,DFO,1973,0.7,0.7,2007
AK,109,6,RE,Petroleum Liquids,IC,DFO,1976,1,1,2007
AK,109,8,RE,Petroleum Liquids,IC,DFO,1985,0.8,0.8,2006
AK,109,IC9,RE,Petroleum Liquids,IC,DFO,1985,0.8,0.8,2006
AZ,112,1,RE,Conventional Hydroelectric,HY,WAT,1909,1.8,1.4,2005
AZ,112,2,RE,Conventional Hydroelectric,HY,WAT,1909,1.8,1.4,2005
AZ,112,3,RE,Conventional Hydroelectric,HY,WAT,1909,1.8,1.4,2005
AZ,113,2,RE,Conventional Steam Coal,ST,SUB,1978,288.9,260,2015
AZ,115,1,RE,Conventional Hydroelectric,HY,WAT,1916,1.6,1.4,2005
AZ,116,PV1,RE,Solar Photovoltaic,PV,SUN,1998,0.1,0.1,2015
AZ,116,PV2,RE,Solar Photovoltaic,PV,SUN,1999,0.1,0.1,2015
AZ,116,PVM,RE,Solar Photovoltaic,PV,SUN,1988,0.4,0.4,2015
AZ,117,4,RE,Natural Gas Steam Turbine,ST,NG,1948,34.5,33.3,2002
AZ,117,5,RE,Natural Gas Steam Turbine,ST,NG,1949,16,12,2002
AZ,117,6,RE,Natural Gas Steam Turbine,ST,NG,1950,69,63,2002
AZ,118,1,RE,Natural Gas Steam Turbine,ST,NG,1954,125,110,2013
AZ,118,2,RE,Natural Gas Steam Turbine,ST,NG,1955,125,100,2013
AZ,118,PV1,RE,Solar Thermal without Energy Storage,OT,SUN,2005,1,1,2013
FL,136,3,IP,Conventional Steam Coal,ST,BIT, ,850,750, 
AZ,143,CC1,RE,Natural Gas Steam Turbine,ST,NG,1942,7.5,7.5,1974
AZ,143,CC2,RE,Natural Gas Steam Turbine,ST,NG,1942,7.5,7.5,1974
AZ,143,CC3,RE,Natural Gas Steam Turbine,ST,NG,1942,7.5,7.5,1974
AZ,143,CC4,RE,Natural Gas Steam Turbine,ST,NG,1949,7.5,7.5,1974
FL,164,1,RE,Petroleum Liquids,IC,DFO,1969,2.7,2.5,2006
AR,167,2,RE,Natural Gas Steam Turbine,ST,NG,1949,69,60,2013
AR,167,3,RE,Natural Gas Steam Turbine,ST,NG,1954,156.2,110,2013
AR,167,4,RE,Petroleum Liquids,IC,DFO,1967,5.8,5,2013
AR,168,1,RE,Natural Gas Steam Turbine,ST,NG,1951,69,67,2013
AR,168,2,RE,Natural Gas Steam Turbine,ST,NG,1951,69,67,2013
AR,169,1,RE,Natural Gas Steam Turbine,ST,NG,1943,26.5,12,2011
AR,169,2,RE,Natural Gas Steam Turbine,ST,NG,1954,156.2,123,2013
AR,170,1,RE,Natural Gas Steam Turbine,ST,NG,1950,40,47,2013
AR,170,2,RE,Natural Gas Steam Turbine,ST,NG,1950,40,45,2013
AR,170,3,RE,Natural Gas Steam Turbine,ST,NG,1953,119.5,96,2013
AR,171,1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,19.5,14.1,2016
AR,171,2,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,19.5,14,2013
AR,171,3,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,19.5,14.1,2016
AR,171,4,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,19.5,14,2013
AR,172,10,RE,Petroleum Liquids,IC,DFO,1992,1.6,1.6,2012
AR,172,11,RE,Petroleum Liquids,IC,DFO,1993,1.6,1.6,2012
AR,172,12,RE,Petroleum Liquids,IC,DFO,1999,1.6,1.6,2012
AR,173,1,RE,Natural Gas Steam Turbine,ST,NG,1961,359,300,2013
AR,173,2,RE,Natural Gas Steam Turbine,ST,NG,1968,544.6,544,2013
AR,173,GT1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,19.5,16,2013
AR,192,1,RE,Petroleum Liquids,IC,DFO,1939,0.4,0.4,2002
AR,192,2,RE,Petroleum Liquids,IC,DFO,1961,1.1,1.1,2002
AR,192,4,RE,Petroleum Liquids,IC,DFO,1946,0.8,0.8,2002
AR,192,5,RE,Petroleum Liquids,IC,DFO,1946,0.8,0.8,2002
AR,192,6,RE,Petroleum Liquids,IC,DFO,1949,1,1,2002
FL,207,1,RE,Conventional Steam Coal,ST,BIT,1987,679,626,2018
FL,207,2,RE,Conventional Steam Coal,ST,BIT,1988,679,626,2018
CA,214,2,RE,Conventional Hydroelectric,HY,WAT,1902,1,1,2013
CA,226,1,RE,Conventional Hydroelectric,HY,WAT,1907,1,0.9,2013
CA,246,ST1,RE,Natural Gas Steam Turbine,ST,NG,1956,51.2,52,2010
CA,246,ST2,RE,Natural Gas Steam Turbine,ST,NG,1958,51.2,53,2010
CA,247,2,RE,Natural Gas Steam Turbine,ST,NG,1948,107.5,107,2006
CA,247,3,RE,Natural Gas Steam Turbine,ST,NG,1949,107.5,107,2006
CA,247,4,RE,Natural Gas Steam Turbine,ST,NG,1958,156.2,163,2006
CA,247,GT1,RE,Petroleum Liquids,GT,DFO,1976,56.2,52,2006
CA,250,H2,RE,Conventional Hydroelectric,HY,WAT,1920,11.3,12.6,2013
CA,253,2,RE,Conventional Hydroelectric,HY,WAT,1904,1.5,1.6,2018
CA,260,6,RE,Natural Gas Steam Turbine,ST,NG,1967,702,754,2016
CA,260,7,RE,Natural Gas Steam Turbine,ST,NG,1968,702,755,2016
CA,286,U10,RE,Geothermal,ST,GEO,1973,55,30,2017
CA,286,U9,RE,Geothermal,ST,GEO,1973,55,30,2017
UT,299,3,CN,Geothermal,ST,GEO, ,30,35, 
CA,300,DIGT,RE,Petroleum Liquids,GT,DFO,1968,16,13,2003
CA,301,ENCI,RE,Natural Gas Fired Combustion Turbine,GT,NG,1968,18,16,2016
CA,302,2,RE,Natural Gas Steam Turbine,ST,NG,1956,110,104,2018
CA,302,3,RE,Natural Gas Steam Turbine,ST,NG,1958,110,110,2018
CA,302,4,RE,Natural Gas Steam Turbine,ST,NG,1973,306,300,2018
CA,302,5,RE,Natural Gas Steam Turbine,ST,NG,1978,345.6,330,2018
CA,302,GT1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1968,18,14,2018
CA,302,ST1,RE,Natural Gas Steam Turbine,ST,NG,1954,110,106,2017
CA,303,KEA1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,17.5,16,2014
CA,303,KEA2,RE,Natural Gas Fired Combustion Turbine,GT,NG,1969,72,59,2015
CA,303,KEA3,RE,Natural Gas Fired Combustion Turbine,GT,NG,1969,72,61,2017
CA,305,MRGT,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,49,36,2016
CA,306,NSGT,RE,Natural Gas Fired Combustion Turbine,GT,NG,1976,26,20,2002
CA,307,NIG1,RE,Petroleum Liquids,GT,DFO,1972,19,17,2002
CA,307,NIG2,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,18,17,2002
CA,309,1,RE,Petroleum Liquids,ST,DFO,1943,40,40,1985
CA,309,2,RE,Petroleum Liquids,ST,DFO,1948,69,62,1985
CA,309,3,RE,Petroleum Liquids,ST,DFO,1950,69,62,1985
CA,309,4,RE,Petroleum Liquids,ST,DFO,1952,69,64,1985
OH,312,1,RE,Municipal Solid Waste,ST,MSW,1983,30,30,1995
OH,312,2,RE,Municipal Solid Waste,ST,MSW,1983,30,30,1995
OH,312,3,RE,Municipal Solid Waste,ST,MSW,1983,30,30,1995
CA,315,7,RE,Natural Gas Fired Combustion Turbine,GT,NG,1969,133,133,2003
CA,329,1,RE,Natural Gas Steam Turbine,ST,NG,1961,65.3,65,2014
CA,329,2,RE,Natural Gas Steam Turbine,ST,NG,1964,82,82,2014
CA,329,30,RE,Natural Gas Fired Combined Cycle,CA,NG,1978,120,99,2014
CA,329,31,RE,Natural Gas Fired Combined Cycle,CT,NG,1978,85,73,2014
CA,329,32,RE,Natural Gas Fired Combined Cycle,CT,NG,1978,85,73,2014
CA,329,40,RE,Natural Gas Fired Combined Cycle,CA,NG,1978,120,99,2014
CA,329,41,RE,Natural Gas Fired Combined Cycle,CT,NG,1978,85,73.5,2014
CA,329,42,RE,Natural Gas Fired Combined Cycle,CT,NG,1978,85,73.5,2014
CA,330,1,RE,Natural Gas Steam Turbine,ST,NG,1955,156.2,145.3,2002
CA,330,2,RE,Natural Gas Steam Turbine,ST,NG,1956,156.2,145.3,2002
CA,330,3,RE,Natural Gas Steam Turbine,ST,NG,1964,342,335,2013
CA,330,4,RE,Natural Gas Steam Turbine,ST,NG,1965,342,335,2015
CA,331,1,RE,Natural Gas Steam Turbine,ST,NG,1953,123,132,2003
CA,331,2,RE,Natural Gas Steam Turbine,ST,NG,1953,123,132,2003
CA,331,3,RE,Natural Gas Steam Turbine,ST,NG,1963,333,320,2018
CA,331,4,RE,Natural Gas Steam Turbine,ST,NG,1963,333,320,2018
CA,331,5,RE,Natural Gas Fired Combustion Turbine,GT,NG,1969,138.1,115,2003
CA,335,3,RE,Natural Gas Steam Turbine,ST,NG,1961,225,225,2012
CA,335,4,RE,Natural Gas Steam Turbine,ST,NG,1961,227,227,2012
CA,335,5,RE,Natural Gas Fired Combustion Turbine,GT,NG,1969,133,133,2002
CA,341,CT5,RE,Natural Gas Fired Combined Cycle,CT,NG,1977,63,63,2004
CA,341,CT6,RE,Natural Gas Fired Combined Cycle,CT,NG,1977,63,63,2004
CA,341,CT7,RE,Natural Gas Fired Combined Cycle,CT,NG,1977,63,63,2004
CA,341,ST8,RE,Natural Gas Fired Combined Cycle,CA,NG,1976,80,80,2004
CA,341,ST9,RE,Natural Gas Fired Combined Cycle,CA,NG,1977,66.4,63,2004
CA,345,3,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,138,130,2018
CA,345,1,RE,Natural Gas Steam Turbine,ST,NG,1959,218,215,2018
CA,345,2,RE,Natural Gas Steam Turbine,ST,NG,1959,218,215,2018
CA,358,1,RE,Natural Gas Steam Turbine,ST,NG,1957,65.3,60,2002
CA,358,2,RE,Natural Gas Steam Turbine,ST,NG,1958,65.3,60,2002
CA,360,2,RE,Nuclear,ST,NUC,1983,"1,127.00","1,070.00",2013
CA,360,3,RE,Nuclear,ST,NUC,1984,"1,127.00","1,080.00",2013
CA,375,M2,RE,Natural Gas Fired Combined Cycle,CA,NG,1984,10,10,2002
CA,375,M3,RE,Natural Gas Steam Turbine,ST,NG,1949,20,20,2002
CA,375,M4,RE,Natural Gas Steam Turbine,ST,NG,1953,34.5,30,2002
CA,375,M5,RE,Natural Gas Fired Combustion Turbine,GT,NG,1969,23.1,21.7,2003
CA,377,6,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,22,15,2004
CA,377,7,RE,Natural Gas Fired Combustion Turbine,GT,NG,1974,31,20,2002
CA,383,GT1,RE,Petroleum Liquids,GT,DFO,1962,11.5,9,2009
CA,383,GT2,RE,Petroleum Liquids,GT,DFO,1962,11.5,9,2009
CA,389,3,RE,Natural Gas Steam Turbine,ST,NG,1957,50,42,2010
CA,399,GT6,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,23.5,19,2002
CA,399,GT7,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,23.5,19,2002
CA,400,3,RE,Natural Gas Steam Turbine,ST,NG,1964,230,222,2004
CA,400,4,RE,Natural Gas Steam Turbine,ST,NG,1965,230,222,2003
CA,400,5,RE,Natural Gas Steam Turbine,ST,NG,1966,343,292,2013
CA,400,6,RE,Natural Gas Steam Turbine,ST,NG,1967,343,238,2013
CA,404,3,RE,Natural Gas Steam Turbine,ST,NG,1974,496.8,445,2015
CA,404,8,CN,Natural Gas Fired Combined Cycle,CT,NG, ,230,218, 
CA,404,9,CN,Natural Gas Fired Combined Cycle,CA,NG, ,116,110, 
CA,408,1,RE,Natural Gas Steam Turbine,ST,NG,1954,100,95,1992
CA,408,2,RE,Natural Gas Steam Turbine,ST,NG,1954,100,99,1992
CA,408,3,RE,Natural Gas Steam Turbine,ST,NG,1955,172.8,163,2003
CA,408,4,RE,Natural Gas Steam Turbine,ST,NG,1956,172.8,160,2003
CA,420,B1,RE,Natural Gas Steam Turbine,ST,NG,1955,46,45,2002
CA,420,B2,RE,Natural Gas Steam Turbine,ST,NG,1957,46,45,2002
CA,420,B3,RE,Natural Gas Steam Turbine,ST,NG,1965,75,71,2016
AK,421,3A,RE,Petroleum Liquids,IC,DFO,1991,1.6,1.6,2015
CO,460,5,RE,Natural Gas Steam Turbine,ST,NG,2001,7.5,7,2013
CO,460,6,RE,Natural Gas Steam Turbine,ST,NG,1949,15,15,2013
CO,462,1,RE,Conventional Steam Coal,ST,BIT,1955,18.7,16,2013
CO,462,2,RE,Conventional Steam Coal,ST,BIT,1959,25,24.9,2013
CO,465,1,RE,Conventional Steam Coal,ST,SUB,1950,44,45,2002
CO,465,2,RE,Conventional Steam Coal,ST,SUB,1951,44,45,2002
CO,465,3,RE,Conventional Steam Coal,ST,SUB,1951,40,35,2013
CO,465,4,RE,Conventional Steam Coal,ST,SUB,1955,112.5,109,2013
CO,466,1,RE,Conventional Hydroelectric,HY,WAT,1911,10,5,2012
CO,466,2,RE,Conventional Hydroelectric,HY,WAT,1911,10,5,2001
CO,468,1,RE,Conventional Steam Coal,ST,BIT,1957,25,23.7,2010
CO,468,2,RE,Conventional Steam Coal,ST,BIT,1960,50,49,2010
CO,469,1,RE,Conventional Steam Coal,ST,BIT,1957,125,107,2012
CO,469,2,RE,Conventional Steam Coal,ST,BIT,1959,125,106,2011
CO,469,3,RE,Conventional Steam Coal,ST,BIT,1962,170.5,152,2015
CO,474,1,RE,Conventional Hydroelectric,HY,WAT,1929,0.8,0.8,2018
CO,477,5,RE,Conventional Steam Coal,ST,BIT,1964,191.7,184,2017
CO,478,1,RE,Natural Gas Steam Turbine,ST,NG,1948,40.2,26,2010
CO,478,2,RE,Natural Gas Steam Turbine,ST,NG,1954,75,60,2015
CO,492,5,RE,Conventional Steam Coal,ST,SUB,1962,50,46,2016
CO,502,1,RE,Natural Gas Internal Combustion Engine,IC,NG,1950,0.2,0.2,2002
CO,502,2,RE,Natural Gas Internal Combustion Engine,IC,NG,1950,0.2,0.2,2002
CO,502,ARPA,RE,Petroleum Liquids,IC,DFO,2002,2.2,2,2006
CO,504,2,RE,Petroleum Liquids,IC,DFO,1949,0.9,0.7,2002
CO,506,1,RE,Petroleum Liquids,IC,DFO,1939,0.6,0.5,2003
CO,506,5,RE,Petroleum Liquids,IC,DFO,1950,1.2,1.1,2003
CO,508,2,RE,Natural Gas Steam Turbine,ST,NG,1939,3,3,1989
CO,508,3,RE,Natural Gas Steam Turbine,ST,NG,1952,5,6,1989
CO,508,4,RE,Conventional Steam Coal,ST,SUB,1972,25,25,2011
CO,508,5,RE,Natural Gas Fired Combustion Turbine,GT,NG,2001,4.2,4.2,2014
CO,508,6,RE,Conventional Steam Coal,ST,SUB,2009,18.5,15,2014
CO,511,1,RE,Conventional Steam Coal,ST,BIT,1950,3.7,3.8,2017
CA,529,1,RE,Solar Photovoltaic,PV,SUN,1984,1,1,2013
CA,529,2,RE,Solar Photovoltaic,PV,SUN,1986,1,1,2013
CT,544,7,RE,Petroleum Liquids,ST,RFO,1957,103.5,107,2007
CT,544,8,RE,Petroleum Liquids,ST,RFO,1957,103.5,107,2007
CT,552,2,IP,Petroleum Liquids,GT,DFO, ,49.2,39, 
CT,562,1,RE,Petroleum Liquids,ST,RFO,1954,69,66.3,1998
CT,568,2,RE,Petroleum Liquids,ST,RFO,1961,163, ,2014
DE,594,1,RE,Conventional Steam Coal,ST,BIT,1957,81.6,89,2013
DE,594,2,RE,Conventional Steam Coal,ST,BIT,1959,81.6,89,2013
DE,594,3,RE,Conventional Steam Coal,ST,BIT,1970,176.8,165,2014
DE,599,1,RE,Natural Gas Steam Turbine,ST,NG,1962,18.8,17.1,2017
DE,599,2,RE,Natural Gas Steam Turbine,ST,NG,1962,18.8,17.4,2017
FL,609,1,RE,Petroleum Liquids,ST,RFO,1965,402,396,2010
FL,609,2,RE,Petroleum Liquids,ST,RFO,1969,402,396,2010
FL,610,5,RE,Natural Gas Steam Turbine,ST,NG,1954,74.5,68,2012
FL,610,6,RE,Natural Gas Steam Turbine,ST,NG,1955,162,137,2012
FL,612,11,RE,Petroleum Liquids,GT,DFO,1974,62,54,2016
FL,612,12,RE,Petroleum Liquids,GT,DFO,1974,62,54,2016
FL,612,3,RE,Petroleum Liquids,GT,DFO,1974,62,54,2016
FL,612,4,RE,Petroleum Liquids,GT,DFO,1974,62,54,2016
FL,612,5,RE,Petroleum Liquids,GT,DFO,1974,62,54,2016
FL,612,6,RE,Petroleum Liquids,GT,DFO,1974,62,54,2016
FL,612,7,RE,Petroleum Liquids,GT,DFO,1974,62,54,2016
FL,612,8,RE,Petroleum Liquids,GT,DFO,1974,62,54,2016
FL,612,G10,RE,Petroleum Liquids,GT,DFO,1974,62,54,2016
FL,612,GT2,RE,Petroleum Liquids,GT,DFO,1974,62,54,2016
FL,613,1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,34.2,35,2016
FL,613,10,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,34.2,35,2016
FL,613,11,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,34.2,35,2016
FL,613,12,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,34.2,35,2016
FL,613,13,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,34.2,35,2016
FL,613,14,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,34.2,35,2016
FL,613,15,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,34.2,35,2016
FL,613,16,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,34.2,35,2016
FL,613,17,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,34.2,35,2016
FL,613,18,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,34.2,35,2016
FL,613,19,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,34.2,35,2016
FL,613,2,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,34.2,35,2016
FL,613,20,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,34.2,35,2016
FL,613,21,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,34.2,35,2016
FL,613,22,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,34.2,35,2016
FL,613,23,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,34.2,35,2016
FL,613,24,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,34.2,35,2016
FL,613,4,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,34.2,35,2016
FL,613,4GT1,RE,Natural Gas Fired Combined Cycle,CT,NG,1993,185, ,2018
FL,613,4GT2,RE,Natural Gas Fired Combined Cycle,CT,NG,1993,185, ,2018
FL,613,5GT1,RE,Natural Gas Fired Combined Cycle,CT,NG,1993,185, ,2018
FL,613,5GT2,RE,Natural Gas Fired Combined Cycle,CT,NG,1993,185, ,2018
FL,613,6,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,34.2,35,2016
FL,613,7,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,34.2,35,2016
FL,613,8,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,34.2,35,2016
FL,613,9,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,34.2,35,2016
FL,613,ST4,RE,Natural Gas Fired Combined Cycle,CA,NG,1957,151.2,442,2018
FL,613,ST5,RE,Natural Gas Fired Combined Cycle,CA,NG,1958,151.2,442,2018
FL,617,10,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,34.2,35,2016
FL,617,11,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,34.2,35,2016
FL,617,12,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,34.2,35,2016
FL,617,6,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,34.2,35,2016
FL,617,7,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,34.2,35,2016
FL,617,8,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,34.2,35,2016
FL,617,9,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,34.2,35,2016
FL,617,GT1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,34.2,35,2016
FL,617,GT2,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,34.2,35,2016
FL,617,GT3,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,34.2,35,2016
FL,617,GT4,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,34.2,35,2016
FL,617,GT5,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,34.2,35,2016
FL,617,ST1,RE,Petroleum Liquids,ST,RFO,1960,248,213,2012
FL,617,ST2,RE,Petroleum Liquids,ST,RFO,1961,248,213,2012
FL,617,ST3,RE,Petroleum Liquids,ST,RFO,1964,402,387,2013
FL,617,ST4,RE,Petroleum Liquids,ST,RFO,1965,402,392,2013
FL,619,3,RE,Petroleum Liquids,ST,RFO,1962,310.4,277,2011
FL,619,4,RE,Petroleum Liquids,ST,RFO,1963,310.4,288,2011
FL,620,3,RE,Petroleum Liquids,ST,RFO,1959,156.2,138,2012
FL,621,IC1,RE,Petroleum Liquids,IC,DFO,1968,2.7,2.4,2009
FL,621,IC2,RE,Petroleum Liquids,IC,DFO,1968,2.7,2.4,2009
FL,621,IC3,RE,Petroleum Liquids,IC,DFO,1968,2.7,2.4,2009
FL,621,IC4,RE,Petroleum Liquids,IC,DFO,1968,2.7,2.4,2009
FL,621,IC5,RE,Petroleum Liquids,IC,DFO,1968,2.7,2.4,2009
FL,621,ST1,RE,Natural Gas Steam Turbine,ST,NG,1967,402,396,2016
FL,621,ST2,RE,Petroleum Liquids,ST,RFO,1968,402,392,2013
FL,628,1,RE,Conventional Steam Coal,ST,BIT,1966,440.5,324,2018
FL,628,2,RE,Conventional Steam Coal,ST,BIT,1969,523.8,442,2018
FL,628,3,RE,Nuclear,ST,NUC,1977,890.4,860,2013
FL,629,P1,RE,Petroleum Liquids,GT,DFO,1970,19.2,10,2016
FL,629,P2,RE,Petroleum Liquids,GT,DFO,1970,19.2,10,2016
FL,629,P3,RE,Petroleum Liquids,GT,DFO,1974,71.2,53,2015
FL,629,P4,RE,Petroleum Liquids,GT,DFO,1974,71.2,59,2016
FL,634,ST1,RE,Petroleum Liquids,ST,RFO,1958,127.5,122,2009
FL,634,ST2,RE,Petroleum Liquids,ST,RFO,1961,127.5,103,2009
FL,634,ST3,RE,Petroleum Liquids,ST,RFO,1963,239.3,201,2009
FL,637,P1,RE,Petroleum Liquids,GT,DFO,1970,19.2,12,2016
FL,638,1,RE,Natural Gas Steam Turbine,ST,NG,1953,34.5,28,2016
FL,638,2,RE,Natural Gas Steam Turbine,ST,NG,1954,37.5,29,2016
FL,638,3,RE,Natural Gas Steam Turbine,ST,NG,1956,75,71,2016
FL,641,1,RE,Natural Gas Steam Turbine,ST,NG,1945,28.1,24,2003
FL,641,2,RE,Natural Gas Steam Turbine,ST,NG,1949,28.1,24,2006
FL,641,3,RE,Natural Gas Steam Turbine,ST,NG,1952,37.5,35,2006
FL,642,1,RE,Conventional Steam Coal,ST,BIT,1953,49,46,2015
FL,642,2,RE,Conventional Steam Coal,ST,BIT,1953,49,46,2015
