# File: UCS_Database.csv
# Title: UCS EW3 Energy Water Database
# Units: Specified in column headers
# Source: http://www.ucsusa.org/clean-energy/energy-water-use/ucs-power-plant-database#.WdeR91tSyCg
# Comments: Includes general plant characteristics, locational information, electricity production, water use data.
Plant Code,Plant Name,State,Plant-Generator Code,Parent Company,Technology Code,Requires cooling?,Cooling Technology,Fuel,Latitude,Longitude,Water Basin (8-digit HUC),Water Resource Region,First Year of Operation,Nameplate Capacity (MW),Estimated Generation (MWh),Estimated Capacity Factor,Reported Water Source (Name),Reported Water Source (Type),Reported  Withdrawal (million gallons/yr),Reported  Consumption (million gallons/yr),Calculated Withdrawal (million gallons/yr),Calculated Withdrawal MIN (million gallons/yr),Calculated Withdrawal MAX (million gallons/yr),Calculated Consumption (million gallons/yr),Calculated Consumption MIN (million gallons/yr),Calculated Consumption MAX (million gallons/yr)
3,Barry,AL,3-5,Southern Company,CL-OT-ST,Yes,Once-Through,Coal,31.0042,-88.0139,3160204,South Atlantic Gulf,1971,788.8,3968109,57%,Mobile River,Surface Water,"120,396",0,"144,241","79,362","198,405",992,397,"1,258"
4,Walter Bouldin Dam,AL,4-1,Southern Company,HY-NA-HY,No,None,Hydropower,32.5664,-86.2803,3150201,South Atlantic Gulf,1967,75,138299,21%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
4,Walter Bouldin Dam,AL,4-2,Southern Company,HY-NA-HY,No,None,Hydropower,32.5664,-86.2803,3150201,South Atlantic Gulf,1967,75,138299,21%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
4,Walter Bouldin Dam,AL,4-3,Southern Company,HY-NA-HY,No,None,Hydropower,32.5664,-86.2803,3150201,South Atlantic Gulf,1967,75,138299,21%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
7,Gadsden,AL,7-1,Southern Company,CL-OT-ST,Yes,Once-Through,Coal,34.0136,-85.9703,3150106,South Atlantic Gulf,1949,69,279559,46%,Coosa River,Surface Water,"27,401",66,"10,162","5,591","13,978",70,28,89
7,Gadsden,AL,7-2,Southern Company,CL-OT-ST,Yes,Once-Through,Coal,34.0136,-85.9703,3150106,South Atlantic Gulf,1949,69,319739,53%,Coosa River,Surface Water,"31,339",76,"11,623","6,395","15,987",80,32,101
8,Gorgas,AL,8-10,Southern Company,CL-OT-ST,Yes,Once-Through,Coal,33.6442,-87.1972,3160109,South Atlantic Gulf,1972,788.8,4481336,65%,Warrior River,Surface Water,"260,605","257,585","162,897","89,627","224,067","1,120",448,"1,421"
8,Gorgas,AL,8-6,Southern Company,CL-OT-ST,Yes,Once-Through,Coal,33.6442,-87.1972,3160109,South Atlantic Gulf,1951,125,501760,46%,Warrior River,Surface Water,"36,842","1,472","18,239","10,035","25,088",125,50,159
8,Gorgas,AL,8-7,Southern Company,CL-OT-ST,Yes,Once-Through,Coal,33.6442,-87.1972,3160109,South Atlantic Gulf,1952,125,591564,54%,Warrior River,Surface Water,"43,436","1,736","21,503","11,831","29,578",148,59,188
8,Gorgas,AL,8-8,Southern Company,CL-OT-ST,Yes,Once-Through,Coal,33.6442,-87.1972,3160109,South Atlantic Gulf,1956,187.5,1090673,66%,Warrior River,Surface Water,"127,943","126,461","39,646","21,813","54,534",273,109,346
8,Gorgas,AL,8-9,Southern Company,CL-OT-ST,Yes,Once-Through,Coal,33.6442,-87.1972,3160109,South Atlantic Gulf,1958,190.4,1130894,68%,Warrior River,Surface Water,"132,662","131,124","41,108","22,618","56,545",283,113,358
9,Copper,TX,9-1,El Paso Electric Company,NG-NA-CT,No,None,Natural Gas,31.7453,-106.3692,13040100,Rio Grande,1980,80.5,18110,3%,Municipality,Municipal,0,0,0,0,0,0,0,0
10,Greene County,AL,10-GT5,not reported,NG-NA-CT,No,None,Natural Gas,32.6,-87.7667,3160113,South Atlantic Gulf,1995,80,15483,2%,Warrior River,Surface Water,0,0,0,0,0,0,0,0
10,Greene County,AL,10-GT6,not reported,NG-NA-CT,No,None,Natural Gas,32.6,-87.7667,3160113,South Atlantic Gulf,1995,80,15483,2%,Warrior River,Surface Water,0,0,0,0,0,0,0,0
10,Greene County,AL,10-GT7,not reported,NG-NA-CT,No,None,Natural Gas,32.6,-87.7667,3160113,South Atlantic Gulf,1995,80,15483,2%,Warrior River,Surface Water,0,0,0,0,0,0,0,0
10,Greene County,AL,10-GT8,not reported,NG-NA-CT,No,None,Natural Gas,32.6,-87.7667,3160113,South Atlantic Gulf,1996,80,15483,2%,Warrior River,Surface Water,0,0,0,0,0,0,0,0
10,Greene County,AL,10-GT9,not reported,NG-NA-CT,No,None,Natural Gas,32.6,-87.7667,3160113,South Atlantic Gulf,1996,80,15483,2%,Warrior River,Surface Water,0,0,0,0,0,0,0,0
10,Greene County,AL,10-1,not reported,CL-OT-ST,Yes,Once-Through,Coal,32.6,-87.7667,3160113,South Atlantic Gulf,1965,299.2,1568767,60%,Warrior River,Surface Water,"61,465",0,"57,025","31,375","78,438",392,157,497
10,Greene County,AL,10-2,not reported,CL-OT-ST,Yes,Once-Through,Coal,32.6,-87.7667,3160113,South Atlantic Gulf,1966,269.2,1783126,76%,Warrior River,Surface Water,"69,864",0,"64,817","35,663","89,156",446,178,565
10,Greene County,AL,10-GT10,not reported,NG-NA-CT,No,None,Natural Gas,32.6,-87.7667,3160113,South Atlantic Gulf,1996,80,15483,2%,Warrior River,Surface Water,0,0,0,0,0,0,0,0
10,Greene County,AL,10-GT2,not reported,NG-NA-CT,No,None,Natural Gas,32.6,-87.7667,3160113,South Atlantic Gulf,1996,80,15483,2%,Warrior River,Surface Water,0,0,0,0,0,0,0,0
10,Greene County,AL,10-GT3,not reported,NG-NA-CT,No,None,Natural Gas,32.6,-87.7667,3160113,South Atlantic Gulf,1995,80,15483,2%,Warrior River,Surface Water,0,0,0,0,0,0,0,0
10,Greene County,AL,10-GT4,not reported,NG-NA-CT,No,None,Natural Gas,32.6,-87.7667,3160113,South Atlantic Gulf,1995,80,15483,2%,Warrior River,Surface Water,0,0,0,0,0,0,0,0
11,H Neely Henry Dam,AL,11-3,Southern Company,HY-NA-HY,No,None,Hydropower,33.7667,-86.0356,3150106,South Atlantic Gulf,1966,24.3,38766,18%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
11,H Neely Henry Dam,AL,11-1,Southern Company,HY-NA-HY,No,None,Hydropower,33.7667,-86.0356,3150106,South Atlantic Gulf,1966,24.3,38766,18%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
11,H Neely Henry Dam,AL,11-2,Southern Company,HY-NA-HY,No,None,Hydropower,33.7667,-86.0356,3150106,South Atlantic Gulf,1966,24.3,38766,18%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
12,Holt Dam,AL,12-1,Southern Company,HY-NA-HY,No,None,Hydropower,33.2203,-87.5669,3160112,South Atlantic Gulf,1968,40,116204,33%,Black Warrior River,Surface Water,0,0,0,0,0,0,0,0
13,Jordan Dam,AL,13-1,Southern Company,HY-NA-HY,No,None,Hydropower,32.6092,-86.2411,3150107,South Atlantic Gulf,1929,25,45254,21%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
13,Jordan Dam,AL,13-2,Southern Company,HY-NA-HY,No,None,Hydropower,32.6092,-86.2411,3150107,South Atlantic Gulf,1929,25,45254,21%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
13,Jordan Dam,AL,13-3,Southern Company,HY-NA-HY,No,None,Hydropower,32.6092,-86.2411,3150107,South Atlantic Gulf,1929,25,45254,21%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
13,Jordan Dam,AL,13-4,Southern Company,HY-NA-HY,No,None,Hydropower,32.6092,-86.2411,3150107,South Atlantic Gulf,1929,25,45254,21%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
14,Logan Martin Dam,AL,14-1,Southern Company,HY-NA-HY,No,None,Hydropower,33.4242,-86.3344,3150106,South Atlantic Gulf,1964,42.7,72197,19%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
14,Logan Martin Dam,AL,14-2,Southern Company,HY-NA-HY,No,None,Hydropower,33.4242,-86.3344,3150106,South Atlantic Gulf,1964,42.7,72197,19%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
14,Logan Martin Dam,AL,14-3,Southern Company,HY-NA-HY,No,None,Hydropower,33.4242,-86.3344,3150106,South Atlantic Gulf,1964,42.7,72197,19%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
15,Lay Dam,AL,15-1,Southern Company,HY-NA-HY,No,None,Hydropower,32.9606,-86.5189,3150107,South Atlantic Gulf,1968,29.5,61497,24%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
15,Lay Dam,AL,15-2,Southern Company,HY-NA-HY,No,None,Hydropower,32.9606,-86.5189,3150107,South Atlantic Gulf,1968,29.5,61497,24%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
15,Lay Dam,AL,15-3,Southern Company,HY-NA-HY,No,None,Hydropower,32.9606,-86.5189,3150107,South Atlantic Gulf,1967,29.5,61497,24%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
15,Lay Dam,AL,15-4,Southern Company,HY-NA-HY,No,None,Hydropower,32.9606,-86.5189,3150107,South Atlantic Gulf,1967,29.5,61497,24%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
15,Lay Dam,AL,15-5,Southern Company,HY-NA-HY,No,None,Hydropower,32.9606,-86.5189,3150107,South Atlantic Gulf,1967,29.5,61497,24%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
15,Lay Dam,AL,15-6,Southern Company,HY-NA-HY,No,None,Hydropower,32.9606,-86.5189,3150107,South Atlantic Gulf,1967,29.5,61497,24%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
16,Martin Dam,AL,16-1,Southern Company,HY-NA-HY,No,None,Hydropower,32.6797,-85.9125,3150110,South Atlantic Gulf,1927,50.2,37735,9%,Tallapoosa River,Surface Water,0,0,0,0,0,0,0,0
16,Martin Dam,AL,16-2,Southern Company,HY-NA-HY,No,None,Hydropower,32.6797,-85.9125,3150110,South Atlantic Gulf,1927,50.2,37735,9%,Tallapoosa River,Surface Water,0,0,0,0,0,0,0,0
16,Martin Dam,AL,16-3,Southern Company,HY-NA-HY,No,None,Hydropower,32.6797,-85.9125,3150110,South Atlantic Gulf,1927,50.2,37735,9%,Tallapoosa River,Surface Water,0,0,0,0,0,0,0,0
16,Martin Dam,AL,16-4,Southern Company,HY-NA-HY,No,None,Hydropower,32.6797,-85.9125,3150110,South Atlantic Gulf,1952,60,45101,9%,Tallapoosa River,Surface Water,0,0,0,0,0,0,0,0
17,Mitchell Dam,AL,17-7,Southern Company,HY-NA-HY,No,None,Hydropower,32.8019,-86.4369,3150107,South Atlantic Gulf,1985,50,92783,21%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
17,Mitchell Dam,AL,17-4,Southern Company,HY-NA-HY,No,None,Hydropower,32.8019,-86.4369,3150107,South Atlantic Gulf,1949,20,37113,21%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
17,Mitchell Dam,AL,17-5,Southern Company,HY-NA-HY,No,None,Hydropower,32.8019,-86.4369,3150107,South Atlantic Gulf,1985,50,92783,21%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
17,Mitchell Dam,AL,17-6,Southern Company,HY-NA-HY,No,None,Hydropower,32.8019,-86.4369,3150107,South Atlantic Gulf,1985,50,92783,21%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
18,Lewis Smith Dam,AL,18-2,Southern Company,HY-NA-HY,No,None,Hydropower,33.9372,-87.1069,3160110,South Atlantic Gulf,1962,78.7,62372,9%,Sipsey Fork Black Warrior Rive,Surface Water,0,0,0,0,0,0,0,0
18,Lewis Smith Dam,AL,18-1,Southern Company,HY-NA-HY,No,None,Hydropower,33.9372,-87.1069,3160110,South Atlantic Gulf,1961,78.7,62372,9%,Sipsey Fork Black Warrior Rive,Surface Water,0,0,0,0,0,0,0,0
19,Thurlow Dam,AL,19-1,Southern Company,HY-NA-HY,No,None,Hydropower,32.5594,-85.8975,3150110,South Atlantic Gulf,1931,40.5,49337,14%,Tallapoosa River,Surface Water,0,0,0,0,0,0,0,0
19,Thurlow Dam,AL,19-2,Southern Company,HY-NA-HY,No,None,Hydropower,32.5594,-85.8975,3150110,South Atlantic Gulf,1931,40.5,49337,14%,Tallapoosa River,Surface Water,0,0,0,0,0,0,0,0
19,Thurlow Dam,AL,19-3,Southern Company,HY-NA-HY,No,None,Hydropower,32.5594,-85.8975,3150110,South Atlantic Gulf,1931,10,12182,14%,Tallapoosa River,Surface Water,0,0,0,0,0,0,0,0
20,Weiss Dam,AL,20-1,Southern Company,HY-NA-HY,No,None,Hydropower,34.1844,-85.7625,3150105,South Atlantic Gulf,1962,29.2,39606,15%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
20,Weiss Dam,AL,20-2,Southern Company,HY-NA-HY,No,None,Hydropower,34.1844,-85.7625,3150105,South Atlantic Gulf,1961,29.2,39606,15%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
20,Weiss Dam,AL,20-3,Southern Company,HY-NA-HY,No,None,Hydropower,34.1844,-85.7625,3150105,South Atlantic Gulf,1961,29.2,39606,15%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
21,Yates Dam,AL,21-1,Southern Company,HY-NA-HY,No,None,Hydropower,32.5794,-85.8917,3150110,South Atlantic Gulf,1928,25.5,33797,15%,Tallapoosa River,Surface Water,0,0,0,0,0,0,0,0
21,Yates Dam,AL,21-2,Southern Company,HY-NA-HY,No,None,Hydropower,32.5794,-85.8917,3150110,South Atlantic Gulf,1928,25,33134,15%,Tallapoosa River,Surface Water,0,0,0,0,0,0,0,0
26,E C Gaston,AL,26-1,not reported,CL-OT-ST,Yes,Once-Through,Coal,33.2442,-86.4567,3150107,South Atlantic Gulf,1960,272,1295433,54%,Coosa River,Surface Water,"64,364",297,"47,089","25,909","64,772",324,130,411
26,E C Gaston,AL,26-2,not reported,CL-OT-ST,Yes,Once-Through,Coal,33.2442,-86.4567,3150107,South Atlantic Gulf,1960,272,1177316,49%,Coosa River,Surface Water,"58,495",270,"42,795","23,546","58,866",294,118,373
26,E C Gaston,AL,26-3,not reported,CL-OT-ST,Yes,Once-Through,Coal,33.2442,-86.4567,3150107,South Atlantic Gulf,1961,272,1645389,69%,Coosa River,Surface Water,"84,573",465,"59,810","32,908","82,269",411,165,522
26,E C Gaston,AL,26-5,not reported,CL-RC-ST,Yes,Recirculating,Coal,33.2442,-86.4567,3150107,South Atlantic Gulf,1974,952,5929883,71%,Coosa River,Surface Water,"5,685","1,109","5,960","2,965","7,116","4,074","2,846","6,523"
26,E C Gaston,AL,26-GT4,not reported,OL-NA-CT,No,None,Oil,33.2442,-86.4567,3150107,South Atlantic Gulf,1970,21.2,706,0%,Coosa River,Surface Water,0,0,0,0,0,0,0,0
26,E C Gaston,AL,26-ST4,not reported,CL-OT-ST,Yes,Once-Through,Coal,33.2442,-86.4567,3150107,South Atlantic Gulf,1962,244.8,1362633,64%,Coosa River,Surface Water,"70,039",385,"49,532","27,253","68,132",341,136,432
34,Rollins,CA,34-1P,Nevada Irrigation District,HY-NA-HY,No,None,Hydropower,39.1336,-120.9519,18020126,California,1980,12.1,57824,55%,Bear River,Surface Water,0,0,0,0,0,0,0,0
38,Millers Ferry,AL,38-1,United States Government,HY-NA-HY,No,None,Hydropower,32.1208,-87.3981,3150203,South Atlantic Gulf,1970,33.7,98141,33%,Alabama River,Surface Water,0,0,0,0,0,0,0,0
38,Millers Ferry,AL,38-2,United States Government,HY-NA-HY,No,None,Hydropower,32.1208,-87.3981,3150203,South Atlantic Gulf,1970,33.7,98141,33%,Alabama River,Surface Water,0,0,0,0,0,0,0,0
38,Millers Ferry,AL,38-3,United States Government,HY-NA-HY,No,None,Hydropower,32.1208,-87.3981,3150203,South Atlantic Gulf,1970,33.7,98141,33%,Alabama River,Surface Water,0,0,0,0,0,0,0,0
46,Browns Ferry,AL,46-1,Tennessee Valley Authority,NU-OT-ST,Yes,Once-Through,Nuclear,34.7042,-87.1189,6030002,Tennessee,1974,1152,8216133,81%,Wheeler Reservoir,Surface Water,0,0,"364,385","205,403","492,968","2,210",822,"3,286"
46,Browns Ferry,AL,46-2,Tennessee Valley Authority,NU-OT-ST,Yes,Once-Through,Nuclear,34.7042,-87.1189,6030002,Tennessee,1975,1152,8216133,81%,Wheeler Reservoir,Surface Water,0,0,"364,385","205,403","492,968","2,210",822,"3,286"
46,Browns Ferry,AL,46-3,Tennessee Valley Authority,NU-OT-ST,Yes,Once-Through,Nuclear,34.7042,-87.1189,6030002,Tennessee,1977,1190,8487151,81%,Wheeler Reservoir,Surface Water,0,0,"376,405","212,179","509,229","2,283",849,"3,395"
47,Colbert,AL,47-1,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,34.7439,-87.8486,6030005,Tennessee,1955,200,1240029,71%,Tennessee River,Surface Water,"75,318",4,"45,075","24,801","62,001",310,124,393
47,Colbert,AL,47-2,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,34.7439,-87.8486,6030005,Tennessee,1955,200,1211623,69%,Tennessee River,Surface Water,"73,593",4,"44,042","24,232","60,581",303,121,384
47,Colbert,AL,47-3,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,34.7439,-87.8486,6030005,Tennessee,1955,200,1076163,61%,Tennessee River,Surface Water,"65,365",3,"39,119","21,523","53,808",269,108,341
47,Colbert,AL,47-4,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,34.7439,-87.8486,6030005,Tennessee,1955,200,1246820,71%,Tennessee River,Surface Water,"75,730",4,"45,322","24,936","62,341",312,125,395
47,Colbert,AL,47-5,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,34.7439,-87.8486,6030005,Tennessee,1965,550,2883318,60%,Tennessee River,Surface Water,"175,129",9,"104,809","57,666","144,166",721,288,914
47,Colbert,AL,47-GT1,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,34.7439,-87.8486,6030005,Tennessee,1972,59.5,245,0%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
47,Colbert,AL,47-GT2,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,34.7439,-87.8486,6030005,Tennessee,1972,59.5,245,0%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
47,Colbert,AL,47-GT3,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,34.7439,-87.8486,6030005,Tennessee,1972,59.5,245,0%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
47,Colbert,AL,47-GT4,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,34.7439,-87.8486,6030005,Tennessee,1972,59.5,245,0%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
47,Colbert,AL,47-GT5,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,34.7439,-87.8486,6030005,Tennessee,1972,59.5,245,0%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
47,Colbert,AL,47-GT6,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,34.7439,-87.8486,6030005,Tennessee,1972,59.5,245,0%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
47,Colbert,AL,47-GT7,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,34.7439,-87.8486,6030005,Tennessee,1972,59.5,245,0%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
47,Colbert,AL,47-GT8,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,34.7439,-87.8486,6030005,Tennessee,1972,59.5,245,0%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
48,Guntersville,AL,48-3,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,34.4211,-86.3931,6030001,Tennessee,1939,28.8,126279,50%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
48,Guntersville,AL,48-4,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,34.4211,-86.3931,6030001,Tennessee,1952,28.8,126279,50%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
48,Guntersville,AL,48-1,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,34.4211,-86.3931,6030001,Tennessee,1939,28.8,126279,50%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
48,Guntersville,AL,48-2,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,34.4211,-86.3931,6030001,Tennessee,1939,28.8,126279,50%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
49,Wheeler Dam,AL,49-9,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,34.8069,-87.3819,6030002,Tennessee,1962,43.6,83234,22%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
49,Wheeler Dam,AL,49-4,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,34.8069,-87.3819,6030002,Tennessee,1941,35.1,67007,22%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
49,Wheeler Dam,AL,49-5,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,34.8069,-87.3819,6030002,Tennessee,1948,35.1,67007,22%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
49,Wheeler Dam,AL,49-6,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,34.8069,-87.3819,6030002,Tennessee,1949,35.1,67007,22%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
49,Wheeler Dam,AL,49-7,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,34.8069,-87.3819,6030002,Tennessee,1949,35.1,67007,22%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
49,Wheeler Dam,AL,49-1,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,34.8069,-87.3819,6030002,Tennessee,1936,35.1,67007,22%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
49,Wheeler Dam,AL,49-10,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,34.8069,-87.3819,6030002,Tennessee,1963,36,68725,22%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
49,Wheeler Dam,AL,49-11,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,34.8069,-87.3819,6030002,Tennessee,1963,43.6,83234,22%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
49,Wheeler Dam,AL,49-2,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,34.8069,-87.3819,6030002,Tennessee,1937,35.1,67007,22%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
49,Wheeler Dam,AL,49-8,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,34.8069,-87.3819,6030002,Tennessee,1950,35.1,67007,22%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
49,Wheeler Dam,AL,49-3,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,34.8069,-87.3819,6030002,Tennessee,1941,35.1,67007,22%,Tennessee River,Surface Water,0,0,0,0,0,0,0,0
50,Widows Creek,AL,50-1,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,34.8825,-85.7547,6030001,Tennessee,1952,140.6,581220,47%,Tennessee River,Surface Water,"35,129",1,"21,127","11,624","29,061",145,58,184
50,Widows Creek,AL,50-2,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,34.8825,-85.7547,6030001,Tennessee,1952,140.6,519400,42%,Tennessee River,Surface Water,"31,392",1,"18,880","10,388","25,970",130,52,165
50,Widows Creek,AL,50-3,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,34.8825,-85.7547,6030001,Tennessee,1952,140.6,609823,50%,Tennessee River,Surface Water,"36,857",2,"22,167","12,196","30,491",152,61,193
50,Widows Creek,AL,50-4,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,34.8825,-85.7547,6030001,Tennessee,1953,140.6,670170,54%,Tennessee River,Surface Water,"40,505",2,"24,361","13,403","33,509",168,67,212
50,Widows Creek,AL,50-5,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,34.8825,-85.7547,6030001,Tennessee,1954,140.6,666700,54%,Tennessee River,Surface Water,"40,295",2,"24,235","13,334","33,335",167,67,211
50,Widows Creek,AL,50-6,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,34.8825,-85.7547,6030001,Tennessee,1954,140.6,643788,52%,Tennessee River,Surface Water,"38,910",2,"23,402","12,876","32,189",161,64,204
