# File: L111.RsrcCurves_EJ_R_Ffos.csv
# Title: Fossil resource supply curves
# Units: available: EJ; extractioncost: 1975$/GJ
# Downscale GCAM3.0 supply curves to the country level (on the basis of resource
# production) and aggregate by the new GCAM regions.
# Use crude oil production shares as a proxy for unconventional oil resources.
GCAM_region_ID,resource,subresource,grade,available,extractioncost
10,crude oil,crude oil,grade 6,74.53856580079145,2.7
10,crude oil,crude oil,grade 7,0,3.5
10,natural gas,natural gas,grade 1,51.47985845782521,0.62
10,natural gas,natural gas,grade 2,328.52069674316766,0.68
10,natural gas,natural gas,grade 3,223.18498636023298,1.1
10,natural gas,natural gas,grade 4,220.01699507052066,1.7
10,natural gas,natural gas,grade 5,75.71499182412447,3.1
10,natural gas,natural gas,grade 6,141.45081108565512,3.7
10,natural gas,natural gas,grade 7,7458.718692498688,6.5
10,natural gas,natural gas,grade 8,0,6.6
10,unconventional oil,unconventional oil,grade 1,519.4847235998236,1.8
10,unconventional oil,unconventional oil,grade 2,1015.7707736815366,2.1
10,unconventional oil,unconventional oil,grade 3,276.34598951064487,3.6
10,unconventional oil,unconventional oil,grade 4,0,4.7
11,coal,coal,grade 1,281.4115232666506,0.34
11,coal,coal,grade 2,6708.23243589016,0.37
11,coal,coal,grade 3,4598.033735368058,1.2
11,coal,coal,grade 4,6533.595954260103,1.7
11,coal,coal,grade 5,8954.718360731402,2
11,coal,coal,grade 6,8954.718360731402,2.3
11,coal,coal,grade 7,0,2.6
11,crude oil,crude oil,grade 1,78.93511303643314,0.5
11,crude oil,crude oil,grade 2,96.99428945538564,0.55
11,crude oil,crude oil,grade 3,132.67393450249045,0.92
11,crude oil,crude oil,grade 4,169.7438367971407,1.3
11,crude oil,crude oil,grade 5,129.32547216093036,2.1
11,crude oil,crude oil,grade 6,177.8787115208161,2.7
11,crude oil,crude oil,grade 7,0,3.5
11,natural gas,natural gas,grade 1,5.640275415918158,0.62
11,natural gas,natural gas,grade 2,37.59941736849797,0.68
11,natural gas,natural gas,grade 3,160.56523466312507,1.1
11,natural gas,natural gas,grade 4,355.8116040563141,1.7
11,natural gas,natural gas,grade 5,224.42639914903202,3.1
11,natural gas,natural gas,grade 6,418.8042614561891,3.7
11,natural gas,natural gas,grade 7,3178.670165342862,6.5
11,natural gas,natural gas,grade 8,0,6.6
11,unconventional oil,unconventional oil,grade 1,1913.3988267954028,1.8
11,unconventional oil,unconventional oil,grade 2,3740.2573111750085,2.1
11,unconventional oil,unconventional oil,grade 3,1017.658104834674,3.6
11,unconventional oil,unconventional oil,grade 4,0,4.7
12,coal,coal,grade 1,84.1476893439796,0.34
12,coal,coal,grade 2,535.3443050810222,0.37
12,coal,coal,grade 3,945.4781261976207,1.2
12,coal,coal,grade 4,1343.4769146922315,1.7
12,coal,coal,grade 5,1840.4942027832635,2
12,coal,coal,grade 6,1840.4942027832635,2.3
12,coal,coal,grade 7,0,2.6
12,crude oil,crude oil,grade 1,9.302956592338289,0.5
12,crude oil,crude oil,grade 2,9.065698883304123,0.55
12,crude oil,crude oil,grade 3,20.557934460040112,0.92
12,crude oil,crude oil,grade 4,19.599755131528134,1.3
12,crude oil,crude oil,grade 5,15.937352804705732,2.1
12,crude oil,crude oil,grade 6,14.99977123675026,2.7
12,crude oil,crude oil,grade 7,0,3.5
12,natural gas,natural gas,grade 1,16.8445309685782,0.62
12,natural gas,natural gas,grade 2,106.44857878130563,0.68
12,natural gas,natural gas,grade 3,31.037968136575337,1.1
12,natural gas,natural gas,grade 4,29.98682112154276,1.7
12,natural gas,natural gas,grade 5,47.9314273368697,3.1
12,natural gas,natural gas,grade 6,88.90797798058904,3.7
12,natural gas,natural gas,grade 7,256.95154248036823,6.5
12,natural gas,natural gas,grade 8,0,6.6
12,unconventional oil,unconventional oil,grade 1,156.59058420697096,1.8
12,unconventional oil,unconventional oil,grade 2,305.9898657412801,2.1
12,unconventional oil,unconventional oil,grade 3,83.26448099068519,3.6
12,unconventional oil,unconventional oil,grade 4,0,4.7
13,coal,coal,grade 1,109.97930653493279,0.34
13,coal,coal,grade 2,2475.0043940724618,0.37
13,coal,coal,grade 3,2474.0643999995136,1.2
13,coal,coal,grade 4,3515.5778328260567,1.7
13,coal,coal,grade 5,4817.469623859236,2
13,coal,coal,grade 6,4817.469623859236,2.3
13,coal,coal,grade 7,0,2.6
13,crude oil,crude oil,grade 1,45.81918284391202,0.5
13,crude oil,crude oil,grade 2,51.5469211863691,0.55
13,crude oil,crude oil,grade 3,71.59119977235194,0.92
13,crude oil,crude oil,grade 4,73.88453306207852,1.3
13,crude oil,crude oil,grade 5,52.693048499874955,2.1
13,crude oil,crude oil,grade 6,76.74825514293686,2.7
13,crude oil,crude oil,grade 7,0,3.5
13,natural gas,natural gas,grade 1,63.13252459773834,0.62
13,natural gas,natural gas,grade 2,401.45810672660446,0.68
13,natural gas,natural gas,grade 3,225.01132535395365,1.1
13,natural gas,natural gas,grade 4,523.6772534977591,1.7
13,natural gas,natural gas,grade 5,309.1886783300166,3.1
13,natural gas,natural gas,grade 6,577.9076359563081,3.7
13,natural gas,natural gas,grade 7,6928.494311886575,6.5
13,natural gas,natural gas,grade 8,0,6.6
13,unconventional oil,unconventional oil,grade 1,689.5750288998539,1.8
13,unconventional oil,unconventional oil,grade 2,1348.7949807297807,2.1
13,unconventional oil,unconventional oil,grade 3,366.90660173333424,3.6
13,unconventional oil,unconventional oil,grade 4,0,4.7
14,coal,coal,grade 1,30.42132814759263,0.34
14,coal,coal,grade 2,1680.4895700771422,0.37
14,coal,coal,grade 3,2965.886954338714,1.2
14,coal,coal,grade 4,4214.701728802548,1.7
14,coal,coal,grade 5,5775.623926856557,2
14,coal,coal,grade 6,5775.623926856557,2.3
14,coal,coal,grade 7,0,2.6
14,crude oil,crude oil,grade 1,33.349979798419184,0.5
14,crude oil,crude oil,grade 2,39.07340867471555,0.55
14,crude oil,crude oil,grade 3,79.30250971868325,0.92
14,crude oil,crude oil,grade 4,77.32132279996527,1.3
14,crude oil,crude oil,grade 5,62.95771763925998,2.1
14,crude oil,crude oil,grade 6,61.19666260039956,2.7
14,crude oil,crude oil,grade 7,0,3.5
14,natural gas,natural gas,grade 1,27.780452151155547,0.62
14,natural gas,natural gas,grade 2,177.282023881528,0.68
14,natural gas,natural gas,grade 3,120.4389448645482,1.1
14,natural gas,natural gas,grade 4,118.72937857832325,1.7
14,natural gas,natural gas,grade 5,40.85863424077647,3.1
14,natural gas,natural gas,grade 6,76.33213467994432,3.7
14,natural gas,natural gas,grade 7,4025.002864288038,6.5
14,natural gas,natural gas,grade 8,0,6.6
14,unconventional oil,unconventional oil,grade 1,426.395451284079,1.8
14,unconventional oil,unconventional oil,grade 2,833.7494949604798,2.1
14,unconventional oil,unconventional oil,grade 3,226.82609032402058,3.6
14,unconventional oil,unconventional oil,grade 4,0,4.7
15,coal,coal,grade 1,11.505148235165372,0.34
15,coal,coal,grade 2,171.14519445401243,0.37
15,coal,coal,grade 3,188.0704395712522,1.2
15,coal,coal,grade 4,267.24010144381793,1.7
15,coal,coal,grade 5,366.17378107106083,2
15,coal,coal,grade 6,366.17378107106083,2.3
15,coal,coal,grade 7,0,2.6
15,crude oil,crude oil,grade 1,2.9541996187012884,0.5
15,crude oil,crude oil,grade 2,2.8690735380457464,0.55
15,crude oil,crude oil,grade 3,5.63833922845547,0.92
15,crude oil,crude oil,grade 4,5.467968486295292,1.3
15,crude oil,crude oil,grade 5,4.260691524193567,2.1
15,crude oil,crude oil,grade 6,4.630203638229416,2.7
15,crude oil,crude oil,grade 7,0,3.5
15,natural gas,natural gas,grade 1,0.9609266715617303,0.62
15,natural gas,natural gas,grade 2,6.070675526375458,0.68
15,natural gas,natural gas,grade 3,1.7092949679497633,1.1
15,natural gas,natural gas,grade 4,2.1469716446608764,1.7
15,natural gas,natural gas,grade 5,3.079810358691051,3.1
15,natural gas,natural gas,grade 6,5.718081131606999,3.7
15,natural gas,natural gas,grade 7,11.985055954893584,6.5
15,natural gas,natural gas,grade 8,0,6.6
15,unconventional oil,unconventional oil,grade 1,51.41304006625039,1.8
15,unconventional oil,unconventional oil,grade 2,100.48268200706696,2.1
15,unconventional oil,unconventional oil,grade 3,27.341229973197123,3.6
15,unconventional oil,unconventional oil,grade 4,0,4.7
16,coal,coal,grade 1,0.39995194574463755,0.34
16,coal,coal,grade 2,9.000627975603681,0.37
16,coal,coal,grade 3,8.99720958290501,1.2
16,coal,coal,grade 4,12.784788693033713,1.7
16,coal,coal,grade 5,17.519262580694594,2
16,coal,coal,grade 6,17.519262580694594,2.3
16,coal,coal,grade 7,0,2.6
16,crude oil,crude oil,grade 1,33.04401798817214,0.5
16,crude oil,crude oil,grade 2,37.17452023669367,0.55
16,crude oil,crude oil,grade 3,51.63127810651898,0.92
16,crude oil,crude oil,grade 4,53.28347900592758,1.3
16,crude oil,crude oil,grade 5,38.000620686397966,2.1
16,crude oil,crude oil,grade 6,55.34873013018834,2.7
16,crude oil,crude oil,grade 7,0,3.5
16,natural gas,natural gas,grade 1,14.763582688886672,0.62
16,natural gas,natural gas,grade 2,93.88124376522806,0.68
16,natural gas,natural gas,grade 3,52.61892291680122,1.1
16,natural gas,natural gas,grade 4,122.46202563730355,1.7
16,natural gas,natural gas,grade 5,72.30369983531678,3.1
16,natural gas,natural gas,grade 6,135.14356461365492,3.7
16,natural gas,natural gas,grade 7,1620.2085617547425,6.5
16,natural gas,natural gas,grade 8,0,6.6
16,unconventional oil,unconventional oil,grade 1,497.3124707219908,1.8
16,unconventional oil,unconventional oil,grade 2,972.7332795268176,2.1
16,unconventional oil,unconventional oil,grade 3,264.6082350447855,3.6
16,unconventional oil,unconventional oil,grade 4,0,4.7
17,coal,coal,grade 1,55,0.34
17,coal,coal,grade 2,1018,0.37
17,coal,coal,grade 3,434,1.2
17,coal,coal,grade 4,616,1.7
17,coal,coal,grade 5,845,2
17,coal,coal,grade 6,845,2.3
17,coal,coal,grade 7,0,2.6
17,crude oil,crude oil,grade 1,21,0.5
17,crude oil,crude oil,grade 2,48,0.55
17,crude oil,crude oil,grade 3,120.5,0.92
17,crude oil,crude oil,grade 4,73.5,1.3
17,crude oil,crude oil,grade 5,63,2.1
17,crude oil,crude oil,grade 6,314,2.7
17,crude oil,crude oil,grade 7,0,3.5
17,natural gas,natural gas,grade 1,5,0.62
17,natural gas,natural gas,grade 2,32,0.68
17,natural gas,natural gas,grade 3,301,1.1
17,natural gas,natural gas,grade 4,339,1.7
17,natural gas,natural gas,grade 5,382,3.1
17,natural gas,natural gas,grade 6,714,3.7
17,natural gas,natural gas,grade 7,4263,6.5
17,natural gas,natural gas,grade 8,0,6.6
17,unconventional oil,unconventional oil,grade 1,1509,1.8
17,unconventional oil,unconventional oil,grade 2,2950,2.1
17,unconventional oil,unconventional oil,grade 3,802.62,3.6
17,unconventional oil,unconventional oil,grade 4,0,4.7
18,coal,coal,grade 1,5.044655257560657,0.34
18,coal,coal,grade 2,855.9098420327915,0.37
18,coal,coal,grade 3,364.89673029688754,1.2
18,coal,coal,grade 4,517.9179397762275,1.7
18,coal,coal,grade 5,710.4556154397925,2
18,coal,coal,grade 6,710.4556154397925,2.3
18,coal,coal,grade 7,0,2.6
18,crude oil,crude oil,grade 1,43.83841636557445,0.5
18,crude oil,crude oil,grade 2,28.825260075994162,0.55
18,crude oil,crude oil,grade 3,87.97709585694052,0.92
18,crude oil,crude oil,grade 4,59.75236203252957,1.3
18,crude oil,crude oil,grade 5,37.83315384974234,2.1
18,crude oil,crude oil,grade 6,188.56524299712848,2.7
18,crude oil,crude oil,grade 7,0,3.5
18,natural gas,natural gas,grade 1,17.69201709523405,0.62
18,natural gas,natural gas,grade 2,112.83575347404827,0.68
18,natural gas,natural gas,grade 3,118.33993657034331,1.1
18,natural gas,natural gas,grade 4,133.27986211742984,1.7
18,natural gas,natural gas,grade 5,187.92853714493057,3.1
18,natural gas,natural gas,grade 6,351.0882503565335,3.7
18,natural gas,natural gas,grade 7,844.4989493458387,6.5
18,natural gas,natural gas,grade 8,0,6.6
18,unconventional oil,unconventional oil,grade 1,906.1941136390665,1.8
18,unconventional oil,unconventional oil,grade 2,1771.5524421704745,2.1
18,unconventional oil,unconventional oil,grade 3,481.9943800457174,3.6
18,unconventional oil,unconventional oil,grade 4,0,4.7
19,coal,coal,grade 1,2,0.34
19,coal,coal,grade 2,336,0.37
19,coal,coal,grade 3,496,1.2
19,coal,coal,grade 4,704,1.7
19,coal,coal,grade 5,965,2
19,coal,coal,grade 6,965,2.3
19,coal,coal,grade 7,0,2.6
19,crude oil,crude oil,grade 1,0.2,0.5
19,crude oil,crude oil,grade 2,0.2,0.55
19,crude oil,crude oil,grade 3,0.2,0.92
19,crude oil,crude oil,grade 4,0.2,1.3
19,crude oil,crude oil,grade 5,0.2,2.1
19,crude oil,crude oil,grade 6,0.2,2.7
19,crude oil,crude oil,grade 7,0.2,3.5
19,natural gas,natural gas,grade 1,1,0.62
19,natural gas,natural gas,grade 2,6,0.68
19,natural gas,natural gas,grade 3,23,1.1
19,natural gas,natural gas,grade 4,51,1.7
19,natural gas,natural gas,grade 5,239,3.1
19,natural gas,natural gas,grade 6,446,3.7
19,natural gas,natural gas,grade 7,5534,6.5
19,natural gas,natural gas,grade 8,0,6.6
19,unconventional oil,unconventional oil,grade 1,146,1.8
19,unconventional oil,unconventional oil,grade 2,287,2.1
19,unconventional oil,unconventional oil,grade 3,77.94,3.6
19,unconventional oil,unconventional oil,grade 4,0,4.7
20,coal,coal,grade 1,1.5109582306689158,0.34
20,coal,coal,grade 2,15.933741341599475,0.37
20,coal,coal,grade 3,19.779816837847626,1.2
20,coal,coal,grade 4,28.158767026102524,1.7
20,coal,coal,grade 5,38.460754962481495,2
20,coal,coal,grade 6,38.460754962481495,2.3
20,coal,coal,grade 7,0,2.6
20,crude oil,crude oil,grade 1,72.95650350755687,0.5
20,crude oil,crude oil,grade 2,92.3458445298355,0.55
20,crude oil,crude oil,grade 3,75.58556669701838,0.92
20,crude oil,crude oil,grade 4,150.84250049535407,1.3
20,crude oil,crude oil,grade 5,113.70698294421027,2.1
20,crude oil,crude oil,grade 6,156.1006268742771,2.7
20,crude oil,crude oil,grade 7,0,3.5
20,natural gas,natural gas,grade 1,9.888807496862942,0.62
20,natural gas,natural gas,grade 2,63.07455592593661,0.68
20,natural gas,natural gas,grade 3,99.42260510359499,1.1
20,natural gas,natural gas,grade 4,209.26854783901848,1.7
20,natural gas,natural gas,grade 5,191.36178831767208,3.1
20,natural gas,natural gas,grade 6,357.8679253594454,3.7
20,natural gas,natural gas,grade 7,13670.340936676828,6.5
20,natural gas,natural gas,grade 8,0,6.6
20,unconventional oil,unconventional oil,grade 1,987.2132276427967,1.8
